"","GEOID","total_18_39"
"5520","17830",499
"5521","17832",172
"5522","17834",710
"5523","17835",97
"5524","17836",50
"5525","17837",7268
"5526","17840",137
"5527","17841",1146
"5528","17842",2113
"5529","17844",2631
"5530","17845",464
"5531","17846",830
"5532","17847",2684
"5533","17850",268
"5534","17851",1664
"5535","17853",905
"5536","17855",297
"5537","17856",763
"5538","17857",1871
"5539","17859",571
"5540","17860",557
"5541","17861",35
"5542","17862",185
"5543","17864",590
"5544","17865",57
"5545","17866",3539
"5546","17867",21
"5547","17868",175
"5548","17870",5319
"5549","17872",2074
"5550","17876",484
"5551","17878",271
"5552","17880",57
"5553","17881",427
"5554","17884",74
"5555","17885",19
"5556","17886",747
"5557","17887",31
"5558","17888",54
"5559","17889",635
"5560","17901",5809
"5561","17920",51
"5562","17921",2254
"5563","17922",1169
"5564","17923",123
"5565","17925",119
"5566","17929",389
"5567","17930",106
"5568","17931",3290
"5569","17933",22
"5570","17934",91
"5571","17935",377
"5572","17936",161
"5573","17938",596
"5574","17941",214
"5575","17943",46
"5576","17944",63
"5577","17945",33
"5578","17946",82
"5579","17948",1349
"5580","17949",84
"5581","17951",42
"5582","17952",30
"5583","17953",124
"5584","17954",1066
"5585","17957",95
"5586","17959",360
"5587","17960",644
"5588","17961",1022
"5589","17963",1954
"5590","17964",138
"5591","17965",541
"5592","17967",561
"5593","17968",59
"5594","17970",789
"5595","17972",2841
"5596","17974",64
"5597","17976",1679
"5598","17978",67
"5599","17979",27
"5600","17980",764
"5601","17981",659
"5602","17982",104
"5603","17983",470
"5604","17985",256
"5605","18011",1743
"5606","18013",4547
"5607","18014",2516
"5608","18015",13822
"5609","18016",0
"5610","18017",9372
"5611","18018",11341
"5612","18020",4944
"5613","18030",227
"5614","18031",2674
"5615","18032",2858
"5616","18034",2613
"5617","18035",0
"5618","18036",2829
"5619","18037",1867
"5620","18038",611
"5621","18040",3616
"5622","18041",1534
"5623","18042",14099
"5624","18045",5792
"5625","18046",19
"5626","18049",4538
"5627","18051",766
"5628","18052",8222
"5629","18053",366
"5630","18054",1212
"5631","18055",2695
"5632","18056",125
"5633","18058",2783
"5634","18059",228
"5635","18062",5500
"5636","18063",177
"5637","18064",5931
"5638","18066",1428
"5639","18067",4374
"5640","18068",0
"5641","18069",1713
"5642","18070",257
"5643","18071",2536
"5644","18072",1830
"5645","18073",2448
"5646","18074",1476
"5647","18076",671
"5648","18077",551
"5649","18078",1691
"5650","18079",234
"5651","18080",2594
"5652","18081",0
"5653","18083",96
"5654","18085",212
"5655","18086",115
"5656","18087",149
"5657","18088",2141
"5658","18091",1212
"5659","18092",648
"5660","18101",1495
"5661","18102",17267
"5662","18103",12752
"5663","18104",13475
"5664","18105",2
"5665","18106",1405
"5666","18109",6287
"5667","18195",0
"5668","18201",8254
"5669","18202",3515
"5670","18210",1665
"5671","18211",214
"5672","18212",22
"5673","18214",388
"5674","18216",182
"5675","18218",587
"5676","18219",378
"5677","18220",67
"5678","18221",28
"5679","18222",2408
"5680","18223",0
"5681","18224",1196
"5682","18225",104
"5683","18229",1854
"5684","18230",25
"5685","18231",136
"5686","18232",1125
"5687","18234",42
"5688","18235",4334
"5689","18237",952
"5690","18239",10
"5691","18240",962
"5692","18241",191
"5693","18242",36
"5694","18244",38
"5695","18245",39
"5696","18246",94
"5697","18248",135
"5698","18249",847
"5699","18250",752
"5700","18251",18
"5701","18252",2406
"5702","18254",205
"5703","18255",956
"5704","18256",68
"5705","18301",10112
"5706","18302",4436
"5707","18321",343
"5708","18322",560
"5709","18323",0
"5710","18324",2187
"5711","18325",709
"5712","18326",1204
"5713","18327",98
"5714","18328",1769
"5715","18330",2352
"5716","18331",245
"5717","18332",721
"5718","18333",243
"5719","18334",964
"5720","18335",330
"5721","18336",851
"5722","18337",3592
"5723","18340",76
"5724","18342",21
"5725","18343",1016
"5726","18344",1038
"5727","18346",449
"5728","18347",376
"5729","18349",30
"5730","18350",258
"5731","18351",153
"5732","18352",165
"5733","18353",2649
"5734","18354",194
"5735","18355",484
"5736","18356",10
"5737","18357",34
"5738","18360",6655
"5739","18370",308
"5740","18371",277
"5741","18372",512
"5742","18403",1542
"5743","18405",526
"5744","18407",3152
"5745","18411",4674
"5746","18413",14
"5747","18414",1000
"5748","18415",212
"5749","18417",201
"5750","18419",1472
"5751","18420",6
"5752","18421",1218
"5753","18424",1055
"5754","18425",204
"5755","18426",752
"5756","18427",58
"5757","18428",2368
"5758","18430",0
"5759","18431",2548
"5760","18433",1830
"5761","18434",983
"5762","18435",191
"5763","18436",2303
"5764","18437",24
"5765","18438",321
"5766","18439",61
"5767","18441",32
"5768","18443",125
"5769","18444",3053
"5770","18445",602
"5771","18446",736
"5772","18447",2248
"5773","18451",97
"5774","18452",1270
"5775","18453",186
"5776","18454",0
"5777","18455",15
"5778","18456",61
"5779","18457",10
"5780","18458",582
"5781","18459",0
"5782","18460",0
"5783","18461",82
"5784","18462",57
"5785","18463",40
"5786","18464",146
"5787","18465",321
"5788","18466",5350
"5789","18469",43
"5790","18470",576
"5791","18471",149
"5792","18472",2650
"5793","18473",205
"5794","18503",516
"5795","18504",5694
"5796","18505",5947
"5797","18507",1378
"5798","18508",3738
"5799","18509",5067
"5800","18510",5900
"5801","18512",3143
"5802","18517",1435
"5803","18518",2332
"5804","18519",1287
"5805","18602",23
"5806","18603",4569
"5807","18610",1544
"5808","18612",5417
"5809","18614",456
"5810","18615",400
"5811","18616",104
"5812","18617",679
"5813","18618",985
"5814","18619",71
"5815","18621",2055
"5816","18622",14
"5817","18623",690
"5818","18624",20
"5819","18625",53
"5820","18626",75
"5821","18628",61
"5822","18629",386
"5823","18630",788
"5824","18631",352
"5825","18632",162
"5826","18634",3555
"5827","18635",874
"5828","18636",374
"5829","18640",4480
"5830","18641",1711
"5831","18642",1212
"5832","18643",3182
"5833","18644",1579
"5834","18651",2117
"5835","18653",53
"5836","18655",1148
"5837","18656",481
"5838","18657",2766
"5839","18660",929
"5840","18661",1295
"5841","18701",2445
"5842","18702",11644
"5843","18704",8121
"5844","18705",4046
"5845","18706",4310
"5846","18707",3655
"5847","18708",1983
"5848","18709",802
"5849","18801",1810
"5850","18810",1162
"5851","18812",315
"5852","18814",57
"5853","18816",18
"5854","18817",63
"5855","18818",250
"5856","18821",306
"5857","18822",730
"5858","18823",84
"5859","18824",354
"5860","18825",20
"5861","18826",353
"5862","18828",92
"5863","18829",170
"5864","18830",107
"5865","18831",305
"5866","18832",474
"5867","18833",362
"5868","18834",828
"5869","18837",686
"5870","18840",2729
"5871","18842",43
"5872","18843",101
"5873","18844",386
"5874","18845",49
"5875","18846",253
"5876","18847",1189
"5877","18848",1975
"5878","18850",523
"5879","18851",172
"5880","18853",899
"5881","18854",370
"5882","18901",7216
"5883","18902",3782
"5884","18912",129
"5885","18913",0
"5886","18914",4804
"5887","18915",160
"5888","18917",607
"5889","18920",26
"5890","18923",161
"5891","18925",1381
"5892","18929",1951
"5893","18930",442
"5894","18932",27
"5895","18935",0
"5896","18936",0
"5897","18938",2201
"5898","18940",5815
"5899","18942",773
"5900","18944",6265
"5901","18947",1381
"5902","18950",47
"5903","18951",7961
"5904","18954",1933
"5905","18955",496
"5906","18960",3174
"5907","18962",85
"5908","18964",3379
"5909","18966",8399
"5910","18969",3960
"5911","18970",204
"5912","18972",636
"5913","18974",9818
"5914","18976",4786
"5915","18977",533
"5916","18980",123
"5917","19001",4890
"5918","19002",7410
"5919","19003",4616
"5920","19004",1926
"5921","19006",4623
"5922","19007",6318
"5923","19008",4767
"5924","19009",311
"5925","19010",7491
"5926","19012",1502
"5927","19013",12488
"5928","19014",5724
"5929","19015",4687
"5930","19017",93
"5931","19018",7880
"5932","19020",16622
"5933","19021",2749
"5934","19022",1185
"5935","19023",6717
"5936","19025",968
"5937","19026",9504
"5938","19027",6026
"5939","19029",1249
"5940","19030",3142
"5941","19031",1053
"5942","19032",1989
"5943","19033",2745
"5944","19034",1381
"5945","19035",525
"5946","19036",3824
"5947","19038",8530
"5948","19040",5413
"5949","19041",1563
"5950","19043",534
"5951","19044",5212
"5952","19046",3665
"5953","19047",10076
"5954","19050",8563
"5955","19053",7442
"5956","19054",5089
"5957","19055",3859
"5958","19056",4410
"5959","19057",5177
"5960","19060",1957
"5961","19061",5580
"5962","19063",8510
"5963","19064",5997
"5964","19066",1168
"5965","19067",12067
"5966","19070",2185
"5967","19072",1831
"5968","19073",3604
"5969","19074",1771
"5970","19075",2103
"5971","19076",2110
"5972","19078",3011
"5973","19079",3034
"5974","19081",3127
"5975","19082",14559
"5976","19083",9082
"5977","19085",4136
"5978","19086",2498
"5979","19087",8460
"5980","19090",5310
"5981","19094",1097
"5982","19095",2117
"5983","19096",2461
"5984","19102",3081
"5985","19103",12174
"5986","19104",33946
"5987","19106",5726
"5988","19107",8410
"5989","19109",0
"5990","19111",21520
"5991","19112",0
"5992","19113",41
"5993","19114",9385
"5994","19115",8597
"5995","19116",8975
"5996","19118",3055
"5997","19119",7542
"5998","19120",25330
"5999","19121",12483
"6000","19122",11035
"6001","19123",8071
"6002","19124",21050
"6003","19125",12183
"6004","19126",4691
"6005","19127",4145
"6006","19128",15969
"6007","19129",4767
"6008","19130",14055
"6009","19131",15022
"6010","19132",9441
"6011","19133",8807
"6012","19134",19417
"6013","19135",12236
"6014","19136",11574
"6015","19137",2557
"6016","19138",10405
"6017","19139",13632
"6018","19140",16228
"6019","19141",11453
"6020","19142",9292
"6021","19143",23321
"6022","19144",14101
"6023","19145",15670
"6024","19146",17413
"6025","19147",17624
"6026","19148",19573
"6027","19149",19869
"6028","19150",6269
"6029","19151",10147
"6030","19152",10549
"6031","19153",4449
"6032","19154",10028
"6033","19301",1412
"6034","19310",917
"6035","19311",2479
"6036","19312",1790
"6037","19316",82
"6038","19317",1794
"6039","19319",438
"6040","19320",14342
"6041","19330",1308
"6042","19333",1574
"6043","19335",12261
"6044","19341",4623
"6045","19342",3835
"6046","19343",1500
"6047","19344",2630
"6048","19345",480
"6049","19348",5975
"6050","19350",2458
"6051","19352",3759
"6052","19355",5866
"6053","19358",315
"6054","19362",1218
"6055","19363",4134
"6056","19365",1886
"6057","19367",0
"6058","19372",584
"6059","19373",2080
"6060","19374",310
"6061","19375",0
"6062","19380",14730
"6063","19382",17576
"6064","19383",3132
"6065","19390",3382
"6066","19401",13800
"6067","19403",13280
"6068","19405",2062
"6069","19406",8199
"6070","19422",3896
"6071","19425",3187
"6072","19426",11533
"6073","19428",7975
"6074","19435",26
"6075","19436",66
"6076","19437",131
"6077","19438",5152
"6078","19440",5737
"6079","19442",0
"6080","19444",2609
"6081","19446",15074
"6082","19453",457
"6083","19454",7343
"6084","19456",43
"6085","19457",0
"6086","19460",12291
"6087","19462",3831
"6088","19464",13206
"6089","19465",4128
"6090","19468",7260
"6091","19472",0
"6092","19473",3666
"6093","19474",107
"6094","19475",2547
"6095","19477",5
"6096","19492",5
"6097","19501",340
"6098","19503",427
"6099","19504",1024
"6100","19505",858
"6101","19506",1545
"6102","19507",758
"6103","19508",3445
"6104","19510",2429
"6105","19511",25
"6106","19512",3952
"6107","19518",3378
"6108","19519",0
"6109","19520",1105
"6110","19522",3137
"6111","19523",166
"6112","19525",3862
"6113","19526",2792
"6114","19529",732
"6115","19530",7827
"6116","19533",2569
"6117","19534",420
"6118","19535",0
"6119","19536",227
"6120","19538",0
"6121","19539",1017
"6122","19540",2551
"6123","19541",1002
"6124","19542",0
"6125","19543",1311
"6126","19544",43
"6127","19545",238
"6128","19547",912
"6129","19549",38
"6130","19550",191
"6131","19551",1247
"6132","19554",134
"6133","19555",815
"6134","19559",115
"6135","19560",2195
"6136","19562",638
"6137","19564",84
"6138","19565",2090
"6139","19567",1341
"6140","19601",10723
"6141","19602",5286
"6142","19604",10355
"6143","19605",4967
"6144","19606",9109
"6145","19607",6226
"6146","19608",4931
"6147","19609",2991
"6148","19610",4301
"6149","19611",3319
"6150","19701",11382
"6151","19702",18915
"6152","19703",4733
"6153","19706",489
"6154","19707",2848
"6155","19709",9391
"6156","19710",0
"6157","19711",20847
"6158","19713",9335
"6159","19716",1130
"6160","19717",4012
"6161","19720",17749
"6162","19730",340
"6163","19731",127
"6164","19732",19
"6165","19733",0
"6166","19734",3092
"6167","19735",17
"6168","19736",69
"6169","19801",6056
"6170","19802",7677
"6171","19803",4473
"6172","19804",5473
"6173","19805",12907
"6174","19806",3718
"6175","19807",1039
"6176","19808",11016
"6177","19809",4377
"6178","19810",6099
"6179","19901",13529
"6180","19902",386
"6181","19904",11285
"6182","19930",148
"6183","19931",51
"6184","19933",2573
"6185","19934",3556
"6186","19936",79
"6187","19938",2270
"6188","19939",1474
"6189","19940",1300
"6190","19941",658
"6191","19943",3005
"6192","19944",58
"6193","19945",1500
"6194","19946",1360
"6195","19947",5826
"6196","19950",2000
"6197","19951",375
"6198","19952",2809
"6199","19953",1096
"6200","19954",257
"6201","19955",7
"6202","19956",3617
"6203","19958",3994
"6204","19960",1709
"6205","19962",3601
"6206","19963",5301
"6207","19964",299
"6208","19966",5201
"6209","19967",211
"6210","19968",2775
"6211","19970",1336
"6212","19971",1933
"6213","19973",6535
"6214","19975",1797
"6215","19977",7448
"6216","19979",255
"6217","20001",28163
"6218","20002",31091
"6219","20003",15519
"6220","20004",812
"6221","20005",7754
"6222","20006",2553
"6223","20007",12107
"6224","20008",12467
"6225","20009",28827
"6226","20010",17745
"6227","20011",23550
"6228","20012",4255
"6229","20015",3059
"6230","20016",11634
"6231","20017",7390
"6232","20018",6042
"6233","20019",19843
"6234","20020",17895
"6235","20024",6285
"6236","20032",14861
"6237","20036",3817
"6238","20037",10080
"6239","20045",0
"6240","20052",751
"6241","20053",0
"6242","20057",3723
"6243","20064",2115
"6244","20105",6451
"6245","20106",882
"6246","20109",15621
"6247","20110",15763
"6248","20111",11743
"6249","20112",6222
"6250","20115",1728
"6251","20117",375
"6252","20118",0
"6253","20119",1228
"6254","20120",12335
"6255","20121",10062
"6256","20124",3235
"6257","20129",119
"6258","20130",76
"6259","20132",4303
"6260","20135",677
"6261","20136",7495
"6262","20137",306
"6263","20139",82
"6264","20141",1555
"6265","20143",304
"6266","20144",154
"6267","20147",18920
"6268","20148",13909
"6269","20151",6221
"6270","20152",9088
"6271","20155",9257
"6272","20158",853
"6273","20164",14087
"6274","20165",8729
"6275","20166",4217
"6276","20169",5527
"6277","20170",13759
"6278","20171",15014
"6279","20175",9042
"6280","20176",14145
"6281","20180",1643
"6282","20181",2135
"6283","20184",55
"6284","20186",3669
"6285","20187",3791
"6286","20190",6756
"6287","20191",8661
"6288","20194",3459
"6289","20197",295
"6290","20198",391
"6291","20202",0
"6292","20204",0
"6293","20228",0
"6294","20230",0
"6295","20240",0
"6296","20245",0
"6297","20260",0
"6298","20307",108
"6299","20317",0
"6300","20319",42
"6301","20373",144
"6302","20390",359
"6303","20405",0
"6304","20418",0
"6305","20427",0
"6306","20506",0
"6307","20510",0
"6308","20520",0
"6309","20535",0
"6310","20540",0
"6311","20551",0
"6312","20553",0
"6313","20560",0
"6314","20565",0
"6315","20566",0
"6316","20593",0
"6317","20601",7376
"6318","20602",8356
"6319","20603",9103
"6320","20606",74
"6321","20607",2702
"6322","20608",184
"6323","20609",167
"6324","20611",424
"6325","20612",0
"6326","20613",3357
"6327","20615",160
"6328","20616",1943
"6329","20617",132
"6330","20618",120
"6331","20619",4352
"6332","20620",301
"6333","20621",137
"6334","20622",1402
"6335","20623",876
"6336","20624",300
"6337","20625",156
"6338","20626",54
"6339","20628",81
"6340","20629",62
"6341","20630",84
"6342","20632",115
"6343","20634",2654
"6344","20636",3065
"6345","20637",1415
"6346","20639",3505
"6347","20640",2903
"6348","20645",139
"6349","20646",5460
"6350","20650",2997
"6351","20653",8849
"6352","20657",5124
"6353","20658",248
"6354","20659",5973
"6355","20660",0
"6356","20662",641
"6357","20664",870
"6358","20667",88
"6359","20670",855
"6360","20674",311
"6361","20675",479
"6362","20676",936
"6363","20677",716
"6364","20678",3471
"6365","20680",247
"6366","20684",410
"6367","20685",1751
