"","name1","name2","street1","street2","city","state","zip","zip4","category","countyGEOID","countyName","source","geom","Longitude","Latitude"
"23111","THE COUNSELING CENTER AT FREEHOLD",NA,"4345 US 9",NA,"Freehold","NJ","07728",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2939509797347, 40.2835860011557),-74.2939509797347,40.2835860011557
"23121","THE PASSION CARE CENTER",NA,"187 Fayette Street",NA,"Perth Amboy","NJ","08861",NA,"naltrexone/vivitrol","34023","Middlesex","vivitrolWeb",c(-74.270089545413, 40.5111201808373),-74.270089545413,40.5111201808373
"23131","JEWISH RENASSIANCE MEDICAL CENTER",NA,"275 Hobart St",NA,"Perth Amboy","NJ","08861",NA,"naltrexone/vivitrol","34023","Middlesex","vivitrolWeb",c(-74.2694684842657, 40.5085768160316),-74.2694684842657,40.5085768160316
"23141","CLARITY TREATMENT SERVICES",NA,"262 State Street",NA,"Perth Amboy","NJ","08861",NA,"naltrexone/vivitrol","34023","Middlesex","vivitrolWeb",c(-74.2683013501895, 40.507477866722),-74.2683013501895,40.507477866722
"23151","QUINTANA PSYCHIATRIC CARE",NA,"1203 W Saint George's Ave",NA,"Linden","NJ","07036",NA,"naltrexone/vivitrol","34039","Union","vivitrolWeb",c(-74.2737889821985, 40.625768984028),-74.2737889821985,40.625768984028
"23161","VIRGINIA ADVANCED MEDICAL CENTER",NA,"3930 Pender Dr. Suite 320",NA,"Fairfax","VA","22030",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.3340217477335, 38.8601348683519),-77.3340217477335,38.8601348683519
"23171","SAFEWAY",NA,"299 S Van Dorn",NA,"Alexandria","VA","22304",NA,"naltrexone/vivitrol","51510","Alexandria","vivitrolWeb",c(-77.1325993338288, 38.8097336044581),-77.1325993338288,38.8097336044581
"23181","SAFEWAY",NA,"12200 Fairfax Towne Center",NA,"Fairfax","VA","22033",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.3686354874487, 38.8660278491983),-77.3686354874487,38.8660278491983
"23191","REGIONAL HEALTH PROViDERS",NA,"3917 Old Lee Highway Suite 11-D",NA,"Fairfax","VA","22030",NA,"naltrexone/vivitrol","51600","Fairfax","vivitrolWeb",c(-77.3027879266547, 38.8470398629302),-77.3027879266547,38.8470398629302
"23201","DAN SANDRU FAMILY MEDICINE",NA,"389 N County Line Rd",NA,"Jackson","NJ","08527",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.3036191697715, 40.1409171242922),-74.3036191697715,40.1409171242922
"23211","SUMMIT BEHAVIORAL HEALTH - UNION (GALLOPING HILL RD)",NA,"1000 Galloping Hill Road",NA,"Union","NJ","07083",NA,"naltrexone/vivitrol","34039","Union","vivitrolWeb",c(-74.2649117085455, 40.6752529743477),-74.2649117085455,40.6752529743477
"23221","CPC - FREEHOLD",NA,"22 Court Street",NA,"Freehold","NJ","07728",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2753576553779, 40.2607488773114),-74.2753576553779,40.2607488773114
"23231","INSIGHT INTO ACTION THERAPY - FAIRFAX",NA,"10474 Armstrong St. Suite 104",NA,"Fairfax","VA","22030",NA,"naltrexone/vivitrol","51600","Fairfax","vivitrolWeb",c(-77.3079161426555, 38.841551225093),-77.3079161426555,38.841551225093
"23241","Community Recovery",NA,"3443 Route 9 North",NA,"Freehold","NJ","07728",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2724045802463, 40.2306279970274),-74.2724045802463,40.2306279970274
"23251","SAFEWAY",NA,"6130 Rose Hill Drive",NA,"Alexandria","VA","22310",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.1228366797429, 38.7839777342901),-77.1228366797429,38.7839777342901
"23261","SAFEWAY",NA,"9525 Braddock Road",NA,"Fairfax","VA","22030",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.2744571655962, 38.817493526011),-77.2744571655962,38.817493526011
"23271","RECOVERY CENTERS OF AMERICA - MAYS LANDING",NA,"5034 Atlantic Avenue",NA,"Mays Landing","NJ","08330",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.6888734003012, 39.441270571873),-74.6888734003012,39.441270571873
"23281","CPC - Aberdeen",NA,"1088 State Route 34",NA,"Matawan","NJ","07747",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2283640123105, 40.3986339924851),-74.2283640123105,40.3986339924851
"23291","A+ HEALTH CENTER- DUNKIRK",NA,"10351 SOUTHERN MARYLAND BLVD STE 100 & 101",NA,"DUNKIRK","MD","20754",NA,"naltrexone/vivitrol","24009","Calvert","vivitrolWeb",c(-76.6600469949935, 38.719966019839),-76.6600469949935,38.719966019839
"23301","PETER LONTAI, MD",NA,"76 Elmora Avenue",NA,"Elizabeth","NJ","07202",NA,"naltrexone/vivitrol","34039","Union","vivitrolWeb",c(-74.232031597864, 40.6594329702944),-74.232031597864,40.6594329702944
"23311","ADVANCED MEDICINE OF WEST ESSEX",NA,"623 Eagle Rock Avenue",NA,"West Orange","NJ","07052",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.2574550515096, 40.8098640556194),-74.2574550515096,40.8098640556194
"23321","PSYCHIATRIC AND BEHAVIORAL HEALTH SERVICES OF NEW JERSEY",NA,"2290 West County Line Road, Suite 105",NA,"JACKSON","NJ","08527",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.2738850388088, 40.1285430882725),-74.2738850388088,40.1285430882725
"23331","MAHER AWAD, MD OFFICE",NA,"1130 Highway 34",NA,"Aberdeen","NJ","07747",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2251010212233, 40.3968999862657),-74.2251010212233,40.3968999862657
"23341","DISCOVERY INSTITUTE",NA,"80 Conover Road",NA,"Marlboro","NJ","07746",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2271010590422, 40.3421406837071),-74.2271010590422,40.3421406837071
"23351","SAFEWAY",NA,"5980 Kingstowne Center",NA,"Alexandria","VA","22315",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.1357588079221, 38.7722311900257),-77.1357588079221,38.7722311900257
"23361","A+ COUNSELING CENTER - FORT WASHINGTON",NA,"10903 Indian Head Hwy, Suite 501 & 502",NA,"Fort Washington","MD","20744",NA,"naltrexone/vivitrol","24033","Prince George's","vivitrolWeb",c(-76.9926776257309, 38.7417337804762),-76.9926776257309,38.7417337804762
"23371","GREENHILL PHARMACY - MILFORD",NA,"692 North DuPont Boulevard, Suite 692",NA,"Milford","DE","19963",NA,"naltrexone/vivitrol","10001","Kent","vivitrolWeb",c(-75.4399869756025, 38.918734932746),-75.4399869756025,38.918734932746
"23381","The Appropriate Place",NA,"660 South 21st Street",NA,"Irvington","NJ","07111",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.2221267867005, 40.7207613860819),-74.2221267867005,40.7207613860819
"23391","ALLIANCE MEDICAL SERVICES - JOHNSTOWN",NA,"1425 Scalp Avenue, Suite 175",NA,"Johnstown","PA","15904",NA,"naltrexone/vivitrol","42021","Cambria","vivitrolWeb",c(-78.8566829724501, 40.272675990254),-78.8566829724501,40.272675990254
"23401","NEW LIFE COUNSELING",NA,"25 East Front st",NA,"Keyport","NJ","07735",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2011581148027, 40.437895162235),-74.2011581148027,40.437895162235
"23411","SAFEWAY",NA,"5727 Burke Ctr",NA,"Burke","VA","22015",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.3213079093589, 38.7987674348053),-77.3213079093589,38.7987674348053
"23421","TRINITAS REGIONAL MEDICAL CENTER - (E JERSEY ST)",NA,"654 E JERSEY ST",NA,"ELIZABETH","NJ","07206",NA,"naltrexone/vivitrol","34039","Union","vivitrolWeb",c(-74.198844038974, 40.659239013055),-74.198844038974,40.659239013055
"23431","BETHEL COUNSELING SERVICES",NA,"63-65 Pierce St",NA,"Newark","NJ","07103",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.2080420042426, 40.7292779864414),-74.2080420042426,40.7292779864414
"23441","LA RED HEALTH CENTER - MILFORD",NA,"1 SUSSEX AVE",NA,"MILFORD","DE","19963",NA,"naltrexone/vivitrol","10005","Sussex","vivitrolWeb",c(-75.4310335942688, 38.9066057740276),-75.4310335942688,38.9066057740276
"23451","Marc Watson, MD Office",NA,"6 Pompton Avenue, Suite 11",NA,"Cedar Grove","NJ","07009",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.2273469521792, 40.8335047312237),-74.2273469521792,40.8335047312237
"23461","NOVA HEALTH RECOVERY",NA,"8101 Hinson Farm Rd Suite 201",NA,"Alexandria","VA","22306",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.0776510970096, 38.7371385696983),-77.0776510970096,38.7371385696983
"23471","Golding-Granado Medical Associates",NA,"1376 NJ-36",NA,"Hazlet","NJ","07730",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1876452731025, 40.4296861430672),-74.1876452731025,40.4296861430672
"23481","SAFEWAY",NA,"9596 Old Keene Mill Road",NA,"Burke","VA","22015",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.2751670411207, 38.7781619926813),-77.2751670411207,38.7781619926813
"23491","ENLIGHTENED SOLUTIONS - EGG HARBOR CITY",NA,"600 S. Odessa Ave.",NA,"Egg Harbor City","NJ","08215",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.5960496899653, 39.4750431456952),-74.5960496899653,39.4750431456952
"23501","CPC- HOWELL",NA,"4539 US Highway 9",NA,"Howell","NJ","07731",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.2252815187166, 40.1413444052994),-74.2252815187166,40.1413444052994
"23511","EMPOWER HEALTH CENTER",NA,"699 Cross St",NA,"Lakewood","NJ","08701",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.2444798975458, 40.0709287776012),-74.2444798975458,40.0709287776012
"23521","CROSSROADS TREATMENT CENTER - AMHERST STREET",NA,"812 Amherst Street suite 101",NA,"Winchester","VA","22601",NA,"naltrexone/vivitrol","51840","Winchester","vivitrolWeb",c(-78.1777860308894, 39.1882639979889),-78.1777860308894,39.1882639979889
"23531","PENN HIGHLANDS ELK",NA,"761 JOHNSONBURG RD",NA,"SAINT MARYS","PA","15857",NA,"naltrexone/vivitrol","42047","Elk","vivitrolWeb",c(-78.576900147898, 41.4269942415703),-78.576900147898,41.4269942415703
"23541","INTEGRATED RECOVERY CARE",NA,"145 HOSPITAL AVE",NA,"DUBOIS","PA","15801",NA,"naltrexone/vivitrol","42033","Clearfield","vivitrolWeb",c(-78.7766573386159, 41.1148837120806),-78.7766573386159,41.1148837120806
"23551","COLTS NECK PHARMACY",NA,"420 Rt 34, Unit 309",NA,"Colts Neck","NJ","07722",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1745839613371, 40.2929060069345),-74.1745839613371,40.2929060069345
"23561","SAFEWAY",NA,"8646 Richmond Highway",NA,"Alexandria","VA","22309",NA,"naltrexone/vivitrol","51059","Fairfax","vivitrolWeb",c(-77.1206143019352, 38.7231536157074),-77.1206143019352,38.7231536157074
"23571","ASTRA: DR. NATASHA FUKSINA",NA,"550 Bloomfield Ave",NA,"Newark","NJ","07107",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.185738514264, 40.7739428015304),-74.185738514264,40.7739428015304
"23581","WOODBINE MEDICAL INTERVENTION",NA,"838 Washington Ave.",NA,"Woodbine","NJ","08270",NA,"naltrexone/vivitrol","34009","Cape May","vivitrolWeb",c(-74.8213508887317, 39.235677867772),-74.8213508887317,39.235677867772
"23591","GREATER ESSEX COUNSELING",NA,"23 Branford Pl. 2nd Fl.",NA,"Newark","NJ","07102",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.1734860158402, 40.7349736572872),-74.1734860158402,40.7349736572872
"23601","SPINE & JOINT PAIN CENTER – BELLEVILLE",NA,"77 Newark Ave, Ste 1",NA,"Belleville","NJ","07109",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.1794238824968, 40.7848581462869),-74.1794238824968,40.7848581462869
"23611","TWIN LAKES CENTER - JOHNSTOWN",NA,"132 Walnut Street 3rd Floor",NA,"Johnstown","PA","15901",NA,"naltrexone/vivitrol","42021","Cambria","vivitrolWeb",c(-78.9216169896171, 40.3273570119996),-78.9216169896171,40.3273570119996
"23621","Northwest Essex Community Healthcare",NA,"570 Belleville Avenue",NA,"Belleville","NJ","07109",NA,"naltrexone/vivitrol","34013","Essex","vivitrolWeb",c(-74.1725075305052, 40.7943262101155),-74.1725075305052,40.7943262101155
"23631","CHOICES MENTAL HEALTH",NA,"433 Broadway Suite 1",NA,"Monticello","NY","12701",NA,"naltrexone/vivitrol","36105","Sullivan","vivitrolWeb",c(-74.6864283153259, 41.6548713956283),-74.6864283153259,41.6548713956283
"23641","NYU BAY TERRACE (SOUTH SHORE PHYSICIANS)",NA,"3589 Hylan Boulevard",NA,"Staten Island","NY","10308",NA,"naltrexone/vivitrol","36085","Richmond","vivitrolWeb",c(-74.1365518300499, 40.5502090605676),-74.1365518300499,40.5502090605676
"23651","HRH CARE MONTICELLO",NA,"23 Lakeview Ave",NA,"Monticello","NY","12701",NA,"naltrexone/vivitrol","36105","Sullivan","vivitrolWeb",c(-74.7179114980241, 41.6880433222689),-74.7179114980241,41.6880433222689
"23661","RESA TREATMENT CENTER",NA,"199 Main Street, Suite 2A",NA,"Keansburg","NJ","07734",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1298291246081, 40.445053810461),-74.1298291246081,40.445053810461
"23671","GK HEALTH - KEANSBURG",NA,"100 Main St",NA,"Keansburg","NJ","07734",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1294024857363, 40.4482516322509),-74.1294024857363,40.4482516322509
"23681","BRIDGE BACK TO LIFE - STATEN ISLAND CENTER",NA,"1688 Victory Blvd",NA,"Staten Island","NY","10314",NA,"naltrexone/vivitrol","36085","Richmond","vivitrolWeb",c(-74.1200856650807, 40.6132461273173),-74.1200856650807,40.6132461273173
"23691","The Counseling Center at Toms River",NA,"1198 Lakewood Road, Suite 102",NA,"Toms River","NJ","08753",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.2099338160374, 39.9820710021462),-74.2099338160374,39.9820710021462
"23701","EVA'S VILLAGE, INC",NA,"393 Main Street",NA,"Paterson","NJ","07501",NA,"naltrexone/vivitrol","34031","Passaic","vivitrolWeb",c(-74.1723879865242, 40.9118656771779),-74.1723879865242,40.9118656771779
"23711","Julie Tropeano, NP Office",NA,"654 Newman Springs Road, Suite B",NA,"Lincroft","NJ","07738",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1207549600493, 40.3317920026983),-74.1207549600493,40.3317920026983
"23721","MICHELE INZELBUCH, MSW OFFICE",NA,"654 Newman Springs Road, Suite B",NA,"Lincroft","NJ","07738",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.1207549600493, 40.3317920026983),-74.1207549600493,40.3317920026983
"23731","SERV BEHAVIORAL HEALTH",NA,"777 Bloomfield Ave Suite B",NA,"Clifton","NJ","07012",NA,"naltrexone/vivitrol","34031","Passaic","vivitrolWeb",c(-74.1527569825541, 40.8485812185558),-74.1527569825541,40.8485812185558
"23741","INTEGRATIVE MEDICAL CENTER",NA,"1215 Route 70, Suite 2001",NA,"Lakewood","NJ","08701",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1809459934854, 40.0541459862395),-74.1809459934854,40.0541459862395
"23751","CRP- TOMS RIVER",NA,"310 Main St",NA,"Toms River","NJ","08753",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1988343997855, 39.9560327082667),-74.1988343997855,39.9560327082667
"23761","SEASHORE FAMILY SERVICES - TOMS RIVER",NA,"226 Main Street South",NA,"Toms River","NJ","08753",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1986899795936, 39.9543119873639),-74.1986899795936,39.9543119873639
"23771","SILVER LAKE BEHAVIORAL HEALTH",NA,"201 Forest Ave",NA,"Staten Island","NY","10301",NA,"naltrexone/vivitrol","36085","Richmond","vivitrolWeb",c(-74.0960339615569, 40.6320099814944),-74.0960339615569,40.6320099814944
"23781","MIDDLETOWN MEDICAL - Redbank",NA,"600 NJ-35",NA,"Redbank","NJ","07701",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.0930220084698, 40.3810819938691),-74.0930220084698,40.3810819938691
"23791","HELPING HAND BEHAVIORAL HEALTH - EGG HARBOR",NA,"2511 Fire Road, Suite A-10",NA,"Egg Harbor Township","NJ","08234",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.5275178075811, 39.4199448148608),-74.5275178075811,39.4199448148608
"23801","SOUTH BEACH PSYCHIATRIC CENTER",NA,"777 SEAVIEW AVE BLD 3",NA,"STATEN ISLAND","NY","10305",NA,"naltrexone/vivitrol","36085","Richmond","vivitrolWeb",c(-74.0830556741369, 40.5820733684035),-74.0830556741369,40.5820733684035
"23811","MICHAEL GENTILE, MD OFFICE",NA,"237 Madison Avenue",NA,"Wyckoff","NJ","07481",NA,"naltrexone/vivitrol","34003","Bergen","vivitrolWeb",c(-74.1705550319379, 41.0108399442448),-74.1705550319379,41.0108399442448
"23821","CPC - Red Bank",NA,"270 Highway 35",NA,"Red Bank","NJ","07701",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.0839610034991, 40.3659509822568),-74.0839610034991,40.3659509822568
"23831","RESTORATIVE MANAGEMENT CORP. - Middletown",NA,"7 Railroad Ave",NA,"Middletown","NY","10940",NA,"naltrexone/vivitrol","36071","Orange","vivitrolWeb",c(-74.4181832738305, 41.4483363560626),-74.4181832738305,41.4483363560626
"23841","SPIRIT LIFE",NA,"170 FR Martin Teleson Lane",NA,"Penn Run","PA","15765",NA,"naltrexone/vivitrol","42063","Indiana","vivitrolWeb",c(-79.0052559253166, 40.5960098651325),-79.0052559253166,40.5960098651325
"23851","OCA BEHAVIORAL HEALTH SERVICES",NA,"522 Brick Blvd",NA,"Brick","NJ","08723",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1415927066196, 40.0519142207),-74.1415927066196,40.0519142207
"23861","JOHN BROOKS RECOVERY CENTER - Pleasantville",NA,"660 Black Horse Pike",NA,"Pleasantville","NJ","08232",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.5360497425608, 39.3930573026713),-74.5360497425608,39.3930573026713
"23871","SEASHORE FAMILY SERVICES - BRICK",NA,"35 Beaverson Boulevard, Building 6 Suite 6A",NA,"Brick","NJ","08723",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1459291680464, 40.0324234459699),-74.1459291680464,40.0324234459699
"23881","JAY H SCHWARTZ, MD OFFICE",NA,"1750 ZION ROAD SUITE 106",NA,"NORTHFIELD","NJ","08225",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.5583849374942, 39.3697882766694),-74.5583849374942,39.3697882766694
"23891","NORTH JERSEY RECOVERY CENTER",NA,"22-08 Route 208",NA,"Fair Lawn","NJ","07410",NA,"naltrexone/vivitrol","34003","Bergen","vivitrolWeb",c(-74.133711789797, 40.9465979789134),-74.133711789797,40.9465979789134
"23901","CLINICAL SPECIALIST LLC",NA,"1420 South New Road",NA,"Pleasantville","NJ","08232",NA,"naltrexone/vivitrol","34001","Atlantic","vivitrolWeb",c(-74.5423419748164, 39.3834350208675),-74.5423419748164,39.3834350208675
"23911","MICHAEL SHER, LLC",NA,"74 BRICK BLVD BLDG 4 Suite 115",NA,"BRICK","NJ","08723",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.144180535406, 40.0244851550201),-74.144180535406,40.0244851550201
"23921","SHER INTERNAL MEDICINE",NA,"74 Brick Boulevard, Suite 115, Bldg 4",NA,"Brick","NJ","08723",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.144180535406, 40.0244851550201),-74.144180535406,40.0244851550201
"23931","GENPSYCH BRICK",NA,"940 Cedar Bridge Avenue",NA,"Brick","NJ","08723",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1346479645626, 40.0529575161884),-74.1346479645626,40.0529575161884
"23941","DONALD OH, MD OFFICE",NA,"1749 Hooper Avenue, Suite 102",NA,"Toms River","NJ","08753",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1485821345773, 40.0070156976743),-74.1485821345773,40.0070156976743
"23951","HARRISON FAMILY PRACTICE",NA,"18119 SUSSEX HWY UNIT 1",NA,"BRIDGEVILLE","DE","19933",NA,"naltrexone/vivitrol","10005","Sussex","vivitrolWeb",c(-75.5919134130661, 38.7384865054574),-75.5919134130661,38.7384865054574
"23961","Bergen Psychiatric Associates - FAIR LAWN",NA,"15-01 BROADWAY",NA,"FAIR LAWN","NJ","07410",NA,"naltrexone/vivitrol","34003","Bergen","vivitrolWeb",c(-74.1191977035609, 40.9208807139833),-74.1191977035609,40.9208807139833
"23971","The Counseling Center at Fair Lawn",NA,"16-01 Broadway",NA,"Fair Lawn","NJ","07410",NA,"naltrexone/vivitrol","34003","Bergen","vivitrolWeb",c(-74.1179871718018, 40.9211669913127),-74.1179871718018,40.9211669913127
"23981","SPECTRUM HEALTH CARE- Jersey City",NA,"74-80 PACIFIC AVENUE",NA,"JERSEY CITY","NJ","07304",NA,"naltrexone/vivitrol","34017","Hudson","vivitrolWeb",c(-74.070142430286, 40.7061077657649),-74.070142430286,40.7061077657649
"23991","OCEAN MENTAL HEALTH SERVICES",NA,"160 ATLANTIC CITY BLVD",NA,"BAYVILLE","NJ","08721",NA,"naltrexone/vivitrol","34029","Ocean","vivitrolWeb",c(-74.1726505077317, 39.9273149249736),-74.1726505077317,39.9273149249736
"24001","ABIR MARCUS, MD OFFICE",NA,"321 Broad Street",NA,"Red Bank","NJ","07701",NA,"naltrexone/vivitrol","34025","Monmouth","vivitrolWeb",c(-74.0640387283936, 40.3411399202147),-74.0640387283936,40.3411399202147
"24011","POTOMAC BEHAVIORAL & OCCUPATIONAL HEALTH",NA,"249 Henderson Ave",NA,"Cumberland","MD","21502",NA,"naltrexone/vivitrol","24001","Allegany","vivitrolWeb",c(-78.764565043688, 39.6568870312477),-78.764565043688,39.6568870312477
"24021","Quality Medical Care",NA,"2690 John F Kennedy Boulevard",NA,"Jersey City","NJ","07306",NA,"naltrexone/vivitrol","34017","Hudson","vivitrolWeb",c(-74.0698749637557, 40.7280919890516),-74.0698749637557,40.7280919890516
