"GEOID","TotPop","TotUnits","Age18_64","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","DisbP","NoHsP","ChildrenP","PovP","UnempP","VacantP"
"49035",898387,310988,552124,79832,146992,78298,83947,437309,57582,45904,33355,24733,72680,18.06,73.93,8.09,86.34,1.06,11.89,0.88,2.56,1.23,9.17,27,13.17,30.45,8,4.56,5.1
"49037",14413,5449,7532,1402,3328,1446,935,6008,779,677,583,422,1214,16.52,74.5,8.42,40.77,0.12,3.75,55.69,0.17,0.03,3.25,38,30.37,39.32,31.41,15.06,24.96
"49039",22763,7879,12746,1897,4145,3170,2085,10217,1327,1063,876,775,2463,23.09,71.43,10.82,92.43,0.31,6.63,0.87,0.48,0.36,5.9,28,15.35,33.19,15.89,6.84,16.91
"49041",18842,7016,9916,1667,3468,2029,1231,7568,1124,978,842,769,2426,17.3,67.42,12.88,95.61,0.27,2.55,2,0.26,0.09,1.87,30,14.16,34.5,10.77,6.3,13.33
"49043",29736,17489,19427,2118,5119,2367,1768,14254,2616,2032,1351,800,1446,13.91,72.27,4.86,91.8,0.24,8.09,0.31,0.96,0.04,6.69,14,7.47,29.81,5.43,2.81,40.92
"49045",40735,13812,23507,4477,7400,3931,3148,19116,2308,1902,1464,1093,2975,17.38,76.08,7.3,89.19,1.28,10.34,1.7,0.6,0.18,7.23,25,14.38,34.99,6.66,5.57,8.22
"49047",25224,9040,13985,2108,4861,2696,1774,10872,1666,1286,1027,897,2507,17.72,70.73,9.94,87.73,0.11,3.54,9.38,0.22,0.08,2.55,33,20.2,34.62,14.49,7.74,9.44
"49049",368536,104315,219546,40373,65266,41555,55649,192513,16098,13194,10020,7569,23503,26.38,80.9,6.38,92.36,0.3,7,0.6,1.06,0.58,5.68,20,9.13,34.05,12,4.77,4.2
"49051",15215,6564,8726,1398,2892,1392,1028,6831,979,779,603,449,1284,15.91,73.09,8.44,95.62,0.22,5.09,0.43,0.3,0.1,3.44,23,10.72,34.21,5.18,4.27,27.74
"49053",90354,36478,46821,8229,15095,8598,6755,35574,4519,4113,3654,3827,15343,16.99,65.19,16.98,93.57,0.21,5.23,1.47,0.45,0.42,4.31,29,12.43,31.2,11.19,5.48,17.93
"49055",2509,1329,1335,221,442,208,144,917,167,169,122,109,362,14.03,62.97,14.43,97.29,0.16,1.99,0.36,0.08,0.16,2.11,29,11.45,32.36,15.43,3.31,33.03
"49057",196533,70454,115327,17705,32740,17671,17559,90156,11941,10174,7509,6028,20280,17.93,71.54,10.32,87.69,1.4,12.65,0.77,1.28,0.16,8.87,28,14.95,31,9.3,6.01,6.75
"50001",35974,15312,22960,2057,5186,3381,2835,15910,3009,2574,1869,1304,4065,17.28,64.36,11.3,96.86,0.54,1.1,0.26,0.73,0.03,1.6,26,13.61,24.88,8.62,4.52,14.66
"50003",36994,19403,22069,1922,5191,2598,1893,14205,2911,2692,2167,1739,6167,12.14,57.63,16.67,97.75,0.42,0.93,0.2,0.62,0.01,1.02,32,15.1,23.67,10.05,4.61,23.49
"50005",29702,14504,17921,1628,4422,2386,1678,11867,2541,2228,1542,1202,4272,13.68,60.32,14.38,97.48,0.29,0.68,0.55,0.37,0.01,1.3,34,17.35,25.28,12.31,6.21,19.59
"50007",146571,58864,98278,8487,20205,11861,13191,72008,11310,9438,6624,4719,13780,17.09,68.7,9.4,95.14,0.91,1.07,0.27,1.99,0.02,1.69,22,9.38,23.55,8.8,4,4.1
"50009",6459,4762,3825,349,1000,455,269,2482,481,456,414,296,981,11.21,59.31,15.19,96.56,0.17,0.5,0.63,0.26,0,2.37,37,25.05,25.59,13.74,6.23,45.36
"50011",45417,19191,27654,3215,7375,3222,2129,19620,3482,2890,2223,1608,5004,11.78,66.52,11.02,96.06,0.3,0.59,1.51,0.26,0.02,1.87,33,17.43,28.09,8.96,3.7,12.64
"50013",6901,4663,4339,383,1012,440,266,2690,636,536,449,345,850,10.23,59.19,12.32,97.41,0.14,0.42,0.87,0.23,0.04,1.35,30,15.76,24.81,7.65,3.4,40.79
"50015",23233,11009,14950,1284,3371,1696,1609,10253,1845,1646,1245,951,2638,14.23,64.17,11.35,97.31,0.33,0.77,0.45,0.37,0.03,1.54,27,13.04,24.3,9.58,4.65,16.24
"50017",28226,13386,17385,1588,4244,2215,1388,11559,2345,2127,1566,1185,3612,12.76,61.61,12.8,98.02,0.24,0.58,0.27,0.35,0.04,1.12,35,15.94,25.61,9.13,4.39,18.3
"50019",26277,14673,15717,1488,3812,1885,1289,10226,2151,1862,1569,1217,3952,12.08,59.09,15.04,97.16,0.37,0.72,0.65,0.3,0.02,1.51,37,21.76,25.15,14.07,6.66,28.81
"50021",63400,32311,39181,3273,8711,4540,3502,25575,5257,4679,3661,2764,9480,12.68,59.24,14.95,98.13,0.33,0.7,0.23,0.39,0.03,0.93,34,15.71,23.25,10.94,4.72,20.53
"50023",58039,27644,36940,3121,7961,4224,3512,24399,5084,4528,3108,2375,7463,13.33,61.13,12.86,97.05,0.47,1.26,0.3,0.57,0.01,1.61,31,11.59,23.49,7.96,3.22,14.42
"50025",44216,27039,27631,2340,6078,3104,2050,17583,3986,3527,2605,1924,6173,11.66,58.8,13.96,96.72,0.5,1.11,0.22,0.79,0.04,1.77,33,12.74,23.55,9.37,3.95,32.04
"50027",57418,31621,34944,2854,7930,3763,2241,21701,5069,4542,3561,2688,9073,10.46,56.58,15.8,97.72,0.33,0.82,0.23,0.63,0.03,1.09,29,11.89,23.34,7.67,3.16,23.59
"51001",38305,19550,22597,2336,5350,2585,2175,14787,2761,2406,2212,2064,6389,12.43,58.67,16.68,63.38,31.56,5.38,0.33,0.22,0.06,4.51,37,32.07,24.33,18,7.59,21.74
"51003",79236,33720,49633,4961,11536,4735,4209,33431,6579,5492,4108,3209,9920,11.29,63.01,12.52,85.16,9.65,2.56,0.17,2.86,0.01,2.16,22,12.55,24.84,6.74,3.12,5.47
"51005",17215,7881,10319,948,2209,1083,706,6340,1230,1333,1161,954,3040,10.39,55.17,17.66,93.01,5.48,0.49,0.18,0.19,0.01,1.13,42,23.11,22.4,10.11,5.78,11.31
"51007",11400,4609,6997,716,1631,776,535,4645,819,786,718,571,1514,11.5,61.33,13.28,70.57,28.05,0.8,0.28,0.17,0.02,0.93,44,31.75,25.34,8.41,2.88,8.01
"51009",31894,12958,20011,1820,4310,2518,1937,13292,2414,2199,1863,1599,4397,13.97,60.9,13.79,77.67,19.79,0.96,0.81,0.35,0.02,1.38,38,29.42,23.47,10.69,5.02,7.85
"51011",13705,5828,8297,842,1933,937,644,5393,918,980,883,731,2025,11.54,59.6,14.78,75.94,22.91,0.47,0.13,0.17,0.02,0.85,44,29.29,24.68,11.39,2.87,8.68
"51013",189453,90426,140452,10397,16376,7640,16535,104514,13387,12454,8816,5747,17762,12.76,69.3,9.38,68.94,9.35,18.62,0.35,8.62,0.08,12.75,26,12.19,16.49,7.76,2.8,4.51
"51015",65615,26738,41619,3715,9059,4275,3039,26858,5401,4873,4048,3232,8429,11.15,60.4,12.85,95.02,3.6,0.94,0.15,0.28,0.02,0.95,32,21.83,23.72,5.8,2.48,7.18
"51017",5048,2896,3142,222,649,278,190,1894,363,391,353,332,844,9.27,54.77,16.72,92.29,6.28,0.36,0.22,0.38,0.06,0.83,45,26.05,21.04,7.79,4.24,29.11
"51019",60371,26841,38133,3527,8527,3543,2409,23980,5050,4661,3932,2956,7738,9.86,59.69,12.82,92.18,6.24,0.74,0.2,0.43,0.01,0.95,33,19.88,24.02,7.11,2.93,11.19
"51021",6871,3161,4544,308,773,398,377,2880,571,552,419,375,993,11.28,57.65,14.45,94.82,4.19,0.47,0.09,0.12,0.01,0.79,53,29.08,19.41,12.36,4.5,18.76
"51023",30496,12571,19346,1749,4086,1937,1121,11858,2676,2566,1985,1564,4012,10.03,58.02,13.16,94.91,3.52,0.59,0.22,0.47,0,0.88,32,18.58,23.41,5.19,2.75,6.93
"51025",18419,7541,11973,914,2166,1242,1276,8172,1409,1192,1006,881,2679,13.67,61.09,14.54,41.99,56.85,1.25,0.09,0.22,0.01,0.85,43,36.85,20.45,16.54,7.22,16.76
"51027",26978,11887,18113,1288,3253,1925,1588,11919,2219,2086,1647,1474,3092,13.02,61.01,11.46,96.75,2.62,0.47,0.06,0.14,0,0.43,78,47.14,21.4,23.17,8.34,11.97
"51029",15623,6290,10006,775,2094,935,863,6788,1159,1117,820,752,2118,11.51,61.81,13.56,59.11,39.06,0.81,0.2,0.17,0.01,1.45,39,37.23,22.4,19.96,5.48,15.36
"51031",51078,22088,31963,2985,7148,3232,2781,20977,3815,3692,2989,2593,6879,11.77,60.91,13.47,83.24,14.71,0.83,0.19,0.62,0.01,1.24,37,26.57,23.96,10.59,3.05,6.56
"51033",22121,8889,13788,1381,3161,1424,1153,9188,1590,1598,1318,1028,2857,11.65,62.07,12.92,62.57,34.37,1.33,0.78,0.36,0.03,1.92,37,28.65,24.75,9.35,4.37,9.76
"51035",29245,14680,18107,1642,3515,1620,1508,11307,2281,2084,1862,1581,4973,10.7,56.3,17,97.97,0.44,1.64,0.14,0.1,0,1.35,50,35.69,21.08,12.46,6.13,16.99
"51036",6926,2895,4519,388,849,466,352,2819,610,597,456,333,874,11.81,58.56,12.62,35.66,54.85,0.65,7.84,0.1,0,1.54,44,34.32,22.13,10.64,3.7,7.77
"51037",12472,5734,7256,689,1807,830,605,4704,867,795,773,654,2183,11.51,57.73,17.5,65.51,32.89,1.65,0.14,0.16,0,1.29,48,36.77,24.32,18.13,5.58,13.66
"51041",259903,97707,165469,17513,42737,20365,12708,114045,22824,19773,13336,8668,21007,12.73,67.06,8.08,76.74,17.77,2.93,0.33,2.37,0.04,2.79,24,11.87,28.25,4.54,3.16,4.03
"51043",12652,5388,7848,660,1804,733,498,4908,989,999,794,652,1846,9.73,58.27,14.59,91.15,6.73,1.46,0.19,0.49,0.03,1.44,28,17.95,23.38,6.57,2.09,8.28
"51045",5091,2554,3198,292,703,306,229,2045,384,393,322,261,691,10.51,59.71,13.57,98.94,0.2,0.33,0.22,0.16,0,0.49,40,23.42,23.61,10.26,2.78,19.34
"51047",34262,12871,21385,2186,5089,2380,1920,14957,2526,2236,1818,1386,4064,12.55,64.89,11.86,78.27,18.15,2.5,0.33,0.66,0.01,2.59,29,26.26,25.72,9.17,3.21,5.67
"51049",9017,4085,5447,564,1318,549,460,3530,627,652,527,460,1339,11.19,60.02,14.85,60.37,37.44,1.66,0.18,0.35,0,1.65,54,36.18,24.74,15.12,3.46,13.64
"51051",16395,7684,10403,875,2024,1215,971,6719,1350,1239,959,856,2373,13.33,58.66,14.47,98.96,0.35,0.43,0.12,0.07,0,0.5,78,41.06,22.07,21.31,7.17,12.39
"51053",24533,9707,15654,1367,3537,1521,1105,10209,1913,1791,1484,1238,2994,10.7,61.6,12.2,64.55,33.66,0.97,0.22,0.31,0.04,1.26,42,30.04,23.99,9.29,3.76,6.18
"51057",9989,4926,5965,520,1395,594,485,3777,766,721,575,502,1733,10.8,56.98,17.35,57.96,39.04,0.72,0.55,0.81,0.03,1.63,39,26.47,22.94,11.22,3.21,18.9
"51059",969749,359411,646667,67781,138620,59762,52425,441315,81094,76256,53268,34597,76818,11.57,66.79,7.92,69.91,8.57,11.03,0.26,13,0.07,8.26,20,9.26,25.39,4.53,2.6,2.42
"51061",55139,21046,34555,3526,8675,3869,2251,22840,4469,4223,3312,2305,5789,11.1,63.55,10.5,88.39,8.79,2.02,0.26,0.59,0.03,1.97,24,15.5,26.83,5.44,2.54,5.72
"51063",13874,6763,8588,779,1768,842,653,5326,1055,1086,908,746,2206,10.78,56.75,15.9,96.71,2,1.35,0.09,0.09,0.01,1.11,44,29.94,22.2,11.72,3.57,14.37
"51065",20047,8018,12525,1294,2734,1077,894,8327,1488,1284,1108,1012,2800,9.83,61.63,13.97,79.44,18.41,1.17,0.19,0.38,0.04,1.58,26,19.96,23.55,5.88,2.88,7.87
"51067",47286,22717,30021,2569,6150,3078,2539,18948,3621,3592,3127,2514,6765,11.88,58.51,14.31,88.95,9.35,1.21,0.19,0.36,0.02,1.15,36,27.82,22.21,9.7,3.84,16.53
"51069",59209,23319,37303,3825,9183,3973,2786,25627,4549,3954,3201,2567,6303,11.42,65.25,10.65,94.99,2.62,1.7,0.16,0.66,0.02,1.59,29,21.42,26.35,6.39,2.49,5.24
"51071",16657,7732,10207,944,2086,977,790,6495,1171,1258,1112,809,2782,10.61,57.18,16.7,97.41,1.58,0.63,0.14,0.19,0,0.68,46,24.08,22.02,9.55,5.41,9.54
"51073",34780,14494,21556,2027,5420,2470,1565,14616,2633,2434,1994,1548,4108,11.6,63.44,11.81,86.68,10.31,1.61,0.42,0.69,0.05,1.9,33,18.27,26.21,7.69,3.97,9.43
"51075",16863,6555,11167,875,2079,898,622,6931,1464,1423,1165,817,2109,9.01,58.62,12.51,72.71,25.64,0.85,0.2,0.47,0.01,0.98,27,21.24,21.27,6.87,1.71,6.06
"51077",17917,9123,11385,856,2040,944,1011,7295,1341,1277,1073,1000,3035,10.91,56.88,16.94,91.7,6.79,1.55,0.12,0.07,0.03,1.33,48,35.93,19.52,13.62,3.55,20.43
"51079",15244,5986,9585,1149,2446,900,699,6655,1099,1027,782,601,1485,10.49,67.24,9.74,90.99,6.45,1.32,0.19,0.45,0.03,1.92,29,21.61,27.38,6.56,2.7,6.88
"51081",11560,3765,8131,444,1250,594,675,5745,952,803,599,445,1322,10.98,64.35,11.44,38.94,59.75,0.93,0.1,0.4,0.02,0.8,36,37.9,18.23,14.7,4.41,10.36
"51083",37355,16953,22247,2203,5012,2313,1769,13939,2774,2768,2263,2023,6373,10.93,56.63,17.06,60.32,38.02,1.23,0.2,0.24,0.01,1.22,45,36.11,23.38,15.7,7.36,11.41
"51085",86320,32196,53798,5611,13618,6291,3764,36541,7081,6275,4663,3372,9159,11.65,64.61,10.61,88.32,9.34,0.98,0.33,0.79,0.01,1.2,24,13.39,27.07,3.64,2.22,3.34
"51087",262300,112570,164997,17932,36720,15223,15380,116769,20095,17083,12038,9062,32601,11.67,65.35,12.43,68.91,24.71,2.27,0.35,3.6,0.03,2.43,26,13.38,24.67,6.17,2.91,3.95
"51089",57930,25921,36315,3208,7498,3519,3042,23385,4152,4100,3744,3151,8692,11.33,58.85,15,74.43,22.66,3.46,0.16,0.41,0.03,2.34,45,35.12,22.31,11.65,5.38,7.76
"51091",2536,1822,1515,94,307,135,71,827,201,219,186,185,517,8.12,48.42,20.39,99.25,0.08,0.51,0.12,0.12,0,0.43,41,27.16,19.87,12.56,6.76,37.93
"51093",29728,12066,18546,1790,4444,1925,1347,12076,2434,2118,1787,1441,3638,11.01,61.59,12.24,71.08,27.15,0.85,0.26,0.34,0.03,1.17,36,23.78,25.38,8.29,4.11,6.19
"51095",48102,20772,28792,2709,6545,2838,2211,18188,3683,3360,2931,2589,8097,10.5,57.05,16.83,82.05,14.37,1.7,0.28,1.46,0.05,1.85,28,10.74,23.31,6.39,3.55,8.52
"51097",6630,3010,4035,355,877,410,331,2521,529,476,457,327,1088,11.18,56.61,16.41,61.22,35.67,0.87,1.42,0.27,0.02,1.42,48,31.76,22.73,10.86,4.11,11.2
"51099",16803,6820,10522,1272,2646,1181,949,7458,1220,1084,871,642,1610,12.68,67.7,9.58,77.69,18.73,1.79,0.48,1.01,0.07,2.09,31,19.61,27.8,5.63,4.21,10.69
"51101",13146,5189,8180,912,1922,854,526,5520,1053,906,783,517,1533,10.5,63.55,11.66,73.81,22.81,0.91,1.54,0.37,0,1.48,30,20.9,26.11,5.47,3.13,6.61
"51103",11567,6498,6080,481,1278,644,363,3279,770,801,828,835,3295,8.71,43.55,28.49,69.95,28.88,0.61,0.14,0.34,0.06,0.7,37,25.59,18.95,12.51,6.43,22.99
"51105",23589,11086,14576,1374,3063,1487,1333,9298,1789,1733,1429,1262,3641,11.95,58.23,15.44,98.44,0.44,0.51,0.22,0.18,0,0.72,72,39.4,22.77,23.92,7.96,12.45
"51107",169599,62160,109506,16461,27807,9031,6908,81945,12146,10086,7227,4389,9538,9.4,74.42,5.62,82.79,6.89,5.95,0.21,5.35,0.06,4.76,17,7.47,29.81,2.75,2.02,3.64
"51109",25627,11855,16057,1524,3642,1621,1159,10436,1995,1909,1518,1288,3315,10.85,60.88,12.94,76.55,21.58,0.71,0.42,0.25,0.01,1.2,39,28.26,24.41,10.17,3.44,16.11
"51111",13146,5736,8133,644,1628,857,722,5276,1058,927,732,671,2210,12.01,57.42,16.81,59.12,38.58,1.79,0.16,0.21,0.05,1.93,45,36.63,21.32,19.95,5.2,12.87
"51113",12520,5239,7620,720,1720,867,569,4890,981,933,765,628,1883,11.47,58.55,15.04,86.71,11.41,0.77,0.14,0.5,0.02,1.24,38,24.97,24.1,9.56,3.19,9.54
"51115",9207,5333,5383,420,1044,529,316,2975,646,751,721,657,1993,9.18,48.21,21.65,87.3,11.25,0.79,0.25,0.18,0,1.01,36,19.2,19.89,6.02,3.21,26.27
"51117",32380,17403,19620,1737,4009,1905,1654,12433,2357,2238,1981,1849,5776,10.99,56.14,17.84,59.24,39.08,1.21,0.21,0.3,0.01,1.17,46,32.17,21.57,15.49,6.62,25.58
"51119",9932,6362,5793,375,1182,527,334,3136,744,771,828,666,2230,8.67,47.25,22.45,78.5,20.13,0.55,0.25,0.12,0,1,41,26.26,19.22,13.03,3.92,33.15
"51121",83629,32527,62084,3980,7952,10571,17989,50010,4596,4141,3215,2530,7205,34.15,74.07,8.62,90,3.65,1.58,0.18,3.97,0.04,2.19,25,17.23,17.15,23.24,5.43,4.7
"51125",14445,8554,8892,759,1773,916,605,5213,1240,1234,980,826,2420,10.53,53.62,16.75,82.65,14.89,2.11,0.19,0.24,0.06,2.04,44,30.99,21.69,12.14,4.79,31.18
"51127",13462,5203,8831,759,1982,910,506,5728,1211,1112,815,587,1268,10.52,62.91,9.42,80.26,16.2,1.31,1.29,0.53,0.01,1.72,29,19.38,24.98,4.94,3.83,5.34
"51131",13093,6547,7274,724,1754,883,620,4599,959,845,741,700,2771,11.48,54.05,21.16,53.29,43.03,3.47,0.17,0.2,0.02,3.31,49,32.6,23.28,20.52,6.99,18.73
"51133",12259,8057,6766,527,1322,642,386,3509,763,848,1047,1036,3207,8.39,43.71,26.16,72.18,26.58,0.93,0.15,0.2,0,0.89,44,24.05,18.65,12.29,3.95,32.11
"51135",15725,6373,9431,878,2086,960,941,6504,1102,925,812,722,2696,12.09,60.21,17.14,57.16,40.56,1.58,0.13,0.39,0.03,1.76,36,35.6,22.88,20.07,5.94,11.13
"51137",25881,11354,15482,1552,3377,1570,1134,9888,1845,1714,1555,1506,4444,10.45,57.25,17.17,84.36,13.78,1.28,0.2,0.34,0.02,1.32,40,24.77,23.01,9.15,2.89,10.6
"51139",23177,10557,14210,1286,3078,1520,1229,9313,1664,1587,1441,1164,3644,11.86,59.01,15.72,96.26,2.16,1.08,0.15,0.24,0.03,1.19,38,35.24,22.97,12.46,3.91,11.86
"51141",19407,9823,11993,1114,2357,1148,975,7558,1361,1407,1282,1132,3196,10.94,56.83,16.47,91.75,6.2,1.87,0.21,0.16,0.04,1.68,48,37.76,21.73,13.41,3.99,17.12
"51143",61745,28011,38656,3514,8043,4143,2977,24885,4937,4555,3848,3104,8859,11.53,59.02,14.35,75,23.66,1.23,0.14,0.19,0,1.01,42,32.74,23.05,11.75,4.26,11.88
"51145",22377,7509,15125,1309,3043,1584,1063,10413,1841,1684,1327,877,1883,11.83,65.98,8.41,81.5,16.91,0.82,0.21,0.21,0,1.18,22,21.1,23.99,5.68,1.8,3.34
"51147",19720,7527,12933,983,2313,2601,2724,9763,1241,1022,849,754,2795,27,66.22,14.17,62.17,35.82,0.94,0.18,0.55,0.1,1.28,37,30.08,20.24,18.88,13.28,12.83
"51149",33047,10726,22342,1980,4876,3026,2904,16930,2336,1965,1451,1109,2400,17.94,71.98,7.26,60.93,32.54,4.92,0.42,1.73,0.15,4.38,26,18.36,25.13,7.98,4.1,5.29
"51153",280813,98052,181891,24007,48043,20433,17746,137002,20543,17834,12227,7684,13473,13.6,74.45,4.8,68.93,18.76,9.74,0.39,3.81,0.13,8.1,20,11.23,30.43,4.39,2.99,3.55
"51155",35127,16325,22555,1937,4091,1922,1849,14021,2746,2838,2297,1864,5333,10.74,57.08,15.18,92.6,5.57,0.96,0.15,0.32,0.04,1.35,45,25.77,20.61,13.09,5.48,10.3
"51157",6983,3303,4461,356,939,403,252,2502,626,660,507,430,963,9.38,54.37,13.79,92.64,5.44,1.3,0.16,0.21,0,1.55,33,24,22.33,7.62,2.21,15.59
"51159",8809,3512,5635,360,915,518,532,3855,690,542,462,428,1557,11.92,58.24,17.68,64.77,33.17,2.1,0.09,0.32,0.07,1.65,34,40.05,18.36,15.44,5.01,16.37
"51161",85778,36121,52633,4553,11492,5448,3698,32771,7290,6950,5014,4063,13645,10.66,56.91,15.91,93.63,3.35,1.04,0.12,1.61,0.02,1.29,29,14.24,22.73,4.46,2.12,3.97
"51163",20808,9550,12920,1123,2618,1329,1196,8175,1612,1539,1274,1208,3259,12.13,57.27,15.66,95.42,2.97,0.58,0.26,0.44,0,0.91,39,29.04,22.25,9.59,3.65,11.14
"51165",67725,27328,41615,4246,9638,4772,3915,28260,5151,4450,3526,3023,9431,12.83,62.23,13.93,96.58,1.36,3.28,0.13,0.29,0.01,1.64,33,27.64,24.63,8.17,3.36,7.22
"51167",30308,13191,19846,1626,3558,1974,1871,13211,2416,2162,1789,1505,4041,12.69,60.69,13.33,96.07,3.08,0.78,0.11,0.05,0,0.68,63,37.47,21.19,16.35,6.94,10.63
"51169",23403,11355,14413,1203,2784,1381,1215,8974,1696,1724,1516,1346,4160,11.09,55.38,17.78,98.51,0.59,0.42,0.14,0.07,0.02,0.68,61,35.62,20.64,16.76,5.91,13.74
"51171",35075,16709,21181,1948,4561,2064,1563,13293,2579,2439,2236,1936,6083,10.34,56.46,17.34,95.6,1.17,3.4,0.18,0.35,0.02,2.7,32,24.72,22.27,8.21,2.71,14.44
"51173",33081,15111,20530,1769,4157,2018,1842,13158,2430,2358,1972,1833,5404,11.67,57.69,16.34,96.86,1.87,0.86,0.15,0.18,0,0.93,48,32.49,21.6,13.33,4.66,10.71
"51175",17482,7058,11018,899,2347,1179,1092,7370,1300,1170,984,921,2491,12.99,60.73,14.25,55.96,42.87,0.66,0.2,0.18,0.01,0.78,40,36.84,22.73,14.59,4.71,11.04
"51177",90395,33329,55761,6879,15902,6350,4603,40015,6884,5962,4184,3043,7526,12.12,69.47,8.33,82.89,12.45,2.81,0.32,1.38,0.05,2.97,28,16.22,29.99,4.74,3.18,6.06
"51179",92446,31405,57803,7172,17191,6974,5027,43126,7127,5831,4067,2458,5474,12.98,73,5.92,82,12.13,3.62,0.45,1.64,0.1,3.78,20,11.39,31.55,3.46,2.95,3.88
"51181",6829,3294,4147,385,1036,469,323,2690,527,449,444,337,961,11.6,60.2,14.07,46.87,51.6,0.75,0.25,0.13,0.03,1.14,41,29.63,25.2,10.78,5.31,20.49
"51183",12504,4653,8372,576,1444,684,874,5854,981,821,604,549,1675,12.46,62.97,13.4,36.39,62.13,0.82,0.13,0.12,0.02,1.23,32,42.4,19.65,16.08,5.29,11.33
"51185",44598,20390,28111,2359,5411,2975,2545,17657,3744,3478,2710,2317,6922,12.38,57.01,15.52,96.16,2.29,0.51,0.17,0.61,0,0.78,60,32.47,21.45,15.3,9.06,10.36
"51187",31584,13299,19608,2100,4719,2013,1637,13322,2368,2085,1727,1370,3893,11.56,63.77,12.33,92.71,4.83,1.56,0.27,0.43,0.02,1.77,33,24.5,25.59,8.52,3.43,9.11
"51191",51103,22985,32664,2592,6099,3328,3052,20843,3925,3833,3215,2762,7834,12.48,57.79,15.33,97.56,1.32,0.63,0.11,0.27,0.03,0.74,45,27.72,20.75,10.93,4.18,8.39
"51193",16718,9286,9699,866,2278,1051,706,5759,1236,1171,1167,1068,3173,10.51,53.25,18.98,65.41,30.89,3.46,0.28,0.36,0.01,3.05,42,30.68,23.01,14.67,4.13,26.28
"51195",40123,17792,25301,2313,5123,3171,2731,17150,3187,2799,2131,1832,5588,14.71,61.28,13.93,96.88,1.78,0.73,0.16,0.3,0.01,0.88,58,37.48,23.01,19.99,7.16,10
"51197",27599,12744,17206,1507,3410,1729,1485,11180,2143,1933,1667,1396,4363,11.65,58.32,15.81,95.76,2.87,0.57,0.16,0.38,0.01,0.83,46,29.8,21.85,11.05,4.34,9.68
"51199",51772,20597,31964,3283,9080,3881,2282,22033,4067,3739,2820,2027,4723,11.9,66.44,9.12,80,13.38,2.68,0.35,3.25,0.12,3.02,21,8.32,29.14,3.5,2.81,3.39
"51510",128283,64251,95141,7962,10675,4739,9919,70415,9011,8630,6117,3868,11605,11.43,69.42,9.05,59.79,22.54,14.72,0.28,5.65,0.09,11.74,25,13.16,16.79,8.92,3.17,3.68
"51515",6299,2702,3514,354,786,363,316,2431,408,345,259,294,1422,10.78,56.69,22.58,75.33,22.38,0.89,0.24,0.57,0.08,1.48,54,29.08,21.64,19.68,13.27,6.77
"51520",17367,8469,10270,929,2015,1008,1067,6626,1209,1121,976,924,3567,11.95,55.1,20.54,92.54,5.57,0.97,0.25,0.37,0.01,1.27,52,27.58,20.33,16.24,6.5,9.34
"51530",6349,2716,3889,392,795,493,420,2565,414,458,354,337,1034,14.38,59.1,16.29,93.56,4.8,1.01,0.3,0.43,0.02,0.91,46,30.99,22.46,10.38,3.9,6.22
"51540",45049,17591,33666,1981,3802,6053,10207,27865,2235,1975,1433,1210,4548,36.09,74.69,10.1,69.56,22.22,2.45,0.11,4.93,0.03,3.18,23,19.16,15.17,25.94,4.3,4.21
"51550",199184,72672,124057,14272,33259,14931,11186,90526,15201,12305,8955,6822,17844,13.11,69.31,8.96,66.87,28.53,2.05,0.39,1.84,0.05,2.37,30,14.86,28.76,7.32,4.07,3.81
"51570",16897,7340,9938,895,2242,1073,1014,6614,1089,1163,901,849,3144,12.35,57.71,18.61,89.08,6.27,1.62,0.19,2.72,0.08,1.75,35,16.33,22.58,5.52,2.3,4.26
"51580",6303,3195,3677,395,744,352,375,2382,405,413,389,301,1274,11.53,55.86,20.21,84.06,13.14,0.63,0.35,0.65,0.02,1.81,55,28.63,21.45,12.89,4.77,11.27
"51590",48411,23108,27637,2910,6414,3141,2681,18157,3490,3197,2504,2237,9502,12.03,56.77,19.63,53.86,44.11,1.26,0.17,0.6,0.03,1.26,47,31.49,23.28,19.96,10.06,10.82
"51595",5665,2412,3072,351,839,387,305,2141,338,305,278,245,1168,12.22,58.8,20.62,42.45,56.15,1.48,0.07,0.53,0.07,0.79,51,41.48,25.15,15.99,6.77,7.71
"51600",21498,8204,14329,1289,2399,1165,1531,9937,1524,1525,1181,890,2753,12.54,63.38,12.81,72.91,5.07,13.64,0.34,12.17,0.07,9.5,25,11.4,20.54,5.73,2.37,2.06
"51610",10377,4725,6685,571,1395,608,388,4228,1025,946,581,369,1262,9.6,59.69,12.16,84.97,3.28,8.44,0.24,6.5,0.07,5.01,20,4.13,23.42,4.2,2.92,5.38
"51620",8346,3767,4711,424,1278,613,424,3113,583,564,455,393,1536,12.43,57.69,18.4,45.72,52.31,0.55,0.14,0.78,0.01,1.04,39,29.03,25.15,19.84,7.03,10.17
"51630",19279,8888,13381,1127,1810,2104,2982,10327,1084,1054,791,616,2470,26.38,68.8,12.81,73.18,20.41,4.9,0.34,1.51,0.06,4.56,32,19.79,17.78,15.49,9.58,8.84
