COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
37045,0.86,0.7,0.52,0.77,0.84
37047,0.86,0.91,0.81,0.9,0.95
37067,0.52,0.28,0.89,0.78,0.68
37073,0.54,0.51,0.42,0.14,0.36
37081,0.46,0.25,0.91,0.76,0.64
37085,0.75,0.57,0.81,0.6,0.79
37089,0.19,0.29,0.71,0.42,0.32
37099,0.58,0.13,0.64,0.87,0.62
37105,0.75,0.72,0.92,0.64,0.85
37111,0.72,0.81,0.54,0.75,0.79
37113,0.43,0.4,0.56,0.22,0.35
37117,0.84,0.93,0.64,0.2,0.75
37129,0.37,0.07,0.66,0.62,0.38
37135,0.17,0.01,0.83,0.84,0.3
37137,0.58,0.43,0.69,0.86,0.72
37143,0.62,0.29,0.65,0.3,0.5
37149,0.24,0.35,0.46,0.73,0.38
37173,0.85,0.72,0.52,0.55,0.78
37175,0.49,0.27,0.46,0.4,0.4
37179,0.22,0.16,0.8,0.09,0.19
37183,0.1,0.14,0.86,0.44,0.28
37191,0.8,0.84,0.92,0.94,0.95
37193,0.78,0.58,0.56,0.46,0.69
37195,0.85,0.84,0.88,0.86,0.94
37199,0.8,0.45,0.47,0.26,0.57
38013,0.02,0.09,0.07,0.07,0.01
38015,0.01,0.17,0.31,0.72,0.17
38017,0.05,0.04,0.54,0.53,0.14
38019,0.05,0.12,0.25,0.04,0.02
38023,0.06,0.14,0.11,0.14,0.03
38029,0.22,0.3,0.04,0.15,0.1
38035,0.24,0.04,0.46,0.88,0.3
38037,0.11,0.22,0.05,0.21,0.07
38039,0.06,0.41,0.13,0.14,0.07
38045,0.22,0.11,0.3,0.02,0.04
38047,0.13,0.09,0.09,0.13,0.04
38051,0.23,0.35,0.11,0.11,0.11
38063,0.07,0.19,0.01,0.17,0.04
38071,0.08,0.73,0.23,0.87,0.35
38077,0.14,0.06,0.24,0.49,0.12
38083,0.29,0.13,0.15,0.06,0.07
38087,0.06,0.51,0.08,0.0,0.01
38089,0.07,0.1,0.41,0.76,0.21
38093,0.17,0.15,0.18,0.81,0.24
38101,0.04,0.05,0.43,0.74,0.17
38103,0.17,0.39,0.01,0.09,0.06
39001,0.89,0.97,0.03,0.6,0.77
39031,0.72,0.7,0.22,0.6,0.62
39041,0.0,0.08,0.47,0.04,0.02
39047,0.64,0.89,0.32,0.17,0.5
39049,0.34,0.25,0.84,0.67,0.51
39079,0.86,0.93,0.12,0.66,0.77
39087,0.7,0.88,0.15,0.34,0.56
39097,0.35,0.28,0.36,0.53,0.34
39101,0.68,0.54,0.33,0.75,0.64
39115,0.67,0.89,0.18,0.38,0.57
39129,0.38,0.31,0.25,0.37,0.28
39131,0.87,0.92,0.1,0.78,0.8
39173,0.22,0.03,0.42,0.5,0.17
40003,0.28,0.34,0.59,0.18,0.25
40007,0.51,0.28,0.84,0.22,0.46
40009,0.49,0.46,0.63,0.95,0.71
40011,0.44,0.82,0.83,0.55,0.67
40025,0.39,0.88,0.77,0.09,0.45
40029,0.78,1.0,0.51,0.39,0.83
40039,0.51,0.57,0.84,0.84,0.75
40041,0.8,0.79,0.67,0.41,0.77
40043,0.28,0.55,0.57,0.07,0.22
40057,0.68,0.97,0.86,0.36,0.81
40063,0.9,0.7,0.55,0.55,0.81
40069,0.83,0.97,0.51,0.53,0.85
40073,0.33,0.74,0.78,0.13,0.38
40077,0.74,0.96,0.6,0.88,0.89
40079,0.82,0.96,0.78,0.64,0.9
40097,0.63,0.95,0.49,0.61,0.75
40099,0.48,0.93,0.67,0.63,0.71
40101,0.77,0.92,0.75,0.95,0.93
40109,0.45,0.59,0.91,0.68,0.68
40111,0.83,0.97,0.42,0.74,0.87
40115,0.83,0.99,0.7,0.92,0.96
40121,0.67,0.92,0.63,0.77,0.83
40127,0.79,0.88,0.41,0.62,0.79
40143,0.4,0.6,0.87,0.6,0.62
40151,0.38,0.25,0.43,0.35,0.31
41001,0.6,0.58,0.32,0.92,0.69
41003,0.37,0.01,0.66,0.89,0.35
41005,0.09,0.08,0.66,0.41,0.19
41013,0.65,0.74,0.4,0.38,0.57
41015,0.54,0.48,0.39,0.48,0.49
41019,0.64,0.74,0.37,0.87,0.73
41025,0.66,0.85,0.35,0.71,0.71
41027,0.33,0.07,0.92,0.92,0.55
41031,0.83,0.85,0.84,0.79,0.91
41039,0.54,0.31,0.59,0.9,0.65
41041,0.49,0.56,0.48,0.65,0.55
41057,0.4,0.69,0.64,0.86,0.66
41063,0.29,0.73,0.36,0.81,0.5
41067,0.16,0.08,0.87,0.57,0.32
42011,0.48,0.43,0.84,0.62,0.62
42021,0.51,0.62,0.17,0.67,0.49
42023,0.34,0.67,0.04,0.48,0.3
42043,0.29,0.34,0.81,0.66,0.5
42049,0.45,0.56,0.6,0.78,0.62
42059,0.43,0.33,0.15,0.83,0.44
42061,0.54,0.37,0.29,0.67,0.49
42069,0.36,0.5,0.66,0.65,0.53
42071,0.3,0.2,0.71,0.75,0.46
42079,0.48,0.56,0.71,0.63,0.61
42087,0.49,0.78,0.19,0.51,0.47
42091,0.04,0.06,0.73,0.4,0.17
42093,0.11,0.39,0.34,0.78,0.31
42097,0.47,0.57,0.25,0.73,0.5
42113,0.49,0.4,0.25,0.38,0.36
42119,0.39,0.04,0.46,0.85,0.36
44003,0.15,0.13,0.5,0.23,0.15
45017,0.67,0.36,0.56,0.42,0.56
45019,0.23,0.04,0.74,0.71,0.32
45021,0.82,0.41,0.58,0.47,0.7
45037,0.68,0.56,0.87,0.9,0.85
45039,0.87,0.4,0.69,0.46,0.75
45041,0.76,0.83,0.71,0.93,0.9
45043,0.63,0.67,0.7,0.5,0.68
45047,0.83,0.88,0.83,0.88,0.93
45051,0.54,0.54,0.69,0.57,0.61
45059,0.88,0.83,0.66,0.87,0.92
45071,0.81,0.76,0.85,0.92,0.92
46003,0.15,0.72,0.64,0.17,0.27
46009,0.34,0.09,0.35,0.42,0.24
46013,0.1,0.31,0.53,0.76,0.33
46021,0.05,0.15,0.0,0.03,0.01
46023,0.76,0.76,0.38,0.69,0.74
46033,0.16,0.21,0.46,0.45,0.23
46035,0.2,0.29,0.12,0.65,0.23
46037,0.35,0.48,0.2,0.1,0.18
46047,0.23,0.42,0.52,0.75,0.42
46057,0.11,0.25,0.46,0.23,0.16
46061,0.13,0.15,0.02,0.0,0.0
46065,0.09,0.15,0.57,0.98,0.41
46069,0.16,0.1,0.34,0.17,0.09
46073,0.08,0.18,0.15,0.14,0.05
46075,0.21,0.04,0.0,0.01,0.01
46087,0.29,0.41,0.37,0.19,0.22
46091,0.06,0.73,0.63,0.14,0.21
46099,0.14,0.3,0.67,0.68,0.36
46103,0.18,0.55,0.43,0.81,0.42
46127,0.02,0.21,0.22,0.07,0.03
46135,0.18,0.46,0.36,0.62,0.32
47005,0.88,0.77,0.16,0.51,0.7
47017,0.79,0.82,0.26,0.7,0.74
47023,0.82,0.48,0.33,0.5,0.64
47045,0.76,0.96,0.46,0.4,0.76
47059,0.73,0.67,0.16,0.43,0.54
47073,0.77,0.9,0.18,0.62,0.71
47085,0.73,0.38,0.13,0.18,0.37
47093,0.31,0.07,0.6,0.52,0.3
47105,0.4,0.28,0.63,0.34,0.39
47109,0.93,0.78,0.27,0.35,0.72
47123,0.89,0.59,0.29,0.34,0.65
47125,0.46,0.68,0.69,0.32,0.52
47153,0.72,0.78,0.23,0.39,0.57
47169,0.81,0.22,0.42,0.29,0.52
47187,0.01,0.07,0.5,0.05,0.02
48007,0.62,0.67,0.82,0.82,0.8
48035,0.5,0.82,0.75,0.39,0.62
48037,0.64,0.61,0.75,0.98,0.85
48045,0.59,0.37,0.92,0.06,0.46
48071,0.38,0.19,0.86,0.33,0.41
48093,0.52,0.82,0.85,0.58,0.73
48121,0.07,0.12,0.89,0.31,0.22
48125,0.85,0.85,0.68,0.74,0.88
48129,0.42,0.39,0.52,0.52,0.45
48133,0.71,0.53,0.76,0.83,0.81
48147,0.5,0.23,0.73,0.73,0.58
48161,0.69,0.82,0.85,0.73,0.84
48167,0.38,0.35,0.9,0.68,0.58
48185,0.72,0.46,0.89,0.91,0.86
48199,0.32,0.43,0.27,0.28,0.25
48209,0.38,0.04,0.91,0.78,0.49
48213,0.64,0.66,0.72,0.62,0.72
48217,0.74,0.86,0.82,0.77,0.87
48231,0.64,0.54,0.77,0.95,0.83
48237,0.53,0.28,0.8,0.79,0.65
48239,0.49,0.52,0.9,0.64,0.68
48257,0.54,0.41,0.85,0.37,0.57
48265,0.37,0.87,0.8,0.73,0.7
48269,0.43,0.18,0.73,0.01,0.2
48285,0.29,0.96,0.76,0.74,0.69
48287,0.45,0.69,0.86,0.65,0.68
48289,0.59,0.75,0.8,0.27,0.62
48293,0.89,0.77,0.91,0.91,0.95
48295,0.51,0.54,0.88,0.1,0.46
48303,0.53,0.46,0.86,0.86,0.75
48331,0.57,0.87,0.83,0.58,0.76
48349,0.85,0.94,0.93,0.88,0.97
48351,0.86,0.81,0.44,0.33,0.72
48353,0.7,0.77,0.9,0.88,0.89
48365,0.55,0.79,0.71,0.61,0.7
48379,0.47,0.54,0.44,0.3,0.4
48393,0.14,0.94,0.25,0.0,0.09
48397,0.07,0.08,0.78,0.11,0.11
48401,0.65,0.57,0.87,0.78,0.8
48417,0.72,0.76,0.63,0.36,0.68
48423,0.61,0.39,0.91,0.73,0.75
48429,0.84,0.91,0.76,0.63,0.88
48433,0.26,0.69,0.36,0.36,0.32
48447,0.49,0.7,0.36,0.03,0.27
48451,0.39,0.34,0.88,0.89,0.66
48485,0.65,0.58,0.81,0.89,0.82
48493,0.39,0.18,0.89,0.39,0.44
48497,0.43,0.66,0.77,0.49,0.58
48499,0.55,0.81,0.63,0.45,0.63
49003,0.26,0.16,0.54,0.1,0.16
49005,0.35,0.07,0.65,0.47,0.32
49007,0.53,0.65,0.47,0.56,0.56
49011,0.05,0.1,0.53,0.14,0.08
49013,0.58,0.27,0.57,0.38,0.48
49015,0.34,0.47,0.35,0.2,0.26
49019,0.35,0.27,0.74,0.76,0.52
49021,0.57,0.15,0.56,0.44,0.45
49027,0.32,0.25,0.72,0.34,0.36
49029,0.02,0.05,0.18,0.0,0.0
49033,0.33,0.33,0.31,0.15,0.2
49041,0.53,0.38,0.48,0.13,0.33
49043,0.0,0.06,0.68,0.12,0.05
49045,0.36,0.32,0.61,0.2,0.31
49047,0.57,0.19,0.56,0.5,0.48
49051,0.01,0.06,0.61,0.16,0.06
49057,0.31,0.37,0.76,0.43,0.43
50001,0.09,0.09,0.26,0.33,0.1
50007,0.09,0.02,0.54,0.79,0.18
50009,0.53,0.58,0.21,0.02,0.21
50021,0.16,0.17,0.09,0.94,0.28
51001,0.66,0.5,0.9,0.77,0.8
51003,0.07,0.03,0.72,0.52,0.17
51036,0.43,0.19,0.51,0.11,0.24
51037,0.81,0.86,0.38,0.35,0.71
51087,0.19,0.19,0.89,0.19,0.26
51091,0.24,0.37,0.0,0.06,0.06
51103,0.14,0.27,0.52,0.15,0.16
51115,0.11,0.18,0.21,0.01,0.02
51117,0.68,0.87,0.53,0.73,0.78
51119,0.29,0.2,0.28,0.3,0.2
51125,0.28,0.34,0.41,0.41,0.3
51131,0.55,0.56,0.85,0.55,0.68
51133,0.35,0.28,0.33,0.02,0.12
51145,0.06,0.02,0.29,0.03,0.01
51147,0.76,0.05,0.84,0.86,0.73
51149,0.38,0.09,0.59,0.41,0.32
51157,0.15,0.21,0.35,0.0,0.02
51159,0.53,0.05,0.82,0.93,0.61
51161,0.07,0.15,0.52,0.24,0.13
51163,0.44,0.14,0.22,0.08,0.14
51169,0.78,0.47,0.17,0.83,0.68
51173,0.76,0.85,0.18,0.83,0.75
51179,0.03,0.25,0.82,0.13,0.15
51185,0.78,0.42,0.14,0.68,0.59
51570,0.51,0.92,0.73,0.18,0.57
51610,0.01,0.11,0.66,0.35,0.14
51670,0.88,0.97,0.86,0.65,0.94
51790,0.29,0.47,0.6,0.61,0.44
53005,0.3,0.54,0.84,0.52,0.51
53007,0.44,0.47,0.88,0.76,0.68
53009,0.45,0.65,0.59,0.76,0.61
53031,0.26,0.26,0.36,0.36,0.24
53039,0.56,0.39,0.74,0.46,0.57
53043,0.29,0.69,0.28,0.09,0.2
53053,0.26,0.29,0.82,0.7,0.49
53055,0.04,0.09,0.45,0.23,0.09
53061,0.1,0.08,0.84,0.55,0.28
53063,0.3,0.36,0.57,0.79,0.48
53071,0.44,0.22,0.84,0.95,0.68
53073,0.37,0.05,0.69,0.88,0.45
54001,0.84,0.37,0.16,0.74,0.65
54007,0.93,0.41,0.03,0.71,0.66
54011,0.66,0.48,0.27,0.81,0.62
54017,0.65,0.23,0.09,0.42,0.36
54019,0.85,0.79,0.18,0.76,0.76
54027,0.75,0.74,0.08,0.72,0.64
54039,0.54,0.71,0.3,0.66,0.57
54061,0.48,0.01,0.33,0.99,0.41
54063,0.77,0.73,0.15,0.16,0.47
54069,0.27,0.29,0.18,0.75,0.31
54071,0.63,0.55,0.08,0.25,0.36
54077,0.72,0.22,0.43,0.6,0.57
54081,0.74,0.84,0.41,0.71,0.77
54093,0.59,0.54,0.01,0.41,0.37
55001,0.63,0.45,0.39,0.63,0.57
55007,0.19,0.3,0.3,0.07,0.1
55013,0.29,0.72,0.22,0.05,0.17
55019,0.48,0.27,0.52,0.77,0.54
55025,0.06,0.02,0.67,0.65,0.17
55029,0.05,0.18,0.25,0.13,0.06
55033,0.22,0.04,0.31,0.65,0.18
55037,0.24,0.39,0.01,0.29,0.15
55051,0.41,0.69,0.05,0.53,0.36
55059,0.41,0.33,0.7,0.61,0.51
55063,0.17,0.03,0.53,0.66,0.21
55085,0.06,0.12,0.07,0.07,0.01
55099,0.21,0.29,0.09,0.35,0.16
55113,0.41,0.75,0.37,0.36,0.43
55125,0.35,0.43,0.26,0.03,0.14
55129,0.26,0.35,0.17,0.08,0.11
55133,0.0,0.05,0.42,0.1,0.02
55139,0.12,0.07,0.47,0.43,0.16
56001,0.4,0.0,0.5,0.82,0.25
56005,0.17,0.24,0.54,0.7,0.33
56017,0.13,0.23,0.14,0.32,0.12
56023,0.13,0.3,0.23,0.09,0.08
56027,0.47,0.2,0.28,0.48,0.34
56037,0.26,0.42,0.67,0.41,0.37
56041,0.36,0.45,0.44,0.67,0.45
01007,0.77,0.12,0.43,0.72,0.6
01037,0.69,0.38,0.53,0.29,0.53
01053,0.96,0.68,0.6,0.58,0.86
01101,0.7,0.76,0.87,0.75,0.84
01107,0.92,0.64,0.84,0.82,0.92
01127,0.87,0.78,0.39,0.45,0.75
01129,0.88,0.77,0.57,0.26,0.73
02020,0.13,0.26,0.86,0.82,0.46
02100,0.05,0.2,0.57,0.48,0.21
02130,0.25,0.35,0.75,0.92,0.55
04005,0.64,0.04,0.87,0.97,0.71
04011,0.52,0.6,0.92,0.35,0.62
05001,0.75,0.97,0.37,0.54,0.78
05013,0.68,0.7,0.31,0.37,0.55
05021,0.8,0.99,0.05,0.29,0.65
05027,0.9,0.73,0.72,0.95,0.94
05119,0.39,0.69,0.85,0.63,0.63
05129,0.67,0.59,0.21,0.26,0.44
05135,0.76,0.95,0.11,0.34,0.62
05141,0.79,0.86,0.11,0.73,0.72
05149,0.75,0.97,0.83,0.55,0.88
06005,0.39,0.38,0.62,0.75,0.53
06015,0.88,0.68,0.8,1.0,0.97
06051,0.18,0.0,0.88,0.29,0.14
06055,0.26,0.1,0.95,0.82,0.51
06087,0.43,0.03,0.93,0.9,0.54
06097,0.26,0.09,0.9,0.65,0.4
06103,0.85,0.98,0.85,0.85,0.96
06111,0.34,0.12,0.96,0.55,0.48
08033,0.28,0.77,0.13,0.04,0.15
08037,0.07,0.02,0.89,0.33,0.14
08045,0.21,0.09,0.87,0.59,0.35
08053,0.13,0.45,0.14,0.04,0.06
08055,0.39,0.65,0.71,0.69,0.6
08073,0.46,0.08,0.85,0.58,0.49
08087,0.51,0.66,0.93,0.68,0.74
08109,0.8,0.41,0.92,0.57,0.81
08111,0.03,0.09,0.43,0.46,0.13
08117,0.07,0.0,0.75,0.37,0.07
08125,0.38,0.57,0.84,0.53,0.56
09001,0.27,0.1,0.91,0.71,0.45
09009,0.34,0.13,0.87,0.8,0.52
12003,0.61,0.79,0.49,0.66,0.68
12007,0.85,0.76,0.51,0.99,0.93
12023,0.76,0.59,0.55,0.97,0.86
12055,0.82,0.55,0.86,0.8,0.87
12057,0.45,0.25,0.95,0.81,0.67
12061,0.38,0.25,0.75,0.34,0.4
12065,0.61,0.34,0.64,0.5,0.57
12081,0.34,0.31,0.82,0.65,0.52
12085,0.21,0.2,0.77,0.69,0.4
12087,0.1,0.06,0.87,0.98,0.46
12099,0.37,0.24,0.94,0.65,0.56
12115,0.11,0.21,0.68,0.43,0.25
12129,0.47,0.25,0.34,0.58,0.4
13007,0.73,0.58,0.68,0.61,0.74
13011,0.71,0.47,0.61,0.25,0.56
13023,0.82,0.45,0.55,0.61,0.74
13029,0.4,0.6,0.66,0.09,0.34
13031,0.87,0.14,0.55,0.96,0.81
13053,0.63,0.1,0.65,0.89,0.64
13075,0.84,0.89,0.72,0.52,0.85
13079,0.88,0.45,0.31,0.54,0.68
13111,0.53,0.52,0.3,0.1,0.3
13119,0.81,0.85,0.62,0.69,0.85
13129,0.76,0.88,0.82,0.75,0.88
13139,0.5,0.36,0.92,0.65,0.66
13191,0.71,0.86,0.47,0.21,0.59
13199,0.86,0.91,0.45,0.78,0.87
13209,0.84,0.23,0.86,0.85,0.85
13213,0.87,0.43,0.73,0.3,0.71
13217,0.74,0.8,0.75,0.28,0.71
13229,0.78,0.93,0.51,0.16,0.66
13247,0.6,0.48,0.92,0.16,0.55
13251,0.82,0.55,0.63,0.9,0.85
13253,0.76,0.8,0.63,0.78,0.83
13263,0.88,0.68,0.64,0.75,0.86
13277,0.7,0.75,0.75,0.96,0.88
13283,0.8,0.92,0.83,0.94,0.95
13319,0.86,0.6,0.62,0.53,0.79
13321,0.8,0.93,0.55,0.24,0.74
15001,0.4,0.37,0.94,0.55,0.58
15007,0.12,0.14,0.95,0.4,0.31
16031,0.57,0.6,0.87,0.47,0.67
16035,0.52,0.47,0.13,0.64,0.44
16037,0.57,0.56,0.46,0.23,0.44
16049,0.51,0.59,0.43,0.6,0.54
16057,0.44,0.01,0.24,0.82,0.25
16067,0.68,0.79,0.92,0.18,0.68
16075,0.56,0.73,0.76,0.32,0.6
16077,0.51,0.44,0.9,0.22,0.52
17069,0.79,0.41,0.04,0.46,0.5
17097,0.18,0.14,0.89,0.54,0.35
17109,0.65,0.04,0.37,0.9,0.52
17143,0.5,0.49,0.73,0.64,0.61
17165,0.82,0.96,0.37,0.79,0.86
17201,0.61,0.71,0.8,0.55,0.72
18097,0.68,0.57,0.91,0.68,0.8
18157,0.48,0.04,0.71,0.84,0.49
19047,0.68,0.67,0.9,0.86,0.86
19049,0.0,0.07,0.6,0.16,0.06
19169,0.35,0.0,0.6,0.68,0.21
20019,0.69,0.9,0.24,0.73,0.72
20049,0.65,0.74,0.13,0.17,0.39
20061,0.45,0.49,0.83,0.74,0.66
20069,0.32,0.13,0.74,0.23,0.27
20093,0.7,0.26,0.81,0.08,0.47
20161,0.45,0.01,0.65,0.95,0.44
20189,0.67,0.21,0.93,0.51,0.67
21015,0.08,0.31,0.56,0.1,0.13
21053,0.93,0.85,0.04,0.71,0.78
21069,0.81,0.94,0.32,0.5,0.77
21087,0.69,0.72,0.24,0.32,0.52
21201,0.78,0.26,0.0,0.27,0.35
21217,0.79,0.95,0.19,0.51,0.72
21223,0.78,0.84,0.3,0.56,0.71
22001,0.92,0.9,0.65,0.76,0.92
22003,0.91,0.59,0.76,0.93,0.93
22007,0.79,0.86,0.68,0.39,0.78
22033,0.48,0.35,0.87,0.76,0.67
22037,0.81,0.28,0.6,0.93,0.82
22047,0.8,0.72,0.58,0.96,0.89
22051,0.51,0.4,0.93,0.46,0.61
22059,0.77,0.77,0.53,0.6,0.76
22075,0.56,0.6,0.81,0.65,0.71
22077,0.77,0.95,0.64,0.6,0.85
22085,0.84,0.84,0.48,0.72,0.83
22095,0.7,0.67,0.8,0.49,0.75
22119,0.84,0.86,0.42,0.91,0.88
22127,0.79,0.78,0.44,0.67,0.78
23021,0.68,0.85,0.06,0.3,0.49
24001,0.68,0.4,0.34,0.75,0.62
24019,0.57,0.91,0.79,0.52,0.75
24047,0.2,0.26,0.46,0.52,0.28
25017,0.05,0.01,0.83,0.82,0.23
26001,0.66,0.46,0.08,0.06,0.26
26033,0.73,0.42,0.54,0.77,0.72
26035,0.89,0.73,0.26,0.67,0.77
26049,0.67,0.82,0.49,0.46,0.66
26069,0.66,0.68,0.14,0.3,0.45
26095,0.67,0.3,0.4,0.51,0.53
26129,0.77,0.77,0.11,0.56,0.63
26153,0.76,0.77,0.21,0.28,0.55
27031,0.09,0.2,0.24,0.7,0.2
27053,0.1,0.04,0.84,0.82,0.31
27087,0.81,0.95,0.49,0.77,0.87
27103,0.09,0.18,0.51,0.65,0.25
28005,0.93,0.87,0.5,0.39,0.82
28009,0.96,0.38,0.66,0.12,0.66
28015,0.8,0.39,0.41,0.49,0.63
28023,0.86,0.96,0.37,0.12,0.67
28039,0.81,0.48,0.44,0.33,0.61
28043,0.88,0.96,0.51,0.6,0.88
28071,0.66,0.02,0.58,0.82,0.51
28087,0.8,0.59,0.68,0.66,0.8
28091,0.93,0.87,0.54,0.92,0.94
28107,0.9,0.88,0.79,0.55,0.89
28111,0.82,0.88,0.28,0.42,0.71
28117,0.92,0.75,0.36,0.81,0.85
28145,0.8,0.9,0.64,0.53,0.83
28147,0.88,0.96,0.61,0.44,0.86
29001,0.73,0.01,0.58,0.61,0.45
29015,0.77,0.55,0.11,0.51,0.55
29023,0.9,0.96,0.2,0.6,0.82
29029,0.54,0.39,0.21,0.29,0.34
29063,0.51,0.06,0.27,0.86,0.41
29149,0.74,0.92,0.06,0.17,0.49
29185,0.64,0.79,0.05,0.47,0.5
29197,0.62,0.83,0.03,0.21,0.38
29199,0.69,0.55,0.02,0.7,0.53
29229,0.92,0.99,0.31,0.7,0.9
30023,0.44,0.52,0.14,0.81,0.47
30041,0.67,0.88,0.38,0.61,0.7
30053,0.76,0.47,0.25,0.14,0.42
30061,0.65,0.94,0.12,0.4,0.56
30101,0.4,0.17,0.47,0.85,0.48
31005,0.13,0.45,0.04,0.0,0.01
31133,0.41,0.21,0.17,0.32,0.23
31153,0.01,0.2,0.6,0.14,0.1
32013,0.42,0.43,0.87,0.61,0.59
32017,0.57,0.35,0.39,0.33,0.42
32029,0.05,0.64,0.34,0.02,0.07
32031,0.33,0.16,0.88,0.77,0.53
34003,0.08,0.03,0.93,0.56,0.24
35001,0.52,0.36,0.94,0.66,0.68
35015,0.47,0.69,0.92,0.63,0.7
35017,0.75,0.95,0.82,0.9,0.93
35021,0.5,0.46,0.48,0.18,0.36
35035,0.85,0.52,0.94,0.86,0.91
35037,0.85,0.98,0.79,0.14,0.81
35049,0.26,0.31,0.95,0.66,0.53
35061,0.86,0.87,0.94,0.55,0.9
36001,0.17,0.05,0.76,0.73,0.3
36041,0.56,0.49,0.4,0.2,0.39
36067,0.35,0.27,0.71,0.77,0.52
37041,0.83,0.85,0.39,0.72,0.81
37051,0.68,0.79,0.85,0.86,0.86
37075,0.85,0.48,0.42,0.33,0.63
37119,0.3,0.19,0.94,0.46,0.44
37131,0.89,0.93,0.72,0.63,0.9
37133,0.6,0.71,0.62,0.8,0.75
37147,0.73,0.18,0.81,0.96,0.82
38105,0.02,0.12,0.55,0.83,0.25
39009,0.81,0.05,0.34,1.0,0.73
39035,0.55,0.5,0.84,0.63,0.68
39061,0.38,0.36,0.73,0.7,0.54
39105,0.84,0.82,0.01,0.68,0.68
39121,0.57,0.41,0.18,0.51,0.43
39145,0.83,0.86,0.15,0.94,0.83
39163,0.92,0.84,0.03,0.56,0.72
40005,0.81,0.87,0.45,0.67,0.81
40023,0.93,1.0,0.52,0.82,0.96
40059,0.4,0.26,0.83,0.1,0.32
40067,0.88,0.99,0.57,0.39,0.87
40089,0.85,0.99,0.7,0.63,0.91
40095,0.61,1.0,0.86,0.49,0.85
40141,0.79,0.9,0.91,0.5,0.87
41011,0.63,0.78,0.37,0.89,0.74
41021,0.52,0.75,0.5,0.32,0.51
41023,0.58,0.6,0.28,0.65,0.55
41033,0.67,0.66,0.34,0.71,0.66
41047,0.6,0.72,0.89,0.93,0.85
41055,0.2,0.54,0.24,0.09,0.14
41059,0.8,0.86,0.89,0.99,0.97
41069,0.7,0.48,0.21,0.17,0.39
42003,0.18,0.07,0.56,0.61,0.25
42045,0.19,0.22,0.79,0.73,0.41
45001,0.89,0.84,0.51,0.68,0.86
45013,0.21,0.25,0.81,0.61,0.4
45029,0.85,0.75,0.69,0.45,0.8
45081,0.76,0.62,0.93,0.44,0.79
45085,0.87,0.93,0.8,0.96,0.97
45087,0.86,0.94,0.45,0.72,0.87
46011,0.24,0.01,0.48,0.61,0.16
46049,0.14,0.28,0.04,0.18,0.08
46083,0.0,0.15,0.3,0.06,0.02
46089,0.68,0.39,0.06,0.13,0.29
46107,0.06,0.25,0.1,0.16,0.05
46109,0.6,0.9,0.66,0.51,0.72
47013,0.89,0.89,0.03,0.61,0.73
47035,0.65,0.83,0.29,0.32,0.54
47037,0.35,0.09,0.92,0.81,0.54
47049,0.9,0.7,0.03,0.48,0.64
47057,0.82,0.52,0.35,0.32,0.59
47075,0.83,0.88,0.73,0.65,0.87
47083,0.77,0.68,0.19,0.37,0.56
47087,0.9,0.52,0.05,0.46,0.6
47121,0.79,0.53,0.21,0.23,0.49
47171,0.85,0.9,0.41,0.53,0.8
47173,0.92,0.49,0.07,0.62,0.67
47181,0.89,0.45,0.18,0.88,0.76
48001,0.66,0.11,0.86,0.98,0.79
48015,0.37,0.34,0.9,0.4,0.49
48019,0.47,0.6,0.65,0.34,0.51
48021,0.56,0.31,0.94,0.8,0.75
48027,0.53,0.74,0.9,0.84,0.81
48033,0.02,0.95,0.15,0.01,0.06
48039,0.25,0.19,0.93,0.79,0.51
48051,0.52,0.49,0.84,0.47,0.61
48063,0.79,0.93,0.91,0.63,0.9
48073,0.78,0.71,0.91,0.92,0.92
48075,0.82,0.12,0.85,0.67,0.75
48081,0.52,0.75,0.76,0.41,0.62
48085,0.03,0.1,0.91,0.17,0.15
48089,0.38,0.64,0.92,0.74,0.68
48099,0.71,0.6,0.8,0.67,0.78
48123,0.63,0.82,0.85,0.77,0.82
48139,0.26,0.28,0.9,0.36,0.39
48171,0.23,0.2,0.83,0.46,0.36
48193,0.44,0.81,0.71,0.5,0.61
48197,0.74,0.79,0.87,0.24,0.73
48205,0.42,0.03,0.91,0.89,0.53
48227,0.78,0.44,0.95,0.96,0.92
48243,0.41,0.23,0.88,0.15,0.36
48267,0.5,0.95,0.82,0.15,0.59
48275,0.71,0.98,0.91,0.2,0.8
48297,0.57,0.3,0.93,0.68,0.69
48299,0.44,0.5,0.63,0.36,0.47
48305,0.83,0.96,0.89,0.43,0.89
48309,0.63,0.59,0.92,0.9,0.84
48319,0.53,0.55,0.84,0.02,0.36
48321,0.82,0.7,0.96,0.77,0.91
48325,0.4,0.46,0.9,0.8,0.67
48333,0.56,0.98,0.78,0.42,0.77
48335,0.65,0.06,0.92,0.65,0.62
48347,0.88,0.66,0.89,1.0,0.98
48355,0.62,0.59,0.93,0.87,0.84
48359,0.44,0.16,0.65,0.52,0.43
48407,0.75,0.69,0.78,0.27,0.69
48431,0.19,0.92,0.56,0.36,0.41
48453,0.23,0.04,0.95,0.74,0.38
48469,0.54,0.69,0.92,0.75,0.78
48483,0.59,0.94,0.87,0.22,0.7
48487,0.65,0.96,0.88,0.86,0.91
48491,0.08,0.19,0.88,0.19,0.2
49001,0.34,0.24,0.66,0.13,0.25
