ZCTA,RUCA1,RUCA2,rurality
85633,2,2.0,Suburban
85634,10,10.0,Rural
85635,1,1.0,Urban
85636,1,1.0,Urban
85637,10,10.0,Rural
85638,10,10.0,Rural
85639,10,10.0,Rural
85640,10,10.2,Rural
85641,2,2.0,Suburban
85643,7,7.0,Rural
85644,7,7.0,Rural
85645,2,2.0,Suburban
85646,10,10.2,Rural
85648,4,4.0,Suburban
85650,1,1.0,Urban
85652,1,1.0,Urban
85653,2,2.0,Suburban
85654,2,2.0,Suburban
85655,4,4.0,Suburban
85658,1,1.0,Urban
85670,1,1.0,Urban
85671,1,1.0,Urban
85701,1,1.0,Urban
85702,1,1.0,Urban
85703,1,1.0,Urban
85704,1,1.0,Urban
85705,1,1.0,Urban
85706,1,1.0,Urban
85707,1,1.0,Urban
85708,1,1.0,Urban
85709,1,1.0,Urban
85710,1,1.0,Urban
85711,1,1.0,Urban
85712,1,1.0,Urban
85713,1,1.0,Urban
85714,1,1.0,Urban
85715,1,1.0,Urban
85716,1,1.0,Urban
85717,1,1.0,Urban
85718,1,1.0,Urban
85719,1,1.0,Urban
85720,1,1.0,Urban
85721,1,1.0,Urban
85722,1,1.0,Urban
85723,1,1.0,Urban
85724,1,1.0,Urban
85725,1,1.0,Urban
85726,1,1.0,Urban
85728,1,1.0,Urban
85730,1,1.0,Urban
85731,1,1.0,Urban
85732,1,1.0,Urban
85733,1,1.0,Urban
85734,1,1.0,Urban
85735,1,1.0,Urban
85736,2,2.0,Suburban
85737,1,1.0,Urban
85738,1,1.0,Urban
85739,1,1.0,Urban
85740,1,1.0,Urban
85741,1,1.0,Urban
85742,1,1.0,Urban
85743,1,1.0,Urban
85744,1,1.0,Urban
85745,1,1.0,Urban
85746,1,1.0,Urban
85747,1,1.0,Urban
85748,1,1.0,Urban
85749,1,1.0,Urban
85750,1,1.0,Urban
85751,1,1.0,Urban
85752,1,1.0,Urban
85754,1,1.0,Urban
85755,1,1.0,Urban
85756,1,1.0,Urban
85757,1,1.0,Urban
85775,1,1.0,Urban
85901,4,4.0,Suburban
85902,4,4.0,Suburban
85911,8,8.0,Rural
85912,8,8.0,Rural
85920,9,9.0,Rural
85922,7,7.2,Rural
85923,5,5.0,Rural
85924,10,10.0,Rural
85925,7,7.0,Rural
85926,10,10.3,Rural
85927,9,9.0,Rural
85928,10,10.2,Rural
85929,5,5.0,Rural
85930,9,9.0,Rural
85931,2,2.0,Suburban
85932,9,9.0,Rural
85933,5,5.0,Rural
85934,5,5.0,Rural
85935,5,5.0,Rural
85936,7,7.0,Rural
85937,7,7.0,Rural
85938,7,7.0,Rural
85939,7,7.0,Rural
85940,9,9.0,Rural
85941,2,2.0,Suburban
85942,8,8.0,Rural
86001,1,1.0,Urban
86002,1,1.0,Urban
86003,1,1.0,Urban
86004,1,1.0,Urban
86005,1,1.0,Urban
86011,1,1.0,Urban
86015,1,1.0,Urban
86016,1,1.0,Urban
86017,2,2.0,Suburban
86018,10,10.1,Rural
86020,10,10.0,Rural
86021,4,4.0,Suburban
86022,10,10.0,Rural
86023,10,10.1,Rural
86024,2,2.0,Suburban
86025,7,7.0,Rural
86028,10,10.0,Rural
86029,7,7.0,Rural
86030,10,10.0,Rural
86031,3,3.0,Rural
86032,7,7.0,Rural
86033,7,7.0,Rural
86034,10,10.0,Rural
86035,2,2.0,Suburban
86036,10,10.0,Rural
86038,2,2.0,Suburban
86039,10,10.0,Rural
86040,7,7.0,Rural
86042,10,10.0,Rural
86043,10,10.0,Rural
86044,8,8.0,Rural
86045,7,7.0,Rural
86046,7,7.0,Rural
86047,7,7.0,Rural
86052,10,10.0,Rural
86053,8,8.0,Rural
86054,8,8.0,Rural
86301,1,1.0,Urban
86302,1,1.0,Urban
86303,1,1.0,Urban
86304,1,1.0,Urban
86305,2,2.0,Suburban
86312,1,1.0,Urban
86313,1,1.0,Urban
86314,1,1.0,Urban
86315,1,1.0,Urban
86320,10,10.0,Rural
86321,10,10.0,Rural
86322,7,7.0,Rural
86323,2,2.0,Suburban
86324,1,1.0,Urban
86325,4,4.0,Suburban
86326,4,4.0,Suburban
86327,1,1.0,Urban
86329,10,10.0,Rural
86331,1,1.0,Urban
86332,10,10.0,Rural
86333,10,10.0,Rural
86334,2,2.0,Suburban
86335,7,7.0,Rural
86336,7,7.0,Rural
86337,10,10.0,Rural
86338,2,2.0,Suburban
86339,7,7.0,Rural
86340,7,7.0,Rural
86341,7,7.0,Rural
86342,7,7.0,Rural
86343,3,3.0,Rural
86351,7,7.0,Rural
86401,4,4.0,Suburban
86402,4,4.0,Suburban
86403,1,1.0,Urban
86404,1,1.0,Urban
86405,1,1.0,Urban
86406,1,1.0,Urban
86409,4,4.0,Suburban
86411,5,5.0,Rural
86412,4,4.0,Suburban
86413,5,5.0,Rural
86426,4,4.0,Suburban
86427,4,4.0,Suburban
86429,4,4.0,Suburban
86430,4,4.0,Suburban
86431,4,4.0,Suburban
86432,4,4.0,Suburban
86433,5,5.0,Rural
86434,10,10.0,Rural
86435,10,10.1,Rural
86436,4,4.0,Suburban
86437,5,5.0,Rural
86438,5,5.0,Rural
86439,4,4.0,Suburban
86440,7,7.2,Rural
86441,10,10.2,Rural
86442,4,4.0,Suburban
86443,10,10.0,Rural
86444,10,10.0,Rural
86445,10,10.0,Rural
86446,5,5.0,Rural
86502,10,10.0,Rural
86503,8,8.0,Rural
86504,5,5.0,Rural
86505,10,10.0,Rural
86506,10,10.0,Rural
86507,10,10.0,Rural
86508,10,10.0,Rural
86510,9,9.0,Rural
86511,8,8.0,Rural
86512,10,10.0,Rural
86514,8,8.1,Rural
86515,8,8.0,Rural
86520,3,3.0,Rural
86535,2,2.0,Suburban
86538,10,10.0,Rural
86540,10,10.0,Rural
86544,8,8.1,Rural
86545,8,8.1,Rural
86547,10,10.0,Rural
86556,10,10.0,Rural
87001,10,10.1,Rural
87002,2,2.0,Suburban
87004,1,1.0,Urban
87005,5,5.0,Rural
87006,2,2.1,Suburban
87007,2,2.0,Suburban
87008,2,2.0,Suburban
87009,10,10.1,Rural
87010,10,10.1,Rural
87011,2,2.0,Suburban
87012,10,10.0,Rural
87013,3,3.0,Rural
87014,2,2.0,Suburban
87015,2,2.0,Suburban
87016,2,2.0,Suburban
87017,8,8.0,Rural
87018,10,10.0,Rural
87020,4,4.0,Suburban
87021,5,5.0,Rural
87022,1,1.0,Urban
87023,2,2.1,Suburban
87024,10,10.1,Rural
87025,2,2.0,Suburban
87026,1,1.0,Urban
87027,10,10.0,Rural
87028,2,2.0,Suburban
87029,10,10.0,Rural
87031,2,2.0,Suburban
87032,2,2.0,Suburban
87034,2,2.0,Suburban
87035,2,2.0,Suburban
87036,10,10.1,Rural
87037,2,2.0,Suburban
87038,2,2.0,Suburban
87040,2,2.0,Suburban
87041,2,2.0,Suburban
87042,2,2.0,Suburban
87043,2,2.0,Suburban
87044,2,2.0,Suburban
87045,10,10.0,Rural
87046,10,10.0,Rural
87047,2,2.0,Suburban
87048,1,1.0,Urban
87049,5,5.0,Rural
87051,5,5.0,Rural
87052,7,7.0,Rural
87053,2,2.0,Suburban
87056,3,3.0,Rural
87059,2,2.0,Suburban
87060,2,2.0,Suburban
87061,2,2.0,Suburban
87062,2,2.0,Suburban
87063,10,10.1,Rural
87064,10,10.0,Rural
87068,2,2.0,Suburban
87070,2,2.0,Suburban
87072,2,2.0,Suburban
87083,2,2.0,Suburban
87101,1,1.0,Urban
87102,1,1.0,Urban
87103,1,1.0,Urban
87104,1,1.0,Urban
87105,1,1.0,Urban
87106,1,1.0,Urban
87107,1,1.0,Urban
87108,1,1.0,Urban
87109,1,1.0,Urban
87110,1,1.0,Urban
87111,1,1.0,Urban
87112,1,1.0,Urban
87113,1,1.0,Urban
87114,1,1.0,Urban
87115,1,1.0,Urban
87116,1,1.0,Urban
87117,1,1.0,Urban
87119,1,1.0,Urban
87120,1,1.0,Urban
87121,1,1.0,Urban
87122,1,1.0,Urban
87123,1,1.0,Urban
87124,1,1.0,Urban
87125,1,1.0,Urban
87131,1,1.0,Urban
87144,1,1.0,Urban
87151,1,1.0,Urban
87153,1,1.0,Urban
87154,1,1.0,Urban
87158,1,1.0,Urban
87174,1,1.0,Urban
87176,1,1.0,Urban
87181,1,1.0,Urban
87184,1,1.0,Urban
87185,1,1.0,Urban
87187,1,1.0,Urban
87190,1,1.0,Urban
87191,1,1.0,Urban
87192,1,1.0,Urban
87193,1,1.0,Urban
87194,1,1.0,Urban
87195,1,1.0,Urban
87196,1,1.0,Urban
87197,1,1.0,Urban
87198,1,1.0,Urban
87199,1,1.0,Urban
87301,4,4.0,Suburban
87302,4,4.0,Suburban
87305,4,4.0,Suburban
87310,10,10.0,Rural
87311,10,10.2,Rural
87312,10,10.2,Rural
87313,10,10.0,Rural
87315,5,5.0,Rural
87316,5,5.0,Rural
87317,4,4.0,Suburban
87319,4,4.0,Suburban
87320,10,10.0,Rural
87321,5,5.0,Rural
87322,4,4.0,Suburban
87323,10,10.0,Rural
87325,10,10.0,Rural
87326,5,5.0,Rural
87327,7,7.0,Rural
87328,10,10.0,Rural
87347,5,5.0,Rural
87357,10,10.0,Rural
87364,2,2.0,Suburban
87365,10,10.0,Rural
87375,5,5.0,Rural
87401,1,1.0,Urban
87402,1,1.0,Urban
87410,7,7.1,Rural
87412,2,2.0,Suburban
87413,7,7.1,Rural
87415,1,1.0,Urban
87416,2,2.0,Suburban
87417,2,2.0,Suburban
87418,2,2.0,Suburban
87419,2,2.0,Suburban
87420,7,7.1,Rural
87421,2,2.0,Suburban
87455,2,2.0,Suburban
87461,2,2.0,Suburban
87499,1,1.0,Urban
87501,1,1.0,Urban
87502,1,1.0,Urban
87503,1,1.0,Urban
87504,1,1.0,Urban
87505,1,1.0,Urban
87506,2,2.0,Suburban
87507,1,1.0,Urban
87508,2,2.0,Suburban
87509,1,1.0,Urban
87510,8,8.0,Rural
87511,2,2.0,Suburban
87512,10,10.0,Rural
87513,10,10.0,Rural
87514,10,10.0,Rural
87515,10,10.0,Rural
87516,8,8.0,Rural
87517,10,10.0,Rural
87518,10,10.0,Rural
87519,10,10.0,Rural
87520,10,10.0,Rural
87521,4,4.0,Suburban
87522,2,2.0,Suburban
87523,2,2.0,Suburban
87524,10,10.0,Rural
87525,10,10.0,Rural
87527,2,2.0,Suburban
87528,10,10.1,Rural
87529,4,4.0,Suburban
87530,8,8.0,Rural
87531,2,2.0,Suburban
87532,2,2.0,Suburban
87533,2,2.0,Suburban
87535,2,2.0,Suburban
87537,2,2.0,Suburban
87538,2,2.0,Suburban
87539,8,8.0,Rural
87540,2,2.0,Suburban
87543,4,4.0,Suburban
87544,8,8.0,Rural
87545,7,7.0,Rural
87547,7,7.0,Rural
87548,8,8.0,Rural
87549,10,10.0,Rural
87551,10,10.1,Rural
87552,2,2.0,Suburban
87553,10,10.0,Rural
87554,8,8.0,Rural
87556,10,10.0,Rural
87557,4,4.0,Suburban
87558,10,10.0,Rural
87560,2,2.0,Suburban
87562,2,2.0,Suburban
87564,10,10.0,Rural
87565,2,2.0,Suburban
87566,2,2.0,Suburban
87567,2,2.0,Suburban
87569,2,2.0,Suburban
87571,4,4.0,Suburban
87573,2,2.0,Suburban
87574,2,2.0,Suburban
87575,10,10.0,Rural
87576,4,4.0,Suburban
87577,10,10.0,Rural
87578,2,2.0,Suburban
87579,10,10.0,Rural
87580,10,10.0,Rural
87581,8,8.0,Rural
87582,2,2.0,Suburban
87583,2,2.0,Suburban
87592,1,1.0,Urban
87594,1,1.0,Urban
87654,7,7.0,Rural
87701,4,4.0,Suburban
87710,10,10.0,Rural
87711,7,7.0,Rural
87712,10,10.0,Rural
87713,10,10.0,Rural
87714,10,10.0,Rural
87715,10,10.0,Rural
87718,10,10.0,Rural
87722,10,10.0,Rural
87723,10,10.0,Rural
87724,7,7.0,Rural
87728,10,10.0,Rural
87729,10,10.0,Rural
87730,8,8.0,Rural
87731,5,5.0,Rural
87732,10,10.0,Rural
87733,8,8.0,Rural
87734,10,10.0,Rural
87735,10,10.0,Rural
87736,10,10.0,Rural
87740,7,7.0,Rural
87742,5,5.0,Rural
87743,8,8.0,Rural
87745,5,5.0,Rural
87746,8,8.0,Rural
87747,10,10.0,Rural
87749,10,10.0,Rural
87750,10,10.0,Rural
87752,10,10.0,Rural
87753,10,10.0,Rural
87801,7,7.0,Rural
87820,10,10.0,Rural
87821,10,10.0,Rural
87823,2,2.0,Suburban
87824,10,10.0,Rural
87825,10,10.0,Rural
87827,10,10.0,Rural
87828,2,2.0,Suburban
87829,10,10.0,Rural
87830,10,10.0,Rural
87831,2,2.0,Suburban
87832,2,2.0,Suburban
87901,7,7.0,Rural
87930,2,2.0,Suburban
87931,2,2.0,Suburban
87933,7,7.0,Rural
87935,7,7.0,Rural
87936,10,10.0,Rural
87937,10,10.0,Rural
87939,2,2.0,Suburban
87940,10,10.0,Rural
87941,10,10.0,Rural
87942,7,7.0,Rural
87943,2,2.0,Suburban
88001,1,1.0,Urban
88002,10,10.0,Rural
88003,1,1.0,Urban
88004,1,1.0,Urban
88005,1,1.0,Urban
88006,1,1.0,Urban
88007,1,1.0,Urban
88008,1,1.0,Urban
88009,10,10.0,Rural
88011,1,1.0,Urban
88012,1,1.0,Urban
88013,1,1.0,Urban
88020,10,10.0,Rural
88021,1,1.0,Urban
88022,4,4.0,Suburban
88023,5,5.0,Rural
88024,1,1.0,Urban
88025,5,5.0,Rural
88026,4,4.0,Suburban
88027,2,2.0,Suburban
88028,5,5.0,Rural
88029,5,5.0,Rural
88030,4,4.0,Suburban
88031,4,4.0,Suburban
88032,1,1.0,Urban
88033,1,1.0,Urban
88034,5,5.0,Rural
88036,4,4.0,Suburban
88038,10,10.2,Rural
88039,10,10.0,Rural
88040,5,5.0,Rural
88041,10,10.2,Rural
88042,2,2.0,Suburban
88043,5,5.0,Rural
88044,2,2.0,Suburban
88045,10,10.0,Rural
88046,1,1.0,Urban
88047,2,2.0,Suburban
88048,2,2.0,Suburban
88049,10,10.2,Rural
88051,5,5.0,Rural
88052,1,1.0,Urban
88053,10,10.2,Rural
88054,10,10.0,Rural
88055,5,5.0,Rural
88056,10,10.0,Rural
88058,2,2.0,Suburban
88061,4,4.0,Suburban
88062,4,4.0,Suburban
88063,1,1.0,Urban
88065,5,5.0,Rural
88072,2,2.0,Suburban
88081,2,2.0,Suburban
88101,4,4.0,Suburban
88102,4,4.0,Suburban
88103,4,4.0,Suburban
88112,4,4.0,Suburban
88113,10,10.2,Rural
88114,10,10.0,Rural
88115,10,10.2,Rural
88116,5,5.0,Rural
88118,5,5.0,Rural
88119,10,10.0,Rural
88120,4,4.0,Suburban
88121,10,10.3,Rural
88122,5,5.0,Rural
88123,10,10.2,Rural
88124,5,5.0,Rural
88125,10,10.2,Rural
88126,10,10.2,Rural
88130,4,4.0,Suburban
88132,10,10.2,Rural
88133,5,5.0,Rural
88134,10,10.0,Rural
88135,4,4.0,Suburban
88136,10,10.0,Rural
88201,4,4.0,Suburban
88202,4,4.0,Suburban
88203,4,4.0,Suburban
88210,4,4.0,Suburban
88211,4,4.0,Suburban
88213,10,10.0,Rural
88220,4,4.0,Suburban
88221,4,4.0,Suburban
88230,10,10.0,Rural
88231,7,7.2,Rural
88232,10,10.0,Rural
88240,4,4.0,Suburban
88241,4,4.0,Suburban
88242,4,4.0,Suburban
88244,5,5.0,Rural
88250,5,5.0,Rural
88252,10,10.0,Rural
88253,10,10.0,Rural
88254,5,5.0,Rural
88255,5,5.0,Rural
88256,5,5.0,Rural
88260,4,4.0,Suburban
88262,10,10.0,Rural
88263,5,5.0,Rural
88264,10,10.0,Rural
88265,5,5.0,Rural
88267,10,10.0,Rural
88268,4,4.0,Suburban
88301,10,10.0,Rural
88310,4,4.0,Suburban
88311,4,4.0,Suburban
88312,7,7.0,Rural
88314,5,5.0,Rural
88316,8,8.0,Rural
88317,5,5.0,Rural
88318,10,10.0,Rural
88321,10,10.1,Rural
88323,8,8.0,Rural
88324,7,7.0,Rural
88325,5,5.0,Rural
88330,7,7.2,Rural
88336,7,7.0,Rural
88337,4,4.0,Suburban
88338,7,7.0,Rural
88339,5,5.0,Rural
88340,10,10.0,Rural
88341,8,8.0,Rural
88342,7,7.2,Rural
88343,7,7.0,Rural
88344,5,5.0,Rural
88345,7,7.0,Rural
88346,7,7.0,Rural
88347,2,2.0,Suburban
88348,7,7.0,Rural
88349,2,2.0,Suburban
88350,2,2.0,Suburban
88351,7,7.0,Rural
88352,5,5.0,Rural
88353,7,7.0,Rural
88354,2,2.0,Suburban
88355,7,7.0,Rural
88401,7,7.0,Rural
88410,10,10.0,Rural
88411,10,10.3,Rural
88414,10,10.0,Rural
88415,10,10.0,Rural
88416,5,5.0,Rural
88417,7,7.0,Rural
88418,10,10.0,Rural
88419,10,10.0,Rural
88421,5,5.0,Rural
88422,10,10.0,Rural
88424,10,10.0,Rural
88426,10,10.3,Rural
88427,10,10.3,Rural
88430,10,10.3,Rural
88431,7,7.0,Rural
88433,10,10.3,Rural
88434,10,10.3,Rural
88435,7,7.0,Rural
88436,10,10.0,Rural
88439,5,5.0,Rural
88510,10,10.0,Rural
88511,10,10.0,Rural
88512,10,10.0,Rural
88513,10,10.0,Rural
88514,10,10.0,Rural
88515,10,10.0,Rural
88517,10,10.0,Rural
88518,10,10.0,Rural
88519,10,10.0,Rural
88520,10,10.0,Rural
88521,10,10.0,Rural
88523,10,10.0,Rural
88524,10,10.0,Rural
88525,10,10.0,Rural
88526,10,10.0,Rural
88527,10,10.0,Rural
88528,10,10.0,Rural
88529,10,10.0,Rural
88530,10,10.0,Rural
88531,10,10.0,Rural
88532,10,10.0,Rural
88533,10,10.0,Rural
88534,10,10.0,Rural
88535,10,10.0,Rural
88536,10,10.0,Rural
88538,10,10.0,Rural
88539,10,10.0,Rural
88540,1,1.0,Urban
88541,1,1.0,Urban
88542,1,1.0,Urban
88543,1,1.0,Urban
88544,1,1.0,Urban
88545,1,1.0,Urban
88546,1,1.0,Urban
88547,1,1.0,Urban
88548,1,1.0,Urban
88549,1,1.0,Urban
88550,1,1.0,Urban
88553,1,1.0,Urban
88554,1,1.0,Urban
88555,1,1.0,Urban
88556,1,1.0,Urban
88557,1,1.0,Urban
88558,1,1.0,Urban
88559,1,1.0,Urban
88560,1,1.0,Urban
88561,1,1.0,Urban
88562,1,1.0,Urban
88563,1,1.0,Urban
88565,1,1.0,Urban
88566,1,1.0,Urban
88567,1,1.0,Urban
88568,1,1.0,Urban
88569,1,1.0,Urban
88570,1,1.0,Urban
88571,1,1.0,Urban
88572,1,1.0,Urban
88573,1,1.0,Urban
88574,1,1.0,Urban
88575,1,1.0,Urban
88576,1,1.0,Urban
88577,1,1.0,Urban
88578,1,1.0,Urban
88579,1,1.0,Urban
88580,1,1.0,Urban
88581,1,1.0,Urban
88582,1,1.0,Urban
88583,1,1.0,Urban
88584,1,1.0,Urban
88585,1,1.0,Urban
88586,1,1.0,Urban
88587,1,1.0,Urban
88588,1,1.0,Urban
88589,1,1.0,Urban
88590,1,1.0,Urban
88595,1,1.0,Urban
88888,1,1.0,Urban
88901,1,1.0,Urban
88905,1,1.0,Urban
89001,2,2.0,Suburban
89002,1,1.0,Urban
89003,10,10.0,Rural
89004,2,2.0,Suburban
89005,2,2.0,Suburban
89006,2,2.0,Suburban
89007,4,4.0,Suburban
89008,2,2.0,Suburban
89009,1,1.0,Urban
89010,10,10.0,Rural
89011,1,1.0,Urban
89012,1,1.0,Urban
89013,10,10.0,Rural
89014,1,1.0,Urban
89015,1,1.0,Urban
89016,1,1.0,Urban
89017,2,2.0,Suburban
89018,2,2.0,Suburban
89019,1,1.0,Urban
89020,10,10.0,Rural
89021,2,2.0,Suburban
89022,5,5.0,Rural
89023,10,10.0,Rural
89024,4,4.0,Suburban
89025,10,10.1,Rural
89026,10,10.0,Rural
89027,4,4.0,Suburban
89028,4,4.0,Suburban
89029,4,4.0,Suburban
89030,1,1.0,Urban
89031,1,1.0,Urban
89032,1,1.0,Urban
89033,10,10.1,Rural
89034,4,4.0,Suburban
89036,1,1.0,Urban
89037,10,10.1,Rural
89039,10,10.0,Rural
89040,2,2.0,Suburban
89041,4,4.1,Suburban
89042,2,2.0,Suburban
89043,2,2.0,Suburban
89044,1,1.0,Urban
89045,5,5.0,Rural
89046,10,10.0,Rural
89047,10,10.0,Rural
89048,4,4.1,Suburban
89049,10,10.1,Rural
89052,1,1.0,Urban
89053,1,1.0,Urban
89054,1,1.0,Urban
89060,4,4.1,Suburban
89061,4,4.1,Suburban
89067,10,10.1,Rural
89070,2,2.0,Suburban
89074,1,1.0,Urban
89077,1,1.0,Urban
89081,1,1.0,Urban
89084,1,1.0,Urban
89085,1,1.0,Urban
89086,1,1.0,Urban
89087,1,1.0,Urban
89101,1,1.0,Urban
89102,1,1.0,Urban
89103,1,1.0,Urban
89104,1,1.0,Urban
89105,1,1.0,Urban
89106,1,1.0,Urban
89107,1,1.0,Urban
89108,1,1.0,Urban
89109,1,1.0,Urban
89110,1,1.0,Urban
89111,1,1.0,Urban
89112,1,1.0,Urban
89113,1,1.0,Urban
89114,1,1.0,Urban
89115,1,1.0,Urban
89116,1,1.0,Urban
89117,1,1.0,Urban
89118,1,1.0,Urban
89119,1,1.0,Urban
89120,1,1.0,Urban
89121,1,1.0,Urban
89122,1,1.0,Urban
89123,1,1.0,Urban
89124,1,1.0,Urban
89125,1,1.0,Urban
89126,1,1.0,Urban
89127,1,1.0,Urban
89128,1,1.0,Urban
89129,1,1.0,Urban
89130,1,1.0,Urban
89131,1,1.0,Urban
89132,1,1.0,Urban
89133,1,1.0,Urban
89134,1,1.0,Urban
89135,1,1.0,Urban
89136,1,1.0,Urban
89137,1,1.0,Urban
89138,1,1.0,Urban
89139,1,1.0,Urban
89140,1,1.0,Urban
89141,1,1.0,Urban
89142,1,1.0,Urban
89143,1,1.0,Urban
89144,1,1.0,Urban
89145,1,1.0,Urban
89146,1,1.0,Urban
89147,1,1.0,Urban
89148,1,1.0,Urban
89149,1,1.0,Urban
89150,1,1.0,Urban
89151,1,1.0,Urban
89152,1,1.0,Urban
89153,1,1.0,Urban
89154,1,1.0,Urban
89155,1,1.0,Urban
89156,1,1.0,Urban
89157,1,1.0,Urban
89158,1,1.0,Urban
89159,1,1.0,Urban
89160,1,1.0,Urban
89161,1,1.0,Urban
89162,1,1.0,Urban
89163,1,1.0,Urban
89164,1,1.0,Urban
89165,1,1.0,Urban
89166,1,1.0,Urban
89169,1,1.0,Urban
89170,1,1.0,Urban
89173,1,1.0,Urban
89177,1,1.0,Urban
89178,1,1.0,Urban
89179,1,1.0,Urban
89180,1,1.0,Urban
89183,1,1.0,Urban
89185,1,1.0,Urban
89191,1,1.0,Urban
89193,1,1.0,Urban
89195,1,1.0,Urban
89199,1,1.0,Urban
89301,7,7.0,Rural
89310,7,7.0,Rural
89311,8,8.0,Rural
89314,7,7.0,Rural
89315,7,7.0,Rural
89316,10,10.0,Rural
89317,7,7.0,Rural
89318,8,8.0,Rural
89319,7,7.0,Rural
89402,4,4.0,Suburban
89403,2,2.0,Suburban
89404,4,4.0,Suburban
89405,2,2.0,Suburban
89406,4,4.0,Suburban
89407,4,4.0,Suburban
89408,2,2.0,Suburban
89409,5,5.0,Rural
89410,4,4.0,Suburban
89411,10,10.0,Rural
89412,2,2.0,Suburban
89413,10,10.2,Rural
89414,5,5.0,Rural
89415,7,7.0,Rural
89418,10,10.0,Rural
89419,10,10.0,Rural
89420,5,5.0,Rural
89421,4,4.0,Suburban
89422,5,5.0,Rural
89423,2,2.0,Suburban
89424,2,2.0,Suburban
89425,4,4.0,Suburban
89426,4,4.0,Suburban
89427,5,5.0,Rural
89428,1,1.0,Urban
89429,2,2.0,Suburban
89430,8,8.0,Rural
89431,1,1.0,Urban
89432,1,1.0,Urban
89433,1,1.0,Urban
89434,1,1.0,Urban
89435,1,1.0,Urban
89436,1,1.0,Urban
89437,2,2.0,Suburban
89438,5,5.0,Rural
89439,1,1.0,Urban
89440,2,2.0,Suburban
89441,1,1.0,Urban
89442,2,2.0,Suburban
89444,10,10.0,Rural
89445,4,4.0,Suburban
89446,4,4.0,Suburban
89447,7,7.0,Rural
89448,4,4.0,Suburban
89449,4,4.0,Suburban
89450,4,4.0,Suburban
89451,4,4.0,Suburban
89452,4,4.0,Suburban
89460,4,4.0,Suburban
89496,4,4.0,Suburban
89501,1,1.0,Urban
89502,1,1.0,Urban
89503,1,1.0,Urban
89504,1,1.0,Urban
89505,1,1.0,Urban
89506,1,1.0,Urban
89507,1,1.0,Urban
89508,1,1.0,Urban
89509,1,1.0,Urban
89510,2,2.0,Suburban
89511,1,1.0,Urban
89512,1,1.0,Urban
89513,1,1.0,Urban
89515,1,1.0,Urban
89519,1,1.0,Urban
89520,1,1.0,Urban
89521,1,1.0,Urban
89523,1,1.0,Urban
89533,1,1.0,Urban
89555,1,1.0,Urban
89557,1,1.0,Urban
89570,1,1.0,Urban
89595,1,1.0,Urban
89599,1,1.0,Urban
89701,1,1.0,Urban
89702,1,1.0,Urban
89703,1,1.0,Urban
89704,1,1.0,Urban
89705,1,1.0,Urban
89706,1,1.0,Urban
89711,1,1.0,Urban
89712,1,1.0,Urban
89713,1,1.0,Urban
89714,1,1.0,Urban
89721,1,1.0,Urban
89801,4,4.0,Suburban
89802,4,4.0,Suburban
89803,4,4.0,Suburban
89815,5,5.0,Rural
89820,7,7.0,Rural
89821,10,10.0,Rural
89822,5,5.0,Rural
89823,4,4.0,Suburban
89825,10,10.2,Rural
89826,10,10.2,Rural
89828,5,5.0,Rural
89830,7,7.0,Rural
89831,10,10.2,Rural
89832,10,10.2,Rural
89833,10,10.2,Rural
89834,10,10.2,Rural
89835,10,10.2,Rural
89883,7,7.0,Rural
90001,1,1.0,Urban
90002,1,1.0,Urban
90003,1,1.0,Urban
90004,1,1.0,Urban
90005,1,1.0,Urban
90006,1,1.0,Urban
90007,1,1.0,Urban
90008,1,1.0,Urban
90009,1,1.0,Urban
90010,1,1.0,Urban
90011,1,1.0,Urban
90012,1,1.0,Urban
90013,1,1.0,Urban
90014,1,1.0,Urban
90015,1,1.0,Urban
90016,1,1.0,Urban
90017,1,1.0,Urban
90018,1,1.0,Urban
90019,1,1.0,Urban
90020,1,1.0,Urban
90021,1,1.0,Urban
90022,1,1.0,Urban
90023,1,1.0,Urban
90024,1,1.0,Urban
90025,1,1.0,Urban
90026,1,1.0,Urban
90027,1,1.0,Urban
90028,1,1.0,Urban
90029,1,1.0,Urban
90030,1,1.0,Urban
90031,1,1.0,Urban
90032,1,1.0,Urban
90033,1,1.0,Urban
90034,1,1.0,Urban
90035,1,1.0,Urban
90036,1,1.0,Urban
90037,1,1.0,Urban
90038,1,1.0,Urban
90039,1,1.0,Urban
90040,1,1.0,Urban
90041,1,1.0,Urban
90042,1,1.0,Urban
90043,1,1.0,Urban
90044,1,1.0,Urban
90045,1,1.0,Urban
90046,1,1.0,Urban
90047,1,1.0,Urban
90048,1,1.0,Urban
90049,1,1.0,Urban
90050,1,1.0,Urban
90051,1,1.0,Urban
90052,1,1.0,Urban
90053,1,1.0,Urban
90054,1,1.0,Urban
90055,1,1.0,Urban
90056,1,1.0,Urban
90057,1,1.0,Urban
90058,1,1.0,Urban
90059,1,1.0,Urban
90060,1,1.0,Urban
90061,1,1.0,Urban
90062,1,1.0,Urban
90063,1,1.0,Urban
90064,1,1.0,Urban
90065,1,1.0,Urban
90066,1,1.0,Urban
90067,1,1.0,Urban
90068,1,1.0,Urban
90069,1,1.0,Urban
90070,1,1.0,Urban
90071,1,1.0,Urban
90072,1,1.0,Urban
90073,1,1.0,Urban
90074,1,1.0,Urban
90075,1,1.0,Urban
90076,1,1.0,Urban
90077,1,1.0,Urban
90078,1,1.0,Urban
