YEAR,COUNTYFP,TotalPop,TotalVetPop,MalePop,MaleVetPop,Male18To34,MaleVet18To34,Male35To54,MaleVet35To54,Male55To64,MaleVet55To64,Male65To74,MaleVet65To74,Male75Plus,MaleVet75Plus,FemalePop,FemaleVetPop,Female18To34,FemaleVet18To34,Female35To54,FemaleVet35To54,Female55To64,FemaleVet55To64,Female65To74,FemaleVet65To74,Female75Plus,FemaleVet75Plus,VetPercent
2014-2018,05011,18318,986,8787,949,2456,27,3040,210,1500,202,1138,324,653,186,9531,37,2487,13,3027,9,1610,9,1400,6,1007,0,5.38
2014-2018,05013,15462,1944,7506,1851,1807,53,2285,286,1364,382,1253,614,797,516,7956,93,1796,0,2293,27,1446,58,1373,8,1048,0,12.57
2014-2018,05015,49038,4493,24044,4289,8541,423,7500,1020,3787,841,2571,1113,1645,892,24994,204,8673,4,7177,106,3771,28,3015,63,2358,3,9.16
2014-2018,05017,6563,590,3182,585,738,16,951,129,597,107,506,175,390,158,3381,5,705,0,1064,2,618,0,508,0,486,3,8.99
2014-2018,05019,298823,27980,139500,25067,44781,2590,46835,6207,23690,5704,15355,5799,8839,4767,159323,2913,47240,815,52040,1087,27249,630,18615,303,14179,78,9.36
2014-2018,05021,13578,1239,6692,1212,1855,84,2147,261,1148,238,892,330,650,299,6886,27,1658,0,2116,23,1172,4,1003,0,937,0,9.13
2014-2018,05023,20521,1462,11539,1320,3401,87,4581,394,1732,330,1196,360,629,149,8982,142,2362,0,2791,121,1670,0,1229,0,930,21,7.12
2014-2018,05025,90034,9213,43668,8500,11726,538,15580,2121,7004,1311,5769,2558,3589,1972,46366,713,11980,106,15917,379,7577,109,6354,37,4538,82,10.23
2014-2018,05027,7736,727,3868,676,1008,44,1184,77,694,135,622,260,360,160,3868,51,880,4,1233,37,660,5,607,5,488,0,9.4
2014-2018,05029,6329,699,3148,664,661,35,889,97,641,114,588,243,369,175,3181,35,695,0,895,6,587,20,517,9,487,0,11.04
2014-2018,05031,96509,7884,46588,7219,14310,669,16055,1650,7835,1240,5308,2077,3080,1583,49921,665,14196,139,16444,279,8281,135,6165,54,4835,58,8.17
2014-2018,05033,12255,962,6127,865,1933,1,2131,196,954,255,735,260,374,153,6128,97,1744,10,2131,64,938,7,743,16,572,0,7.85
2014-2018,05035,13420,1916,6497,1835,1319,98,1986,394,1149,291,1207,574,836,478,6923,81,1314,13,1946,20,1327,40,1319,8,1017,0,14.28
2014-2018,05037,9972,1121,4900,1071,969,11,1431,144,972,225,908,395,620,296,5072,50,923,14,1302,0,1092,24,937,12,818,0,11.24
2014-2018,05039,30172,2144,14437,1975,3938,96,4725,255,2813,338,1814,737,1147,549,15735,169,3962,27,5099,85,2908,30,2017,21,1749,6,7.11
2014-2018,05041,13337,1309,6576,1252,1397,2,1932,118,1277,245,1118,460,852,427,6761,57,1275,0,1892,6,1341,30,1191,6,1062,15,9.81
2014-2018,05043,171848,11699,85020,10604,34976,1179,27919,2366,10990,1817,7072,2715,4063,2527,86828,1095,33509,189,27285,534,11734,231,8129,80,6171,61,6.81
2014-2018,05045,60055,5372,28939,5005,9297,363,9582,1325,4581,950,3312,1236,2167,1131,31116,367,9750,58,9703,143,4717,30,3873,72,3073,64,8.95
2014-2018,05047,5218,447,2457,443,481,12,884,65,461,125,402,129,229,112,2761,4,552,0,826,0,531,4,461,0,391,0,8.57
2014-2018,05049,16202,1380,8016,1368,2072,37,2859,265,1429,246,1004,492,652,328,8186,12,1980,0,2706,12,1493,0,1037,0,970,0,8.52
2014-2018,06001,1297860,50497,629968,46367,206544,3640,232674,8525,96414,8644,58444,12220,35892,13338,667892,4130,207249,670,235932,1640,103130,871,68376,441,53205,508,3.89
2014-2018,06003,907,82,486,82,150,2,102,0,87,6,96,32,51,42,421,0,64,0,121,0,90,0,96,0,50,0,9.04
2014-2018,06005,31975,3936,17289,3718,3632,260,5643,749,3237,462,3019,1330,1758,917,14686,218,2599,0,3759,78,3153,91,3125,0,2050,49,12.31
2014-2018,06007,181327,15026,88903,13655,31923,773,24551,2105,14427,2119,10982,4664,7020,3994,92424,1371,30247,198,24542,365,15418,400,12181,202,10036,206,8.29
2014-2018,06009,37434,4416,18518,4201,3561,147,4984,478,3968,729,3683,1526,2322,1321,18916,215,3225,31,5081,22,4401,79,3786,28,2423,55,11.8
2014-2018,06011,15565,795,7996,718,2563,34,2637,47,1372,194,889,259,535,184,7569,77,2246,19,2527,18,1254,16,879,6,663,18,5.11
2014-2018,06013,871222,48245,419714,44685,119982,2014,154015,8307,71170,7188,45650,12925,28897,14251,451508,3560,117838,425,161577,1561,76858,655,53887,431,41348,488,5.54
2014-2018,06015,21457,2127,11568,1951,3623,34,3882,485,1863,355,1391,638,809,439,9889,176,2478,11,2936,67,2090,26,1417,49,968,23,9.91
2014-2018,06017,148321,13997,73297,13177,16789,698,23308,2110,15559,2327,11228,4380,6413,3662,75024,820,15623,48,24007,227,16284,128,11448,227,7662,190,9.44
2014-2018,06019,697424,36619,344510,34160,127528,3584,116700,6283,49196,5706,31317,9790,19769,8797,352914,2459,122120,475,115480,899,51962,552,34921,210,28431,323,5.25
2014-2018,06021,20415,1440,10187,1319,3066,158,3369,152,1741,267,1183,385,828,357,10228,121,2872,0,3398,76,1669,18,1262,15,1027,12,7.05
2014-2018,06023,109450,8708,54302,7947,18158,573,16599,1097,9081,1399,6916,2802,3548,2076,55148,761,17706,199,15444,203,9815,178,7292,72,4891,109,7.96
2014-2018,06025,128152,5453,65579,5096,24925,603,21865,1182,8659,757,5786,1349,4344,1205,62573,357,20134,94,20498,128,9625,71,6642,64,5674,0,4.26
2014-2018,06027,14450,1540,7255,1500,1722,91,2108,201,1486,197,1132,461,807,550,7195,40,1531,8,2030,21,1425,0,1189,0,1020,11,10.66
2014-2018,06029,623592,36855,320221,33722,122055,3702,110266,7893,45648,6334,26494,8679,15758,7114,303371,3133,105414,678,102613,1223,45591,575,28967,290,20786,367,5.91
2014-2018,06031,105019,10518,58503,9146,21962,1932,22246,2587,7615,1666,4133,1749,2547,1212,46516,1372,16454,747,15706,480,6469,67,4281,54,3606,24,10.02
2014-2018,06033,50843,5053,25176,4599,6010,96,7267,488,5142,915,4225,1591,2532,1509,25667,454,5412,13,7536,97,5535,243,4366,22,2818,79,9.94
2014-2018,06035,26225,2184,18040,2063,8156,228,5793,600,2029,430,1297,479,765,326,8185,121,1971,9,2454,36,1665,61,1207,6,888,9,8.33
2014-2018,06037,7847982,270462,3824827,252340,1327117,22564,1370109,52046,566595,39899,334261,64933,226745,72898,4023155,18122,1286381,3597,1386123,6504,612380,3465,400132,2255,338139,2301,3.45
2014-2018,06039,112158,6775,52927,6287,17473,435,17396,850,8180,1031,6203,2144,3675,1827,59231,488,19162,121,20228,204,8922,110,6557,28,4362,25,6.04
2014-2018,06041,207201,11373,100158,10793,20822,631,36164,1114,18887,1260,14810,3373,9475,4415,107043,580,18695,59,36914,172,21094,118,17222,147,13118,84,5.49
2014-2018,06043,14667,1601,7451,1533,1483,83,2022,157,1624,330,1425,459,897,504,7216,68,1410,0,1876,0,1562,33,1353,12,1015,23,10.92
2014-2018,06045,68444,6053,33695,5628,8539,238,10454,981,6392,919,5700,2002,2610,1488,34749,425,8079,54,10230,59,6905,78,5838,120,3697,114,8.84
2014-2018,06047,188959,9662,94710,8931,36224,649,32070,1745,13068,1715,8150,2333,5198,2489,94249,731,33223,72,31640,254,13414,241,8843,99,7129,65,5.11
2014-2018,06049,7205,866,3651,828,704,23,1042,103,728,134,711,330,466,238,3554,38,843,0,881,18,714,0,640,0,476,20,12.02
2014-2018,06051,11399,673,5984,614,1971,11,1812,206,1112,109,737,142,352,146,5415,59,1662,1,1703,53,1109,5,648,0,293,0,5.9
2014-2018,06053,313716,17403,158585,15841,53352,1243,56373,3309,23631,2472,15419,4563,9810,4254,155131,1562,49751,341,50671,486,24423,501,16653,118,13633,116,5.55
2014-2018,06055,110559,7741,54602,7168,15226,282,18428,1031,9199,1083,6918,2118,4831,2654,55957,573,14454,62,18194,134,9698,131,7435,41,6176,205,7.0
2014-2018,06057,81743,8319,39906,7787,8260,276,11430,1007,8317,1079,7528,2634,4371,2791,41837,532,7668,168,11328,120,9563,94,7963,44,5315,106,10.18
2014-2018,06059,2451432,112264,1197441,104930,385010,9283,428496,18816,189278,13972,115292,29374,79365,33485,1253991,7334,368438,1273,440624,2474,199098,1517,133919,703,111912,1367,4.58
2014-2018,06061,293312,26333,140909,24497,35538,1631,49404,4464,24214,3317,18708,7473,13045,7612,152403,1836,34538,176,51766,842,26753,545,21758,96,17588,177,8.98
2014-2018,06063,15636,1852,7802,1800,1477,52,2044,227,1787,329,1623,734,871,458,7834,52,1443,0,2011,31,1886,5,1537,16,957,0,11.84
2014-2018,06065,1765201,123908,869493,113931,288157,11338,301305,25922,130287,18401,87628,28428,62116,29842,895708,9977,277588,1905,304365,3903,134890,1942,99144,846,79721,1381,7.02
2014-2018,06067,1146001,80343,551738,73060,185086,6395,193017,15666,86409,13527,53408,19777,33818,17695,594263,7283,183425,1348,199364,2624,96493,1747,64500,828,50481,736,7.01
2014-2018,06069,43779,2494,21728,2346,6974,164,7833,584,3602,323,2097,754,1222,521,22051,148,6619,25,7961,42,3596,54,2181,14,1694,13,5.7
2014-2018,06071,1551485,91759,759225,83936,273984,8911,266521,18500,114049,16645,66795,22975,37876,16905,792260,7823,266489,1836,274297,3268,122802,1454,75059,603,53613,662,5.91
2014-2018,06073,2503219,223217,1225415,197820,422361,28054,421006,50827,187011,34639,117421,44150,77616,40150,1277804,25397,409855,8146,425267,9082,198124,3869,134095,1885,110463,2415,8.92
2014-2018,06075,752885,24038,383874,22364,136058,1928,136177,4658,52582,3034,34192,5708,24865,7036,369011,1674,130370,237,116951,485,49309,412,37058,257,35323,283,3.19
2014-2018,06077,530301,30296,260995,27858,88898,2310,93040,5992,39620,5737,24479,7579,14958,6240,269306,2438,84586,595,93153,987,41543,461,28241,283,21783,112,5.71
2014-2018,06079,229097,17326,115639,16423,40035,875,32382,2330,18850,2722,14955,5367,9417,5129,113458,903,34475,131,29963,244,20634,274,16092,126,12294,128,7.56
2014-2018,06081,604437,25226,295049,23623,87054,1395,108799,4611,47910,3355,30322,6359,20964,7903,309388,1603,81560,316,110192,510,51055,307,35888,168,30693,302,4.17
2014-2018,06083,342872,21908,170255,19883,66278,2093,50675,3545,24308,2914,16544,5085,12450,6246,172617,2025,62201,536,48966,560,25669,299,18497,255,17284,375,6.39
2014-2018,06085,1488929,53119,748327,49347,248741,3465,279998,8518,109968,7478,64078,13423,45542,16463,740602,3772,221610,539,270089,1508,111615,686,73928,419,63360,620,3.57
2014-2018,06087,219854,10595,108062,10066,37755,442,33124,1499,18334,1545,12681,3284,6168,3296,111792,529,36839,83,33400,250,19401,79,13186,34,8966,83,4.82
2014-2018,06089,140391,14335,68089,13477,18905,1170,20171,1905,12645,2398,9947,4397,6421,3607,72302,858,18114,169,21171,264,13764,215,10905,103,8348,107,10.21
2014-2018,06091,2489,235,1276,208,195,13,318,0,324,23,269,134,170,38,1213,27,151,23,316,4,332,0,247,0,167,0,9.44
2014-2018,06093,34717,3874,17170,3644,3812,92,4744,496,3527,715,3223,1252,1864,1089,17547,230,3552,18,4627,75,3992,74,3228,13,2148,50,11.16
2014-2018,06095,335973,32811,164378,29496,51842,2291,55680,7270,28276,6512,18201,7492,10379,5931,171595,3315,48945,716,56111,1286,30729,658,20879,342,14931,313,9.77
2014-2018,06097,399627,26477,192968,24865,54613,1594,63415,3982,34706,3861,25831,8339,14403,7089,206659,1612,52743,239,64503,340,38550,376,29689,393,21174,264,6.63
2014-2018,06099,392214,21985,191731,20601,65933,1875,66699,3920,29268,3998,18263,5807,11568,5001,200483,1384,63728,273,67733,504,31083,278,21277,188,16662,141,5.61
2014-2018,06001,70278,6129,34389,5506,10859,678,11584,1263,5527,1051,3660,1263,2759,1251,35889,623,10565,157,11696,249,5819,130,4166,51,3643,36,8.72
2014-2018,06003,48148,4471,23742,4270,6476,142,7389,581,4224,841,3451,1377,2202,1329,24406,201,5876,32,7620,87,4598,45,3562,1,2750,36,9.29
2014-2018,06005,10690,1218,5448,1077,999,24,1502,144,1207,252,1067,383,673,274,5242,141,782,24,1577,43,1234,28,1000,6,649,40,11.39
2014-2018,06007,316658,14158,156685,13134,57363,1404,54568,2648,21955,2460,14015,3584,8784,3038,159973,1024,55310,229,54012,334,23059,285,15492,111,12100,65,4.47
2014-2018,06009,44916,5246,23477,5011,6234,460,6399,793,4441,669,3906,1764,2497,1325,21439,235,4231,53,5520,92,4740,30,3953,27,2995,33,11.68
2014-2018,06011,645264,40892,315588,38156,97977,3200,109279,6726,53136,6160,33518,11047,21678,11023,329676,2736,93553,512,111799,1187,56085,502,37635,317,30604,218,6.34
2014-2018,06013,168910,8111,81011,7583,35050,561,23962,1688,10669,1163,6872,2130,4458,2041,87899,528,37344,126,24713,224,11731,108,7889,44,6222,26,4.8
2014-2018,06015,52975,5822,26241,5026,9110,830,8648,1255,4219,790,2762,1285,1502,866,26734,796,8796,284,8753,251,4374,173,2885,49,1926,39,10.99
2014-2018,08001,361201,26733,181105,24283,63646,2372,69321,6929,26174,4589,14383,6184,7581,4209,180096,2450,60349,597,65889,1031,26641,525,16183,170,11034,127,7.4
2014-2018,08003,12512,937,6225,901,2625,124,1742,174,871,236,614,187,373,180,6287,36,2580,7,1613,8,968,18,641,3,485,0,7.49
2014-2018,08005,481567,38984,234600,34682,75858,3869,86779,8998,37251,6433,22651,8653,12061,6729,246967,4302,74082,662,88106,1938,40864,921,26195,418,17720,363,8.1
2014-2018,08007,10695,1282,5313,1190,1139,79,1393,231,1187,136,1142,463,452,281,5382,92,1026,11,1416,3,1366,45,1113,21,461,12,11.99
2014-2018,08009,2819,242,1379,229,306,3,396,22,271,32,197,74,209,98,1440,13,278,2,363,0,282,7,242,0,275,4,8.58
2014-2018,08011,4915,498,3362,469,1168,34,1251,81,425,105,335,147,183,102,1553,29,323,0,427,14,316,5,264,4,223,6,10.13
2014-2018,08013,258078,14243,129154,13053,48844,1028,41293,2746,19898,1907,12467,3733,6652,3639,128924,1190,43496,260,41620,396,20859,329,13439,75,9510,130,5.52
2014-2018,08014,50397,4168,24844,3876,7691,482,9673,1201,3818,468,2371,970,1291,755,25553,292,7094,22,9583,122,4039,92,2867,38,1970,18,8.27
2014-2018,08015,16185,1945,8687,1826,2074,66,2749,295,1607,375,1403,575,854,515,7498,119,1362,4,2035,37,1688,15,1489,42,924,21,12.02
2014-2018,08017,1347,88,647,82,133,3,261,16,174,26,31,14,48,23,700,6,154,6,247,0,133,0,49,0,117,0,6.53
2014-2018,08019,7906,609,4106,594,846,33,1405,126,976,100,641,188,238,147,3800,15,705,5,1300,0,905,10,650,0,240,0,7.7
2014-2018,08021,5932,524,2992,473,745,3,937,74,591,113,411,152,308,131,2940,51,747,7,873,22,573,12,433,7,314,3,8.83
2014-2018,08023,3016,393,1562,393,374,47,352,50,330,64,315,155,191,77,1454,0,264,0,375,0,334,0,282,0,199,0,13.03
2014-2018,08025,4898,500,3135,485,1292,25,1078,147,403,92,239,138,123,83,1763,15,746,0,390,3,265,0,206,0,156,12,10.21
2014-2018,08027,3840,777,1899,704,290,0,271,8,480,245,626,293,232,158,1941,73,245,0,358,41,511,15,586,17,241,0,20.23
2014-2018,08029,24170,3178,12085,2940,2651,57,3438,363,2438,582,2160,1026,1398,912,12085,238,2235,82,3284,22,2625,75,2222,25,1719,34,13.15
2014-2018,08031,553201,29648,275843,26772,107889,2462,99338,5464,34429,4840,21688,7405,12499,6601,277358,2876,106468,667,90213,1267,36113,525,25347,269,19217,148,5.36
2014-2018,08033,1485,170,778,166,176,3,199,17,164,12,128,58,111,76,707,4,123,0,164,0,188,0,115,0,117,4,11.45
2014-2018,08035,238706,19181,117405,17161,29603,1463,51443,5578,19708,2701,11326,4440,5325,2979,121301,2020,29461,277,52493,1092,20197,479,12442,81,6708,91,8.04
2014-2018,08037,42216,2008,22489,1907,7264,237,8850,706,3529,227,1977,339,869,398,19727,101,5972,64,7917,35,3202,0,1929,0,707,2,4.76
2014-2018,08039,19616,2379,9839,2124,2029,24,3539,579,2401,589,1355,619,515,313,9777,255,1944,27,3662,103,2352,77,1254,38,565,10,12.13
2014-2018,08041,489804,83973,236157,70878,80589,10440,79999,23600,38419,14272,23921,13461,13229,9105,253647,13095,80841,3442,85084,5592,41628,2714,27121,980,18973,367,17.14
2014-2018,08043,39198,5656,23345,5218,6739,438,8190,1217,3589,1035,2951,1330,1876,1198,15853,438,3038,65,4404,92,3431,177,2856,50,2124,54,14.43
2014-2018,08045,43503,2827,22112,2478,6535,164,8315,503,3868,565,2267,587,1127,659,21391,349,6249,40,7673,205,3829,48,2207,46,1433,10,6.5
2014-2018,08047,4962,754,2603,587,432,27,1072,162,619,97,357,178,123,123,2359,167,421,0,907,54,653,72,347,41,31,0,15.2
2014-2018,08049,12419,1335,6651,1309,1788,69,2121,274,1408,267,959,424,375,275,5768,26,1441,0,1886,0,1352,14,786,12,303,0,10.75
2014-2018,08051,13608,782,7424,654,3110,35,2118,85,1109,127,771,260,316,147,6184,128,2367,0,1902,103,958,17,640,6,317,2,5.75
2014-2018,08053,739,86,343,73,37,4,79,5,109,10,82,41,36,13,396,13,35,0,104,4,134,4,81,5,42,0,11.64
2014-2018,08055,5520,891,2757,808,438,62,705,64,577,151,598,259,439,272,2763,83,422,0,645,26,700,44,575,3,421,10,16.14
2014-2018,08057,1048,158,525,134,104,11,129,27,168,17,75,50,49,29,523,24,122,0,117,0,120,10,90,3,74,11,15.08
2014-2018,08059,454279,38191,224335,35095,66521,3119,77449,7471,40457,6183,25491,10126,14417,8196,229944,3096,60495,497,77636,1277,43014,621,28321,421,20478,280,8.41
2014-2018,08061,1032,54,485,52,130,0,120,22,113,7,66,11,56,12,547,2,118,0,153,2,113,0,60,0,103,0,5.23
2014-2018,08063,5844,543,3178,457,923,16,1089,95,527,60,361,109,278,177,2666,86,637,8,796,0,494,5,373,38,366,35,9.29
2014-2018,08065,6314,476,3443,444,1083,3,1257,133,629,32,400,241,74,35,2871,32,1067,0,989,32,403,0,273,0,139,0,7.54
2014-2018,08067,44536,3383,22329,3173,6627,201,7257,598,4164,626,2934,989,1347,759,22207,210,6296,18,7119,89,4439,48,2776,43,1577,12,7.6
2014-2018,08069,270115,20819,133827,19048,50238,2176,40208,3771,20683,2798,14651,5383,8047,4920,136288,1771,47390,250,39573,671,22436,442,15791,199,11098,209,7.71
2014-2018,08071,11628,1148,6141,1076,1745,59,1712,106,1142,189,991,431,551,291,5487,72,1170,0,1468,10,1138,36,957,24,754,2,9.87
2014-2018,08073,4438,360,2881,358,1096,14,952,53,386,87,245,121,202,83,1557,2,204,0,532,2,317,0,247,0,257,0,8.11
2014-2018,08075,17052,1701,9395,1616,3098,115,3220,438,1450,290,953,447,674,326,7657,85,2076,20,2228,18,1333,0,978,47,1042,0,9.98
2014-2018,08077,116955,11989,57092,11029,17576,837,17411,2265,9926,2042,7327,3154,4852,2731,59863,960,16543,110,17650,433,10947,249,8116,40,6607,128,10.25
2014-2018,08079,745,72,363,65,49,0,91,4,104,12,69,23,50,26,382,7,60,0,86,0,105,7,67,0,64,0,9.66
2014-2018,08081,9679,826,4848,801,1289,102,1780,198,938,125,566,226,275,150,4831,25,1234,0,1650,16,972,7,606,2,369,0,8.53
2014-2018,08083,20110,2081,9781,1891,2349,77,2887,202,2011,471,1622,624,912,517,10329,190,2287,9,3040,67,2183,50,1660,30,1159,34,10.35
2014-2018,08085,32178,3369,15705,3040,3628,44,4726,440,3060,408,2535,1154,1756,994,16473,329,3433,41,4823,174,3259,29,2788,9,2170,76,10.47
2014-2018,08087,20822,1381,10309,1279,3231,124,3379,256,1785,216,1099,331,815,352,10513,102,3015,0,3333,62,1759,31,1205,9,1201,0,6.63
2014-2018,08089,14036,1292,6674,1208,1858,96,1982,263,1216,216,927,373,691,260,7362,84,1843,0,2245,35,1276,7,1010,0,988,42,9.2
2014-2018,08091,4032,446,1989,418,323,18,587,43,415,77,473,167,191,113,2043,28,305,0,625,10,492,4,426,4,195,10,11.06
2014-2018,08093,14383,1730,7559,1597,1221,63,2576,257,2019,451,1368,568,375,258,6824,133,1061,12,2323,26,1861,85,1161,10,418,0,12.03
2014-2018,08095,3209,320,1735,287,570,7,510,78,266,41,194,78,195,83,1474,33,290,0,463,12,317,10,182,0,222,11,9.97
2014-2018,08097,15030,759,7920,751,2327,72,2400,99,1516,74,1119,294,558,212,7110,8,1921,0,2437,8,1346,0,993,0,413,0,5.05
2014-2018,08099,9021,614,4445,574,1340,43,1325,90,862,120,566,163,352,158,4576,40,1162,20,1424,0,842,18,617,2,531,0,6.81
2014-2018,08001,126761,14095,61563,12543,18260,904,19517,3039,10579,2278,7979,3462,5228,2860,65198,1552,17696,157,19832,616,11643,494,8691,110,7336,175,11.12
2014-2018,08003,4802,504,2449,480,749,83,742,146,486,46,284,129,188,76,2353,24,708,9,751,6,431,9,246,0,217,0,10.5
2014-2018,08005,8692,622,4265,582,1103,8,1304,63,826,108,615,171,417,232,4427,40,1173,3,1333,14,810,13,637,10,474,0,7.16
2014-2018,08007,20194,1224,10537,1168,3184,113,3672,215,1914,96,1255,436,512,308,9657,56,2640,0,3337,8,1988,15,1190,18,502,15,6.06
2014-2018,08009,5053,453,2538,453,470,5,727,48,640,125,484,168,217,107,2515,0,459,0,751,0,625,0,456,0,224,0,8.96
2014-2018,08011,475,60,255,51,79,9,72,4,35,0,54,23,15,15,220,9,14,0,53,0,70,3,47,0,36,6,12.63
2014-2018,08013,6507,369,3465,333,999,5,1231,41,691,98,428,150,116,39,3042,36,922,0,1116,8,553,18,354,0,97,10,5.67
2014-2018,08015,1811,214,899,188,165,0,269,27,195,35,134,50,136,76,912,26,128,3,271,18,175,2,134,3,204,0,11.82
2014-2018,08017,25398,1237,14021,1150,4487,90,5307,306,2324,55,1407,412,496,287,11377,87,3643,0,4068,29,1968,37,1289,21,409,0,4.87
2014-2018,08019,19690,3073,9979,2697,1861,39,3051,595,2543,744,1881,967,643,352,9711,376,1762,63,3035,133,2563,149,1705,18,646,13,15.61
2014-2018,08021,3732,327,1899,307,506,13,598,46,341,47,252,115,202,86,1833,20,435,0,514,1,394,14,239,0,251,5,8.76
2014-2018,08023,216329,16487,108206,15180,36373,1585,38943,3903,16873,2697,10410,4225,5607,2770,108123,1307,35300,206,37232,537,17304,254,10994,182,7293,128,7.62
2014-2018,08025,7346,578,3652,506,1016,12,1236,50,593,71,452,191,355,182,3694,72,947,0,1125,0,600,0,558,0,464,72,7.87
2014-2018,09001,727219,32562,349052,30642,97890,1364,127614,4099,61838,3906,36185,9063,25525,12210,378167,1920,95442,428,135308,644,65708,361,42114,159,39595,328,4.48
2014-2018,09003,703719,41005,336980,38417,101423,2626,114624,6739,58516,5961,36799,10673,25618,12418,366739,2588,97044,318,121126,1020,63726,560,43817,294,41026,396,5.83
2014-2018,09005,148593,11632,72613,10920,16592,424,23989,1595,15465,1713,10339,3636,6228,3552,75980,712,15504,99,24727,242,15860,127,10905,133,8984,111,7.83
2014-2018,09007,133115,10170,64139,9635,16427,543,21306,1642,12733,1539,8363,3032,5310,2879,68976,535,15967,116,22268,165,13362,181,9417,58,7962,15,7.64
2014-2018,09009,682108,39498,323603,36812,99781,2427,107062,5767,56272,5325,36122,11009,24366,12284,358505,2686,100271,477,114935,844,61376,737,42915,212,39008,416,5.79
2014-2018,09011,208679,21980,101196,20282,28887,1635,32371,4361,19182,3898,12709,5384,8047,5004,107483,1698,27328,271,34720,733,19871,352,13826,218,11738,124,10.53
2014-2018,09013,124096,8789,61788,8221,22854,518,18293,1660,10307,1415,6419,2467,3915,2161,62308,568,21530,57,18190,226,10517,146,6714,78,5357,61,7.08
2014-2018,09015,92861,8362,45277,7873,13296,621,15366,1799,8533,1542,5117,2104,2965,1807,47584,489,13132,57,15519,152,8758,38,5653,168,4522,74,9.0
2014-2018,10001,131756,17180,61531,15202,19117,1672,19788,4046,9983,2983,7683,3751,4960,2750,70225,1978,20530,281,22330,951,11547,518,9138,125,6680,103,13.04
2014-2018,10003,433371,30845,206888,28006,66506,1686,70493,5826,34703,5702,21503,8000,13683,6792,226483,2839,66714,326,75097,1275,38418,630,25878,420,20376,188,7.12
2014-2018,10005,177766,18565,85210,17538,19021,722,23444,2132,16128,2511,16754,6911,9863,5262,92556,1027,18141,46,24802,346,19002,382,18710,147,11901,106,10.44
2014-2018,11001,559588,26936,260745,23548,107751,2459,86704,5706,32912,4162,20416,4964,12962,6257,298843,3388,125735,783,87831,1119,36943,799,26504,309,21830,378,4.81
2014-2018,12001,215649,15109,103166,13427,47685,1362,26613,2850,13517,2504,9691,3613,5660,3098,112483,1682,49444,305,27871,732,15715,306,11162,208,8291,131,7.01
2014-2018,12003,21076,2236,11180,2144,3564,115,4158,659,1734,578,1160,594,564,198,9896,92,2529,5,3451,49,1813,28,1291,10,812,0,10.61
2014-2018,12005,139788,21687,68017,19014,19898,1677,22434,5205,11888,4044,8311,4388,5486,3700,71771,2673,19154,473,23267,1094,12987,810,9129,162,7234,134,15.51
2014-2018,12007,21468,2266,11883,2070,3842,201,4135,546,1796,442,1227,519,883,362,9585,196,2312,17,2804,105,1782,72,1424,2,1263,0,10.56
2014-2018,12009,468759,64528,226008,58723,54858,2821,66468,11246,43950,12109,33923,15709,26809,16838,242751,5805,51313,654,71272,1982,47815,1371,37680,924,34671,874,13.77
2014-2018,12011,1499313,76823,721133,70633,207259,4208,259791,15877,120699,12269,78524,17630,54860,20649,778180,6190,205887,1211,273042,2515,128654,1187,90273,567,80324,710,5.12
2014-2018,12013,11349,1026,6496,957,1972,19,2343,194,947,107,722,333,512,304,4853,69,1155,0,1421,16,851,24,809,14,617,15,9.04
