<<<<<<< Updated upstream
G_ZCTA,ZCTA,pop,minDist_OTP
"98817",126.912511457471,0,NA
"98827",181.040377750594,0,NA
"98840",162.551095573906,0,NA
"68740",121.150776564467,0,NA
"99510",974.238706849262,0,NA
"99550",499.115286161012,0,NA
"99563",1087.36369150632,0,NA
"99569",682.138929735637,0,NA
"99581",1039.87447829187,0,NA
"99588",215.883895894265,0,NA
"51364",126.381410293776,0,NA
"67482",108.895170347094,0,NA
"83871",103.111070299932,0,NA
"98862",136.498801523261,0,NA
"69129",172.450794382169,0,NA
"67450",111.140669621586,0,NA
"49935",136.97606930231,0,NA
"49945",239.919941208321,0,NA
"99139",110.454199381621,0,NA
"99151",112.732658192181,0,NA
"86515",103.962474108406,0,NA
"49950",263.465779296748,0,NA
"99155",121.968582988498,0,NA
"99160",136.370951963636,0,NA
"56601",127.972505572912,0,NA
"56056",116.057417453952,0,NA
"84533",170.297823473907,0,NA
"58833",167.04119091937,0,NA
"54559",115.112521872415,0,NA
"82223",150.716051454522,0,NA
"55612",137.591475741707,0,NA
"98819",168.816805196141,0,NA
"55731",123.863990178158,0,NA
"99704",132.682838019959,0,NA
"99772",1264.08148697639,0,NA
"59441",113.869464502752,0,NA
"55771",147.640190061065,0,NA
"99603",250.675848243842,0,NA
"99606",383.070281474567,0,NA
"99613",497.190444541657,0,NA
"68452",90.9120278946447,0,NA
"99614",996.25672923006,0,NA
"82944",98.5191842105513,0,NA
"83011",194.809745434694,0,NA
"83012",198.886274101094,0,NA
"82301",209.168287166062,0,NA
"82321",196.692181723124,0,NA
"82322",232.902564051086,0,NA
"82329",157.625448747953,0,NA
"49726",119.81070594251,0,NA
"82240",165.592417415996,0,NA
"69210",244.284175153695,0,NA
"69211",320.884375169824,0,NA
"69218",305.369495925606,0,NA
"69301",202.622774744232,0,NA
"67553",160.307158359333,0,NA
"82051",100.630503544053,0,NA
"82718",274.339403074778,0,NA
"00840",NA,0,NA
"65457",96.323492620333,0,NA
"82834",199.031340685664,0,NA
"67071",113.83642369616,0,NA
"82839",127.690418049162,0,NA
"82901",198.212302094027,0,NA
"82922",163.057284654343,0,NA
"82925",192.10086017139,0,NA
"82215",168.769949769488,0,NA
"67459",105.344434732606,0,NA
"69142",272.651731813083,0,NA
"68934",111.035300089574,0,NA
"57379",141.372971717382,0,NA
"57532",239.164429702423,0,NA
"57758",225.111796185712,0,NA
"57788",272.345986696334,0,NA
"69148",183.67442411131,0,NA
"69152",293.959761855934,0,NA
"69154",189.780809304409,0,NA
"82440",104.0552016776,0,NA
"82441",122.531042785656,0,NA
"68858",188.450463529133,0,NA
"68861",180.083733696631,0,NA
"83112",128.474215456767,0,NA
"83113",130.061237686935,0,NA
"99401",115.384853139101,0,NA
"84034",145.252930348791,0,NA
"89010",144.986675686734,0,NA
"81324",87.8660280560142,0,NA
"49835",146.506791817867,0,NA
"57251",158.381195472119,0,NA
"51363",125.90275460913,0,NA
"59250",344.98436324586,0,NA
"59254",234.28922823372,0,NA
"59419",134.268666826864,0,NA
"20018",2.67728000995765,0,NA
"55725",150.327612108088,0,NA
"59421",145.5091296282,0,NA
"59425",167.922025162684,0,NA
"59538",240.037382718386,0,NA
"57455",193.569502150263,0,NA
"57457",145.599076520366,0,NA
"99691",352.390725573282,0,NA
"83525",147.366783698296,0,NA
"59221",203.230537240887,0,NA
"89301",219.671326868665,0,NA
"89311",171.422565741874,0,NA
"89314",216.286490347755,0,NA
"89316",248.753827854301,0,NA
"65586",103.410486467259,0,NA
"54151",117.968841877604,0,NA
"59255",267.65470453671,0,NA
"57660",113.928251911405,0,NA
"59739",132.778497091043,0,NA
"96796",137.947083411513,0,NA
"88422",146.844624634685,0,NA
"81611",120.080692253808,0,NA
"59743",104.021224062058,0,NA
"58452",119.510660228267,0,NA
"58630",124.576124532824,0,NA
"58634",165.480164283614,0,NA
"38917",98.0005842131382,0,NA
"68822",212.143887466481,0,NA
"49634",93.706624011289,0,NA
"83524",140.473044152076,0,NA
"83278",120.572210558297,0,NA
"49967",159.611460181285,0,NA
"69221",261.767316671598,0,NA
"82334",181.632403701918,0,NA
"57501",227.872983920701,0,NA
"97834",131.37081053645,0,NA
"57358",125.533117076043,0,NA
"98833",120.383984799923,0,NA
"68846",87.9997889708009,0,NA
"00725",NA,0,NA
"87301",116.413416307811,0,NA
"89409",119.902796786399,0,NA
"87305",122.773131829146,0,NA
"51431",106.709727247281,0,NA
"99649",717.39082775345,0,NA
"55615",128.573870410319,0,NA
"99664",154.855673315443,0,NA
"79830",174.802544922473,0,NA
"59471",167.949930141059,0,NA
"56653",178.937109878111,0,NA
"56657",132.291194362357,0,NA
"56661",155.271270971802,0,NA
"58260",200.390960453856,0,NA
"20016",4.76567375901324,0,NA
"79842",150.487162935214,0,NA
"79843",188.506491111758,0,NA
"79846",222.471931588278,0,NA
"79852",214.443446562467,0,NA
"79855",134.483085716162,0,NA
"96799",2609.4917211465,0,NA
"96950",NA,0,NA
"96915",NA,0,NA
"96921",NA,0,NA
"96932",NA,0,NA
"54514",122.00626219321,0,NA
"49817",152.201857593216,0,NA
"49821",103.421354854914,0,NA
"49826",193.258574948361,0,NA
"57780",320.218661047524,0,NA
"57724",252.460214227382,0,NA
"49628",111.894501626236,0,NA
"86535",114.967186992517,0,NA
"49908",193.867701403746,0,NA
"49910",162.609798630518,0,NA
"49912",154.980657105814,0,NA
"49915",129.478868040032,0,NA
"49837",149.28022240429,0,NA
"57790",286.002882208153,0,NA
"57791",278.993046191425,0,NA
"82701",295.807698489708,0,NA
"00823",NA,0,NA
"59526",272.442678750786,0,NA
"86545",97.4661339875418,0,NA
"59404",185.364659759478,0,NA
"56323",106.555778350079,0,NA
"96009",101.437622283158,0,NA
"71670",104.139262598771,0,NA
"83338",152.314158780663,0,NA
"00802",NA,0,NA
"49920",150.038419106775,0,NA
"49921",224.541086754196,0,NA
"49925",158.193541363191,0,NA
"57584",229.036694348636,0,NA
"82501",264.855080254167,0,NA
"82512",228.96906382007,0,NA
"82514",232.295882564621,0,NA
"58456",138.635197293487,0,NA
"57473",200.789847731219,0,NA
"81645",95.0538113323786,0,NA
"20230",1.04146580266351,0,NA
"87943",112.612692747983,0,NA
"73731",105.919188421396,0,NA
"59016",116.279134310786,0,NA
"79014",123.716952553708,0,NA
"99685",1487.35766226365,0,NA
"59522",232.138848086374,0,NA
"57625",184.805093635984,0,NA
"57626",205.273736697946,0,NA
"57630",136.686327982524,0,NA
"57636",182.174506888454,0,NA
"99615",546.583630240925,0,NA
"49901",249.517451844373,0,NA
"58645",192.308327289137,0,NA
"57237",121.299843011176,0,NA
"59648",133.820615453195,0,NA
"57243",139.320833672682,0,NA
"56649",192.398976199474,0,NA
"59201",302.412488754555,0,NA
"59535",228.376800879263,0,NA
"83422",190.522746781857,0,NA
"89832",150.304689193854,0,NA
"50531",148.888169917183,0,NA
"59003",166.63154512748,0,NA
"59327",137.931168519576,0,NA
"89426",202.72207098031,0,NA
"59215",262.75813234219,0,NA
"56125",96.6938003866605,0,NA
"82520",237.287897749933,0,NA
"82523",225.574989401011,0,NA
"99631",88.4158227465974,0,NA
"99641",870.990911094496,0,NA
"83462",154.641664197813,0,NA
"99645",28.9002830330652,0,NA
"83464",190.08233349844,0,NA
"83465",200.789027093838,0,NA
"99662",1115.28738893926,0,NA
"99663",278.290708732509,0,NA
"83468",187.947884245359,0,NA
"83469",150.476640837388,0,NA
"99684",843.619053279717,0,NA
"99770",875.557192656281,0,NA
"99694",29.157977083637,0,NA
"81621",115.346783899861,0,NA
"81625",159.776449598918,0,NA
"81631",110.812028067163,0,NA
"81632",100.331543380625,0,NA
"81637",115.521761135623,0,NA
"59412",155.274471397116,0,NA
"99686",189.003024036229,0,NA
"99689",743.113458988042,0,NA
"56022",131.894278242815,0,NA
"59230",265.888629338693,0,NA
"59241",295.049536384266,0,NA
"96752",138.021770604465,0,NA
"67565",142.093780031246,0,NA
"97905",115.808382491627,0,NA
"84636",108.775411828796,0,NA
"97640",120.448981871563,0,NA
"87319",119.865398715451,0,NA
"89421",168.774251234545,0,NA
"95585",93.720290306265,0,NA
"51055",92.383038551486,0,NA
"50561",109.875451261275,0,NA
"67511",134.600294220883,0,NA
"67529",136.43948603218,0,NA
"50439",115.243796919948,0,NA
"87311",98.7136841674273,0,NA
"89418",150.33487414235,0,NA
"89419",128.013985371986,0,NA
"72379",98.9651567482875,0,NA
"73746",109.780767868695,0,NA
"57761",287.864717692308,0,NA
"83541",132.333039525512,0,NA
"79201",127.271952451081,0,NA
"71675",91.4701213505509,0,NA
"83001",189.803912681674,0,NA
"00824",NA,0,NA
"38760",106.63318932615,0,NA
"81655",92.7364927894764,0,NA
"51051",87.6355680317417,0,NA
"59311",291.818744518424,0,NA
"38967",93.9515148279163,0,NA
"38781",98.0317496836859,0,NA
"69361",158.665269770255,0,NA
"58216",212.205352747525,0,NA
"89317",172.770737535276,0,NA
"88341",89.2114847049282,0,NA
"00741",NA,0,NA
"04769",157.547619691283,0,NA
"81654",102.844848149279,0,NA
"97721",152.038917909444,0,NA
"59451",173.677505522493,0,NA
"49917",247.858552499895,0,NA
"84735",91.8976104072219,0,NA
"99695",965.69365502411,0,NA
"82212",162.87955610489,0,NA
"50484",127.345565187116,0,NA
"20560",1.66546844123246,0,NA
"58262",200.647249320236,0,NA
"78832",123.600810531494,0,NA
"73848",178.160569299596,0,NA
"51341",129.459065156271,0,NA
"04478",128.020410308281,0,NA
"88416",124.382273434208,0,NA
"83349",152.619829334092,0,NA
"50573",130.429361643526,0,NA
"39745",90.1486808664865,0,NA
"56734",196.650784858239,0,NA
"49883",165.794837455523,0,NA
"82836",121.003044900056,0,NA
"59703",96.7258012943897,0,NA
"71639",88.3666712243028,0,NA
"59012",151.347325861843,0,NA
"59479",136.189476019736,0,NA
"83204",108.801131203887,0,NA
"83406",158.022208321136,0,NA
"83654",144.645255067982,0,NA
"59414",174.473426629753,0,NA
"57540",217.948120354759,0,NA
"57245",130.609898744267,0,NA
"82644",230.455888045094,0,NA
"96952",NA,0,NA
"04787",144.421056142291,0,NA
"57367",130.328456239887,0,NA
"38916",97.5719387591647,0,NA
"38922",93.2739031687047,0,NA
"57265",139.221486340343,0,NA
"83537",119.393820348532,0,NA
"59524",252.075379297238,0,NA
"59727",112.284797852866,0,NA
"59087",140.273035833256,0,NA
"89047",169.454824430435,0,NA
"54534",135.912253450211,0,NA
"99688",66.7064907522416,0,NA
"50593",126.687552048697,0,NA
"59248",300.170889935166,0,NA
"69351",218.955390311286,0,NA
"89801",222.481131054909,0,NA
"89835",199.135928902044,0,NA
"50465",114.192382344613,0,NA
"89425",200.040707887691,0,NA
"50568",129.294359958244,0,NA
"50451",129.821324769887,0,NA
"99578",851.299407121697,0,NA
"99640",389.756452556535,0,NA
"84511",109.876076365402,0,NA
"97820",145.921103504667,0,NA
"51441",88.3135188897794,0,NA
"20228",1.51809579337165,0,NA
"00641",NA,0,NA
"84039",105.474447474295,0,NA
"71674",106.288329621767,0,NA
"97825",127.401899983051,0,NA
"78837",141.036151071746,0,NA
"78839",94.5839875211373,0,NA
"78843",148.727150476327,0,NA
"78871",144.104964942803,0,NA
"78880",119.117038358078,0,NA
"86503",110.952533061996,0,NA
"68778",219.405982966646,0,NA
"99826",969.573760866018,0,NA
"99927",1129.75684138474,0,NA
"67859",145.852173431356,0,NA
"87323",100.057273836402,0,NA
"04768",197.107446102383,0,NA
"68763",161.410781837028,0,NA
"99706",250.558456731459,0,NA
"99726",494.372901066881,0,NA
"99738",388.315659317825,0,NA
"99748",768.341215893844,0,NA
"99801",1147.74476476142,0,NA
"04786",171.981510861223,0,NA
"49884",178.046837507802,0,NA
"83677",151.767202051528,0,NA
"83805",135.484353528372,0,NA
"54246",117.10176118523,0,NA
"59218",225.688596484554,0,NA
"99682",214.566239286408,0,NA
"89415",98.6723820029039,0,NA
"98856",133.380411628314,0,NA
"68926",230.002282169049,0,NA
"82727",271.888327923504,0,NA
"82729",321.933365766941,0,NA
"76452",85.1281044615002,0,NA
"95488",104.672246545998,0,NA
"82710",314.682403549963,0,NA
"58202",109.272006560513,0,NA
"97904",137.689092493661,0,NA
"80487",124.380924636227,0,NA
"96119",133.045335046888,0,NA
"84750",140.960360041532,0,NA
"87733",145.015020108182,0,NA
"81224",109.930443536988,0,NA
"89049",198.886043951125,0,NA
"57466",183.398127467967,0,NA
"78833",101.300225652786,0,NA
"38930",96.6284023345526,0,NA
"69350",252.491645792671,0,NA
"38723",93.5754244292426,0,NA
"82832",167.189874908893,0,NA
"83215",172.665227287019,0,NA
"80721",180.213252071641,0,NA
"83428",162.550002833538,0,NA
"99674",87.1954561700242,0,NA
"33040",118.879651230024,0,NA
"89310",180.756212978112,0,NA
"95490",101.337620745623,0,NA
"83452",191.23211693213,0,NA
"00831",NA,0,NA
"97840",132.916819297524,0,NA
"76864",99.2469983104546,0,NA
"68743",102.929475960721,0,NA
"80477",119.736774263737,0,NA
"72048",88.7992501354761,0,NA
"84631",123.521008657395,0,NA
"99656",538.49467483907,0,NA
"87326",119.913609509604,0,NA
"84754",125.592912997581,0,NA
"84760",95.9061490881372,0,NA
"87743",132.109810579821,0,NA
"73628",124.108907095328,0,NA
"87746",119.008282112054,0,NA
"87747",116.013568263454,0,NA
"83671",169.958199573441,0,NA
"87321",104.478262023195,0,NA
"00751",NA,0,NA
"84701",109.086658641086,0,NA
"88065",96.7286369458238,0,NA
"49902",137.480244464187,0,NA
"66970",123.105170476059,0,NA
"00715",NA,0,NA
"86506",109.180294168009,0,NA
"50529",103.300833313776,0,NA
"97622",124.522377161683,0,NA
"97623",105.120948610267,0,NA
"00936",NA,0,NA
"00951",NA,0,NA
"89822",262.903675008439,0,NA
"80488",117.75661857164,0,NA
"89823",228.265361438182,0,NA
"58651",211.095481541548,0,NA
"58652",102.445882650792,0,NA
"59077",158.469054348826,0,NA
"83455",180.31911071095,0,NA
"57552",251.860719979415,0,NA
"57553",237.532183614584,0,NA
"49774",114.56865167626,0,NA
"59081",114.342242757673,0,NA
"67021",109.305068488648,0,NA
"82711",302.364540480132,0,NA
"99638",1690.95338317245,0,NA
"99650",905.74447205904,0,NA
"99672",87.3955158902851,0,NA
"83523",157.224155865392,0,NA
"59318",190.040250799716,0,NA
"59330",267.412358303196,0,NA
"96716",129.958566371709,0,NA
"59935",115.828598206921,0,NA
"57720",231.238813374439,0,NA
"57722",306.624872426192,0,NA
"78029",77.1004133844032,0,NA
"95429",100.026470584783,0,NA
"49715",134.726193018917,0,NA
"56041",108.723354266113,0,NA
"56287",132.40997737186,0,NA
"57751",327.870328080517,0,NA
"49801",142.048108638223,0,NA
"49807",133.273498956027,0,NA
"56210",131.744981282641,0,NA
"39176",80.8683181684936,0,NA
"57649",192.602744432898,0,NA
"57703",317.240141725009,0,NA
"82637",216.564539922785,0,NA
"82639",240.689804029996,0,NA
"39760",73.4781264277246,0,NA
"39771",98.5512944404012,0,NA
"56224",130.679743269994,0,NA
"66863",80.2757525631649,0,NA
"83429",131.204673415598,0,NA
"83440",194.062817616926,0,NA
"59043",134.635427315208,0,NA
"56075",131.395081851707,0,NA
"59317",216.249240436142,0,NA
"59322",181.49976455595,0,NA
"56627",194.28563167657,0,NA
"57218",107.403682061936,0,NA
"63559",96.3373914133805,0,NA
"57221",111.553474354807,0,NA
"20317",0.621490513657324,0,NA
"66948",134.757311804734,0,NA
"82604",244.020537925678,0,NA
"66963",139.163600516302,0,NA
"83530",170.281923450009,0,NA
"83536",150.852023865151,0,NA
"99705",31.3894023598828,0,NA
"99712",111.61090341684,0,NA
"57730",309.982369691078,0,NA
"59332",265.678806744011,0,NA
"59336",252.498669281869,0,NA
"57577",326.309827375145,0,NA
"99714",98.4288896963526,0,NA
"99727",946.75814243575,0,NA
"99730",213.908201159517,0,NA
"99739",1025.61717989767,0,NA
"56047",123.183665682729,0,NA
"56060",117.772443420557,0,NA
"63544",98.6437912459788,0,NA
"56621",113.087546882218,0,NA
"59344",266.198114558677,0,NA
"59347",167.524751127103,0,NA
"59480",140.292275405779,0,NA
"73933",114.287197807628,0,NA
"82642",250.830237257609,0,NA
"82649",241.239368047952,0,NA
"99827",1005.8658509878,0,NA
"99832",1036.58022523404,0,NA
"99901",961.729046501311,0,NA
"99918",1072.41806166623,0,NA
"99926",939.982181078631,0,NA
"83612",128.268505532987,0,NA
"59486",134.48102934287,0,NA
"59489",195.393797846859,0,NA
"59501",310.044043432126,0,NA
"59520",242.522514046803,0,NA
"59546",203.172987565171,0,NA
"33051",81.9100994606153,0,NA
"59324",278.19867945446,0,NA
"56721",113.606088936297,0,NA
"49895",175.640105056466,0,NA
"58654",206.828152832712,0,NA
"59601",100.993824366199,0,NA
"39406",79.105718383964,0,NA
"83549",172.621338314967,0,NA
"83552",156.752365706531,0,NA
"99743",236.501558375749,0,NA
"99745",493.436903174049,0,NA
"99755",192.295668561674,0,NA
"83555",152.916035559424,0,NA
"99757",388.671561009819,0,NA
"99762",1152.29635839743,0,NA
"59457",144.696856726513,0,NA
"59463",126.647246769172,0,NA
"59474",181.608878074868,0,NA
"56159",131.888769162297,0,NA
"99775",7.3387940042378,0,NA
"99780",413.481931424211,0,NA
"99781",467.345496967443,0,NA
"99789",982.062903118885,0,NA
"99790",102.902867253133,0,NA
"99791",1216.2768422155,0,NA
"99820",1192.47893873686,0,NA
"54156",107.980042017312,0,NA
"51451",87.1114631342654,0,NA
"57330",101.273679287364,0,NA
"59725",133.854908446876,0,NA
"49619",103.147916216605,0,NA
"84728",179.692464345843,0,NA
"88431",122.825950482016,0,NA
"59301",201.263116251813,0,NA
"56715",114.074101745148,0,NA
"59442",219.383241256062,0,NA
"59446",196.241600218521,0,NA
"59447",155.858809531687,0,NA
"51331",114.249225723271,0,NA
"49880",167.436434894004,0,NA
"58415",125.534229780627,0,NA
"57429",189.865024781807,0,NA
"57760",249.269316343007,0,NA
"57652",160.210957810106,0,NA
"98617",93.575389959881,0,NA
"59452",130.086752737116,0,NA
"57364",128.272071736361,0,NA
"58367",134.039466674088,0,NA
"58321",172.184423561918,0,NA
"49808",220.268938714973,0,NA
"49814",198.892815782854,0,NA
"58301",168.343874045502,0,NA
"82620",226.511854782975,0,NA
"00717",NA,0,NA
"98841",146.260145847545,0,NA
"49862",191.926805860419,0,NA
"49866",200.399228345372,0,NA
"58640",139.245359481498,0,NA
"57559",276.772677811025,0,NA
"59762",121.962591283809,0,NA
"82833",149.932878722739,0,NA
"99152",122.490897018429,0,NA
"57744",329.98961864568,0,NA
"57745",334.806757442048,0,NA
"57748",236.075070827263,0,NA
"38703",108.187232100388,0,NA
"99556",216.783637175645,0,NA
"50431",96.6346467040075,0,NA
"38737",95.121649208967,0,NA
"56081",123.544210387404,0,NA
"82428",159.189659272235,0,NA
"00784",NA,0,NA
"54845",100.353226170143,0,NA
"69156",127.001980076827,0,NA
"69143",265.719455079176,0,NA
"56152",121.855297283711,0,NA
"39737",99.7538096045055,0,NA
"66940",102.946019626247,0,NA
"38940",101.552651589043,0,NA
"96770",46.6119447805416,0,NA
"56762",133.643625890474,0,NA
"59315",260.851478773682,0,NA
"59487",180.759075337906,0,NA
"68815",180.628060328876,0,NA
"68748",109.752903452435,0,NA
"56327",100.413578157505,0,NA
"56297",130.492811651792,0,NA
"68733",109.119948828694,0,NA
"68981",162.159740959734,0,NA
"68883",133.615500949537,0,NA
"69121",235.249396357108,0,NA
"50441",99.0977660081643,0,NA
"99782",1358.77708194436,0,NA
"99546",2193.93610681162,0,NA
"99660",1511.54393965889,0,NA
"59401",172.823237528137,0,NA
"59444",211.486327612418,0,NA
"59242",217.886801989738,0,NA
"67430",167.380922051082,0,NA
"72166",91.4536406356227,0,NA
"00968",NA,0,NA
"79236",103.372012060351,0,NA
"79237",88.3395614922606,0,NA
"79239",89.7503514353235,0,NA
"79240",80.4335372008212,0,NA
"00786",NA,0,NA
"84535",120.354969351982,0,NA
"97710",184.29863201528,0,NA
"84713",128.633680415015,0,NA
"04764",151.51188968887,0,NA
"73662",105.960671610937,0,NA
"97884",125.472666372884,0,NA
"89831",174.172276754613,0,NA
"89833",234.171967823154,0,NA
"87375",98.850830157299,0,NA
"84512",101.143492839633,0,NA
"84775",136.428112846357,0,NA
"87820",106.04665492502,0,NA
"86044",138.513394565775,0,NA
"73852",134.088129939565,0,NA
"86053",134.237405520883,0,NA
"84621",86.2063580346498,0,NA
"97846",124.557427426758,0,NA
"97848",110.634605216418,0,NA
"73666",128.080632579778,0,NA
"97720",157.326536927153,0,NA
"97722",157.539188020015,0,NA
"97732",130.922229111432,0,NA
"97736",186.1157907131,0,NA
"97738",157.781030920179,0,NA
"88426",117.365561764703,0,NA
"88434",99.5634080991798,0,NA
"86040",127.122719486978,0,NA
"86042",101.358558536918,0,NA
"97903",98.5294251789042,0,NA
"88401",136.401671161507,0,NA
"89445",179.818458826398,0,NA
"89446",200.617103921682,0,NA
"73832",150.575370859053,0,NA
"88101",115.018918052719,0,NA
"88103",117.355455296284,0,NA
"89883",159.431951744674,0,NA
"79087",119.633912486636,0,NA
"81610",111.664864750325,0,NA
"00694",NA,0,NA
"00698",NA,0,NA
"86036",124.696809944766,0,NA
"72645",89.7301862690246,0,NA
"88263",109.82934432659,0,NA
"97837",124.672532418913,0,NA
"88268",99.4503657129871,0,NA
"81239",108.071718268042,0,NA
"86547",91.9304162740154,0,NA
"74750",81.4853342314553,0,NA
"86031",97.2127100693294,0,NA
"86033",140.515539824548,0,NA
"87045",86.675490339849,0,NA
"97865",122.474043249906,0,NA
"93513",106.028608857598,0,NA
"93514",112.957707501993,0,NA
"93541",112.281467162361,0,NA
"96101",149.802307665019,0,NA
"97620",205.384688388806,0,NA
"73842",146.98014585444,0,NA
"95420",109.674450782468,0,NA
"96015",131.38956591743,0,NA
"96123",117.029068200865,0,NA
"96132",125.715380213278,0,NA
"96134",107.924364448848,0,NA
"97621",108.03975076445,0,NA
"86511",117.939144533134,0,NA
"72669",88.8239171520629,0,NA
"76848",77.6856625217426,0,NA
"76856",101.014387790741,0,NA
"76871",101.103414693319,0,NA
"67851",110.02154518464,0,NA
"36723",77.9498805571073,0,NA
"79040",95.3470198515684,0,NA
"79059",92.3921107771714,0,NA
"79079",112.060490259854,0,NA
"95437",112.410412232048,0,NA
"79093",108.581866408597,0,NA
"79096",116.944370616299,0,NA
"84712",137.291309008647,0,NA
"79505",92.9635933700309,0,NA
"79527",84.6523013879059,0,NA
"00906",NA,0,NA
"00917",NA,0,NA
"85341",111.62391350283,0,NA
"59472",161.208780018803,0,NA
"75412",82.9913966604148,0,NA
"84747",121.110740756609,0,NA
"88415",138.302699568543,0,NA
"88418",137.529297375469,0,NA
"88419",120.692366835947,0,NA
"88424",160.416704018638,0,NA
"56683",145.840223146971,0,NA
"80804",112.392930192622,0,NA
"98851",112.523147823894,0,NA
"57272",158.052119211769,0,NA
"57217",160.452438449651,0,NA
"57226",119.466071195046,0,NA
"57258",151.974896052033,0,NA
"57219",171.366842994166,0,NA
"84764",106.69053141344,0,NA
"00772",NA,0,NA
"57533",185.563038356842,0,NA
"00688",NA,0,NA
"00765",NA,0,NA
"00718",NA,0,NA
"57386",126.503018996231,0,NA
"39747",94.629285334723,0,NA
"68853",166.972159674656,0,NA
"99634",840.278209566359,0,NA
"99764",487.821935294236,0,NA
"57579",279.122341623201,0,NA
"38751",95.9392089874493,0,NA
"65473",88.5052932810811,0,NA
"58835",156.721190857136,0,NA
"83501",142.634323852957,0,NA
"58601",141.870868961002,0,NA
"82633",230.069293691537,0,NA
"99922",1027.96687065287,0,NA
"20003",0.899453453808974,0,NA
"69337",252.083216059413,0,NA
"64659",95.7210281800663,0,NA
"55722",105.808823595115,0,NA
"56088",125.169373876932,0,NA
"20260",1.94124991429479,0,NA
"56294",129.826870925724,0,NA
"56593",92.868558127431,0,NA
"57580",229.617351535942,0,NA
"50457",112.573632621992,0,NA
"38768",86.6470193039914,0,NA
"65401",101.806250711338,0,NA
"49885",188.81762826068,0,NA
"58416",125.952741533938,0,NA
"49892",125.903654415372,0,NA
"59523",287.47028297248,0,NA
"68655",134.568982280667,0,NA
"56033",112.217233069386,0,NA
"54542",113.879239045154,0,NA
"82083",123.886046262195,0,NA
"97830",115.23728052967,0,NA
"56628",138.236266034237,0,NA
"56630",146.230444453505,0,NA
"83013",187.21004718654,0,NA
"67150",82.3103105761215,0,NA
"57799",312.467071204983,0,NA
"51047",112.929834179633,0,NA
"82923",183.331711541652,0,NA
"84726",147.817133028044,0,NA
"83463",127.746598013958,0,NA
"49855",207.138042124428,0,NA
"49719",100.703809334399,0,NA
"82801",149.571514383912,0,NA
"49903",158.813263738424,0,NA
"89414",225.040178409561,0,NA
"68923",198.650560343012,0,NA
"89017",128.22044955772,0,NA
"97873",150.640377596992,0,NA
"57702",327.19214121936,0,NA
"97911",104.455418278048,0,NA
"69146",218.922051488979,0,NA
"50625",104.959149871657,0,NA
"82213",177.977858149272,0,NA
"38505",78.1194914574622,0,NA
"82222",246.295598105079,0,NA
"49968",153.035434868547,0,NA
"69348",198.011581774888,0,NA
"67621",192.731448645604,0,NA
"99554",1044.69049302106,0,NA
"38929",110.967191513625,0,NA
"57650",182.335969649795,0,NA
"59436",155.895710499509,0,NA
"20045",1.13337957787403,0,NA
"20405",0.323457444299157,0,NA
"59728",111.5419271942,0,NA
"49626",95.9403797731051,0,NA
"50423",129.769052176314,0,NA
"38753",85.5623846150487,0,NA
"59422",134.011903925929,0,NA
"88130",103.843897179195,0,NA
"04745",223.792706415409,0,NA
"57456",164.568785480931,0,NA
"04785",200.741063164311,0,NA
"56278",152.983468814208,0,NA
"67849",169.04471639686,0,NA
"49870",132.589663558838,0,NA
"04773",219.463602193636,0,NA
"56654",214.441400715061,0,NA
"67455",129.973947978199,0,NA
"66956",141.499281264836,0,NA
"67564",132.259870975215,0,NA
"84739",135.601646978858,0,NA
"98811",114.179260870324,0,NA
"54524",99.9539724421532,0,NA
"96769",160.139072462594,0,NA
"66960",92.4375407403507,0,NA
"82412",94.614117684649,0,NA
"82933",104.039542286835,0,NA
"67070",98.854936644616,0,NA
"99774",216.9562334096,0,NA
"00911",NA,0,NA
"88121",117.172768323276,0,NA
"57257",137.410149401246,0,NA
"00901",NA,0,NA
"59440",194.752067927599,0,NA
"56025",104.573325848185,0,NA
"58243",179.334597277677,0,NA
"58363",137.615028074176,0,NA
"38736",108.331339043234,0,NA
"56309",105.698048306892,0,NA
"56226",103.702765585555,0,NA
"56207",130.316061276313,0,NA
"50862",93.7183963879336,0,NA
"50444",96.7305990706942,0,NA
"58231",153.285943249364,0,NA
"68767",136.736239839382,0,NA
"69042",260.910366212283,0,NA
"88136",91.112475706735,0,NA
"63557",97.6938834419644,0,NA
"56276",150.468094665528,0,NA
"56524",98.2032311150246,0,NA
"58355",205.606945756658,0,NA
"83436",190.348049706408,0,NA
"67635",203.220254190311,0,NA
"58484",125.513514663714,0,NA
"72629",84.1701536493795,0,NA
"58327",175.152896259002,0,NA
"73650",112.433297370203,0,NA
"50479",115.210717986047,0,NA
"97908",119.187743013547,0,NA
"96705",124.609303126327,0,NA
"67631",193.983960575118,0,NA
"67143",115.51148238382,0,NA
"87320",92.2281923367897,0,NA
"88115",92.2306330433205,0,NA
"50510",137.782364209044,0,NA
"50535",120.942509227958,0,NA
"67656",202.275603695932,0,NA
"58831",170.157544876371,0,NA
"98829",162.970295213728,0,NA
"64630",111.674951656498,0,NA
"54554",114.911609229793,0,NA
"00682",NA,0,NA
"82332",162.427590942578,0,NA
"57574",320.720041946813,0,NA
"56265",117.888985771165,0,NA
"83446",147.377586429169,0,NA
"73571",106.490511486967,0,NA
"57794",298.92014176815,0,NA
"58344",158.377593498502,0,NA
"71654",105.704602717387,0,NA
"67731",168.973199962435,0,NA
