ZCTA,totUnits,occP,vacantP,mobileP,lngTermP,rentalP,unitDens
"12444","676","30.33","69.67","6.95","62.79","10.73",43.8334978
"12446","2745","67.94","32.06","9.14","25.8","24.83",40.42186404
"12448","370","63.51","36.49","0","43.75","10.64",31.7294504
"12449","1356","91.59","8.41","9.07","28.93","38.65",374.4587895
"12450","125","62.4","37.6","0","100","0",12.62918141
"12451","597","76.55","23.45","12.23","32.94","26.04",50.56822909
"12452","233","44.21","55.79","11.59","58.73","6.8",27.14407713
"12453","222","63.96","36.04","4.95","20.27","36.62",450.0029349
"12454","324","37.35","62.65","1.23","40.22","11.57",29.0983284
"12455","1872","45.46","54.54","6.89","55.42","22.56",24.40460963
"12456","243","88.89","11.11","0","28.08","12.96",449.8124977
"12457","618","69.74","30.26","7.77","43.93","33.18",44.22861259
"12458","1294","73.65","26.35","25.12","43.4","31.27",40.01949235
"12459","241","51.45","48.55","14.52","29.59","0",31.67984431
"12460","194","61.34","38.66","11.34","17.43","36.13",94.01584981
"12461","904","80.75","19.25","1.11","45.26","22.88",37.8419077
"12463","830","73.86","26.14","8.8","54.02","19.09",76.70399949
"12464","773","59.38","40.62","3.1","45.79","32.68",17.51099174
"12465","386","23.83","76.17","11.14","51.76","6.52",133.6415731
"12466","1086","93.28","6.72","3.59","36.42","17.47",1046.369269
"12468","806","51.24","48.76","14.02","44.81","14.04",18.48159898
"12469","629","42.13","57.87","8.59","41.16","2.64",18.5520327
"12470","286","63.99","36.01","2.45","21.67","24.04",29.22669481
"12471","113","100","0","0","34.92","85.84",322.6916143
"12472","777","80.57","19.43","2.06","46.01","35.14",217.7043674
"12473","497","58.75","41.25","1.41","63.8","0",33.09827132
"12474","870","51.72","48.28","14.37","23.75","21.56",19.70238685
"12475","211","60.66","39.34","22.27","16.51","23.44",171.6883415
"12477","8751","86.17","13.83","5.03","39.58","29.7",132.8968681
"12480","657","49.62","50.38","10.96","53.48","1.53",19.36013207
"12481","665","84.36","15.64","0","20.53","13.19",53.12599283
"12482","282","64.54","35.46","75.89","33.88","13.19",127.5426945
"12483","377","46.42","53.58","5.31","36.14","44.57",113.7099949
"12484","1386","83.33","16.67","5.92","39.41","18.44",58.274229
"12485","1300","52.69","47.31","3.62","47.67","34.01",154.9477766
"12486","630","90","10","0","47.88","4.59",185.7403078
"12487","1427","94.88","5.12","2.52","31.78","31.39",90.86786255
"12489","187","72.19","27.81","39.57","19.71","16.3",30.41896689
"12490","56","25","75","0","0","0",107.2247321
"12491","777","85.97","14.03","10.3","45.1","14.22",86.43458899
"12492","326","30.37","69.63","4.91","60.48","3.03",8.475726591
"12493","188","57.45","42.55","0","32.35","29.63",27.27162034
"12494","578","59","41","18.69","56.05","11.73",30.83819039
"12495","232","42.24","57.76","0","57.69","7.14",25.38253973
"12496","2245","24.1","75.9","4.14","43.34","15.34",47.57840597
"12498","3314","71.58","28.42","1.3","41.33","22.18",152.0415768
"12501","1140","86.84","13.16","3.16","32.09","42.42",37.29609454
"12502","808","55.32","44.68","8.42","31.4","21.7",24.68695105
"12503","515","49.71","50.29","6.6","41.67","28.52",24.48943471
"12504","57","73.68","26.32","0","28.72","71.43",38.78265086
"12507","81","100","0","0","63.74","20.99",58.13007848
"12508","8075","88.21","11.79","2.6","25.31","42.51",554.4965142
"12512","64","100","0","0","100","0",143.4194144
"12513","160","100","0","20","45.48","13.75",54.79283245
"12514","1393","80.9","19.1","0.86","49.02","6.48",52.26034271
"12515","598","92.31","7.69","28.76","40.53","28.44",120.0176801
"12516","1004","58.57","41.43","3.49","41.79","20.24",65.83284373
"12517","288","73.61","26.39","3.82","29.4","56.13",27.54583901
"12518","2640","87.65","12.35","0","31.74","39.63",266.0774588
"12520","1060","96.79","3.21","0","37.64","30.02",268.1436478
"12521","1354","53.1","46.9","4.21","43.47","5.7",41.16911863
"12522","2215","86.46","13.54","21.81","35.27","30.08",59.25786227
"12523","878","76.54","23.46","17.54","36.27","16.52",40.11112271
"12524","6378","93.29","6.71","0.56","29.71","29.63",393.3316239
"12525","1277","84.57","15.43","10.1","34.63","29.17",54.31757583
"12526","1945","77.22","22.78","3.39","40.14","22.84",60.74618095
"12527","0",,,,,,0
"12528","5645","88.02","11.98","5.81","33.31","31.86",136.9045883
"12529","1875","53.6","46.4","3.95","38.34","23.98",28.40994268
"12530","92","100","0","0","42.74","54.35",265.6801224
"12531","1362","80.18","19.82","0.73","44.14","16.67",77.86078767
"12533","9592","88.74","11.26","2.31","40.61","9.93",197.2961167
"12534","9220","83.57","16.43","8.82","28.76","39.34",106.0062024
"12538","5323","92.79","7.21","5.41","39.42","28.89",201.7963908
"12540","2942","91.71","8.29","0.61","41.83","7.75",86.35274656
"12542","2587","89.41","10.59","3.48","43.14","36.58",180.7324867
"12543","1537","89.92","10.08","0","25.63","37.7",133.8217908
"12545","2496","78.73","21.27","0.36","30.36","43.51",46.07080489
"12546","1646","73.39","26.61","6.68","26.61","42.72",36.09835813
"12547","1181","86.62","13.38","12.28","30.02","27.08",114.113551
"12548","593","89.04","10.96","24.11","35.94","18.56",101.0066268
"12549","4106","91.31","8.69","0.58","38.22","24.62",105.7998526
"12550","22302","85.15","14.85","1.41","27.21","44.16",642.2613096
"12553","10150","91.85","8.15","3.92","24.47","28.85",411.444185
"12561","7328","86.52","13.48","9.39","30.23","35.58",123.1650355
"12563","2800","86.89","13.11","0.82","38.6","18.13",122.6967687
"12564","3036","87.98","12.02","2.17","30.35","26.73",74.73056547
"12565","693","81.96","18.04","1.88","16.14","59.51",477.4916227
"12566","4476","86.8","13.2","1.45","31.07","24.22",82.3080358
"12567","1575","76.76","23.24","4.83","44.16","26.72",34.32552335
"12569","4334","94.39","5.61","7.73","30.19","31.46",131.1776866
"12570","2657","94.35","5.65","3.88","38.21","10.13",123.6941273
"12571","4532","85.94","14.06","3.86","33.47","24.72",78.27399189
"12572","4185","85.71","14.29","3.2","36.58","30.44",82.71893365
"12574","186","58.06","41.94","0","46.91","16.67",369.2713839
"12575","828","93.6","6.4","4.59","29.29","6.32",83.69905387
"12577","663","88.08","11.92","0","33.22","12.5",112.9435267
"12578","933","92.28","7.72","2.47","44.62","16.84",59.60606084
"12580","1879","87.49","12.51","8.46","42.64","29.26",87.1663183
"12581","1284","76.79","23.21","2.26","37.74","22.21",31.76226169
"12582","1483","91.03","8.97","2.63","53.66","12.15",116.076409
"12583","1083","86.15","13.85","3.79","25.36","33.44",83.15616138
"12585","371","84.37","15.63","0","30.99","23.64",75.34001958
"12586","4603","88.4","11.6","5.32","35.68","26.47",194.1172165
"12589","5178","92.29","7.71","7.61","36.21","17.87",89.22578943
"12590","14053","91.08","8.92","2.97","36.81","26.74",407.8374625
"12592","678","71.09","28.91","2.8","44.66","33.4",36.18086775
"12594","1786","88.75","11.25","18.87","27.36","27.13",74.20184302
"12601","17955","89.87","10.13","1.77","22.06","61.37",954.5763346
"12603","16869","91.48","8.52","1.4","35.77","24.31",521.9889873
"12604","6","100","0","0","100","0",57.85425493
"12701","6469","64.34","35.66","9.85","25.36","52.98",112.4898845
"12719","798","67.92","32.08","11.03","24.51","18.08",46.30182846
"12720","172","26.74","73.26","6.4","46.9","76.09",13.38945716
"12721","2689","74.19","25.81","14.8","25.53","25.41",106.0486891
"12722","112","56.25","43.75","28.57","100","0",402.3825575
"12723","1207","55.34","44.66","3.65","44.2","18.71",38.13029355
"12724","206","63.59","36.41","4.37","63.28","28.24",27.26210753
"12725","282","19.5","80.5","6.38","60.55","7.27",4.160184807
"12726","1004","53.49","46.51","14.24","40.65","21.04",34.28798482
"12729","850","90","10","27.29","31.77","29.41",38.29638942
"12732","622","55.95","44.05","2.57","32.66","23.85",24.8132212
"12733","1126","28.33","71.67","4.35","20.45","55.17",221.1008249
"12734","637","55.73","44.27","13.66","27.3","34.08",46.24425836
"12736","133","24.06","75.94","3.01","63.79","12.5",21.85342579
"12737","1295","48.42","51.58","2.63","23.73","14.99",36.16998639
"12738","192","57.81","42.19","0","8.23","48.65",29.27222771
"12740","1198","62.77","37.23","12.69","35.37","26.06",16.11931684
"12741","229","40.61","59.39","12.66","37.14","27.96",27.76383862
"12742","100","48","52","10","37.78","39.58",46.49394376
"12743","331","47.13","52.87","6.04","18.89","37.18",40.39978963
"12745","158","66.46","33.54","6.96","41.96","40.95",98.34385696
"12746","504","72.62","27.38","3.57","36.5","11.48",35.54076741
"12747","942","70.7","29.3","13.69","18.88","34.08",67.51184172
"12748","1343","65.52","34.48","9.61","45.26","18.75",61.24754349
"12749","449","43.43","56.57","4.23","0","73.85",152.6586184
"12750","115","82.61","17.39","12.17","31.65","26.32",27.02868743
"12751","499","58.12","41.88","0","27.58","56.21",146.0229009
"12752","240","50.42","49.58","7.5","37.45","44.63",138.5119943
"12754","3322","72.67","27.33","7.86","23.18","45.48",125.0277368
"12758","3180","49.81","50.19","15.28","35.14","30.56",20.86678531
"12759","1381","48.15","51.85","27.3","11.86","29.92",223.2479623
"12760","456","45.83","54.17","16.67","24.52","17.7",10.77693858
"12762","436","59.17","40.83","31.88","25.11","42.64",68.75827215
"12763","619","36.67","63.33","14.22","21.54","26.43",43.3753636
"12764","1410","52.7","47.3","11.84","36.2","21.8",23.70715877
"12765","419","84.01","15.99","23.87","24.93","28.12",33.53696271
"12766","315","61.59","38.41","20","40.93","27.32",39.19288926
"12767","108","54.63","45.37","11.11","67.65","6.78",36.52885508
"12768","962","27.96","72.04","7.07","40.68","21.93",27.60789835
"12769","164","58.54","41.46","0","15","29.17",33.22469888
"12770","206","47.09","52.91","2.91","60.41","8.25",45.83200544
"12771","6842","86.19","13.81","4.56","30.06","37.17",197.5451877
"12775","1550","47.74","52.26","2.84","22.61","17.3",147.8635131
"12776","2177","42.99","57.01","12.86","37.63","14.74",19.84731615
"12777","572","65.73","34.27","6.29","50.6","8.78",10.84243117
"12778","1187","20.89","79.11","0","39.33","20.97",207.7504635
"12779","1592","48.43","51.57","4.52","31.48","59.66",185.4600304
"12780","1054","81.21","18.79","18.03","34.62","7.71",44.23860213
"12781","184","61.41","38.59","0","38.75","0",43.11334124
"12783","1229","47.36","52.64","8.46","27.84","18.73",36.95943055
"12784","60","23.33","76.67","10","0","42.86",26.542832
"12785","550","71.64","28.36","20.18","42.66","18.02",33.00273604
"12786","720","22.64","77.36","0","44.28","33.74",48.11691854
"12787","219","53.88","46.12","20.09","52.79","4.24",62.38643713
"12788","1392","53.66","46.34","13.43","46.49","16.87",59.23649805
"12789","1769","49.58","50.42","5.2","16.61","48.46",184.4633239
"12790","2745","58","42","8.56","30.53","19.6",61.82974402
"12791","431","53.36","46.64","3.94","30.72","41.3",65.72548205
"12792","232","33.19","66.81","0","14.63","23.38",68.4108348
"12801","7285","89.06","10.94","0.19","23.72","49.15",1844.973943
"12803","3829","95.35","4.65","0.94","30.51","35.33",646.9593606
"12804","12055","88.25","11.75","3.79","29.2","25.5",227.0013758
"12808","618","26.21","73.79","6.47","52.74","0",27.97244202
"12809","1868","72.06","27.94","9.96","45.77","12.78",36.90054913
"12810","430","70.23","29.77","23.02","49.13","7.62",6.475652874
"12811","54","18.52","81.48","70.37","0","40",31.38514028
"12812","308","13.96","86.04","1.62","27.88","13.95",4.97182262
"12814","1728","37.56","62.44","0.29","38.26","28.97",37.97499867
"12815","1163","40.15","59.85","8.08","31.77","12.63",31.70425098
"12816","2512","78.38","21.62","11.74","38.85","28.14",39.77468851
"12817","2116","48.49","51.51","5.01","37.54","16.37",39.4962522
"12819","256","48.44","51.56","25","45.2","16.94",8.834934812
"12821","125","90.4","9.6","25.6","34.46","20.35",22.52982793
"12822","2912","81.01","18.99","10.27","29.41","20.77",44.23993815
"12823","223","89.69","10.31","4.04","20.55","4.5",52.34048712
"12824","1056","41.95","58.05","0.57","41.65","12.64",69.63945825
"12827","1781","79.11","20.89","6.91","43.06","22.92",14.43816253
"12828","3991","91.21","8.79","16.59","37.33","25.33",86.18538499
"12831","6452","97.6","2.4","6.54","22.14","21.8",96.03906915
"12832","3372","82.09","17.91","6.29","32.48","30.67",41.94820544
"12833","1918","86.91","13.09","21.95","32.33","13.86",54.41843045
"12834","2773","88.1","11.9","6.02","44.12","17.36",31.99225102
"12835","2997","35.24","64.76","15.25","28.74","14.96",30.76744087
"12836","727","39.75","60.25","3.44","36.82","11.07",16.54286352
"12837","425","90.82","9.18","28.47","47.95","13.47",28.72687226
"12838","278","86.69","13.31","1.8","51.32","12.86",54.71412134
"12839","6139","88.19","11.81","1.86","24.85","47.21",188.6338295
"12841","319","21.32","78.68","1.88","44.86","13.24",18.80024231
"12842","1545","17.09","82.91","5.05","32.7","19.7",8.146906853
"12843","487","38.6","61.4","12.32","53.33","20.21",8.271793183
"12844","259","46.33","53.67","0","52.54","20",94.61380709
"12845","3743","54.15","45.85","4.68","45.21","20.52",84.5208264
"12846","2129","64.87","35.13","8.74","32.09","15.06",36.6020991
"12847","1376","9.23","90.77","1.45","32.81","7.09",3.123094043
"12849","190","91.05","8.95","0","40.96","0",69.86668681
"12850","1496","79.55","20.45","9.22","32.01","23.7",31.99161228
"12851","401","40.9","59.1","10.97","52.76","10.37",3.608873815
"12852","709","31.31","68.69","2.82","51.78","5.86",5.803962825
"12853","1262","50.32","49.68","11.97","42.56","22.68",14.50851767
"12855","314","39.49","60.51","12.42","39.26","16.13",1.723564861
"12856","275","24","76","0","87.59","0",4.324560694
"12857","528","45.27","54.73","5.87","50.4","17.15",12.29845875
"12858","354","17.8","82.2","1.41","55.75","0",36.17515536
"12859","952","95.27","4.73","23.42","30.9","14.99",43.23872364
"12860","596","47.32","52.68","12.42","31.02","15.25",37.04708407
"12861","690","41.74","58.26","3.77","48.69","10.42",21.04253064
"12862","5","100","0","0","0","0",2.147643082
"12863","248","100","0","21.77","15.23","10.89",69.07592135
"12864","170","12.35","87.65","0","45.83","9.52",809.0136208
"12865","2004","76.4","23.6","7.49","40.28","14.04",27.69933734
"12866","19951","87.03","12.97","5.66","23.25","39.07",297.6908813
"12870","1906","33.05","66.95","2.94","28.68","18.57",17.82992046
"12871","1789","94.52","5.48","7.71","30.24","26.26",60.11943494
"12872","68","30.88","69.12","0","0","19.05",223.2147384
"12873","438","79.68","20.32","3.65","42","8.31",20.73978784
"12874","391","21.74","78.26","0.77","43.14","3.53",18.2557215
"12878","589","43.29","56.71","13.41","45.73","10.59",6.882520712
"12883","2777","75.37","24.63","4.61","32.4","23.08",34.77732043
"12884","256","71.48","28.52","10.94","37.11","28.42",513.9346963
"12885","2721","71.63","28.37","11.94","36.31","33.61",37.87666981
"12886","199","64.82","35.18","10.05","49","10.85",13.80741109
"12887","2128","82.61","17.39","10.71","32.43","26.56",25.44002921
"12901","14872","87.49","12.51","11.92","27.57","46.58",195.7762256
"12903","742","90.43","9.57","0","2.65","47.84",1284.292943
"12910","724","76.38","23.62","34.67","42.48","22.78",11.14886419
"12911","6","100","0","0","100","0",63.07662958
"12912","1155","73.33","26.67","11.52","29.31","27.74",12.78391399
"12913","743","70.12","29.88","17.9","31.41","17.08",27.39464365
"12914","447","88.37","11.63","11.63","25.83","18.99",14.01234839
"12916","1005","80.4","19.6","10.45","42.8","30.45",24.23844608
"12917","618","89.32","10.68","17.48","29.45","22.46",14.34588515
"12918","1047","84.53","15.47","12.03","27.13","10.96",26.7776438
"12919","1371","91.32","8.68","27.06","30.86","24.84",35.76454965
"12920","1518","66.53","33.47","15.88","37.78","24.36",16.35862116
"12921","1127","80.3","19.7","8.78","35.37","15.47",33.92624796
"12922","128","15.62","84.38","11.72","41.03","10",2.911238446
"12923","331","72.21","27.79","20.24","47.88","17.99",6.318510072
"12924","98","40.82","59.18","21.43","65.91","27.5",35.98633931
"12926","1121","88.58","11.42","29.53","36.36","22.36",23.12283177
"12927","610","20.98","79.02","4.59","34.24","17.19",5.515610986
"12928","1159","66.01","33.99","21.4","33.21","27.45",15.35122293
"12929","379","80.21","19.79","4.22","34.09","27.96",318.3000564
"12930","377","78.25","21.75","10.88","30.03","22.71",10.4240923
"12932","779","61.75","38.25","2.57","35.31","23.28",12.22388351
"12933","28","89.29","10.71","0","36.54","0",1023.48425
"12934","420","92.38","7.62","16.43","37.01","24.48",7.136578592
"12935","908","75.11","24.89","18.28","32.89","22.29",9.207965658
"12936","514","38.91","61.09","5.06","32.76","12",16.68301768
"12937","832","86.9","13.1","21.75","28.36","23.93",25.42339117
