ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
72348,2018,854,4.57,24.82,18.27,20.96
72350,2018,352,8.24,45.45,2.27,10.23
72351,2018,186,1.61,60.75,1.61,16.67
72353,2018,46,71.74,28.26,0,0
72354,2018,1118,6.35,29.52,14.31,12.7
72355,2018,830,24.7,16.51,13.98,14.1
72358,2018,490,4.69,38.78,20.41,6.94
72359,2018,123,10.57,31.71,14.63,17.07
72360,2018,1909,3.4,33.73,10.63,8.96
72364,2018,7619,10.92,20.59,16.52,9.98
72365,2018,746,7.64,34.45,13.67,6.97
72366,2018,984,15.04,24.8,10.87,11.79
72367,2018,24,0,45.83,0,0
72368,2018,532,4.51,50.38,8.27,5.08
72370,2018,2912,7.59,32.52,9.96,10.54
72372,2018,748,8.02,25.8,9.36,16.71
72373,2018,275,7.27,30.55,13.45,14.55
72374,2018,253,32.41,39.53,4.35,0
72376,2018,787,11.69,23.13,7.12,16.9
72377,2018,0,NA,NA,NA,NA
72379,2018,0,NA,NA,NA,NA
72383,2018,32,0,100,0,0
72384,2018,343,12.83,43.44,7.87,7.87
72386,2018,776,10.95,35.95,7.99,13.02
72389,2018,108,12.04,58.33,9.26,0
72390,2018,2721,12.02,18.45,15.14,16.06
72392,2018,227,7.93,47.58,7.49,15.86
72394,2018,187,20.32,29.95,17.65,12.83
72395,2018,476,11.76,35.71,11.34,8.82
72396,2018,5959,8.27,22.12,16.48,12.5
72401,2018,25530,9.62,24.96,18.13,10.73
72404,2018,13825,10.35,21.53,20.82,13.03
72410,2018,158,8.23,47.47,5.06,5.06
72411,2018,980,17.14,32.04,11.53,9.29
72412,2018,207,4.83,81.16,0,0
72413,2018,192,13.54,26.56,28.65,3.65
72414,2018,157,8.92,22.29,8.92,5.1
72415,2018,604,12.75,31.95,14.4,10.76
72416,2018,2670,9.29,30.26,11.95,15.51
72417,2018,2596,9.01,20.8,21.65,21.3
72419,2018,650,4.92,47.85,8.31,10.31
72421,2018,261,13.03,44.44,6.9,14.94
72422,2018,1841,7.01,29.82,16.57,17.87
72424,2018,46,26.09,47.83,0,13.04
72425,2018,188,1.6,50.53,12.77,13.3
72426,2018,75,0,45.33,13.33,8
72427,2018,53,1.89,30.19,9.43,1.89
72428,2018,29,0,51.72,6.9,17.24
72429,2018,174,13.79,45.98,5.17,2.87
72430,2018,128,0,46.88,12.5,12.5
72431,2018,170,9.41,42.35,11.18,8.24
72432,2018,2884,5.2,34.71,13.77,11.34
72433,2018,1336,7.56,30.76,9.58,14.82
72434,2018,801,4.37,19.48,22.85,4.49
72435,2018,125,1.6,52.8,19.2,4
72436,2018,344,5.81,32.85,14.53,5.52
72437,2018,1572,8.21,36.77,13.17,13.36
72438,2018,1021,7.54,45.35,8.42,12.34
72440,2018,101,21.78,23.76,1.98,9.9
72441,2018,18,0,88.89,0,0
72442,2018,1844,10.14,35.25,12.58,15.46
72443,2018,1164,4.38,38.14,15.12,11.68
72444,2018,672,14.58,33.33,21.13,3.72
72445,2018,17,5.88,64.71,23.53,0
72447,2018,874,5.38,37.41,18.65,10.41
72449,2018,85,2.35,56.47,9.41,1.18
72450,2018,16595,9.91,29.61,18.81,11.75
72453,2018,58,3.45,27.59,10.34,0
72454,2018,2328,8.42,28.05,14.73,19.37
72455,2018,4898,10.13,30.71,21.78,13.99
72456,2018,223,10.76,43.95,17.94,3.59
72457,2018,80,22.5,31.25,23.75,2.5
72458,2018,309,19.74,31.07,4.53,3.24
72459,2018,508,7.68,34.06,22.64,2.76
72460,2018,343,1.17,23.62,35.86,18.08
72461,2018,1433,7.82,35.1,14.52,16.82
72462,2018,134,11.19,44.78,11.94,11.94
72464,2018,6,66.67,0,33.33,0
72466,2018,396,11.87,44.44,6.06,15.66
72467,2018,46,32.61,0,0,39.13
72469,2018,332,17.77,27.71,9.04,22.89
72470,2018,116,23.28,28.45,6.03,32.76
72471,2018,408,8.82,37.99,18.87,5.88
72472,2018,3560,6.43,34.86,14.94,11.18
72473,2018,1058,7.37,33.65,9.83,18.71
72476,2018,2538,15.09,27.94,12.02,16.78
72478,2018,86,0,100,0,0
72479,2018,495,5.86,41.41,2.22,10.3
72482,2018,353,5.95,34.56,7.93,18.7
72501,2018,11219,14.12,28,14.4,10.87
72512,2018,669,1.35,23.92,29.15,9.87
72513,2018,1003,8.67,12.56,29.21,17.85
72515,2018,0,NA,NA,NA,NA
72517,2018,117,0,22.22,12.82,38.46
72519,2018,1167,11.31,30.59,23.74,8.57
72520,2018,69,23.19,27.54,0,23.19
72521,2018,2235,9.26,39.19,15.26,9.84
72522,2018,232,0,34.91,18.97,27.59
72523,2018,432,12.27,42.82,1.16,15.74
72524,2018,118,0,70.34,17.8,4.24
72526,2018,104,3.85,68.27,11.54,0
72527,2018,408,7.11,21.08,11.03,5.15
72528,2018,7,100,0,0,0
72529,2018,1324,7.78,23.41,15.86,12.08
72530,2018,472,8.9,35.17,8.69,11.86
72531,2018,352,0,32.1,13.64,29.83
72532,2018,334,5.69,36.23,19.46,14.67
72533,2018,141,10.64,21.99,10.64,10.64
72534,2018,531,2.64,42.18,2.82,12.81
72536,2018,108,0,31.48,29.63,0
72537,2018,312,2.88,18.27,20.19,28.53
72538,2018,22,0,0,0,45.45
72539,2018,104,0,40.38,13.46,29.81
72540,2018,107,3.74,52.34,9.35,12.15
72542,2018,1231,11.37,10.97,18.03,12.59
72543,2018,5115,6.74,25.34,15.74,15.07
72544,2018,256,13.28,37.89,8.98,9.77
72546,2018,83,0,74.7,10.84,0
72550,2018,136,0,52.94,9.56,0
72553,2018,11,27.27,0,36.36,0
72554,2018,733,6.28,21.15,13.92,13.1
72555,2018,52,0,84.62,0,15.38
72556,2018,1176,10.03,21.43,10.71,14.46
72560,2018,3110,9,28.36,11.93,12.28
72561,2018,248,13.71,21.77,9.68,18.15
72562,2018,915,13.44,37.6,13.88,11.8
72564,2018,189,2.65,43.92,7.94,8.99
72565,2018,301,22.59,22.92,20.6,7.97
72566,2018,252,0.4,42.86,25.4,10.71
72567,2018,92,8.7,29.35,7.61,16.3
72568,2018,429,15.62,25.41,23.78,8.16
72569,2018,40,0,0,55,0
72571,2018,188,7.98,84.57,0,0
72572,2018,66,0,27.27,40.91,0
72573,2018,109,0,12.84,30.28,30.28
72576,2018,1587,11.97,27.16,22.05,9.64
72577,2018,371,16.44,21.83,13.48,14.56
72578,2018,49,0,30.61,20.41,18.37
72579,2018,602,17.94,30.4,8.8,14.78
72581,2018,441,15.87,31.97,7.94,14.06
72583,2018,763,13.11,27,17.82,14.81
72584,2018,97,48.45,27.84,23.71,0
72585,2018,274,18.25,0,10.58,0
72587,2018,43,0,0,37.21,62.79
72601,2018,13427,9.51,20.62,11.98,11.88
72611,2018,635,2.2,43.15,9.45,17.64
72616,2018,5247,11.64,41.53,5.79,7.79
72617,2018,41,0,19.51,39.02,4.88
72619,2018,599,4.01,27.55,18.53,14.19
72623,2018,296,0,35.81,14.53,2.7
72624,2018,158,8.86,15.19,0,18.99
72626,2018,474,11.6,29.54,12.24,26.58
72628,2018,299,31.1,40.13,4.68,4.35
72629,2018,109,6.42,44.04,22.02,17.43
72630,2018,61,0,13.11,19.67,29.51
72631,2018,1287,8.55,12.04,2.1,23
72632,2018,1739,5.92,20.24,7.42,19.09
72633,2018,648,13.43,11.88,19.14,17.28
72634,2018,1665,9.61,38.38,12.91,10.33
72635,2018,1644,10.52,36.92,11.25,9.98
72636,2018,0,NA,NA,NA,NA
72638,2018,3108,6.08,46.94,10.01,9.94
72639,2018,229,0,49.34,5.24,3.93
72640,2018,87,52.87,26.44,0,0
72641,2018,1289,15.36,28.86,8.15,13.03
72642,2018,808,0.99,24.88,35.15,6.68
72644,2018,1007,10.33,22.64,5.26,6.16
72645,2018,700,7.43,39.57,14.57,6.29
72648,2018,271,18.08,50.18,0,10.33
72650,2018,1684,11.76,26.78,15.56,16.69
72651,2018,440,3.64,31.59,43.18,3.86
72653,2018,11104,6.74,22.84,21.08,14.59
72655,2018,93,0,8.6,29.03,13.98
72658,2018,503,12.33,18.89,23.66,21.87
72660,2018,174,23.56,41.38,4.02,11.49
72661,2018,153,0,38.56,21.57,0
72662,2018,1190,7.23,27.9,10.76,12.69
72663,2018,110,0,60,10.91,10
72666,2018,48,52.08,0,0,0
72668,2018,46,23.91,50,0,0
72669,2018,19,0,47.37,0,31.58
72670,2018,52,0,0,0,0
72672,2018,99,5.05,24.24,11.11,15.15
72675,2018,480,10.42,45.62,17.71,6.46
72677,2018,102,0,30.39,5.88,32.35
72679,2018,24,0,62.5,0,0
72680,2018,463,6.05,33.91,28.29,7.13
72682,2018,128,14.84,32.81,0,36.72
72683,2018,142,30.28,28.17,0,9.86
72685,2018,434,7.6,30.88,13.13,3.46
72686,2018,38,0,31.58,0,0
72687,2018,2079,6.45,25.01,13.18,16.69
72701,2018,19284,20.03,16.88,10,12.5
72703,2018,16987,17.8,12.72,13,12.24
72704,2018,14697,14.01,16.78,13.79,11.56
72712,2018,26957,6.13,13.26,9.7,31.83
72714,2018,6502,8.09,19.22,11.24,23.1
72715,2018,6079,6.61,9.38,13.01,26.75
72717,2018,286,10.84,42.66,20.63,0
72718,2018,1533,7.5,20.42,11.02,22.24
72719,2018,6184,8.46,20.13,8.44,29.62
72721,2018,182,13.74,40.11,17.03,8.24
72722,2018,1384,10.04,40.9,4.7,20.3
72727,2018,2576,8.54,32.53,16.27,8.54
72729,2018,48,16.67,62.5,0,0
72730,2018,4405,14.91,18.64,16.75,8.79
72732,2018,2068,8.37,34.82,6.58,12.48
72734,2018,3968,8.42,42.46,10.21,10.94
72736,2018,3251,7.75,29.74,10.8,16.76
72738,2018,955,8.69,42.83,6.39,13.72
72739,2018,313,26.2,15.02,10.22,10.22
72740,2018,3867,10.55,36,12.62,15.62
72742,2018,247,4.86,27.13,27.94,6.88
72744,2018,2259,3.14,28.91,12.48,18.77
72745,2018,7072,6.07,27.8,10.32,18.27
72747,2018,104,8.65,47.12,11.54,14.42
72749,2018,28,96.43,0,3.57,0
72751,2018,3281,9.97,24.17,9.33,25.78
72752,2018,127,21.26,52.76,8.66,0
72753,2018,4233,11.32,20.88,16.16,16.49
72756,2018,20263,6.29,27.4,8.76,21.16
72758,2018,21092,6.68,23.72,11.49,21.45
72760,2018,130,47.69,10,0,8.46
72761,2018,10168,13.43,30.38,11.41,9.05
72762,2018,19699,8.27,28.37,11.32,12.89
72764,2018,25941,6.92,37.21,10.48,11.53
72768,2018,440,8.64,26.59,6.36,12.05
72769,2018,642,6.23,44.08,11.53,16.36
72773,2018,515,22.72,30.87,18.64,5.63
72774,2018,2768,16.73,15.93,15.39,10.84
72776,2018,265,2.64,36.6,12.45,5.66
72801,2018,8436,13.11,22.66,12.65,11.55
72802,2018,9599,11.56,25.85,14.24,12.49
72821,2018,794,5.67,48.24,23.68,5.67
72823,2018,2489,8.84,30.53,16.79,12.54
72824,2018,763,6.29,41.42,18.61,6.68
72826,2018,10,20,50,0,10
72827,2018,80,10,78.75,0,0
72828,2018,30,0,0,0,70
72830,2018,6498,10.99,36.43,8.17,17.13
72832,2018,405,9.14,37.78,7.65,10.37
72833,2018,1788,5.65,40.04,12.02,14.15
72834,2018,4695,6.45,34.85,11.84,17.23
72835,2018,129,10.08,14.73,20.16,24.03
72837,2018,3097,14.21,31.64,11.24,11.2
72838,2018,20,0,55,0,0
72839,2018,45,0,42.22,0,0
72840,2018,812,8,48.4,0.86,12.07
72841,2018,21,0,76.19,0,23.81
72842,2018,483,3.93,37.06,11.8,6
72843,2018,911,8.78,55.65,9.33,8.23
72845,2018,401,11.72,35.91,10.72,17.96
72846,2018,1684,10.45,35.45,10.57,14.01
72847,2018,920,12.07,41.52,13.26,8.26
72851,2018,256,9.77,22.27,15.23,0
72852,2018,0,NA,NA,NA,NA
72853,2018,640,11.25,42.03,10.94,8.28
72854,2018,267,5.62,38.58,10.49,0
72855,2018,2299,7.74,36.67,12.18,15.01
72856,2018,126,14.29,35.71,17.46,4.76
72857,2018,434,10.37,39.17,6.45,24.19
72858,2018,1859,12.75,22.92,22.05,6.99
72860,2018,285,0,73.33,7.72,12.63
72863,2018,749,18.16,36.85,8.41,16.15
72865,2018,668,9.28,47.9,12.43,10.93
72901,2018,9082,4.65,23.29,14.34,13.98
72903,2018,12236,7.14,23.25,17.08,15.64
72904,2018,8650,3.78,42.64,8.54,10.38
72908,2018,6551,5.5,23,20.61,14.26
72916,2018,4066,12.49,17.31,16.23,7.77
72921,2018,6327,7.32,31.82,17.69,10.83
72923,2018,2298,6.31,20.8,13.79,17.23
72926,2018,162,17.9,35.8,11.11,17.9
72927,2018,3319,5.94,32.42,20.79,9.31
72928,2018,344,29.07,24.13,6.69,11.92
72930,2018,98,16.33,48.98,0,0
72932,2018,686,11.81,35.13,20.7,13.41
72933,2018,2582,14.29,33.08,13.28,14.48
72934,2018,322,1.24,40.99,0.62,2.17
72935,2018,130,5.38,30,20,18.46
72936,2018,7103,10.87,25,16.63,8.12
72937,2018,1297,7.48,34.62,15.73,8.71
72938,2018,447,10.51,38.7,10.07,4.92
72940,2018,1463,12.78,24.95,18.11,9.57
72941,2018,2328,7.22,28.82,19.59,13.02
72943,2018,976,7.79,39.86,16.6,9.32
72944,2018,1321,7.49,25.97,18.85,13.55
72945,2018,64,17.19,35.94,1.56,4.69
72946,2018,1444,10.39,34,6.51,12.53
72947,2018,1441,9.23,34,9.51,16.17
72948,2018,48,0,29.17,0,29.17
72949,2018,3295,9.62,31.47,11.71,13.23
72950,2018,154,0,60.39,28.57,5.84
72951,2018,373,2.95,42.09,10.99,6.97
72952,2018,1060,8.02,23.58,1.51,24.72
72955,2018,73,56.16,0,0,0
72956,2018,14876,7.48,27.96,16.75,12.49
72958,2018,2614,6.5,44.03,17.75,8.76
72959,2018,1249,15.29,22.26,4.64,12.65
73002,2018,377,7.96,25.46,10.34,12.2
73003,2018,11862,10.77,13.45,12.72,10.29
73004,2018,473,11.42,28.75,10.36,9.94
73005,2018,3513,12.15,20.75,9.65,12.33
73006,2018,1293,8.35,25.91,12.61,6.57
73007,2018,1278,3.99,29.97,11.19,4.93
73008,2018,9537,10.22,20.09,10.94,12.17
73009,2018,551,8.35,31.94,11.43,11.25
73010,2018,9329,8.96,24.63,11.77,12.62
73011,2018,157,6.37,40.76,7.64,3.82
73012,2018,18669,9.41,15.95,16.55,11.68
73013,2018,26338,10.32,15.53,17.23,10.19
73014,2018,933,6.65,32.37,14.58,11.58
73015,2018,1157,11.93,31.89,10.8,12.62
73016,2018,760,14.34,30.92,8.55,15.26
73017,2018,578,5.54,44.29,9.34,6.06
73018,2018,8616,9.51,25.59,14.74,10.83
73019,2018,0,NA,NA,NA,NA
73020,2018,10905,8.93,18.62,11.43,10.68
73021,2018,85,25.88,44.71,9.41,7.06
73024,2018,281,10.68,26.33,19.22,10.32
73025,2018,6630,8.25,18.24,11.12,11.4
73026,2018,4988,9.5,24.04,14.7,8.94
73027,2018,522,17.82,21.46,10.15,18.58
73028,2018,1633,13.1,29.58,13.9,11.02
73029,2018,670,7.91,39.85,9.1,10.9
73030,2018,1803,4.55,30.45,11.54,12.26
73032,2018,117,1.71,39.32,12.82,7.69
73033,2018,172,1.16,41.86,7.56,16.86
73034,2018,22127,10.61,18.62,13.09,11.21
73036,2018,9360,6.63,23.26,11.84,11.65
73038,2018,719,17.8,31.15,9.04,8.34
73040,2018,756,13.49,26.85,13.62,6.61
73041,2018,180,20,26.67,8.33,7.22
73042,2018,462,7.79,32.47,9.96,6.93
73043,2018,50,16,24,14,20
73044,2018,10486,7.84,23.58,13.63,11.78
73045,2018,4579,8.45,19.61,10.53,9.74
73047,2018,1850,5.89,34.76,7.08,13.3
73048,2018,1138,8.61,39.46,7.47,11.86
73049,2018,2666,10.99,21.34,12.34,8.74
73050,2018,415,26.51,2.89,4.34,25.54
73051,2018,3209,8.94,22.25,11.62,17.08
73052,2018,2767,9.32,37.19,12.29,13.59
73053,2018,305,8.85,37.7,12.79,8.2
73054,2018,1916,8.35,25.31,12.42,11.12
73055,2018,4153,10.28,28.37,14.38,11.12
73056,2018,165,3.64,23.64,17.58,15.15
73057,2018,867,9.92,34.14,14.53,12.34
73058,2018,74,20.27,24.32,0,4.05
73059,2018,1300,11.38,30.77,10.85,12.69
73061,2018,741,15.38,31.44,9.45,8.37
73062,2018,557,9.69,37.52,16.88,3.59
73063,2018,254,15.75,23.62,8.27,22.44
73064,2018,11650,7.1,22.37,11.11,13.48
73065,2018,4384,9.83,25.11,12.02,11.93
73066,2018,132,0,29.55,10.61,7.58
73067,2018,1066,7.04,29.55,12.29,15.85
73068,2018,5800,17.64,17.78,14.97,7.52
73069,2018,12953,16.71,13.42,11.58,10.33
73071,2018,23218,15.16,12.75,14.38,12.79
73072,2018,22558,19.33,14.17,12.49,10.02
73073,2018,205,8.29,34.63,11.22,6.83
73074,2018,444,7.66,31.53,16.44,14.41
73075,2018,3759,6.97,32.54,11.07,17.11
73077,2018,3106,10.27,37.77,10.82,7.5
73078,2018,5956,8.18,16.74,13,12.49
73079,2018,227,5.73,42.29,11.01,7.05
73080,2018,3923,6.5,25.39,16.49,15.73
73082,2018,1150,5.74,33.57,16.35,14.7
73084,2018,2726,7.23,14.64,19.59,14.09
73086,2018,3824,12.13,25.26,11.82,9.31
73089,2018,6259,7.43,22.66,12.64,8.93
73090,2018,485,10.52,22.27,6.39,19.18
73092,2018,383,9.14,25.85,11.49,17.49
73093,2018,1473,13.31,24.92,9.37,8.96
73095,2018,876,6.62,27.51,14.04,13.93
73096,2018,7164,10.83,18.36,10.58,15.17
73097,2018,135,0,12.59,0,0
73098,2018,1709,10.77,29.84,9.25,11.12
73099,2018,35503,8.01,20.76,12.6,13.22
73102,2018,1216,3.78,14.23,19.24,5.43
73103,2018,3233,7.86,13.45,11.48,6.99
73104,2018,1305,6.44,22.07,22.22,4.98
73105,2018,2561,10.97,8.75,18.2,11.52
73106,2018,6512,11.84,19.82,8.86,11.86
73107,2018,13535,6.69,19.59,10.71,11.21
73108,2018,5327,2.89,34.77,7.85,12.31
73109,2018,8961,3.26,38.59,7.62,13.99
73110,2018,15261,7.08,15.41,16.13,13.66
73111,2018,3707,11.36,14.97,16.59,12.11
73112,2018,17592,6.42,16.31,15.71,11.1
73114,2018,8110,6.82,14.91,20.1,12.03
73115,2018,9423,7.66,16.85,14.96,12.38
73116,2018,5335,10.42,17.62,12.78,7.95
73117,2018,1920,8.07,11.88,24.38,6.15
73118,2018,8499,7.95,19.53,14.78,8.28
73119,2018,12313,2.21,36.13,7.19,13.36
73120,2018,19939,7.29,14.41,13.56,10.29
73121,2018,1615,4.83,13.81,17.96,11.08
73122,2018,6117,7.98,21.48,13.99,14.27
73127,2018,11410,4.8,23.79,9.97,15.3
73128,2018,2471,2.35,19.55,12.26,11.17
73129,2018,7561,3.81,37.65,9.58,11.36
73130,2018,9289,7.36,16.48,13.79,13.54
73131,2018,1980,15.71,16.11,21.01,6.82
73132,2018,14455,7.48,13.08,17.57,15.03
73134,2018,3463,9.64,13.75,13.63,17.99
73135,2018,10467,5.87,17.47,13.45,11.89
73139,2018,8709,4.47,22.22,9.44,16.09
73141,2018,1101,1.73,17.53,8.27,11.63
73142,2018,7926,7.34,8.43,23.95,9.94
73145,2018,389,12.34,3.34,19.28,19.28
73149,2018,2237,5.19,30.35,11.44,14.75
73150,2018,2171,4.51,15.11,14,16.9
73151,2018,978,7.87,17.59,14.31,5.42
73159,2018,15198,6.12,22.43,10.65,16.09
73160,2018,31695,7.93,18.4,13.59,12.66
73162,2018,15927,6.42,14.55,17.72,13.25
73165,2018,3198,8.41,19.54,8.72,15.32
73169,2018,1093,7.04,29.09,9.7,18.85
73170,2018,19724,10.62,14.47,13.94,12.89
73173,2018,1583,10.04,20.78,10.93,8.4
73179,2018,2718,8.35,18.98,17.88,10.96
73401,2018,15666,7.01,25.28,15.27,12.7
73425,2018,10,0,40,0,0
73430,2018,501,16.97,28.54,13.57,6.39
73432,2018,407,17.69,36.12,8.85,9.83
73433,2018,1154,7.28,39.08,5.29,15.86
73434,2018,240,15,27.08,4.17,11.25
73437,2018,53,0,37.74,11.32,13.21
73438,2018,1427,7.43,30.2,10.3,15
73439,2018,2877,7.72,26.76,11.47,16.55
73440,2018,90,0,65.56,22.22,0
73441,2018,30,10,30,6.67,26.67
73442,2018,172,6.98,47.09,1.74,13.95
73443,2018,1683,5.76,29.83,11.23,8.62
73444,2018,60,0,15,0,46.67
73446,2018,3567,7.96,36.11,8.72,9.98
73447,2018,467,8.14,42.18,9.64,8.14
73448,2018,2663,7.36,26.25,10.06,12.09
73449,2018,1224,10.13,20.42,12.17,8.74
73450,2018,494,10.93,29.96,11.54,9.51
73453,2018,249,1.61,45.78,19.28,13.65
73455,2018,246,13.41,36.99,15.85,6.5
73456,2018,792,11.49,36.74,11.62,4.29
73458,2018,387,8.01,37.98,11.63,10.85
73459,2018,388,1.29,29.9,4.64,9.54
73460,2018,1686,12.04,28.71,17.38,14.18
73461,2018,308,19.16,29.22,12.34,6.17
73463,2018,1504,9.38,33.71,11.3,11.9
73481,2018,379,1.32,43.27,6.33,15.57
73487,2018,47,8.51,31.91,10.64,29.79
73491,2018,269,8.18,40.52,9.67,12.64
73501,2018,6751,6.71,17.14,12.8,11.58
73503,2018,1437,11.69,5.08,19.83,16.35
73505,2018,21929,10.78,15.34,14.05,13.48
73507,2018,9761,10.49,16.48,15.1,12.81
73520,2018,72,5.56,36.11,2.78,29.17
73521,2018,8581,11.92,19.93,12.11,14.8
73526,2018,1121,4.73,26.76,13.02,14.18
73527,2018,2500,12.48,24.16,15.32,8.04
73528,2018,225,13.33,37.78,9.78,7.56
73529,2018,2206,5.98,29.47,18.27,11.2
73530,2018,159,14.47,39.62,10.69,13.21
73531,2018,218,17.43,29.82,7.34,1.38
73532,2018,199,12.56,33.17,12.06,5.03
73533,2018,11646,6.9,27.61,14.8,14.29
73537,2018,226,7.08,29.2,10.18,6.64
73538,2018,2447,11.12,15.9,14.96,12.01
73539,2018,66,13.64,25.76,4.55,21.21
73540,2018,460,3.48,7.61,5,3.91
73541,2018,1280,11.8,28.52,12.73,7.97
73542,2018,1886,6.31,42.26,11.93,8.75
73543,2018,723,10.51,33.47,10.65,12.45
73544,2018,110,16.36,27.27,14.55,1.82
73546,2018,424,7.78,45.75,8.02,10.38
73547,2018,588,9.18,31.46,10.03,15.99
73548,2018,103,0,41.75,18.45,3.88
73549,2018,94,9.57,26.6,12.77,8.51
73550,2018,1060,9.43,36.6,16.23,10.75
73551,2018,15,0,26.67,0,0
73552,2018,620,10.81,29.03,8.87,5.97
73553,2018,51,31.37,21.57,7.84,7.84
73554,2018,1257,4.77,19.09,15.19,8.27
73555,2018,37,0,43.24,10.81,5.41
73556,2018,39,2.56,30.77,5.13,12.82
73557,2018,209,3.35,23.92,35.89,2.87
73559,2018,255,3.14,25.88,14.12,8.63
73560,2018,297,6.06,34.01,9.09,8.75
73562,2018,279,15.05,27.24,10.39,7.89
73564,2018,256,16.02,23.44,15.23,14.45
73565,2018,340,10.59,33.24,9.12,11.47
73566,2018,755,11.92,32.58,10.99,12.45
73567,2018,229,8.73,37.99,13.97,9.17
73568,2018,359,2.23,39.83,20.06,7.8
73569,2018,226,2.65,39.38,9.29,10.62
73570,2018,502,16.33,29.48,21.12,6.77
73571,2018,42,0,23.81,19.05,47.62
73572,2018,1442,12.83,22.47,10.54,10.61
73573,2018,867,11.07,31.49,10.84,12
73601,2018,4333,5.61,31.64,10.34,13.09
73620,2018,575,8.87,42.26,11.65,5.22
73622,2018,131,1.53,61.07,7.63,9.92
73624,2018,917,8.83,35.99,14.61,4.69
73625,2018,337,9.5,52.52,2.97,4.15
73626,2018,422,7.11,38.39,7.82,12.09
73627,2018,194,3.09,56.7,1.55,9.79
73628,2018,729,10.29,30.59,6.58,17.01
73632,2018,1531,9.14,30.11,13,11.76
73638,2018,102,0,62.75,10.78,17.65
73639,2018,207,8.7,47.34,8.21,8.7
73641,2018,242,9.09,41.74,10.74,14.05
73642,2018,66,7.58,42.42,0,4.55
73644,2018,6372,7.23,31.94,8.29,11.74
73645,2018,524,4.2,42.37,12.79,9.73
73646,2018,137,0,54.01,0,8.03
73647,2018,285,3.51,34.39,25.26,14.04
73650,2018,429,4.43,34.73,4.9,10.26
73651,2018,1797,5.56,25.6,23.04,16.19
73654,2018,393,15.78,35.88,5.09,21.12
73655,2018,330,9.7,25.45,11.21,8.48
73658,2018,135,20.74,47.41,0,1.48
73659,2018,98,5.1,31.63,0,29.59
73660,2018,150,16.67,42,2.67,13.33
73661,2018,228,13.16,34.65,1.75,11.4
73662,2018,2117,13.08,27.21,18.8,13.51
73663,2018,578,9.17,22.49,17.82,19.38
73664,2018,537,16.01,24.77,7.45,12.85
73666,2018,82,9.76,52.44,2.44,6.1
73667,2018,253,14.62,37.15,0,11.46
73669,2018,933,10.08,37.08,13.93,7.5
73673,2018,109,6.42,33.94,5.5,0.92
73701,2018,10488,5.02,32.06,14.11,13.82
73703,2018,13930,8.67,19.78,15.94,12.72
73705,2018,7,0,0,100,0
73716,2018,178,8.43,49.44,19.66,5.62
73717,2018,3532,12.4,27.1,9.8,11.49
73718,2018,316,11.39,37.66,9.49,6.33
73719,2018,41,14.63,29.27,9.76,2.44
73720,2018,87,25.29,27.59,12.64,6.9
73722,2018,176,12.5,36.93,0.57,5.11
73724,2018,467,5.14,28.48,16.49,8.14
73726,2018,241,7.88,32.78,4.98,4.56
73727,2018,103,13.59,14.56,3.88,3.88
73728,2018,951,5.78,37.22,7.99,9.88
73729,2018,243,7,49.38,7.41,3.29
73730,2018,341,5.28,41.64,16.13,4.99
73731,2018,36,8.33,38.89,5.56,19.44
73733,2018,173,4.62,31.21,33.53,7.51
73734,2018,419,8.35,36.28,20.05,5.49
73735,2018,315,8.25,24.13,7.3,13.33
73736,2018,210,3.81,26.67,7.62,4.29
73737,2018,1451,5.31,36.25,8.82,13.23
73738,2018,442,6.56,33.94,19.68,7.47
73739,2018,150,18.67,24.67,4,4
73741,2018,298,4.36,38.26,6.04,9.4
73742,2018,2136,7.21,47.75,9.41,6.79
73743,2018,47,2.13,19.15,2.13,6.38
73744,2018,78,5.13,48.72,7.69,10.26
73746,2018,9,0,33.33,0,66.67
73747,2018,198,5.05,34.34,28.28,5.05
73749,2018,217,0.46,39.63,12.9,11.06
73750,2018,3283,7.13,29.49,12,10.14
73753,2018,190,9.47,48.42,3.68,4.21
73754,2018,503,10.93,24.85,14.51,10.34
73755,2018,327,2.14,32.72,8.26,3.98
73756,2018,173,7.51,34.68,15.61,0
73757,2018,70,17.14,65.71,0,0
73758,2018,32,0,53.12,0,0
73759,2018,734,8.31,33.11,10.08,11.31
73760,2018,146,9.59,36.99,8.9,15.07
73761,2018,173,5.2,25.43,10.98,22.54
73762,2018,1039,11.84,37.44,8.66,7.51
73763,2018,728,13.87,30.22,22.25,9.07
73764,2018,41,24.39,24.39,9.76,4.88
73766,2018,587,9.2,43.95,13.29,8.01
73768,2018,774,8.79,49.35,6.33,6.46
73771,2018,159,4.4,59.75,13.84,2.52
73772,2018,1213,10.72,35.37,9.65,13.36
73773,2018,942,5.94,28.13,13.48,10.83
73801,2018,7193,5.35,34.64,8.27,14.92
73832,2018,489,12.68,33.74,4.91,7.77
73834,2018,578,5.19,44.98,6.23,3.98
73835,2018,114,14.04,34.21,17.54,6.14
73838,2018,189,6.35,30.69,15.87,23.28
73840,2018,358,6.7,33.24,2.79,13.13
73841,2018,195,8.72,20.51,12.31,20
73842,2018,252,8.33,34.13,11.9,6.35
73843,2018,380,2.37,40.26,13.16,11.32
73844,2018,115,10.43,54.78,6.09,2.61
73848,2018,1218,11.08,30.95,9.69,7.72
