"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP","DisbP"
"2513",19077,11353,6350,626,1523,761,475,4052,843,743,618,620,2328,10.89,54.62,20.51,98.61,0.12,1.06,0.05,0.14,0.04,12200,14.58,28
"2514",19101,16181,10004,877,2268,1213,819,5983,1876,1546,817,583,2231,12.56,56.41,13.79,96.02,0.64,1.84,0.17,1.7,0.04,23800,11.92,24
"2515",19059,16424,9436,878,2033,1020,756,5708,1359,1211,981,865,3389,10.81,52.48,20.63,98.9,0.18,0.66,0.21,0.18,0.01,8700,10.8,27
"2516",19067,16900,9405,1045,2413,1200,766,6097,1221,1100,930,845,3249,11.63,56.54,19.22,98.11,0.23,1.31,0.09,0.43,0.09,19200,14.1,31
"2517",19007,13721,7728,763,1897,945,718,5102,902,885,748,686,2738,12.12,56.57,19.95,98.16,0.42,0.98,0.17,0.26,0.01,13500,18.55,39
"2518",33001,56325,34510,3003,7849,3721,2539,22083,4685,4299,3362,2548,8496,11.11,58.47,15.08,97.61,0.29,0.74,0.3,0.55,0.02,70000,14.32,32
"2519",33015,277359,175943,18100,43399,17610,11403,120000,23179,20166,14192,10236,28087,10.46,65.44,10.13,96.8,0.58,1.19,0.18,1.11,0.04,368300,9.51,24
"2520",19051,8541,4738,604,1290,643,411,3203,604,500,434,420,1486,12.34,59.68,17.4,98.35,0.18,0.71,0.21,0.2,0.05,9100,21.1,30
"2521",19039,9133,5171,583,1365,688,458,3570,654,566,434,401,1560,12.55,60.42,17.08,96.64,0.11,4.04,0.33,0.35,0.03,23500,15.57,34
"2522",19013,128012,80568,7827,16419,11096,14357,57756,9428,7952,5778,4953,17899,19.88,64.06,13.98,88.42,7.95,1.84,0.18,0.98,0.04,315700,13.55,32
"2523",33013,136225,85362,8112,19995,9670,7220,58563,11243,9557,6847,4985,16923,12.4,63.62,12.42,97.08,0.54,1,0.23,0.86,0.02,175900,11.84,29
"2524",19163,158668,97976,10989,23685,11698,10363,68776,12227,10527,7786,6001,18677,13.9,65.2,11.77,88.54,6.11,4.06,0.32,1.58,0.02,549600,13.68,28
"2525",19149,24849,13847,1641,3962,2101,1135,9805,1925,1449,1171,932,3964,13.02,62.01,15.95,98.16,0.29,1.32,0.14,0.27,0.06,28200,12.64,23
"2526",19131,10874,5643,662,1704,785,393,3807,715,580,541,519,2346,10.83,56.77,21.57,99.27,0.17,0.58,0.07,0.17,0.02,3300,15.56,26
"2527",19049,40750,24732,3372,6216,2816,1902,17811,2970,2588,1778,1484,4531,11.58,67.24,11.12,94.75,0.74,5.4,0.15,0.69,0.04,149700,10.46,21
"2528",19147,10147,5544,550,1355,914,587,3859,690,560,465,505,2163,14.79,56.8,21.32,98.62,0.09,0.76,0.19,0.31,0.04,8100,16.33,26
"2529",19071,8010,4411,445,1187,557,304,2807,622,544,433,383,1589,10.75,55.42,19.84,98.01,0.04,2.17,0.24,0.24,0,11800,14.95,35
"2530",19159,5469,2842,320,698,430,243,1846,365,323,307,298,1312,12.31,52.37,23.99,99.07,0.11,0.24,0.22,0.16,0,2400,17.19,34
"2531",19023,15305,8494,847,2138,1098,631,5541,1148,1053,816,685,3077,11.3,55.71,20.1,98.95,0.08,0.58,0.05,0.2,0.02,10800,17.85,28
"2532",19137,11771,6445,713,1677,820,494,4317,845,785,568,481,2385,11.16,56.98,20.26,98.2,0.08,1.3,0.35,0.25,0.01,13300,18.17,39
"2533",19181,40671,24871,2778,6246,3317,2587,17378,3099,2676,2064,1615,4815,14.52,64.92,11.84,98.08,0.27,1.08,0.17,0.38,0.04,44700,9.97,23
"2534",19053,8689,5152,481,1134,886,914,3675,571,469,427,397,1535,20.72,60.88,17.67,96.46,0.98,1.7,0.24,0.63,0.12,14700,18.29,33
"2535",19187,40235,23398,2536,5499,3277,2998,16519,2851,2364,1845,1631,6990,15.6,61.03,17.37,93.39,3.39,2.35,0.3,0.66,0.02,91100,15.76,30
"2536",19025,11115,6093,570,1450,801,454,4008,889,615,569,556,2458,11.29,54.23,22.11,98.06,0.69,0.9,0.2,0.18,0.01,9700,14.59,34
"2537",19123,22335,12943,1482,3210,1717,1443,9140,1641,1292,1018,902,3650,14.15,61.93,16.34,97.2,0.64,0.85,0.19,0.86,0.03,24800,17.38,31
"2538",19015,26224,15414,1580,3707,1936,1492,10525,2058,1669,1278,1112,4295,13.07,60.3,16.38,98.53,0.36,0.83,0.2,0.22,0,18100,11,30
"2539",19113,191701,119814,13425,27165,13891,13327,85221,13955,12147,8939,7384,23465,14.2,65.63,12.24,93.9,2.57,1.42,0.22,1.37,0.05,373100,9.42,26
"2540",19099,37213,22077,2313,5214,2442,1961,15031,2718,2409,1880,1685,5963,11.83,60.62,16.02,97.58,0.83,1.01,0.22,0.44,0.05,34800,13.19,25
"2541",19145,16976,9664,946,2148,1254,936,6649,1260,1030,847,732,3364,12.9,57.39,19.82,96.11,1.66,1.56,0.49,0.48,0.01,21500,14.54,36
"2542",19093,7837,4133,433,1146,586,311,2774,583,474,373,348,1706,11.45,55.54,21.77,99.02,0.1,0.47,0.06,0.24,0,4500,15.03,33
"2543",19047,16942,9543,1079,2474,1421,893,6673,1148,1039,902,723,2904,13.66,60.36,17.14,93.1,0.76,8.75,0.28,0.49,0.01,91000,21.47,30
"2544",19003,4482,2449,247,625,283,202,1565,288,305,245,247,960,10.82,54.37,21.42,98.91,0.07,0.58,0.45,0.18,0,1800,15.46,35
"2545",19031,18187,10626,1102,2589,1366,811,7212,1413,1186,943,790,2952,11.97,59.95,16.23,98.47,0.19,0.94,0.19,0.3,0.03,15500,12.26,27
"2546",33009,81743,52880,4215,10372,7181,7175,36422,6434,5677,4300,3350,10973,17.56,62.4,13.42,95.76,0.53,1.12,0.31,1.73,0.03,136300,12.33,28
"2547",19027,21421,11647,1287,3317,1723,1034,8309,1532,1130,976,865,4005,12.87,60.28,18.7,98.87,0.18,0.54,0.1,0.34,0,11000,16.34,24
"2548",19009,6830,3455,396,1032,459,223,2234,455,387,372,350,1604,9.99,53.62,23.48,99.17,0.15,0.48,0.09,0.19,0,2800,17.47,27
"2549",19055,18404,10310,1174,3085,1536,821,7429,1261,994,866,835,2760,12.81,63.51,15,99.28,0.07,0.66,0.1,0.14,0.01,7600,14.89,24
"2550",19083,18812,10280,1076,2469,1737,946,7161,1320,1106,938,856,3886,14.26,56.91,20.66,97.14,0.62,2.42,0.13,0.32,0.05,33800,14.32,32
"2551",19167,31589,18269,2092,4826,3492,2973,13889,2074,1536,1267,1152,4753,20.47,65.87,15.05,97.33,0.2,2.56,0.13,0.59,0.01,55300,19.64,19
"2552",33003,43666,25995,2096,5931,2721,1454,15749,3608,3420,2748,2325,7789,9.56,54.45,17.84,98.22,0.17,0.48,0.28,0.38,0.01,41400,11.8,35
"2553",33019,40458,24420,2258,5684,2563,1749,15660,3300,2994,2305,1873,6384,10.66,58.34,15.78,97.99,0.24,0.55,0.29,0.37,0.02,44800,16.96,34
"2554",19001,8243,4454,446,1124,602,364,2981,588,476,391,416,1821,11.72,55.21,22.09,98.91,0.07,0.7,0.07,0.23,0,5900,12.2,30
"2555",19175,12309,7145,725,1599,969,650,4737,860,880,642,569,2297,13.15,57.36,18.66,98.44,0.23,1.02,0.17,0.25,0,11200,12.68,31
"2556",19129,14547,8819,923,2257,1100,629,5822,1182,1117,770,640,1836,11.89,61.88,12.62,97.97,0.28,1.23,0.27,0.29,0.01,17400,16.81,32
"2557",19185,6730,3523,338,941,469,258,2299,443,373,398,337,1601,10.8,53.16,23.79,98.78,0.06,0.71,0.12,0.15,0.06,6000,16.05,40
"2558",19133,10020,5295,531,1336,671,414,3421,715,553,567,499,2398,10.83,52.77,23.93,98.34,0.08,0.7,0.76,0.12,0.04,7000,18.31,35
"2559",19085,15666,8792,942,2407,1119,703,6052,1095,907,806,691,2766,11.63,60.01,17.66,98.69,0.08,0.72,0.22,0.16,0.01,13400,14.99,28
"2560",19117,9422,5209,569,1400,678,431,3423,641,549,517,502,1821,11.77,57.23,19.33,98.44,0.13,0.87,0.11,0.3,0.01,9700,20.88,36
"2561",19063,11027,6218,603,1460,1039,682,4344,792,672,504,517,2135,15.61,58.1,19.36,97.38,0.24,4.31,0.28,0.3,0.01,19900,17.83,26
"2562",19153,374601,236549,27955,53155,25121,25448,171068,27105,23501,17076,12989,41752,13.5,67.32,11.15,88.34,4.84,4.4,0.27,2.63,0.06,1471200,11.67,28
"2563",19019,21093,12006,1450,3419,1736,1136,8421,1458,1364,980,945,3056,13.62,63.01,14.49,98.41,0.27,0.62,0.21,0.4,0,14900,15.37,28
"2564",19037,13095,7327,752,1983,1011,577,4945,943,761,708,658,2345,12.13,58.65,17.91,98.75,0.05,0.63,0.03,0.27,0.01,11800,16.55,25
"2565",19057,42351,24956,2662,5771,3124,2357,16555,3182,2990,2295,1829,7067,12.94,59,16.69,93.69,3.57,1.75,0.25,0.59,0.04,80600,14.2,32
"2566",19029,14684,8143,797,1986,1072,635,5346,1081,884,796,741,3053,11.62,55.36,20.79,98.84,0.21,0.69,0.12,0.14,0.04,10200,14.12,33
"2567",19005,14675,8244,859,2157,1043,699,5494,1047,880,810,728,2700,11.87,57.99,18.4,95.88,0.14,3.54,0.18,0.27,0.01,51900,18.56,25
"2568",19121,14019,8089,987,2134,1031,613,5483,1094,894,686,613,2128,11.73,61.37,15.18,98.57,0.09,0.75,0.27,0.18,0.02,12600,12.42,24
"2569",19033,46447,27182,2757,6232,3526,2705,18477,3573,2917,2216,2056,8219,13.42,59.13,17.7,96.26,0.8,2.78,0.17,0.7,0.02,96000,12.73,32
"2570",19065,22008,12325,1311,3109,1701,1274,8465,1537,1239,1119,1037,4191,13.52,58.55,19.04,97.71,0.53,1.5,0.13,0.4,0.03,27100,15.25,32
"2571",19017,23325,13965,1291,3205,2175,1754,9510,1663,1513,1319,1091,3733,16.84,60.05,16,98.22,0.48,0.56,0.06,0.52,0.02,16800,12.32,23
"2572",19171,18103,9905,1255,2639,1354,825,6744,1222,1064,923,866,3390,12.04,58.76,18.73,90.38,0.25,3.75,6.09,0.18,0.02,56100,15.76,28
"2573",19143,7003,3851,411,1070,514,334,2686,470,375,356,309,1326,12.11,59.5,18.93,98.04,0.11,1.78,0.26,0.2,0.01,9700,18.94,24
"2574",19087,20336,12328,1216,2862,1536,1229,8693,1440,1352,975,808,2990,13.6,62.8,14.7,94.78,1.49,1.26,0.24,1.88,0.02,32800,13.86,29
"2575",19157,18815,11236,1038,2420,1626,1593,7803,1284,1171,932,850,3317,17.11,59.85,17.63,96.74,0.55,1.2,0.23,1.07,0.05,26400,13.26,31
"2576",19081,12100,6720,737,1824,961,482,4530,930,755,590,564,2170,11.93,58.6,17.93,97.7,0.09,2.49,0.1,0.31,0.02,21800,14.21,23
"2577",19191,21310,13065,1088,2821,2259,2300,9718,1386,1151,943,858,3345,21.39,63.95,15.7,97.85,0.51,0.8,0.08,0.82,0,16000,15.94,22
"2578",19105,20221,12148,1128,2834,1378,1123,8358,1527,1248,1032,895,3199,12.37,60.93,15.82,96.68,1.79,1.05,0.32,0.22,0,20300,14.67,27
"2579",19151,8662,4579,424,1325,633,280,2942,640,537,461,452,1881,10.54,54.16,21.72,98.49,0.24,0.89,0.17,0.17,0.01,8000,13.36,29
"2580",19073,10366,5471,602,1526,779,381,3676,733,627,468,494,2240,11.19,55.99,21.61,98.16,0.14,1.66,0.15,0.24,0.01,13500,14.42,31
"2581",19115,12183,7091,880,1930,874,654,5021,831,692,589,528,1712,12.54,64.28,14.05,93.91,0.25,12.62,0.18,0.2,0.02,66500,20.34,28
"2582",19179,36051,21239,2143,4797,2646,2304,14312,2705,2252,1838,1589,6415,13.73,58.95,17.79,96.28,0.93,2.22,0.28,0.65,0.02,67000,18.5,42
"2583",19111,38052,22482,2269,5280,2638,2049,14831,2966,2653,2108,1648,6297,12.32,58.81,16.55,94.24,2.8,2.37,0.26,0.39,0.06,87500,16.41,35
"2584",19169,79981,56863,4136,8391,9090,16288,45740,4849,3894,2795,2306,7870,31.73,72.85,9.84,91.14,1.83,1.55,0.16,5.1,0.03,141200,6.47,18
"2585",19075,12369,6865,664,1829,893,512,4511,907,783,644,645,2386,11.36,56.63,19.29,98.97,0.08,0.58,0.02,0.29,0,7800,13.48,23
"2586",19155,87704,52919,5796,12914,6672,5393,37108,6499,5510,4278,3627,11972,13.76,63.64,13.65,95.98,0.77,3.3,0.37,0.48,0.02,210400,15.96,34
"2587",19089,9932,5318,596,1513,741,445,3706,663,531,489,435,1999,11.94,58.55,20.13,99.06,0.11,0.55,0.15,0.17,0,5000,20.69,31
"2588",28163,28149,16636,2095,4523,2249,1912,12367,1912,1517,1211,1024,3500,14.78,67.44,12.43,44.74,53.96,4.38,0.2,0.36,0,20900,34.98,47
"2589",28015,10769,6673,596,1523,835,715,4420,793,760,665,551,1461,14.39,60.72,13.57,62.67,36.61,0.73,0.07,0.16,0.01,5400,33.39,50
"2590",28037,8448,4858,553,1282,751,464,3423,637,477,400,392,1284,14.38,62.24,15.2,62.8,36.27,0.53,0.22,0.07,0,5400,32.53,49
"2591",28041,13299,8747,931,1742,969,1308,6542,840,759,645,499,1341,17.12,69.29,10.08,72.79,26.18,0.8,0.23,0.07,0.03,9600,32.64,42
"2592",28019,9758,5585,662,1477,853,580,3862,728,612,500,458,1459,14.69,61.5,14.95,68.03,30.68,0.81,0.31,0.13,0.01,8300,34.94,58
"2593",28035,72604,46564,5005,9796,6599,9581,36255,4183,3804,3009,2315,8237,22.29,70.32,11.35,64.34,33.55,1.26,0.19,0.74,0.02,85100,20.71,41
"2594",28151,62977,35932,5300,10985,5638,4250,26579,4369,3590,2678,2264,7212,15.7,68.06,11.45,33.97,64.57,0.84,0.09,0.53,0.02,52800,33.46,43
"2595",22049,15397,9016,996,2152,1209,965,6127,1024,976,875,760,2487,14.12,60.24,16.15,71.01,27.87,0.61,0.29,0.21,0.01,9500,26.39,48
"2596",22003,25440,16171,1631,3595,1699,1719,11910,1738,1327,1223,1014,3002,13.44,67.36,11.8,71.9,24.6,4.5,1.72,0.57,0.01,30800,36.76,39
"2597",22043,18698,11038,1390,2987,1389,1002,7646,1259,1163,1037,841,2375,12.79,64.3,12.7,85.43,11.88,1.14,0.89,0.14,0.03,31100,26.9,48
"2598",22041,21263,12074,1535,3334,1682,1306,8482,1431,1143,1053,1027,3258,14.05,62.79,15.32,67.16,31.61,0.75,0.27,0.19,0,16400,38.58,39
"2599",22005,76627,47671,6258,12891,6213,4957,36144,5421,4383,3312,2326,5892,14.58,72.16,7.69,77.39,20.28,2.46,0.27,0.34,0.02,131700,20.41,29
"2600",22039,35434,20435,2813,5861,2922,2296,15002,2235,1936,1637,1428,4522,14.73,66.82,12.76,70.42,28.57,1.04,0.23,0.14,0.01,22900,44.54,52
"2601",22115,52531,33057,4979,8234,3942,5892,26342,2731,2413,2015,1649,4168,18.72,75.3,7.93,73.7,17.06,5.92,1.46,1.58,0.3,325600,19.86,33
"2602",22071,484674,298613,33496,73902,38312,38932,219207,34562,29128,21068,16658,56653,15.94,67.39,11.69,28.05,67.25,3.06,0.2,2.26,0.02,1080800,25.31,42
"2603",22121,21601,13443,1517,3410,1811,1469,9887,1589,1261,1006,834,2097,15.18,68.58,9.71,62.78,35.49,1.45,0.2,0.19,0.02,29000,26.59,37
"2604",51770,94911,57894,6200,12183,5072,5746,39766,6874,6224,4555,3549,15560,11.4,61.27,16.39,69.38,26.74,1.48,0.2,1.15,0.02,239700,24,45
"2605",51015,65615,41619,3715,9059,4275,3039,26858,5401,4873,4048,3232,8429,11.15,60.4,12.85,95.02,3.6,0.94,0.15,0.28,0.02,62200,21.83,32
"2606",51081,11560,8131,444,1250,594,675,5745,952,803,599,445,1322,10.98,64.35,11.44,38.94,59.75,0.93,0.1,0.4,0.02,9300,37.9,36
"2607",51089,57930,36315,3208,7498,3519,3042,23385,4152,4100,3744,3151,8692,11.33,58.85,15,74.43,22.66,3.46,0.16,0.41,0.03,135600,35.12,45
"2608",51740,100565,60857,7171,14461,7337,8012,44634,6716,5653,4315,3761,13854,15.26,65.89,13.78,45.84,50.61,1.74,0.48,0.77,0.07,231700,24.85,43
"2609",51093,29728,18546,1790,4444,1925,1347,12076,2434,2118,1787,1441,3638,11.01,61.59,12.24,71.08,27.15,0.85,0.26,0.34,0.03,34800,23.78,36
"2610",51515,6299,3514,354,786,363,316,2431,408,345,259,294,1422,10.78,56.69,22.58,75.33,22.38,0.89,0.24,0.57,0.08,9300,29.08,54
"2611",51049,9017,5447,564,1318,549,460,3530,627,652,527,460,1339,11.19,60.02,14.85,60.37,37.44,1.66,0.18,0.35,0,14900,36.18,54
"2612",51097,6630,4035,355,877,410,331,2521,529,476,457,327,1088,11.18,56.61,16.41,61.22,35.67,0.87,1.42,0.27,0.02,9400,31.76,48
"2613",51061,55139,34555,3526,8675,3869,2251,22840,4469,4223,3312,2305,5789,11.1,63.55,10.5,88.39,8.79,2.02,0.26,0.59,0.03,108500,15.5,24
"2614",51036,6926,4519,388,849,466,352,2819,610,597,456,333,874,11.81,58.56,12.62,35.66,54.85,0.65,7.84,0.1,0,10700,34.32,44
"2615",51197,27599,17206,1507,3410,1729,1485,11180,2143,1933,1667,1396,4363,11.65,58.32,15.81,95.76,2.87,0.57,0.16,0.38,0.01,23000,29.8,46
"2616",51103,11567,6080,481,1278,644,363,3279,770,801,828,835,3295,8.71,43.55,28.49,69.95,28.88,0.61,0.14,0.34,0.06,8100,25.59,37
"2617",51177,90395,55761,6879,15902,6350,4603,40015,6884,5962,4184,3043,7526,12.12,69.47,8.33,82.89,12.45,2.81,0.32,1.38,0.05,268500,16.22,28
"2618",51063,13874,8588,779,1768,842,653,5326,1055,1086,908,746,2206,10.78,56.75,15.9,96.71,2,1.35,0.09,0.09,0.01,15400,29.94,44
"2619",51199,51772,31964.25,3283.05,9080.35,3880.81,2282.5,22033.24,4066.57,3739.19,2819.56,2026.85,4723.18,11.9,66.44,9.12,80,13.38,2.68,0.35,3.25,0.12,156519.79,8.32,21
"2620",51840,23585,15042,1432,2838,1783,2156,10963,1563,1446,1037,875,3431,16.7,64.59,14.55,82.06,10.47,6.47,0.24,1.59,0.03,132900,24.65,35
"2621",48295,3057,1651,191,471,240,122,1116,216,185,163,152,563,11.84,58.16,18.42,82.86,0.52,20.71,1.37,0.07,0,46400,25.45,31
"2622",48319,3738,2023,191,465,243,111,1128,249,323,262,241,879,9.47,47.73,23.52,91.6,0.13,20.95,0.62,0.05,0.03,28400,21.92,42
"2623",48213,73277,42068,4720,9962,5065,3706,27064,4851,4664,4446,4212,13358,11.97,56.97,18.23,88.5,6.61,6.92,0.54,0.3,0.03,296500,26.55,48
"2624",48195,5369,2977,365,885,447,243,2103,359,310,276,253,818,12.85,62.45,15.24,79.88,0.04,31.48,0.75,0.22,0,102600,30.12,31
"2625",48071,26031,16157,1785,4317,2188,1359,11330,2233,1758,1329,929,2350,13.63,66.97,9.03,81.88,9.77,10.79,0.48,0.67,0,187500,23.05,31
"2626",48217,32321,18377,2221,4573,2578,1737,12369,2112,2035,1826,1601,5584,13.35,59.29,17.28,84.16,7.4,13.49,0.44,0.25,0.02,250700,28.19,43
"2627",48375,113546,68445,9393,17504,8735,8738,51656,7277,5915,4622,3877,13302,15.39,69.18,11.72,68.6,9.96,28.11,0.87,2.49,0.04,2052300,28.93,39
"2628",48249,39326,22105,3229,6907,3406,2354,16200,2481,2263,1753,1623,4870,14.65,66.97,12.38,77.9,0.6,75.71,0.62,0.43,0.09,804100,35.18,43
"2629",48119,5327,3023,300,792,418,252,2028,303,336,348,279,941,12.58,58.57,17.66,87.93,8.28,3.1,0.77,0.11,0.04,15500,24.54,52
"2630",48433,1693,901,87,200,147,57,586,114,107,93,100,406,12.05,51.57,23.98,88.25,2.95,11.75,0.35,0.35,0,13700,28.98,42
"2631",48135,121123,71065,9666,20539,10819,8485,53153,8304,6760,5056,4407,13238,15.94,68.82,10.93,73.69,4.61,42.36,0.83,0.64,0.04,2450600,32.04,35
"2632",48061,330940,182196.82,31338.05,62269.36,29531.45,23478.85,141583.92,18974.21,16365.01,12308.55,11203.87,36897.04,16.02,71.07,11.15,80.29,0.48,84.34,0.44,0.48,0.03,6060788.49,44.75,40
"2633",48323,47297,25344,4708,9978,4301,2812,19726,2797,2331,1797,1466,4494,15.04,72.76,9.5,70.89,0.31,95.01,1.34,0.39,0.04,1280300,57.87,39
"2634",48085,491675,324516,42367,78834,30799,25704,243073,36452,30844,21191,13062,25852,11.49,74.09,5.26,81.39,4.79,10.27,0.47,6.92,0.05,3156300,8.19,19
"2635",48023,4093,2150,199,577,270,137,1284,267,287,261,233,985,9.94,50.33,24.07,90.96,3.35,9.33,0.59,0.51,0.12,18800,29.91,57
"2636",48365,22756,13417,1409,3222,1890,1321,8920,1770,1501,1236,1100,3598,14.11,59.55,15.81,78.78,17.67,3.51,0.36,0.24,0,67100,24.14,44
"2637",48187,89023,53628,6481,14434,7262,5134,38315,6362,5593,4268,3505,10065,13.92,66.53,11.31,77.65,5.01,33.21,0.55,0.87,0.1,1418300,21.89,32
"2638",34003,884118,546244,55363,115673,48850,41896,361374,67033,62157,48621,39077,134820,10.26,60.22,15.25,78.41,5.27,10.34,0.15,10.67,0.02,4865400,13.41,27
"2639",34009,102326,58786,5244,13644,6082,4450,36611,7357,6997,6239,5553,20681,10.29,54.24,20.21,91.57,5.06,3.3,0.18,0.65,0.04,260100,18.13,34
"2640",34037,144166,90796,9815,23876,9565,5952,60899,12467,10917,7945,5095,13152,10.76,65.61,9.12,95.73,1.04,3.34,0.11,1.21,0.02,275000,10.23,24
"2641",46103,88565,54549,6275,13175,6904,6525,39285,6724,5403,3937,3315,10451,15.16,66.32,11.8,86.7,0.85,2.64,8.09,0.88,0.06,308300,12.19,30
"2642",46137,2519,1308,271,577,273,173,1068,132,108,101,74,188,17.71,76.06,7.46,26.4,0,0.99,72.29,0.08,0,3100,28.62,44
"2643",46091,4576,2366,270,710,348,141,1534,335,276,247,231,973,10.69,54.94,21.26,92.59,0.09,0.76,6.32,0.09,0,4200,24.4,30
"2644",46095,2083,1074,188,439,163,101,777,127,122,81,75,274,12.67,67.4,13.15,44.74,0,1.68,52.42,0.1,0,5700,21.85,32
"2645",46045,4367,2231,250,699,314,125,1455,284,245,245,218,971,10.05,55.05,22.23,99.2,0.07,0.48,0.25,0.09,0.02,1700,26.42,30
"2646",46021,1782,917,93,273,133,34,604,122,87,99,110,394,9.37,54.43,22.11,99.33,0,0.22,0.34,0.06,0,500,20.78,29
"2647",46061,3139,1746,236,533,242,157,1218,216,160,168,141,467,12.71,63.3,14.88,99.52,0,0.1,0.1,0.13,0.03,800,24.92,22
"2648",46029,25897,15299,1841,3803,2216,1773,11250,1882,1422,1058,988,3653,15.4,65.24,14.11,96.74,0.14,1.06,1.41,0.28,0.02,37000,14.67,28
"2649",46023,9350,4741,800,1672,739,443,3348,557,477,470,407,1619,12.64,62.25,17.32,69.65,0.13,1.89,28.28,0.1,0.01,17300,25.33,27
"2650",46105,3363,1756,195,448,248,108,1143,248,211,182,140,796,10.59,53.11,23.67,96.64,0.15,0.74,1.64,0.24,0,4500,19.73,32
"2651",46075,1193,663,58,173,111,45,460,96,68,63,58,217,13.08,57.92,18.19,95.81,0,0.34,2.43,0,0.08,2100,13.81,25
"2652",46121,9050,4551,1089,2270,943,614,3827,475,389,267,212,521,17.2,79.4,5.76,12.57,0.09,1.52,85.6,0.14,0,14400,25.93,23
"2653",46055,2196,1236,117,291,228,81,862,179,140,100,111,396,14.07,57.83,18.03,96.4,0,0.59,2.5,0.09,0,2200,13.74,25
"2654",46069,1671,870,127,226,107,65,565,120,75,75,110,373,10.29,54.94,22.32,91.08,0.12,0.48,7.96,0,0.12,1400,19.53,30
"2655",46081,21802,13565,1057,2858,2183,1929,9648,1770,1369,1059,849,3192,18.86,62.21,14.64,95.79,0.23,1.82,2.18,0.33,0.05,31900,12.51,29
"2656",46067,8075,3949,478,1112,590,279,2652,534,442,369,370,2118,10.76,52.53,26.23,98.82,0.09,0.52,0.57,0.1,0,3400,28.32,31
"2657",46015,5364,2823,308,978,505,208,2036,380,285,238,234,905,13.29,61.93,16.87,89.91,0.26,0.48,8.28,0.48,0.02,5700,18.87,33
"2658",4011,8547,4986,708,1504,729,413,3555,652,554,415,310,849,13.36,67.47,9.93,74.17,0.51,43.07,1.66,0.15,0.04,200900,17.51,36
"2659",46107,2693,1399,122,364,190,50,840,188,196,161,148,674,8.91,49.24,25.03,98.14,0,0.19,0.82,0.19,0,2300,19.25,34
"2660",46065,16481,9646,1094,2643,1216,656,6588,1328,1127,838,611,2252,11.36,62.65,13.66,88.91,0.19,1.22,8.7,0.4,0.02,29600,10.54,26
"2661",46019,9094,5141,555,1526,733,416,3509,705,604,396,421,1378,12.63,61.47,15.15,95.52,0.1,2.93,1.65,0.24,0,22600,20.19,38
"2662",4023,38381,21354,3333,7491,3182,2054,15464,2538,2181,1701,1559,4114,13.64,68.49,10.72,76,0.38,80.78,0.65,0.52,0.09,861600,39.34,31
"2663",4005,116320,74752,8444,19087,10188,12512,56617,8699,6892,4777,3661,8143,19.52,72.34,7,63.09,1.04,10.94,28.51,0.78,0.09,765300,16.22,28
"2664",46027,13537,9627,729,1388,1661,3034,7920,707,630,450,349,1364,34.68,74.14,10.08,92.78,1,0.89,2.66,1.95,0.01,21800,10.48,19
"2665",46009,7260,4073,359,937,544,389,2879,505,413,354,300,1513,12.85,57.51,20.84,95.51,0.62,0.58,2.99,0.08,0,5800,20.97,26
"2666",46089,2904,1399,160,365,172,80,835,185,156,159,185,859,8.68,46.83,29.58,99.35,0,0.21,0.28,0.14,0,700,41.17,44
"2667",46003,3058,1554,173,457,298,115,1088,194,190,137,158,661,13.51,56.18,21.62,95.68,0.29,2.09,1.93,0.1,0,6100,20.54,25
"2668",46005,17023,9529,963,2386,1322,936,6463,1282,1071,828,735,3295,13.26,57.64,19.36,96.93,0.69,0.91,0.95,0.31,0.02,19100,17.04,35
"2669",46013,35460,21341,2266,4558,2864,2795,15113,2509,2185,1656,1429,5744,15.96,61.86,16.2,95.47,0.28,0.67,2.72,0.4,0.09,40000,14.22,28
"2670",46057,5540,2849,362,919,486,246,2063,329,312,276,218,1061,13.21,60.36,19.15,98.48,0.13,0.63,0.58,0.18,0,3500,20.13,33
"2671",46051,7847,4261,465,1170,617,286,2870,591,505,395,355,1496,11.51,57.41,19.06,98.61,0.01,0.55,0.43,0.23,0,5600,20.46,30
"2672",46101,6595,3689,409,1106,600,284,2627,466,426,312,264,985,13.4,62.81,14.94,84.91,0.29,0.76,12.01,0.56,0,14700,15.26,25
"2673",46031,4181,2198,379,915,386,273,1675,241,208,172,152,439,15.76,71.01,10.5,37.19,0.1,2.13,60.8,0.05,0,7800,24.04,32
"2674",46123,6430,3383,408,1031,500,244,2316,421,384,309,296,1265,11.57,58.4,19.67,87.48,0.03,0.86,11.2,0.06,0,7900,19.77,30
"2675",46059,3741,1918,195,529,278,109,1222,274,225,194,198,904,10.34,52.02,24.16,99.3,0.03,0.29,0.13,0.08,0,1700,19.91,29
"2676",46087,5832,3037,392,982,434,209,2132,369,311,281,227,1138,11.03,60.12,19.51,98.87,0.05,0.77,0.36,0.21,0,3000,17.12,26
"2677",46113,12466,6225,1360,3333,1421,849,5463,584,471,349,312,594,18.21,81.47,4.76,4.51,0.08,1.42,94.2,0.02,0.05,14800,30.03,31
"2678",46083,24131,14455,1942,4006,1755,1294,10753,1788,1460,979,687,2516,12.64,69.21,10.43,97.55,0.34,0.7,0.53,0.46,0.02,27000,10.55,18
