ZCTA,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
26354,2018,10449,96.05,1.21,0.0,1.36,0.0,1.39,1.02,12.49,447,995,579,444,3675,695,745,700,914,2278,8656,6378,9.79,48.97,21.8,21.1
26361,2018,250,99.6,0.4,0.0,0.0,0.0,0.0,0.0,21.29,0,13,0,35,70,29,53,0,25,60,237,177,14.0,33.2,24.0,24.4
26362,2018,3366,99.61,0.0,0.0,0.0,0.0,0.39,0.3,18.12,156,432,181,147,938,161,326,322,224,807,2693,1886,9.74,45.34,23.98,22.0
26366,2018,33,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,13,0,0,0,0,33,33,0.0,60.61,0.0,60.6
26369,2018,672,90.48,9.52,0.0,0.0,0.0,0.0,0.0,6.93,30,45,0,49,214,0,40,51,71,221,597,376,7.29,43.01,32.89,29.6
26372,2018,589,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.63,20,38,18,14,210,36,54,50,53,128,513,385,5.43,45.5,21.73,10.4
26374,2018,1235,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,61,152,58,92,450,82,74,117,124,175,978,803,12.15,53.68,14.17,14.2
26376,2018,543,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.47,0,100,0,0,128,36,5,52,47,175,443,268,0.0,41.99,32.23,30.9
26377,2018,449,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,13,7,67,22,170,20,68,56,22,93,375,282,19.82,42.32,20.71,21.2
26378,2018,4438,98.4,0.0,0.86,0.32,0.0,0.43,6.24,5.91,550,497,189,122,1415,179,320,283,311,883,3296,2413,7.01,55.48,19.9,17.2
26384,2018,615,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93,21,13,66,0,187,91,64,74,22,143,573,430,10.73,35.93,23.25,16.9
26385,2018,3957,99.24,0.08,0.0,0.0,0.0,0.68,1.34,10.02,285,501,200,68,1262,269,293,368,275,704,3035,2331,6.77,51.76,17.79,20.2
26386,2018,2289,98.25,0.35,0.0,0.0,0.96,0.44,0.96,22.14,118,332,69,311,867,127,147,167,124,407,1796,1389,16.6,57.54,17.78,20.0
26404,2018,525,78.86,21.14,0.0,0.0,0.0,0.0,0.0,21.94,111,20,41,43,174,34,24,17,18,127,373,246,16.0,58.1,24.19,16.2
26405,2018,1330,92.26,0.0,1.28,0.0,0.0,6.47,2.03,8.57,50,142,106,180,476,123,90,95,140,214,1032,818,21.5,50.23,16.09,19.6
26408,2018,2858,98.5,0.87,0.0,0.0,0.0,0.63,3.39,9.58,176,351,132,91,975,199,285,214,259,399,2228,1829,7.8,52.55,13.96,15.6
26410,2018,1057,99.05,0.0,0.95,0.0,0.0,0.0,0.0,14.09,54,85,74,127,436,53,67,81,80,201,880,679,19.02,54.4,19.02,20.2
26411,2018,931,96.46,0.0,0.0,0.0,0.0,3.54,0.0,9.53,11,177,24,58,375,105,40,15,55,153,743,590,8.81,60.47,16.43,17.7
26412,2018,648,97.38,0.0,0.0,0.0,0.0,2.62,0.0,28.92,10,44,27,31,232,88,41,0,34,199,567,368,8.95,44.14,30.71,25.9
26415,2018,3707,96.12,2.56,0.0,0.0,0.0,1.32,0.54,16.54,151,289,173,343,1684,258,288,266,188,583,3123,2540,13.92,57.3,15.73,17.5
26416,2018,8177,94.17,2.4,0.0,1.17,0.0,2.26,0.53,11.44,466,838,720,778,3352,479,398,529,653,1462,6616,5154,18.32,56.94,17.88,16.1
26419,2018,1179,87.53,12.21,0.0,0.0,0.0,0.25,0.0,7.33,22,136,43,50,368,146,61,116,106,224,1021,797,7.89,44.61,19.0,19.3
26421,2018,120,97.5,0.0,0.0,0.0,0.0,2.5,0.0,26.88,5,0,8,14,30,3,26,0,11,45,115,70,18.33,29.17,37.5,30.0
26422,2018,464,90.95,0.0,0.0,0.0,0.0,9.05,0.0,14.7,0,135,40,10,177,0,71,54,27,0,317,317,10.78,67.24,0.0,25.9
26424,2018,179,100.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77,0,41,0,21,75,19,0,25,0,19,138,119,11.73,64.8,10.61,7.8
26425,2018,1134,99.91,0.0,0.0,0.0,0.0,0.09,0.0,16.36,24,106,66,58,311,68,154,130,130,211,969,758,10.93,38.89,18.61,23.8
26426,2018,7751,96.16,1.5,0.28,0.67,0.06,1.33,0.81,17.14,359,711,817,461,2885,514,364,353,682,1883,6304,4421,16.49,51.03,24.29,19.8
26430,2018,470,89.15,5.32,0.0,1.28,0.0,4.26,3.83,25.47,42,54,5,47,214,17,41,44,22,36,372,336,11.06,65.96,7.66,25.1
26431,2018,5563,97.65,0.25,0.0,0.29,0.05,1.76,1.2,13.3,180,698,339,210,1850,432,461,325,400,1217,4488,3271,9.87,49.04,21.88,19.7
26435,2018,117,88.03,0.0,0.0,0.0,0.0,11.97,0.0,54.37,0,14,0,0,0,12,8,5,11,67,103,36,0.0,11.97,57.26,30.8
26436,2018,212,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,0,26,0,16,51,0,22,29,0,84,186,102,7.55,36.32,39.62,31.1
26437,2018,490,100.0,0.0,0.0,0.0,0.0,0.0,0.0,32.54,36,33,27,16,142,35,39,118,10,77,416,339,8.78,43.06,15.71,24.3
26438,2018,166,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,0,12,0,0,25,12,92,141,49,0.0,22.29,55.42,42.8
26440,2018,1248,98.72,0.4,0.0,0.0,0.0,0.88,0.0,15.68,25,146,96,171,457,67,142,126,64,221,1022,801,21.39,50.32,17.71,18.7
26443,2018,392,95.41,0.0,0.0,0.0,0.0,4.59,0.0,0.0,25,89,38,14,91,8,95,34,19,31,240,209,13.27,52.3,7.91,6.1
26444,2018,3601,98.28,0.86,0.08,0.0,0.0,0.78,0.0,18.36,149,315,270,253,1288,345,225,298,265,716,2951,2235,14.52,48.65,19.88,21.7
26447,2018,1424,98.74,0.0,0.0,0.0,0.0,1.26,0.84,19.16,51,164,87,99,513,123,74,82,134,283,1174,891,13.06,51.12,19.87,20.9
26448,2018,1618,97.47,0.0,0.0,0.0,0.0,2.53,4.39,24.59,78,221,96,56,531,135,182,98,123,250,1260,1010,9.39,51.3,15.45,25.6
26451,2018,733,94.0,0.0,0.0,0.0,0.0,6.0,0.0,6.4,34,93,21,38,220,87,63,53,87,96,590,494,8.05,47.34,13.1,14.5
26452,2018,9045,96.76,0.48,0.0,0.4,0.0,2.37,0.0,13.3,526,1008,496,652,3090,583,683,711,621,1823,7162,5339,12.69,51.12,20.15,22.3
26456,2018,3506,98.72,0.0,0.0,0.26,0.0,1.03,1.0,19.33,172,334,201,274,1059,236,385,339,282,699,2874,2175,13.55,44.64,19.94,20.2
26501,2018,22162,91.92,4.42,0.12,0.96,0.0,2.58,3.06,7.45,1283,2055,855,2808,10720,1208,1463,1285,1157,2991,18282,15291,16.53,63.43,13.5,16.5
26505,2018,39600,83.92,5.06,0.15,6.39,0.0,4.48,2.36,6.06,1266,2089,5590,10671,27369,964,1602,1468,1206,3636,35710,32074,41.06,77.59,9.18,8.8
26508,2018,33523,92.75,2.3,0.0,3.0,0.0,1.95,1.47,8.52,2049,3986,1692,2950,14220,2511,1975,2573,2085,4124,26401,22277,13.85,60.42,12.3,12.9
26519,2018,2120,93.54,0.0,6.08,0.0,0.0,0.38,0.0,13.99,107,263,151,219,795,242,62,85,201,365,1623,1258,17.45,54.95,17.22,20.1
26520,2018,1204,93.27,0.0,0.0,0.0,0.0,6.73,1.66,3.33,14,103,70,145,424,75,122,110,101,255,1053,798,17.86,44.93,21.18,13.2
26521,2018,226,96.46,0.0,0.0,0.0,0.0,3.54,0.0,4.67,26,28,12,10,53,33,18,5,4,59,161,102,9.73,47.35,26.11,4.9
26525,2018,7531,73.56,20.01,0.9,0.4,0.04,5.09,9.76,16.14,333,669,257,138,3303,622,472,532,507,1093,6423,5330,5.24,57.16,14.51,14.3
26534,2018,2514,95.86,0.0,0.0,0.0,0.0,4.14,2.78,14.93,228,371,72,101,851,111,196,176,142,439,1868,1429,6.88,57.68,17.46,24.0
26537,2018,5021,96.2,0.96,0.0,1.16,0.06,1.63,0.8,14.96,298,615,211,281,1693,294,396,342,353,1030,3982,2952,9.8,51.9,20.51,17.4
26541,2018,2713,99.19,0.81,0.0,0.0,0.0,0.0,0.22,6.71,274,257,143,160,1049,221,102,360,238,212,2071,1859,11.17,58.24,7.81,13.1
26542,2018,2526,98.54,0.0,0.0,0.0,0.0,1.46,0.0,8.08,254,204,202,71,921,80,244,143,180,500,1929,1429,10.81,54.59,19.79,14.2
26543,2018,291,43.64,6.87,0.0,0.0,0.0,49.48,0.0,27.91,0,54,75,76,175,42,0,0,20,0,211,211,51.89,78.69,0.0,6.9
26547,2018,2632,99.73,0.0,0.0,0.0,0.0,0.27,0.95,7.41,196,401,114,113,995,115,168,134,178,445,1930,1485,8.62,60.49,16.91,21.7
26554,2018,42011,92.79,4.12,0.05,0.88,0.0,2.18,1.45,9.14,2636,4328,2800,3745,16574,2320,2423,2502,3039,8189,33720,25531,15.58,56.03,19.49,16.3
26559,2018,1255,94.42,3.19,0.0,0.0,0.0,2.39,1.99,10.18,67,135,82,48,500,103,80,70,74,226,1004,778,10.36,55.94,18.01,19.8
26560,2018,243,100.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0,21,27,29,140,20,0,0,0,62,195,133,23.05,66.26,25.51,25.5
26562,2018,510,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,0,53,27,0,96,60,55,29,52,165,437,272,5.29,29.22,32.35,22.7
26563,2018,550,68.36,22.18,9.45,0.0,0.0,0.0,0.0,16.23,20,48,20,0,162,105,65,8,39,103,482,379,3.64,41.82,18.73,32.4
26568,2018,636,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.36,0,103,42,8,204,28,109,41,15,136,506,370,7.86,48.27,21.38,18.2
26570,2018,3829,96.42,0.0,2.95,0.0,0.0,0.63,0.0,11.47,204,483,148,336,1434,194,196,290,263,765,3059,2294,12.64,55.39,19.98,17.7
26571,2018,2379,95.59,4.25,0.0,0.17,0.0,0.0,0.08,20.86,73,431,260,81,916,276,187,44,181,271,1678,1407,14.33,59.69,11.39,24.3
26572,2018,204,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.83,0,43,10,31,83,45,22,0,0,11,151,140,20.1,61.76,5.39,20.6
26574,2018,694,84.58,7.2,8.21,0.0,0.0,0.0,2.45,20.66,33,86,29,33,272,62,24,20,68,129,560,431,8.93,56.34,18.59,19.8
26575,2018,704,100.0,0.0,0.0,0.0,0.0,0.0,1.14,18.03,68,41,18,28,178,86,59,38,54,180,594,414,6.53,40.77,25.57,14.9
26576,2018,544,100.0,0.0,0.0,0.0,0.0,0.0,3.31,9.05,32,81,0,0,173,45,0,43,61,109,431,322,0.0,52.57,20.04,25.2
26581,2018,913,100.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,10,162,127,30,327,62,65,78,65,144,636,492,17.2,54.65,15.77,26.4
26582,2018,4560,99.28,0.0,0.15,0.26,0.0,0.31,0.79,16.33,195,574,245,283,1468,340,413,307,359,904,3609,2705,11.58,49.06,19.82,20.9
26585,2018,444,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0,42,19,10,126,7,31,30,102,106,396,290,6.53,37.84,23.87,13.1
26586,2018,218,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,16,0,16,50,0,53,0,59,178,119,7.34,25.69,27.06,0.0
26587,2018,352,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,23,32,47,31,142,35,59,15,11,35,263,228,22.16,55.97,9.94,9.4
26588,2018,2576,98.56,0.74,0.0,0.0,0.0,0.7,0.93,8.88,173,234,114,186,828,218,214,309,176,424,2105,1681,11.65,47.94,16.46,16.7
26590,2018,538,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71,14,24,51,39,205,83,44,47,50,71,449,378,16.73,45.17,13.2,13.6
26591,2018,1264,98.58,0.0,0.0,0.0,0.0,1.42,0.0,12.25,72,181,41,31,330,174,75,150,65,217,987,770,5.7,46.12,17.17,16.9
26601,2018,4970,97.32,1.11,0.0,0.0,0.0,1.57,2.68,14.4,194,566,386,269,1996,424,236,290,396,868,3981,3113,13.18,55.45,17.46,16.0
26610,2018,1226,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.82,77,279,71,27,380,79,82,81,68,180,832,652,7.99,60.03,14.68,14.7
26611,2018,144,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,0,0,18,5,8,7,0,79,117,38,0.0,31.25,54.86,13.2
26615,2018,137,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.79,0,0,0,0,15,0,43,44,10,25,137,112,0.0,10.95,18.25,17.5
26617,2018,161,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36,0,67,20,39,0,7,28,125,97,22.36,41.61,17.39,23.6
26619,2018,399,81.45,0.0,0.0,0.0,0.0,18.55,0.0,29.03,0,87,0,64,143,47,41,0,9,72,312,240,16.04,57.64,18.05,4.5
26621,2018,771,99.61,0.0,0.0,0.0,0.39,0.0,0.39,12.93,13,127,88,79,295,27,96,68,60,85,575,490,21.66,56.42,11.02,18.0
26623,2018,1319,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,181,75,94,68,413,32,111,101,101,305,979,674,12.28,50.72,23.12,11.4
26624,2018,2568,100.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,122,266,67,105,686,138,211,211,377,557,2134,1577,6.7,41.82,21.69,24.0
26627,2018,417,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,17,80,56,240,44,23,26,24,0,343,343,32.61,71.94,0.0,0.0
26629,2018,380,88.42,0.0,0.0,0.0,6.84,4.74,0.0,42.44,36,0,0,0,49,13,13,0,23,246,344,98,0.0,22.37,64.74,40.3
26631,2018,332,91.57,0.0,0.0,0.0,0.0,8.43,0.0,44.16,43,58,0,0,75,0,44,19,10,83,231,148,0.0,53.01,25.0,35.2
26636,2018,620,97.74,0.0,2.26,0.0,0.0,0.0,0.0,15.53,0,89,0,106,248,0,20,49,94,120,531,411,17.1,54.35,19.35,24.8
26638,2018,89,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93,0,31,0,0,20,0,9,0,13,16,58,42,0.0,57.3,17.98,22.5
26651,2018,9205,94.08,1.71,0.56,0.84,0.0,2.81,1.31,14.36,593,905,375,610,3153,623,543,569,915,1904,7456,5552,10.7,50.53,20.68,18.9
26656,2018,323,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0,41,22,10,84,11,43,12,0,132,273,141,9.91,38.7,40.87,58.2
26660,2018,362,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0,0,12,60,116,67,0,68,31,80,362,282,19.89,32.04,22.1,27.1
26662,2018,1228,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,39,200,96,83,429,128,96,46,78,212,922,710,14.58,54.4,17.26,10.3
26676,2018,417,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0,45,13,0,51,0,0,22,74,225,359,134,3.12,23.02,53.96,33.6
26678,2018,1089,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,19,154,72,47,413,58,121,41,37,246,869,623,10.93,53.81,22.59,17.1
26679,2018,1870,97.54,0.0,2.46,0.0,0.0,0.0,0.0,10.84,199,170,102,25,716,54,145,143,82,361,1460,1099,6.79,58.02,19.3,13.7
26680,2018,323,91.33,0.0,0.0,0.0,0.0,8.67,0.0,10.09,49,42,14,0,96,0,26,42,8,60,225,165,4.33,57.89,18.58,29.1
26681,2018,1474,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,72,177,40,45,464,80,218,185,81,197,1185,988,5.77,48.37,13.36,17.0
26684,2018,182,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,34,0,10,42,0,0,0,0,92,134,42,5.49,49.45,50.55,30.2
26690,2018,527,100.0,0.0,0.0,0.0,0.0,0.0,3.61,19.52,16,35,0,20,88,15,51,87,64,171,476,305,3.8,26.38,32.45,44.2
26691,2018,485,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,15,58,55,24,217,96,17,36,12,34,383,349,16.29,59.79,7.01,19.8
26704,2018,5424,95.46,1.55,1.4,0.0,0.0,1.59,0.98,23.22,217,824,267,175,1602,431,380,386,555,1029,4170,3141,8.15,48.73,18.97,27.8
26705,2018,699,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,10,125,0,48,179,90,63,33,51,148,564,416,6.87,44.92,21.17,17.7
26707,2018,254,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29,13,17,6,21,76,37,13,10,23,65,224,159,10.63,41.73,25.59,18.5
26710,2018,2129,99.62,0.23,0.0,0.0,0.0,0.14,0.0,6.78,135,277,116,66,590,130,244,193,94,466,1637,1171,8.55,47.06,21.89,21.5
26711,2018,2696,99.11,0.0,0.0,0.0,0.0,0.89,0.48,7.89,140,293,160,152,921,165,207,212,259,499,2180,1681,11.57,50.22,18.51,22.2
26714,2018,401,100.0,0.0,0.0,0.0,0.0,0.0,0.0,31.73,0,26,22,0,159,39,25,0,41,111,375,264,5.49,46.13,27.68,48.1
26716,2018,762,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.14,44,84,21,68,246,73,29,107,25,154,613,459,11.68,49.08,20.21,32.5
26717,2018,1017,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.78,107,150,81,39,370,40,6,61,101,182,691,509,11.8,61.65,17.9,18.9
26719,2018,2912,99.59,0.0,0.0,0.41,0.0,0.0,0.0,5.77,29,239,175,43,854,370,366,153,258,643,2506,1863,7.49,38.53,22.08,18.7
26720,2018,233,87.98,0.0,0.0,0.0,0.0,12.02,0.0,50.91,0,110,13,0,52,9,0,0,0,62,110,48,5.58,69.53,26.61,3.9
26722,2018,757,100.0,0.0,0.0,0.0,0.0,0.0,1.32,27.64,30,127,22,86,294,0,0,62,53,191,584,393,14.27,59.58,25.23,16.6
26726,2018,13174,92.73,5.31,0.0,0.17,0.0,1.79,1.5,9.38,602,1534,1028,1123,4918,900,782,982,702,2754,10618,7864,16.33,53.54,20.9,23.6
26731,2018,386,100.0,0.0,0.0,0.0,0.0,0.0,0.0,35.86,36,35,25,0,139,6,8,32,58,72,301,229,6.48,54.4,18.65,13.5
26739,2018,918,98.15,0.0,0.0,0.0,0.0,1.85,0.0,18.69,54,109,29,68,248,100,40,54,40,273,735,462,10.57,44.77,29.74,17.2
26743,2018,1200,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33,58,202,59,8,320,97,80,64,25,354,915,561,5.58,48.33,29.5,20.3
26750,2018,719,56.75,32.82,0.0,0.0,0.0,10.43,2.23,13.95,48,90,54,18,205,42,49,81,42,162,550,388,10.01,47.71,22.53,28.7
26753,2018,5849,98.56,0.24,0.05,0.97,0.0,0.17,0.5,9.89,396,734,349,294,2235,322,291,392,494,985,4431,3446,10.99,57.53,16.84,15.2
26755,2018,711,95.78,0.0,0.0,0.0,0.0,4.22,9.0,31.79,13,88,15,13,206,0,86,96,53,169,610,441,3.94,43.18,23.77,26.7
26757,2018,6569,96.32,3.32,0.06,0.0,0.0,0.3,2.57,16.98,356,593,565,492,2110,424,476,417,386,1807,5287,3480,16.09,46.57,27.51,23.5
26761,2018,583,93.31,6.69,0.0,0.0,0.0,0.0,2.23,29.0,0,74,16,62,196,42,37,107,34,93,493,400,13.38,46.31,15.95,26.9
26763,2018,1676,96.36,0.0,0.0,1.13,0.0,2.51,0.84,12.22,113,162,66,67,363,161,172,240,139,326,1377,1051,7.94,38.07,19.45,26.0
26764,2018,4052,99.46,0.32,0.0,0.0,0.0,0.22,0.54,13.07,210,473,202,160,1276,149,304,235,404,1001,3242,2241,8.93,48.35,24.7,19.8
26767,2018,646,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51,31,81,11,57,184,33,42,76,59,140,534,394,10.53,45.82,21.67,18.3
26801,2018,1017,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06,39,125,96,41,240,119,80,78,90,246,816,570,13.47,39.72,24.19,14.5
26802,2018,1041,97.31,2.59,0.0,0.0,0.0,0.1,3.46,20.0,52,104,18,97,349,54,65,79,85,253,867,614,11.05,48.51,24.3,25.1
26804,2018,839,97.74,2.26,0.0,0.0,0.0,0.0,0.0,35.85,20,104,87,84,350,66,47,32,44,176,661,485,20.38,56.5,20.98,12.0
26807,2018,2593,96.41,1.89,0.0,0.31,0.0,1.39,0.66,14.14,145,173,105,77,578,87,244,347,275,744,2191,1447,7.02,34.55,28.69,21.1
26808,2018,785,100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0,72,22,0,198,110,162,37,73,133,713,580,2.8,34.39,16.94,31.3
26810,2018,650,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02,18,42,112,13,286,37,94,0,104,69,559,490,19.23,53.23,10.62,12.6
26812,2018,1424,99.44,0.0,0.0,0.0,0.0,0.56,0.56,28.0,89,121,6,65,351,73,127,83,160,420,1208,788,4.99,39.4,29.49,27.9
26814,2018,429,100.0,0.0,0.0,0.0,0.0,0.0,1.63,17.73,27,70,26,24,144,23,57,12,20,76,312,236,11.66,56.18,17.72,16.8
26815,2018,754,82.23,17.77,0.0,0.0,0.0,0.0,0.0,15.58,16,97,30,27,159,103,52,68,40,219,611,392,7.56,36.07,29.05,20.8
26817,2018,278,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0,16,26,0,94,0,0,27,58,83,236,153,9.35,39.57,29.86,37.4
26818,2018,1061,81.24,18.76,0.0,0.0,0.0,0.0,0.0,30.71,193,120,53,21,385,35,40,40,83,165,706,541,6.97,65.79,15.55,11.9
26823,2018,218,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0,94,50,39,14,0,21,168,147,22.94,43.12,9.63,9.6
26833,2018,2141,97.38,2.62,0.0,0.0,0.0,0.0,0.0,20.16,92,282,148,151,870,91,83,154,194,375,1674,1299,13.97,58.1,17.52,12.7
26836,2018,6986,86.73,7.94,1.1,3.22,0.0,1.0,2.48,22.07,369,853,433,355,2263,506,553,470,385,1587,5428,3841,11.28,49.89,22.72,14.7
26845,2018,725,100.0,0.0,0.0,0.0,0.0,0.0,0.0,25.63,24,83,51,52,278,103,65,86,0,86,589,503,14.21,53.1,11.86,13.5
26847,2018,6496,96.49,2.08,0.0,0.0,0.0,1.43,1.42,17.71,329,445,352,436,2037,429,555,566,455,1680,5471,3791,12.13,43.27,25.86,21.3
26851,2018,1765,98.87,0.45,0.0,0.0,0.0,0.68,0.4,5.35,70,192,104,54,652,146,108,187,113,297,1410,1113,8.95,51.78,16.83,8.0
26852,2018,809,96.66,0.25,0.0,0.0,0.0,3.09,0.87,15.4,52,21,65,28,231,94,133,72,48,158,694,536,11.5,37.58,19.53,26.8
26855,2018,627,100.0,0.0,0.0,0.0,0.0,0.0,0.0,22.34,44,93,20,0,178,100,81,30,17,84,490,406,3.19,50.24,13.4,17.9
26865,2018,257,100.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78,0,0,0,32,111,19,0,14,34,79,257,178,12.45,43.19,30.74,20.6
26866,2018,673,98.96,1.04,0.0,0.0,0.0,0.0,0.0,17.66,55,79,17,35,195,34,16,73,26,195,522,327,7.73,48.89,28.97,18.1
26884,2018,666,95.5,0.45,0.0,0.0,0.0,4.05,0.6,16.08,5,73,10,68,250,21,30,44,95,148,578,430,11.71,49.25,22.22,12.5
53001,2018,1825,98.08,0.0,0.0,0.33,0.0,1.59,3.12,7.64,75,190,93,93,593,123,139,213,180,312,1486,1174,10.19,47.01,17.1,7.9
53002,2018,2383,94.21,0.29,0.0,0.38,0.46,4.66,3.94,4.17,126,276,159,121,906,184,194,247,179,271,1899,1628,11.75,54.89,11.37,6.8
53003,2018,178,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.53,0,10,22,25,77,33,5,11,13,29,158,129,26.4,48.88,16.29,8.4
53004,2018,3350,94.54,0.09,0.27,2.51,0.0,2.6,2.51,6.82,175,463,212,184,1239,334,260,265,161,453,2584,2131,11.82,56.03,13.52,8.0
53005,2018,19980,87.21,1.62,0.25,8.68,0.06,2.19,2.98,3.79,1256,2561,1149,781,6308,1232,1421,1633,1517,4052,15234,11182,9.66,50.68,20.28,8.9
53006,2018,1745,98.97,0.0,0.0,0.74,0.0,0.29,3.32,6.69,121,177,134,88,599,145,185,166,139,213,1357,1144,12.72,51.4,12.21,7.4
53007,2018,1835,90.46,7.19,0.0,0.27,0.0,2.07,4.47,4.85,59,204,73,117,708,81,118,153,175,337,1536,1199,10.35,52.92,18.37,14.1
53010,2018,7663,97.01,0.22,0.13,0.44,0.03,2.17,2.02,7.82,287,1062,495,320,2320,570,687,762,648,1327,6030,4703,10.64,47.88,17.32,10.2
53011,2018,2185,98.4,0.05,0.55,0.0,0.0,1.01,2.43,4.5,91,261,157,97,728,208,164,157,183,393,1730,1337,11.62,49.43,17.99,8.3
53012,2018,18259,95.24,0.82,0.2,1.25,0.0,2.49,2.38,2.96,756,2328,1358,836,5759,1408,1761,1740,1240,3267,14410,11143,12.02,48.43,17.89,8.3
53013,2018,3292,95.57,0.61,0.0,1.4,0.0,2.43,4.01,6.56,212,367,216,227,1119,143,280,245,249,677,2601,1924,13.46,51.58,20.57,9.4
53014,2018,7787,98.11,0.21,0.5,0.05,0.0,1.13,5.69,8.0,335,966,481,482,2707,474,611,621,556,1517,6128,4611,12.37,51.47,19.48,10.3
53015,2018,2689,97.69,0.52,0.0,0.6,0.0,1.19,9.07,10.26,172,359,168,129,951,128,204,211,239,425,2049,1624,11.04,55.11,15.81,9.3
53016,2018,358,84.36,9.5,1.68,3.07,0.0,1.4,2.79,6.93,12,34,23,15,138,30,30,33,24,57,294,237,10.61,51.4,15.92,15.1
53017,2018,5762,97.8,0.69,0.0,0.57,0.0,0.94,1.28,1.53,292,793,309,241,1509,398,647,664,655,804,4470,3666,9.55,45.02,13.95,9.1
53018,2018,7936,94.25,1.83,0.0,0.62,0.0,3.3,1.2,3.26,311,1071,631,245,2338,554,736,663,642,1621,6120,4499,11.04,46.88,20.43,6.9
53019,2018,1897,95.41,0.42,0.9,1.0,0.32,1.95,4.9,9.05,77,238,140,83,608,132,132,223,152,335,1495,1160,11.76,48.66,17.66,11.6
53020,2018,3726,99.76,0.0,0.11,0.0,0.0,0.13,0.4,5.4,157,337,238,236,1094,252,344,379,381,782,3056,2274,12.72,42.62,20.99,8.5
53021,2018,5009,94.87,0.66,0.2,0.14,0.0,4.13,4.43,4.8,268,679,287,320,1726,357,462,469,386,662,3872,3210,12.12,53.36,13.22,9.2
53022,2018,19041,90.18,2.13,0.21,3.95,0.0,3.52,2.72,4.04,1025,2607,1170,896,6513,1127,1888,1561,1337,2983,14540,11557,10.85,53.28,15.67,9.2
53023,2018,2476,79.85,12.24,2.5,0.44,0.04,4.93,4.93,7.64,55,199,124,265,1381,153,210,152,107,219,2164,1945,15.71,66.03,8.84,9.0
53024,2018,17013,93.93,0.84,0.12,3.33,0.09,1.69,2.44,1.86,911,2137,1008,1207,6367,1077,1118,1277,1278,2848,13262,10414,13.02,55.34,16.74,7.4
53027,2018,22955,93.9,1.32,0.56,0.65,0.0,3.56,4.05,6.15,1373,3177,1604,1201,7725,2150,1701,1897,1280,3652,17460,13808,12.22,53.47,15.91,10.6
