GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G5101270","1980","A","3","5","Virginia","51","6760","New Kent","127",,,,,,,,,,,,,"08",,,,,,,,"NEW KENT COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",8781,6379,2287,83,0,0,1,2,0,0,1,0,1,0,0,27,8733,10,17,0,21,118,277,228,137,146,415,632,153,182,170,167,127,119,127,131,441,813,817,1135,879,459,145,202,538,171,52
"G5101310","1980","A","3","5","Virginia","51",,"Northampton","131",,,,,,,,,,,,,"09",,,,,,,,"NORTHAMPTON COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",14625,7267,7289,9,0,0,4,0,6,2,0,3,1,0,0,44,14431,150,9,0,35,251,400,364,178,183,623,878,246,261,260,308,262,263,218,258,725,1045,769,1303,1682,919,345,503,1454,732,195
"G5101330","1980","A","3","5","Virginia","51",,"Northumberland","133",,,,,,,,,,,,,"08",,,,,,,,"NORTHUMBERLAND COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1","0",9828,6506,3306,6,0,0,2,0,1,0,1,0,2,0,0,4,9709,100,0,2,17,114,210,188,112,98,329,492,144,167,181,157,145,148,153,127,383,588,535,900,1121,755,315,483,1247,593,143
"G5101350","1980","A","3","5","Virginia","51",,"Nottoway","135",,,,,,,,,,,,,"06",,,,,,,,"NOTTOWAY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",14666,8900,5725,6,0,0,3,0,3,4,6,2,4,0,0,13,14524,102,9,0,31,213,385,360,167,198,630,918,242,290,260,280,225,207,202,231,664,999,822,1535,1628,863,363,526,1442,777,239
"G5101370","1980","A","3","5","Virginia","51",,"Orange","137",,,,,,,,,,,,,"05",,,,,,,,"ORANGE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",18063,14775,3235,11,2,0,8,1,1,9,4,4,1,0,0,12,17980,57,10,2,14,231,497,446,241,250,816,1236,303,367,337,372,306,285,263,262,799,1342,1296,2090,1896,1019,444,555,1552,661,197
"G5101390","1980","A","3","5","Virginia","51",,"Page","139",,,,,,,,,,,,,"04",,,,,,,,"PAGE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",19401,18833,499,9,1,0,2,23,5,2,6,2,2,0,0,17,19291,60,9,5,36,289,517,518,251,259,864,1247,318,382,355,364,323,320,322,260,828,1482,1439,2345,2105,1114,407,575,1558,752,207
"G5101410","1980","A","3","5","Virginia","51",,"Patrick","141",,,,,,,,,,,,,"07",,,,,,,,"PATRICK COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",17647,16238,1344,4,2,0,1,2,19,10,5,0,5,0,0,17,17489,114,6,0,38,203,439,432,237,265,875,1173,325,316,336,321,264,256,243,221,774,1220,1336,2293,1944,900,371,564,1392,735,212
"G5101430","1980","A","3","5","Virginia","51","1950","Pittsylvania","143",,,,,,,,,,,,,"07",,,,,,,,"PITTSYLVANIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",66147,46052,19988,25,0,0,12,0,17,6,13,1,4,0,0,29,65664,370,8,10,95,913,1816,1694,928,929,3140,4365,1238,1450,1340,1360,1224,1174,1175,1068,3329,5357,4950,7852,7013,3600,1390,1704,4661,1974,503
"G5101450","1980","A","3","5","Virginia","51","6760","Powhatan","145",,,,,,,,,,,,,"06",,,,,,,,"POWHATAN COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",13062,9709,3320,9,0,0,2,0,2,5,1,0,1,0,0,13,13013,28,8,0,13,154,289,354,165,157,628,897,260,288,348,376,200,205,178,234,641,1358,1390,1891,1154,537,225,255,540,266,72
"G5101470","1980","A","3","5","Virginia","51",,"Prince Edward","147",,,,,,,,,,,,,"06",,,,,,,,"PRINCE EDWARD COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",16456,10194,6169,9,0,0,5,12,11,3,7,2,4,0,0,40,16330,68,11,12,35,215,399,386,205,206,639,896,254,259,248,270,655,950,796,685,937,1021,926,1478,1412,760,316,435,1312,605,191
"G5101490","1980","A","3","5","Virginia","51","6140","Prince George","149",,,,,,,,,,,,,"10",,,,,,,,"PRINCE GEORGE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25733,16965,7481,74,1,1,64,37,81,195,23,28,15,31,10,727,24803,314,372,11,233,360,761,819,360,411,1349,1748,437,480,451,658,964,977,788,760,1879,2623,2488,3238,1953,737,219,326,635,242,70
"G5101530","1980","A","3","5","Virginia","51","8840","Prince William","153",,,,,,,,,,,,,"05",,,,,,,,"PRINCE WILLIAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",144703,128947,11918,353,4,1,326,312,556,378,168,230,71,32,7,1400,141431,1017,679,143,1433,2745,5445,5276,2691,2704,9146,12249,3035,3144,3107,2963,2516,2400,2432,2370,7668,13564,16407,23873,11974,3451,901,1117,2327,938,260
"G5101550","1980","A","3","5","Virginia","51",,"Pulaski","155",,,,,,,,,,,,,"03",,,,,,,,"PULASKI COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",35229,33211,1867,52,1,0,12,21,2,16,7,4,2,0,0,34,35047,131,6,11,34,452,903,905,493,555,1911,2524,581,617,623,620,565,508,544,530,1667,2806,3004,4237,3643,1908,684,979,2563,1117,290
"G5101570","1980","A","3","5","Virginia","51",,"Rappahannock","157",,,,,,,,,,,,,"05",,,,,,,,"RAPPAHANNOCK COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",6093,5388,689,0,0,0,0,2,2,3,1,1,0,0,0,7,6039,30,9,2,13,75,153,133,72,66,268,383,116,117,114,118,90,96,66,82,270,494,478,781,649,362,113,190,514,234,59
"G5101590","1980","A","3","5","Virginia","51",,"Richmond","159",,,,,,,,,,,,,"08",,,,,,,,"RICHMOND COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",6952,4720,2218,2,0,0,0,0,2,0,0,0,1,0,0,9,6902,22,0,14,14,91,165,178,80,80,259,424,131,130,133,158,124,116,116,99,308,489,442,791,784,432,155,216,662,313,76
"G5101610","1980","A","3","5","Virginia","51","6800","Roanoke","161",,,,,,,,,,,,,"A",,,,,,,,"ROANOKE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",72945,70877,1685,35,1,0,16,27,62,46,82,16,0,0,1,97,72591,161,30,9,154,693,1548,1747,932,967,3657,5050,1255,1328,1445,1357,1187,1156,1109,1069,3273,5667,6640,10474,8614,3835,1203,1711,4150,2173,705
"G5101630","1980","A","3","5","Virginia","51",,"Rockbridge","163",,,,,,,,,,,,,"03",,,,,,,,"ROCKBRIDGE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","1",17911,17294,581,10,0,0,0,4,0,2,9,1,0,0,0,10,17803,66,4,2,36,241,428,429,212,217,768,1118,309,354,416,400,293,246,326,313,820,1375,1309,2207,2107,1075,376,530,1341,558,143
"G5101650","1980","A","3","5","Virginia","51",,"Rockingham","165",,,,,,,,,,,,,"04",,,,,,,,"ROCKINGHAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",57038,55976,788,33,0,0,30,23,10,15,7,54,2,3,0,97,56623,280,38,12,85,842,1577,1532,720,772,2431,3475,887,995,1079,1063,1238,1392,1325,1327,3398,4892,4432,6677,5863,2810,985,1439,3552,1769,566
"G5101670","1980","A","3","5","Virginia","51",,"Russell","167",,,,,,,,,,,,,"02",,,,,,,,"RUSSELL COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",31761,31412,300,28,0,0,1,1,0,2,5,1,0,4,0,7,31604,74,2,8,73,482,942,934,489,481,1689,2143,582,585,590,620,553,536,507,588,1693,2852,2510,3722,3224,1537,549,740,2088,916,209
"G5101690","1980","A","3","5","Virginia","51","3660","Scott","169",,,,,,,,,,,,,"02",,,,,,,,"SCOTT COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",25068,24887,157,14,0,0,1,0,1,1,2,0,0,0,0,5,24946,72,1,5,44,320,632,614,359,353,1140,1706,408,446,429,479,415,371,417,373,1109,1778,1785,3134,2684,1409,562,783,2103,1010,249
"G5101710","1980","A","3","5","Virginia","51",,"Shenandoah","171",,,,,,,,,,,,,"04",,,,,,,,"SHENANDOAH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27559,27103,374,32,0,1,13,4,2,6,1,1,0,0,0,22,27368,120,3,1,67,392,651,596,327,314,1214,1667,490,530,503,525,419,409,405,365,1275,2116,1981,3210,3045,1625,573,840,2506,1219,362
"G5101730","1980","A","3","5","Virginia","51",,"Smyth","173",,,,,,,,,,,,,"02",,,,,,,,"SMYTH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",33366,32669,594,22,0,0,5,0,29,0,13,11,0,0,0,23,33206,95,6,9,50,408,822,868,450,476,1562,2098,561,551,640,685,564,582,544,516,1532,2467,2354,4029,3888,1839,720,982,2695,1202,331
"G5101750","1980","A","3","5","Virginia","51",,"Southampton","175",,,,,,,,,,,,,"10",,,,,,,,"SOUTHAMPTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",18731,9667,8999,18,0,0,3,5,10,0,2,0,2,2,0,23,18569,99,17,2,44,253,464,458,235,233,780,1127,335,360,415,474,431,415,406,406,1133,1475,1218,2101,1900,1095,408,569,1337,594,109
"G5101770","1980","A","3","5","Virginia","51",,"Spotsylvania","177",,,,,,,,,,,,,"05",,,,,,,,"SPOTSYLVANIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34435,29013,5082,64,1,1,24,9,75,67,7,9,2,2,3,76,34143,95,74,22,101,614,1263,1235,608,620,2171,2754,702,677,729,661,520,505,422,468,1572,3194,3420,4619,2973,1260,491,697,1518,570,172
"G5101790","1980","A","3","5","Virginia","51",,"Stafford","179",,,,,,,,,,,,,"05",,,,,,,,"STAFFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",40470,37115,2905,91,0,0,47,20,32,60,5,26,12,6,0,151,39968,177,127,26,172,660,1271,1295,665,698,2293,3143,876,870,800,824,696,735,693,666,2146,3295,3973,6009,3936,1585,495,617,1476,561,192
"G5101810","1980","A","3","5","Virginia","51",,"Surry","181",,,,,,,,,,,,,"10",,,,,,,,"SURRY COUNTY","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0",6046,2264,3779,1,0,0,0,0,0,0,0,0,1,0,0,1,5933,95,0,10,8,87,170,162,75,78,291,424,124,127,151,133,125,105,108,94,301,456,390,640,544,335,137,186,528,216,59
"G5101830","1980","A","3","5","Virginia","51",,"Sussex","183",,,,,,,,,,,,,"10",,,,,,,,"SUSSEX COUNTY","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",10874,4233,6635,1,0,0,1,0,0,0,3,0,1,0,0,0,10692,150,0,0,32,130,260,244,129,145,528,866,227,258,229,263,202,169,190,170,507,841,727,1120,1195,592,236,307,902,346,91
"G5101850","1980","A","3","5","Virginia","51",,"Tazewell","185",,,,,,,,,,,,,"01",,,,,,,,"TAZEWELL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",50511,48990,1304,39,0,0,10,13,56,10,36,2,0,0,0,51,50237,146,4,13,111,795,1577,1586,841,859,2687,3396,825,916,927,900,851,820,862,822,2655,4300,3970,5853,5137,2590,931,1303,3354,1430,324
"G5101870","1980","A","3","5","Virginia","51",,"Warren","187",,,,,,,,,,,,,"04",,,,,,,,"WARREN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",21200,19887,1189,21,2,0,6,16,7,2,6,2,17,0,0,45,21006,83,35,1,75,298,552,509,278,314,978,1346,361,397,417,409,361,327,295,283,989,1667,1574,2622,2291,1198,475,679,1786,641,153
"G5101910","1980","A","3","5","Virginia","51","3660","Washington","191",,,,,,,,,,,,,"02",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",46487,45555,798,19,0,0,7,13,8,9,12,15,1,4,0,46,46301,104,4,6,72,612,1184,1217,668,654,2228,3101,802,912,878,869,816,893,864,822,2163,3556,3589,5872,4919,2313,901,1239,3373,1656,386
"G5101930","1980","A","3","5","Virginia","51",,"Westmoreland","193",,,,,,,,,,,,,"08",,,,,,,,"WESTMORELAND COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",14041,8646,5335,14,0,0,8,4,6,8,5,0,5,0,0,10,13923,87,1,3,27,164,356,348,178,160,607,924,254,272,285,278,230,220,206,169,597,919,824,1457,1469,912,382,541,1522,610,157
"G5101950","1980","A","3","5","Virginia","51",,"Wise","195",,,,,,,,,,,,,"01",,,,,,,,"WISE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",43863,42836,857,38,0,0,6,3,19,7,62,0,2,0,0,33,43659,100,6,13,85,780,1391,1413,686,749,2316,2966,765,798,811,793,831,809,825,845,2390,3873,3257,4758,4177,2209,801,1065,2886,1335,334
"G5101970","1980","A","3","5","Virginia","51",,"Wythe","197",,,,,,,,,,,,,"02",,,,,,,,"WYTHE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",25522,24541,910,11,0,0,3,10,7,8,1,14,1,0,0,16,25421,59,0,7,35,330,670,703,356,357,1227,1734,504,444,452,434,424,397,374,373,1190,2020,1841,3036,2752,1389,515,748,2012,952,288
"G5101990","1980","A","3","5","Virginia","51","5680","York","199",,,,,,,,,,,,,"E",,,,,,,,"YORK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35463,28636,6118,48,0,1,52,61,85,50,20,22,14,6,0,350,34891,246,117,20,189,422,895,999,518,550,2031,2865,773,788,794,780,814,758,689,607,1656,2524,3214,5631,3691,1490,503,558,1310,487,116
"G5105100","1980","F","3","5","Virginia","51","8840","Alexandria City","510",,,,,,,,,,,,,"B",,,,,,,,"ALEXANDRIA CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",103217,74726,23006,262,1,6,197,560,409,651,473,535,18,34,11,2328,99175,642,513,202,2685,1389,2154,1943,940,879,2956,4033,1079,1118,1191,1256,1176,1313,1511,1709,8075,14975,12867,13159,10136,5540,1944,2409,5743,2763,959
"G5105150","1980","F","3","5","Virginia","51",,"Bedford City","515",,,,,,,,,,,,,"06",,,,,,,,"BEDFORD CITY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",5991,4810,1159,2,0,0,0,1,0,4,0,0,0,0,0,15,5925,52,3,2,9,75,135,142,70,46,192,283,84,86,93,101,78,82,86,86,288,434,350,575,598,329,153,214,728,466,217
"G5105200","1980","F","3","5","Virginia","51","3660","Bristol City","520",,,,,,,,,,,,,"02",,,,,,,,"BRISTOL CITY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",19042,17803,1122,22,0,0,4,14,4,12,14,2,3,4,0,38,18949,38,16,2,37,226,425,388,219,203,786,1137,309,311,340,363,354,400,399,357,915,1311,1326,2067,2119,1233,408,617,1714,906,209
"G5105300","1980","F","3","5","Virginia","51",,"Buena Vista City","530",,,,,,,,,,,,,"03",,,,,,,,"BUENA VISTA CITY","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1",6717,6439,265,1,0,0,2,0,0,2,1,1,0,0,0,6,6675,26,0,3,13,86,168,170,104,103,304,467,128,121,141,112,171,169,141,105,276,488,514,808,738,351,127,195,482,201,47
"G5105400","1980","F","3","5","Virginia","51","1540","Charlottesville City","540",,,,,,,,,,,,,"05",,,,,,,,"CHARLOTTESVILLE CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",39916,32131,7229,19,1,6,45,80,47,14,94,95,2,2,0,151,39540,130,52,32,162,493,851,785,369,351,1153,1688,454,457,511,524,551,1438,2082,2278,3988,4383,3002,3495,3227,1747,625,917,2669,1385,493
"G5105500","1980","F","3","5","Virginia","51","5720","Chesapeake City","550",,,,,,,,,,,,,"D",,,,,,,,"CHESAPEAKE CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",114486,81351,31600,244,2,2,59,91,610,39,43,66,25,22,3,329,113427,324,175,46,514,1835,3718,3636,1793,1723,6029,8312,2162,2389,2445,2517,2089,2032,2044,2047,6126,9632,9534,14946,11625,5602,1890,2272,5299,2166,623
"G5105600","1980","F","3","5","Virginia","51",,"Clifton Forge City","560",,,,,,,,,,,,,"03",,,,,,,,"CLIFTON FORGE CITY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",5046,4224,797,9,0,0,0,0,6,1,2,0,0,0,0,7,5011,21,1,0,13,62,133,111,56,67,175,268,90,90,85,84,86,75,66,74,206,325,287,490,542,302,111,172,556,387,146
"G5105700","1980","F","3","5","Virginia","51","6140","Colonial Heights City","570",,,,,,,,,,,,,"06",,,,,,,,"COLONIAL HEIGHTS CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16509,16169,52,19,0,0,31,46,15,46,65,13,4,0,1,48,16382,34,29,14,50,175,340,358,212,197,808,1057,289,339,350,312,316,292,254,261,740,1024,1349,2198,2152,1132,396,465,921,449,123
"G5105800","1980","F","3","5","Virginia","51",,"Covington City","580",,,,,,,,,,,,,"03",,,,,,,,"COVINGTON CITY","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1",9063,7824,1209,6,0,0,0,1,4,2,8,5,0,0,0,4,8963,54,8,0,38,120,190,183,100,92,363,562,144,141,175,151,148,160,141,128,448,651,606,891,943,565,219,337,1069,436,100
"G5105900","1980","F","3","5","Virginia","51","1950","Danville City","590",,,,,,,,,,,,,"07",,,,,,,,"DANVILLE CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45642,31846,13573,37,0,0,16,27,55,9,18,2,5,0,0,54,45337,192,11,19,83,523,1074,1036,510,561,1839,2492,711,741,768,783,746,774,807,793,2394,3436,3180,4591,5211,3001,1118,1525,4215,2239,574
"G5105950","1980","F","3","5","Virginia","51",,"Emporia City","595",,,,,,,,,,,,,"05",,,,,,,,"EMPORIA CITY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",4840,2874,1953,2,0,0,0,0,3,2,0,0,0,0,0,6,4787,49,0,1,3,68,115,118,53,66,205,280,76,76,107,79,73,59,69,68,227,329,273,461,483,312,153,188,515,288,99
"G5106000","1980","F","3","5","Virginia","51","8840","Fairfax City","600",,,,,,,,,,,,,"B",,,,,,,,"FAIRFAX CITY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",19390,18099,585,43,5,1,35,83,43,145,81,88,2,1,1,178,19011,70,61,46,202,232,484,413,233,209,768,1128,329,365,404,408,375,393,400,427,1340,1928,1699,2587,2329,1144,340,375,668,275,137
"G5106100","1980","F","3","5","Virginia","51","8840","Falls Church City","610",,,,,,,,,,,,,"B",,,,,,,,"FALLS CHURCH CITY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",9515,8846,223,10,0,0,25,62,53,43,32,63,3,1,0,154,9200,49,18,18,230,107,178,164,87,77,286,385,112,125,153,134,116,114,103,128,494,924,983,1285,1028,660,247,309,880,356,80
"G5106200","1980","F","3","5","Virginia","51",,"Franklin City","620",,,,,,,,,,,,,"10",,,,,,,,"FRANKLIN CITY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0",7308,3246,4045,3,2,0,1,0,8,0,0,0,0,0,0,3,7223,64,0,3,18,99,197,210,97,101,333,496,118,164,146,158,144,123,139,123,367,559,491,712,742,444,157,252,621,236,79
"G5106300","1980","F","3","5","Virginia","51",,"Fredericksburg City","630",,,,,,,,,,,,,"05",,,,,,,,"FREDERICKSBURG CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15322,12089,3104,28,1,1,6,9,3,13,11,14,1,0,0,42,15194,31,17,8,72,166,302,292,160,143,514,730,192,187,199,204,523,651,595,593,1011,1255,1006,1386,1402,809,301,456,1384,714,147
"G5106400","1980","F","3","5","Virginia","51",,"Galax City","640",,,,,,,,,,,,,"02",,,,,,,,"GALAX CITY","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",6524,6197,307,11,0,0,3,0,0,1,1,0,0,0,0,4,6465,34,2,0,23,73,127,150,77,72,262,358,78,106,99,95,95,81,83,94,341,465,438,709,788,422,140,212,690,361,108
"G5106500","1980","F","3","5","Virginia","51","5680","Hampton City","650",,,,,,,,,,,,,"E",,,,,,,,"HAMPTON CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",122617,78338,42072,238,1,2,175,156,263,274,118,167,52,14,4,743,120914,607,370,82,644,1890,3599,3458,1774,1617,5760,7899,2178,2378,2511,2575,2840,2964,2999,3019,8054,10784,9298,15083,12582,6101,2118,2611,5606,2276,643
"G5106600","1980","F","3","5","Virginia","51",,"Harrisonburg City","660",,,,,,,,,,,,,"04",,,,,,,,"HARRISONBURG CITY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0",19671,18622,874,13,0,0,16,23,17,10,20,38,3,2,0,33,19537,50,15,7,62,191,324,284,157,159,541,691,169,196,241,227,1005,1615,1672,1476,1680,1408,1094,1545,1401,774,292,405,1205,679,240
"G5106700","1980","F","3","5","Virginia","51","6140","Hopewell City","670",,,,,,,,,,,,,"10",,,,,,,,"HOPEWELL CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23397,18427,4661,31,0,0,16,6,23,72,11,17,2,14,1,116,23167,83,71,10,66,390,705,677,335,304,1064,1551,396,432,441,443,405,417,425,439,1375,1932,1759,2668,2415,1239,459,572,1629,705,220
"G5106780","1980","F","3","5","Virginia","51",,"Lexington City","678",,,,,,,,,,,,,"03",,,,,,,,"LEXINGTON CITY","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",7292,6322,896,4,0,0,3,8,5,7,6,8,2,0,0,31,7232,18,10,8,24,60,107,95,62,48,170,261,71,77,89,96,384,684,606,460,625,419,331,523,609,342,125,154,513,299,82
"G5106800","1980","F","3","5","Virginia","51","4640","Lynchburg City","680",,,,,,,,,,,,,"F",,,,,,,,"LYNCHBURG CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",66743,50354,15807,43,2,2,22,72,44,44,83,90,1,0,1,178,66291,226,18,20,188,877,1677,1545,773,756,2753,3689,969,1041,1056,1095,1594,1964,1694,1593,4047,5391,4617,6697,6799,3626,1316,1850,5482,2935,907
"G5106830","1980","F","3","5","Virginia","51","8840","Manassas City","683",,,,,,,,,,,,,"05",,,,,,,,"MANASSAS CITY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",15438,13736,1403,21,1,0,11,30,7,29,42,52,3,0,0,103,15244,57,33,10,94,331,660,556,264,266,824,1088,252,272,264,271,237,237,269,244,920,1770,1722,2012,1257,506,141,164,501,290,120
"G5106850","1980","F","3","5","Virginia","51","8840","Manassas Park City","685",,,,,,,,,,,,,"05",,,,,,,,"MANASSAS PARK CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",6524,6138,286,17,0,0,5,0,5,5,6,5,1,0,0,56,6427,25,27,0,45,146,305,279,128,113,410,523,151,152,149,139,126,104,119,119,469,693,584,770,583,187,50,60,118,37,10
"G5106900","1980","F","3","5","Virginia","51",,"Martinsville City","690",,,,,,,,,,,,,"07",,,,,,,,"MARTINSVILLE CITY","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",18149,12351,5728,1,0,0,3,18,4,3,1,24,1,0,0,15,18036,65,5,0,43,211,406,429,208,219,695,1090,298,328,350,356,305,244,247,249,879,1296,1229,1880,2144,1197,441,629,1803,753,263
"G5107000","1980","F","3","5","Virginia","51","5680","Newport News City","700",,,,,,,,,,,,,"E",,,,,,,,"NEWPORT NEWS CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",144903,95941,45584,312,10,1,265,164,308,716,108,216,50,56,23,1149,142316,829,726,117,915,2572,4653,4254,2062,2041,6814,8720,2342,2495,2572,2698,2901,3102,3224,3340,10550,14404,11969,16215,13838,7037,2527,3201,7298,3082,992
"G5107100","1980","F","3","5","Virginia","51","5720","Norfolk City","710",,,,,,,,,,,,,"D",,,,,,,,"NORFOLK CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",266979,162300,93987,850,27,8,309,418,5714,138,163,206,95,69,37,2658,260905,1908,1178,251,2737,5035,8248,7321,3528,3198,10250,12848,3439,3723,3788,4235,6421,9809,11149,11485,25887,27050,18514,22117,21178,12597,4618,6066,15409,7255,1811
"G5107200","1980","F","3","5","Virginia","51",,"Norton City","720",,,,,,,,,,,,,"01",,,,,,,,"NORTON CITY","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",4757,4469,249,1,0,0,0,0,20,0,5,0,0,0,0,13,4720,29,0,3,5,68,133,145,63,55,240,338,77,83,85,92,99,89,92,56,236,367,346,516,467,277,102,127,365,172,67
"G5107300","1980","F","3","5","Virginia","51","6140","Petersburg City","730",,,,,,,,,,,,,"06",,,,,,,,"PETERSBURG CITY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",41055,15437,25080,45,0,0,41,34,53,90,44,38,6,2,1,184,40593,212,85,24,141,623,1187,1077,519,478,1721,2646,806,795,784,796,741,762,725,796,2464,3523,2773,4108,4356,2469,914,1246,2988,1358,400
