G_ZCTA,ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
G85616,85616,2018,2161,6.29,9.63,14.53,18.37
G85617,85617,2018,428,13.08,8.88,9.35,5.61
G85618,85618,2018,551,11.8,22.32,27.59,9.26
G85619,85619,2018,34,0,0,0,0
G85620,85620,2018,209,2.39,15.79,8.61,6.7
G85621,85621,2018,7710,7.43,15.95,11.5,15.56
G85622,85622,2018,730,6.03,7.81,21.1,13.29
G85623,85623,2018,1433,7.61,26.87,11.79,4.47
G85624,85624,2018,425,8.71,24,8.94,14.59
G85625,85625,2018,622,9.16,20.74,9.97,3.38
G85626,85626,2018,361,0,23.55,19.11,7.2
G85627,85627,2018,493,7.1,34.48,8.11,15.21
G85629,85629,2018,11077,8.32,21.12,14.07,7.16
G85630,85630,2018,730,15.62,21.51,14.66,10.27
G85631,85631,2018,1116,8.6,27.15,20.88,20.61
G85632,85632,2018,321,9.66,30.84,4.36,7.79
G85633,85633,2018,12,0,33.33,16.67,0
G85634,85634,2018,1496,13.77,11.7,20.66,5.95
G85635,85635,2018,13468,6.4,10.2,15.05,12.01
G85637,85637,2018,422,0.71,16.82,10.9,18.25
G85638,85638,2018,629,13.51,10.65,6.52,16.38
G85640,85640,2018,32,0,75,0,0
G85641,85641,2018,11886,11.8,16.22,12.46,8.94
G85643,85643,2018,2928,9.8,28.79,7.92,13.73
G85645,85645,2018,826,13.92,25.06,6.3,3.75
G85646,85646,2018,492,14.63,10.77,18.09,20.12
G85648,85648,2018,7983,12.85,15.77,9.19,12.41
G85650,85650,2018,5745,8.44,11.05,9.82,10.65
G85653,85653,2018,7099,8.25,17.82,10.68,16.85
G85654,85654,2018,0,NA,NA,NA,NA
G85658,85658,2018,4570,9.72,17,15.03,6.61
G85701,85701,2018,2732,17.28,7.47,12.3,8.49
G85704,85704,2018,14642,10.12,13.09,16.96,14.4
G85705,85705,2018,24918,8,14.91,13.13,13.86
G85706,85706,2018,22093,5.04,20.72,14.29,13.15
G85707,85707,2018,78,0,24.36,21.79,0
G85708,85708,2018,703,5.12,5.41,18.21,16.79
G85710,85710,2018,25348,7.84,10.86,15.07,13.84
G85711,85711,2018,18672,10.09,11.77,14.22,13.5
G85712,85712,2018,14964,9.66,9.34,17.31,12.85
G85713,85713,2018,19075,7.83,19.83,10.84,11.55
G85714,85714,2018,5890,5.2,26.15,12.7,11.9
G85715,85715,2018,7887,11.02,14.35,17.32,12.91
G85716,85716,2018,15180,18.94,11.58,15.01,10.79
G85718,85718,2018,12043,14.88,10.54,19.69,7.04
G85719,85719,2018,23804,24.4,8.93,10.15,9.81
G85723,85723,2018,0,NA,NA,NA,NA
G85724,85724,2018,0,NA,NA,NA,NA
G85726,85726,2018,0,NA,NA,NA,NA
G85730,85730,2018,17554,7.13,14.57,13.77,13.32
G85735,85735,2018,4438,7.86,21.07,10.91,10.55
G85736,85736,2018,1669,9.89,25.88,12.58,10.55
G85737,85737,2018,9339,12.96,13.93,16.46,9.95
G85739,85739,2018,4691,7.35,17.27,15.07,12.94
G85741,85741,2018,18454,9.21,12.73,16.32,14.33
G85742,85742,2018,13811,9.27,14.81,14.19,15
G85743,85743,2018,14010,9.3,18.58,15.89,11.43
G85745,85745,2018,19137,10.06,14.55,16.93,12.24
G85746,85746,2018,19113,7.3,18.23,13.89,12.06
G85747,85747,2018,12241,9.66,16,15.92,10.44
G85748,85748,2018,9434,9.02,12.27,17,11.35
G85749,85749,2018,8266,13.32,17.15,14.35,7.72
G85750,85750,2018,10600,13.78,10.06,17.45,9.95
G85755,85755,2018,5396,11.34,19.57,14.84,8.71
G85756,85756,2018,14184,6.82,17.27,14.71,12.56
G85757,85757,2018,8632,8.62,18.07,14.75,8.03
G85901,85901,2018,6734,6.31,16.75,16.48,21.68
G85911,85911,2018,398,17.34,13.57,15.83,6.78
G85912,85912,2018,89,0,0,0,56.18
G85920,85920,2018,149,7.38,34.23,5.37,10.74
G85922,85922,2018,8,0,87.5,0,0
G85923,85923,2018,91,0,46.15,9.89,28.57
G85924,85924,2018,671,6.86,20.57,15.95,29.81
G85925,85925,2018,1590,12.58,29.18,12.96,6.79
G85926,85926,2018,174,19.54,5.17,32.18,13.79
G85927,85927,2018,41,0,29.27,0,0
G85928,85928,2018,338,2.96,28.99,0,33.73
G85929,85929,2018,2827,10.82,11.57,16.55,14.08
G85930,85930,2018,361,10.8,7.76,10.53,9.14
G85931,85931,2018,42,19.05,61.9,0,0
G85932,85932,2018,154,13.64,0,61.04,0
G85933,85933,2018,692,5.92,25.72,4.19,18.35
G85934,85934,2018,113,0,28.32,5.31,15.93
G85935,85935,2018,1592,15.83,8.73,20.1,16.83
G85936,85936,2018,1207,19.39,20.71,13.84,11.27
G85937,85937,2018,2375,13.89,18.15,18.86,16.25
G85938,85938,2018,936,4.49,26.18,9.83,19.23
G85939,85939,2018,1588,9.89,29.53,16.56,7.43
G85940,85940,2018,468,3.63,32.26,14.96,18.16
G85941,85941,2018,2358,13.7,9.88,20.19,10.43
G85942,85942,2018,44,0,56.82,0,0
G86001,86001,2018,25466,18.38,12.93,12.94,10.08
G86003,86003,2018,0,NA,NA,NA,NA
G86004,86004,2018,18298,11.98,19.82,13.03,12.18
G86011,86011,2018,2796,34.55,1.47,2.4,15.7
G86015,86015,2018,268,0,19.4,0,0
G86016,86016,2018,11,0,18.18,0,0
G86017,86017,2018,388,16.49,6.7,14.18,12.89
G86018,86018,2018,384,25.26,21.61,11.98,7.03
G86020,86020,2018,716,4.89,22.35,11.87,23.32
G86021,86021,2018,1469,10.28,34.58,7.42,11.3
G86022,86022,2018,857,11.44,25.32,1.52,15.52
G86023,86023,2018,1945,5.96,1.34,1.65,12.39
G86024,86024,2018,181,11.05,33.15,8.29,0
G86025,86025,2018,2205,15.51,12.93,7.57,9.71
G86028,86028,2018,0,NA,NA,NA,NA
G86029,86029,2018,54,59.26,0,12.96,0
G86030,86030,2018,480,11.88,22.08,21.46,5.83
G86031,86031,2018,317,14.51,15.46,20.5,12.3
G86032,86032,2018,680,15.74,26.03,7.35,13.68
G86033,86033,2018,1817,19.54,15.13,21.52,8.92
G86034,86034,2018,509,34.97,9.63,25.93,5.7
G86035,86035,2018,715,15.52,28.81,14.97,6.57
G86036,86036,2018,218,6.42,8.72,1.83,2.75
G86038,86038,2018,9,0,0,0,0
G86039,86039,2018,460,8.26,18.04,31.96,7.83
G86040,86040,2018,4917,11,20.32,5.02,11.27
G86042,86042,2018,754,11.27,11.54,18.44,14.59
G86043,86043,2018,850,12.82,14.12,12.59,14.24
G86044,86044,2018,691,11.87,20.84,28.08,5.07
G86045,86045,2018,3824,19.77,10.98,31.69,8.05
G86046,86046,2018,2364,4.78,20.64,7.15,12.52
G86047,86047,2018,4664,9.28,11.92,21.36,10.51
G86052,86052,2018,255,0,12.16,0,16.86
G86053,86053,2018,627,7.66,37.16,8.77,12.12
G86054,86054,2018,479,28.39,23.59,20.88,5.01
G86301,86301,2018,7839,13.11,10.35,18.05,12.64
G86303,86303,2018,6692,10.82,14.91,17.89,12.1
G86305,86305,2018,6268,9.09,17.53,17.34,12.75
G86313,86313,2018,0,NA,NA,NA,NA
G86314,86314,2018,15681,8.59,16.88,16.46,14.93
G86315,86315,2018,2745,6.96,14.06,12.57,9.03
G86320,86320,2018,545,13.21,23.12,15.78,17.98
G86321,86321,2018,950,6.11,75.79,1.47,8.42
G86322,86322,2018,3970,11.96,16.07,9.09,9.9
G86323,86323,2018,6331,6.37,26.09,12.08,17.47
G86324,86324,2018,1822,20.31,13.01,25.25,5.21
G86325,86325,2018,2530,8.93,14.86,12.49,18.93
G86326,86326,2018,9708,7.79,15.04,15.59,12.55
G86327,86327,2018,2787,4.05,12.67,15.03,15.57
G86329,86329,2018,423,3.55,9.22,17.02,24.35
G86331,86331,2018,241,3.73,16.6,23.65,24.9
G86332,86332,2018,545,12.29,24.77,7.16,12.48
G86333,86333,2018,2697,10.12,14.65,14.94,15.61
G86334,86334,2018,1805,10.14,28.81,8.09,12.85
G86335,86335,2018,2217,3.16,9.07,10.6,18.9
G86336,86336,2018,4839,6.12,9.98,14.92,9.11
G86337,86337,2018,483,11.59,25.26,4.76,16.36
G86338,86338,2018,145,11.03,46.21,17.24,0
G86343,86343,2018,29,0,20.69,0,0
G86351,86351,2018,2419,5.46,11.08,9.88,16.41
G86401,86401,2018,8815,6.85,14.55,19.57,10.49
G86403,86403,2018,7579,5.33,20.06,10.87,12.71
G86404,86404,2018,5853,5.84,19.08,16.9,14.92
G86406,86406,2018,8466,8.01,16.74,13.67,11.5
G86409,86409,2018,9746,7.95,15,16.93,15.27
G86411,86411,2018,77,0,19.48,0,3.9
G86413,86413,2018,3229,8.14,13.32,16.75,16.97
G86426,86426,2018,5273,7.11,12,16.56,16.69
G86429,86429,2018,2482,6.45,11.4,11.93,11.12
G86431,86431,2018,94,0,12.77,19.15,0
G86432,86432,2018,1092,4.58,9.34,0,24.18
G86433,86433,2018,0,NA,NA,NA,NA
G86434,86434,2018,484,3.51,7.85,15.29,2.89
G86435,86435,2018,2,0,0,0,0
G86436,86436,2018,317,0,0,25.24,17.03
G86437,86437,2018,33,0,21.21,6.06,9.09
G86438,86438,2018,198,0,42.93,11.62,10.61
G86440,86440,2018,2359,12.42,14.88,12.42,14.12
G86441,86441,2018,458,6.55,9.17,0,11.79
G86442,86442,2018,12582,4.15,8.69,13.9,13.29
G86443,86443,2018,0,NA,NA,NA,NA
G86444,86444,2018,145,6.9,11.03,0,38.62
G86445,86445,2018,107,0,14.95,54.21,0
G86502,86502,2018,335,8.66,19.7,17.31,16.72
G86503,86503,2018,2431,31.18,7.86,28.1,5.76
G86504,86504,2018,1888,11.86,16.05,22.67,8.37
G86505,86505,2018,1923,23.56,11.8,28.81,5.98
G86506,86506,2018,297,17.85,12.79,12.79,18.52
G86507,86507,2018,383,39.69,19.58,27.94,3.39
G86508,86508,2018,169,11.83,7.1,20.71,26.04
G86510,86510,2018,888,25.68,12.5,26.58,5.52
G86511,86511,2018,1056,9.09,14.02,23.77,8.52
G86512,86512,2018,703,11.1,23.61,21.34,10.38
G86514,86514,2018,704,20.45,15.48,26.85,8.52
G86515,86515,2018,1282,14.2,6.71,18.1,10.14
G86520,86520,2018,376,17.55,13.03,23.4,15.16
G86535,86535,2018,268,13.43,22.01,26.49,4.48
G86538,86538,2018,513,41.33,6.24,27.88,9.94
G86540,86540,2018,161,16.15,8.7,29.19,9.32
G86544,86544,2018,277,10.11,26.71,24.91,8.3
G86545,86545,2018,260,32.69,23.85,16.54,5.77
G86547,86547,2018,231,12.99,19.48,39.83,0
G86556,86556,2018,495,36.77,6.26,20.61,5.66
G87001,87001,2018,1150,6.26,17.74,14.78,16.26
G87002,87002,2018,8060,7.9,21.77,15.94,13.26
G87004,87004,2018,4249,6.59,23.75,13.49,11.37
G87005,87005,2018,167,8.98,10.78,25.75,48.5
G87006,87006,2018,626,0.16,10.54,64.22,0
G87007,87007,2018,310,9.03,16.77,15.16,3.23
G87008,87008,2018,1113,6.56,14.2,22.28,4.85
G87010,87010,2018,461,7.16,6.29,14.75,18
G87011,87011,2018,11,0,0,0,36.36
G87012,87012,2018,NA,NA,NA,NA,NA
G87013,87013,2018,NA,NA,NA,NA,NA
G87014,87014,2018,281,10.68,13.52,17.79,0
G87015,87015,2018,5954,12.14,18.86,15.03,9.32
G87016,87016,2018,776,1.55,45.1,11.21,0.9
G87017,87017,2018,NA,NA,NA,NA,NA
G87018,87018,2018,127,3.15,41.73,25.2,9.45
G87020,87020,2018,3625,11.67,17.19,17.96,12.08
G87021,87021,2018,1526,4.52,25.75,20.38,13.43
G87022,87022,2018,326,0,7.06,19.63,6.44
G87023,87023,2018,225,16,18.67,24,4.44
G87024,87024,2018,858,6.29,20.86,17.72,4.08
G87025,87025,2018,481,7.48,4.16,3.95,5.82
G87026,87026,2018,1518,9.29,19.37,15.88,9.95
G87027,87027,2018,59,61.02,10.17,0,11.86
G87028,87028,2018,108,0,3.7,96.3,0
G87029,87029,2018,NA,NA,NA,NA,NA
G87031,87031,2018,17185,9.9,17.07,13.11,12.37
G87032,87032,2018,154,0,0,93.51,0
G87034,87034,2018,734,10.9,14.71,9.67,12.26
G87035,87035,2018,3182,14.24,12.19,13.51,16.88
G87036,87036,2018,501,9.38,23.95,2.4,14.37
G87037,87037,2018,136,4.41,32.35,16.91,2.21
G87038,87038,2018,224,0,3.57,19.2,17.41
G87040,87040,2018,164,21.95,6.1,29.27,0
G87041,87041,2018,287,13.94,20.91,16.72,10.1
G87042,87042,2018,1406,14.72,17.35,12.09,6.61
G87043,87043,2018,1980,7.88,15.4,14.8,10.61
G87044,87044,2018,135,6.67,5.93,9.63,9.63
G87045,87045,2018,428,4.44,14.72,10.51,23.83
G87046,87046,2018,NA,NA,NA,NA,NA
G87047,87047,2018,1926,10.44,15.11,12.62,9.45
G87048,87048,2018,4320,13.54,14.58,18.5,6.9
G87049,87049,2018,585,5.81,15.21,11.11,14.87
G87051,87051,2018,440,6.59,44.55,5,10.45
G87052,87052,2018,974,7.6,21.36,17.45,20.23
G87053,87053,2018,442,4.3,26.02,12.67,9.05
G87056,87056,2018,495,4.65,30.91,6.46,7.68
G87059,87059,2018,4823,10.82,15.01,13.25,7.36
G87061,87061,2018,124,0,70.97,29.03,0
G87062,87062,2018,342,13.45,46.2,12.87,6.43
G87063,87063,2018,73,13.7,53.42,5.48,0
G87064,87064,2018,NA,NA,NA,NA,NA
G87068,87068,2018,1845,5.2,23.96,14.69,13.17
G87070,87070,2018,130,0,0,7.69,4.62
G87072,87072,2018,252,17.06,8.73,17.86,10.71
G87083,87083,2018,205,16.1,5.37,15.12,10.24
G87102,87102,2018,9319,11.94,13.19,13.77,9.02
G87104,87104,2018,5947,10.48,13.03,18.5,10.34
G87105,87105,2018,24424,8.61,18.92,14.05,10.55
G87106,87106,2018,13818,18.71,8.98,16.64,9.87
G87107,87107,2018,14037,11.53,12.41,16.09,11.06
G87108,87108,2018,16211,13.56,10.54,14.43,9.97
G87109,87109,2018,19098,10.58,8,15.71,14.05
G87110,87110,2018,19838,11.14,7.69,15.32,12.59
G87111,87111,2018,26990,12.92,8.16,17.64,10.62
G87112,87112,2018,19770,9.77,11.31,17.77,12.87
G87113,87113,2018,8133,8.64,10.29,16.34,9.52
G87114,87114,2018,32943,9.74,11.32,16.89,12.15
G87116,87116,2018,1148,9.67,7.93,15.33,4.88
G87117,87117,2018,0,NA,NA,NA,NA
G87120,87120,2018,31211,7.82,12.66,15.7,12.15
G87121,87121,2018,34095,6.55,19.43,15.28,12.06
G87122,87122,2018,8663,10.62,12.2,15.62,10.45
G87123,87123,2018,19624,8.39,9.47,15.52,8.21
G87124,87124,2018,25254,8.54,12.93,14.02,14.99
G87144,87144,2018,18835,9.88,15.59,15.03,12.13
G87301,87301,2018,8941,14.69,10.78,20.14,9.98
G87305,87305,2018,1049,6.67,18.59,20.69,10.49
G87310,87310,2018,329,8.21,14.59,33.74,13.68
G87311,87311,2018,1109,13.44,9.74,17.49,17.94
G87312,87312,2018,144,10.42,9.72,30.56,15.28
G87313,87313,2018,1968,19.56,13.62,33.94,8.18
G87315,87315,2018,41,0,31.71,0,0
G87316,87316,2018,284,5.28,25.7,24.3,15.85
G87317,87317,2018,764,7.85,15.58,6.02,27.23
G87319,87319,2018,482,6.85,11.83,29.05,9.75
G87320,87320,2018,162,12.35,11.11,27.78,9.26
G87321,87321,2018,755,23.58,23.05,13.25,8.34
G87322,87322,2018,42,0,0,26.19,16.67
G87323,87323,2018,1053,17.28,17.95,29.34,4.65
G87325,87325,2018,932,21.46,16.31,19.1,11.16
G87326,87326,2018,558,16.13,7.53,20.25,19.53
G87327,87327,2018,3420,12.22,25.26,21.96,7.87
G87328,87328,2018,506,18.97,16.01,22.92,7.91
G87347,87347,2018,52,0,71.15,0,0
G87357,87357,2018,258,18.22,7.36,23.26,4.65
G87364,87364,2018,216,23.15,21.3,22.22,2.31
G87375,87375,2018,869,8.29,13.23,14.04,18.64
G87401,87401,2018,19545,9.85,24.68,13.82,12.34
G87402,87402,2018,4498,8.71,24.83,13.05,16.63
G87410,87410,2018,7274,8.63,27.23,10.87,14.59
G87412,87412,2018,NA,NA,NA,NA,NA
G87413,87413,2018,6965,10.21,28.84,10.29,14.13
G87415,87415,2018,599,3.84,46.08,11.85,5.68
G87416,87416,2018,1839,12.23,30.67,14.85,9.52
G87417,87417,2018,2292,10.91,39.22,13.83,12.22
G87418,87418,2018,509,8.25,30.65,13.16,2.55
G87419,87419,2018,NA,NA,NA,NA,NA
G87420,87420,2018,3874,13.04,19.41,23.1,12.13
G87421,87421,2018,602,13.46,30.73,13.12,9.97
G87455,87455,2018,525,21.52,24.38,27.62,7.05
G87461,87461,2018,355,13.52,25.92,20,8.17
G87499,87499,2018,202,6.44,22.28,5.94,4.95
G87501,87501,2018,7784,11,5.78,15.79,7.97
G87505,87505,2018,14695,11.9,8.76,12.71,12.3
G87506,87506,2018,5528,7.92,8.95,13.1,9.39
G87507,87507,2018,24614,6.48,13.61,12.85,16.28
G87508,87508,2018,8656,7.77,12.28,10.92,9.95
G87510,87510,2018,NA,NA,NA,NA,NA
G87511,87511,2018,NA,NA,NA,NA,NA
G87512,87512,2018,26,0,0,0,0
G87513,87513,2018,382,10.99,9.69,40.05,10.73
G87514,87514,2018,136,25.74,18.38,0,11.03
G87515,87515,2018,NA,NA,NA,NA,NA
G87516,87516,2018,NA,NA,NA,NA,NA
G87517,87517,2018,58,0,37.93,13.79,0
G87518,87518,2018,NA,NA,NA,NA,NA
G87519,87519,2018,144,0,15.97,0,39.58
G87520,87520,2018,NA,NA,NA,NA,NA
G87521,87521,2018,NA,NA,NA,NA,NA
G87522,87522,2018,NA,NA,NA,NA,NA
G87523,87523,2018,NA,NA,NA,NA,NA
G87524,87524,2018,0,NA,NA,NA,NA
G87525,87525,2018,60,0,0,0,6.67
G87527,87527,2018,NA,NA,NA,NA,NA
G87528,87528,2018,NA,NA,NA,NA,NA
G87529,87529,2018,2363,13.42,10.66,12.87,13.5
G87530,87530,2018,NA,NA,NA,NA,NA
G87531,87531,2018,NA,NA,NA,NA,NA
G87532,87532,2018,NA,NA,NA,NA,NA
G87533,87533,2018,NA,NA,NA,NA,NA
G87535,87535,2018,569,10.19,17.05,15.47,11.78
G87537,87537,2018,NA,NA,NA,NA,NA
G87538,87538,2018,216,15.28,12.96,18.06,12.96
G87539,87539,2018,NA,NA,NA,NA,NA
G87540,87540,2018,528,10.8,20.08,2.08,11.55
G87543,87543,2018,85,0,0,0,34.12
G87544,87544,2018,9516,10.57,3.83,6.88,4
G87548,87548,2018,NA,NA,NA,NA,NA
G87549,87549,2018,NA,NA,NA,NA,NA
G87551,87551,2018,NA,NA,NA,NA,NA
G87552,87552,2018,1653,19.06,14.4,8.71,5.75
G87553,87553,2018,496,13.91,10.89,21.98,9.07
G87554,87554,2018,NA,NA,NA,NA,NA
G87556,87556,2018,863,1.85,18.66,15.99,22.36
G87557,87557,2018,2785,5.64,17.63,14.36,20.07
G87558,87558,2018,298,1.68,4.36,4.7,12.42
G87560,87560,2018,289,0,10.38,34.6,29.76
G87562,87562,2018,92,0,0,0,19.57
G87564,87564,2018,79,0,0,21.52,15.19
G87565,87565,2018,165,24.24,53.33,11.52,0
G87566,87566,2018,NA,NA,NA,NA,NA
G87567,87567,2018,723,8.02,11.07,10.51,13.97
G87569,87569,2018,177,6.21,5.65,61.58,18.08
G87571,87571,2018,4791,9.02,17.2,6.45,17.39
G87573,87573,2018,38,0,0,0,65.79
G87574,87574,2018,143,11.19,0,0,13.99
G87575,87575,2018,NA,NA,NA,NA,NA
G87577,87577,2018,NA,NA,NA,NA,NA
G87578,87578,2018,NA,NA,NA,NA,NA
G87579,87579,2018,435,16.55,3.91,10.11,11.95
G87580,87580,2018,416,0,4.33,0,46.88
G87581,87581,2018,NA,NA,NA,NA,NA
G87582,87582,2018,NA,NA,NA,NA,NA
G87583,87583,2018,30,0,0,36.67,0
G87701,87701,2018,6453,14.91,14.3,24.79,8.24
G87710,87710,2018,627,1.44,8.77,1.91,28.55
G87711,87711,2018,113,5.31,5.31,15.04,32.74
G87712,87712,2018,111,0,22.52,0,0
G87713,87713,2018,31,0,0,35.48,0
G87714,87714,2018,448,8.26,28.79,5.36,7.81
G87715,87715,2018,103,49.51,50.49,0,0
G87718,87718,2018,139,8.63,18.71,7.19,9.35
G87722,87722,2018,166,0,50.6,12.65,9.64
G87723,87723,2018,29,0,0,44.83,0
G87724,87724,2018,0,NA,NA,NA,NA
G87728,87728,2018,199,14.57,25.63,18.09,13.57
G87729,87729,2018,3,0,100,0,0
G87730,87730,2018,16,0,100,0,0
G87731,87731,2018,86,55.81,0,0,12.79
G87732,87732,2018,629,20.99,2.23,29.41,14.63
G87733,87733,2018,44,4.55,45.45,2.27,6.82
G87734,87734,2018,43,16.28,53.49,6.98,0
G87735,87735,2018,0,NA,NA,NA,NA
G87736,87736,2018,89,0,0,0,0
G87740,87740,2018,2714,9.91,20.82,14.3,9.69
G87742,87742,2018,91,0,62.64,21.98,15.38
G87743,87743,2018,69,15.94,36.23,4.35,4.35
G87745,87745,2018,315,11.11,20.63,29.52,17.78
G87746,87746,2018,10,40,40,0,0
G87747,87747,2018,499,17.84,20.64,8.22,7.62
G87749,87749,2018,84,0,57.14,0,0
G87750,87750,2018,0,NA,NA,NA,NA
G87752,87752,2018,123,29.27,25.2,8.13,16.26
G87753,87753,2018,75,82.67,6.67,0,0
G87801,87801,2018,3428,36.58,7.73,11.29,7.47
G87820,87820,2018,13,0,100,0,0
G87821,87821,2018,102,7.84,47.06,0,0
G87823,87823,2018,337,45.7,13.06,0,0
G87824,87824,2018,35,0,25.71,0,0
G87825,87825,2018,535,29.91,30.84,10.65,11.03
G87827,87827,2018,9,0,0,0,0
G87828,87828,2018,67,0,11.94,0,0
G87829,87829,2018,196,3.57,40.31,3.06,23.47
G87830,87830,2018,339,13.57,20.06,7.37,22.71
G87831,87831,2018,127,65.35,19.69,0,0
G87832,87832,2018,26,0,0,42.31,57.69
G87901,87901,2018,2199,10.05,14.01,27.1,9.55
G87930,87930,2018,159,8.18,45.28,0,0
G87931,87931,2018,290,40,0,26.55,8.62
G87933,87933,2018,109,0,31.19,0,0
G87935,87935,2018,291,12.37,24.4,11.34,24.74
G87936,87936,2018,139,0,66.19,33.81,0
G87937,87937,2018,904,8.41,30.09,12.72,9.51
G87939,87939,2018,76,0,36.84,63.16,0
G87940,87940,2018,386,9.33,19.95,17.62,20.73
G87941,87941,2018,304,0,94.41,5.59,0
G87942,87942,2018,316,32.91,8.86,18.04,12.97
G87943,87943,2018,51,0,27.45,0,0
G88001,88001,2018,15889,14.14,9.52,14.83,10.57
G88002,88002,2018,287,2.09,4.88,8.36,5.23
G88003,88003,2018,116,42.24,7.76,0,4.31
G88004,88004,2018,0,NA,NA,NA,NA
G88005,88005,2018,11918,15.35,12.24,17.18,9.22
G88007,88007,2018,9784,13.86,18.19,13.55,11.97
G88008,88008,2018,3306,7.89,11.98,13.79,20.87
G88009,88009,2018,2,0,100,0,0
G88011,88011,2018,12840,16.66,9.21,18.26,6.88
G88012,88012,2018,12118,11.72,10.91,16.27,13.58
G88020,88020,2018,287,26.13,37.98,11.15,0.7
G88021,88021,2018,7561,13.87,26.2,11.98,9.81
G88022,88022,2018,345,5.51,17.39,30.43,4.93
G88023,88023,2018,863,13.21,25.72,15.87,13.79
G88024,88024,2018,63,0,52.38,0,19.05
G88025,88025,2018,85,0,29.41,44.71,0
G88026,88026,2018,525,4.19,19.81,36,16.57
G88027,88027,2018,140,22.86,35.71,7.86,10
G88028,88028,2018,87,0,16.09,25.29,8.05
G88029,88029,2018,413,18.64,22.52,20.58,16.46
G88030,88030,2018,7245,9.41,30.1,12.96,11.33
G88032,88032,2018,83,0,56.63,22.89,0
G88033,88033,2018,0,NA,NA,NA,NA
G88034,88034,2018,16,0,0,0,0
G88038,88038,2018,168,0,25,17.86,11.31
G88039,88039,2018,96,14.58,13.54,0,31.25
G88040,88040,2018,30,20,53.33,0,0
G88041,88041,2018,466,11.8,20.6,18.45,30.69
G88042,88042,2018,66,0,100,0,0
G88043,88043,2018,492,9.55,25.41,23.58,12.6
G88044,88044,2018,1566,10.6,22.22,9.07,10.22
G88045,88045,2018,1183,8.03,22.99,15.98,14.2
G88046,88046,2018,302,23.18,14.9,0,15.89
G88047,88047,2018,1045,11.29,19.71,20.57,2.49
G88048,88048,2018,1044,4.69,20.69,17.72,29.69
G88049,88049,2018,44,0,77.27,0,22.73
G88051,88051,2018,21,57.14,28.57,0,0
G88052,88052,2018,0,NA,NA,NA,NA
G88053,88053,2018,21,0,0,0,0
G88055,88055,2018,13,0,100,0,0
G88056,88056,2018,61,18.03,44.26,0,26.23
G88061,88061,2018,6998,14.85,19.33,19.02,9.3
G88063,88063,2018,5395,7.71,25.19,15.98,8.45
G88065,88065,2018,307,5.21,22.15,22.15,12.38
G88072,88072,2018,622,5.47,22.35,16.88,0
G88081,88081,2018,5154,11.82,19.48,13.81,10.81
G88101,88101,2018,19494,9.47,20.88,11.91,13.72
G88103,88103,2018,12,0,0,0,0
G88112,88112,2018,72,18.06,52.78,6.94,2.78
G88113,88113,2018,49,8.16,73.47,0,0
G88114,88114,2018,15,0,80,0,0
G88115,88115,2018,42,0,21.43,14.29,9.52
G88116,88116,2018,173,8.67,41.62,6.36,6.36
G88118,88118,2018,110,0,50,18.18,0.91
G88119,88119,2018,715,15.8,32.73,9.65,2.24
G88120,88120,2018,79,29.11,34.18,3.8,0
G88121,88121,2018,27,7.41,51.85,7.41,3.7
G88124,88124,2018,367,7.36,31.34,12.53,10.35
G88125,88125,2018,36,13.89,50,0,0
G88126,88126,2018,8,0,37.5,37.5,0
G88130,88130,2018,7443,20.65,20.78,9.83,10.41
G88132,88132,2018,78,20.51,41.03,2.56,8.97
G88134,88134,2018,17,0,100,0,0
G88135,88135,2018,678,6.34,29.65,17.11,15.34
G88136,88136,2018,16,0,62.5,0,0
G88201,88201,2018,11462,12.84,21.18,12.45,10.9
G88203,88203,2018,12118,9.56,22.41,16.48,11.18
G88210,88210,2018,7845,6.69,36.92,7.95,9.43
G88220,88220,2018,17032,8.19,27.77,11.5,12.92
G88230,88230,2018,1845,9.97,30.57,11.27,16.8
G88231,88231,2018,1469,11.03,39.69,5.51,6.54
G88232,88232,2018,821,9.14,26.31,17.17,16.2
G88240,88240,2018,16305,8.97,30.77,8.76,11.34
G88242,88242,2018,3460,10.58,22.98,11.3,11.3
G88250,88250,2018,115,10.43,79.13,0,6.09
G88252,88252,2018,912,7.68,40.79,7.57,8
G88253,88253,2018,345,14.2,37.68,13.91,9.57
G88254,88254,2018,29,0,0,0,0
G88255,88255,2018,22,0,100,0,0
G88256,88256,2018,750,9.6,41.73,11.47,14.13
G88260,88260,2018,5959,7.79,38.46,11.88,9.18
G88262,88262,2018,5,0,0,0,0
G88263,88263,2018,85,0,63.53,14.12,0
G88264,88264,2018,11,0,0,0,0
G88265,88265,2018,50,0,30,0,0
G88267,88267,2018,488,12.3,36.27,9.22,5.12
G88268,88268,2018,173,0,23.12,0,40.46
G88301,88301,2018,316,24.37,14.24,12.97,6.01
G88310,88310,2018,15031,9.69,10.47,16.09,15.8
G88311,88311,2018,477,7.97,10.48,18.87,5.45
G88312,88312,2018,1016,7.09,31.1,1.67,12.5
G88314,88314,2018,56,0,0,0,28.57
G88316,88316,2018,695,5.61,27.77,3.6,10.36
G88317,88317,2018,568,6.51,28.35,5.63,2.29
G88318,88318,2018,113,14.16,58.41,0.88,1.77
G88321,88321,2018,28,7.14,14.29,0,32.14
G88323,88323,2018,0,NA,NA,NA,NA
G88324,88324,2018,61,0,57.38,9.84,21.31
