"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"2476","47095",2010,7827,68.89,28.04,0.79,0.23,0,2.05,1.3,33.89,4,9.6,4.6,8,47.1,7.4,6.7,5.8,6,13.4,83.7,70.3,0.16,0.78,0.17,25.6
"2477","47097",2010,27745,62.82,34.78,0.43,0.19,0.03,1.75,1.78,26.8,6.8,13.7,6.7,6.9,42.5,7.4,6.6,5.9,4.9,12.1,75.3,63.2,0.05,0.23,0.04,20.9
"2478","47099",2010,41319,95.81,1.66,0.3,0.37,0,1.86,1.67,24.77,6.9,14.1,7.2,5.3,37.6,7,6.6,5.6,6.6,15.6,74.5,58.9,0.03,0.14,0.04,16.5
"2479","47101",2010,12003,95.64,1.17,0.47,0.05,0,2.67,2.58,22.13,6.9,14.2,6.6,5.1,35.2,7.3,7.5,6.8,6.9,15.1,74.7,59.6,0.1,0.47,0.13,19.4
"2480","47103",2010,32885,89.75,6.2,0.2,0.1,0.04,3.71,2.49,20.6,6.4,13,6.6,5.6,36.1,7.9,7.4,6.6,6.1,16.6,76.5,59.9,0.04,0.17,0.05,18.9
"2481","47105",2010,47102,95.7,1.29,0.18,0.45,0,2.38,6.2,15.66,5.2,11.6,6.1,4.7,33,7.3,7.1,7.4,8,20.3,79.4,59.1,0.02,0.11,0.04,16.5
"2482","47107",2010,52075,93.27,4.09,0.13,0.65,0,1.86,2.78,21.72,5.8,13.1,6.8,5,37.1,7.5,7.4,6.5,6.5,16,76.8,60.8,0.02,0.11,0.03,19.8
"2483","47109",2010,25760,92.22,5.85,0.2,0.23,0,1.5,1.42,24.91,6,13.1,7.1,4.8,36,7.2,7,6.3,7.6,16.8,76.3,59.5,0.05,0.21,0.07,20.5
"2484","47111",2010,21934,97.09,0.55,0.38,0.19,0,1.79,3.49,27.36,6.9,14.3,7.5,5.8,39.3,6.9,6.7,6.5,6.1,13.3,74.2,60.9,0.06,0.28,0.06,18.5
"2485","47113",2010,97378,61.15,35.64,0.2,0.93,0.08,2,3.21,15.29,6.8,13.4,8,7.3,41.1,7.3,7.4,6.5,5,12.7,75.4,62.7,0.02,0.06,0.01,15.2
"2486","47115",2010,28123,94.17,1.7,0.13,0.32,0,3.68,1.23,26.32,5.6,12.5,6.6,5.4,37,7.5,8,7.4,6.8,15.1,78,62.9,0.04,0.2,0.05,22.7
"2487","47117",2010,29902,89.23,6.88,0.1,0.39,0,3.4,4.41,20.95,6.6,14,6.9,5.4,38.9,7.8,7.6,6.5,6,12.7,74.8,62.1,0.04,0.2,0.04,19.1
"2488","47119",2010,79029,83.33,12.97,0.25,0.45,0.02,2.98,4.67,16.58,7.2,13.2,6.6,5.8,39,7.8,8.1,7.1,5,12.6,75.5,62.9,0.02,0.08,0.02,15.1
"2489","47121",2010,11581,97.38,1.08,0.44,0,0,1.1,1.26,27,5.4,13,5.9,5.1,36.2,7.5,7.5,7.9,7.8,14.8,78,63.2,0.09,0.47,0.13,30.1
"2490","47123",2010,44015,94.65,2.23,0.31,0.35,0,2.46,3.18,27.34,6.1,13.1,6.7,5.2,37.2,6.9,7.1,7.3,6.8,15.4,76.6,61.2,0.03,0.13,0.03,21.3
"2491","47125",2010,163603,72.47,19.34,0.71,2.19,0.36,4.93,7.49,10,8.7,14.9,7.4,9.2,47.4,6.8,5.8,4.7,3.6,8,72,64,0.01,0.04,0,12.4
"2492","47127",2010,6266,94.22,1.36,0.3,0.29,0,3.83,0.53,20.05,4.8,13.9,8.1,4.6,35.5,7.3,7.5,4.4,9.6,17,77,60,0.2,0.86,0.27,14.8
"2493","47129",2010,21664,94.72,2.66,0.12,0.52,0,1.98,0.8,24.44,5.5,12.5,5.9,5.9,40.6,7.6,7.6,7.2,5.5,13.4,78.1,64.7,0.05,0.27,0.06,21.3
"2494","47131",2010,31905,87.3,10.27,0.19,0.2,0,2.04,3.02,20.08,5.5,13.5,6.1,5.2,36.7,7,7.6,6.6,6.8,16.2,76.9,60.7,0.04,0.17,0.05,17.6
"2495","47133",2010,21777,97.47,0.57,0,0,0,1.96,0.19,28.57,6,13.3,6.5,4.9,36.7,6.9,7.1,7.2,6.4,16.4,76.7,60.3,0.05,0.26,0.08,18.7
"2496","47135",2010,7778,95.35,2.44,0,0,1.21,1,0.91,23.38,5.6,12.7,6.2,5.3,34.6,6.7,8.1,7.9,6.9,17.4,77.8,60.4,0.15,0.68,0.22,22.9
"2497","47137",2010,5072,97.3,0,0,0,0,2.7,2.56,25.86,8.1,11.4,5.4,4.4,36,5.3,6,9.8,5.8,17.6,78.1,60.5,0.19,1.09,0.35,17
"2498","47139",2010,16690,97.94,0.1,0.4,0,0,1.56,1.14,29.22,5.5,12.8,6.3,4.7,36,7.6,7.1,6.4,8.3,16.3,77.8,61.5,0.07,0.33,0.1,22.6
"2499","47141",2010,70570,94.22,1.97,0.22,1.2,0,2.39,5.07,19.2,6.2,11.7,8.3,10.9,43.8,6.5,6.3,5.9,5.5,14.1,78.3,64.2,0.03,0.09,0.02,14.2
"2500","47143",2010,31215,94.57,2.11,0.26,0.32,0,2.74,3.35,25.71,6.3,13.2,7.2,6.3,37.9,7.4,6.9,6.3,6.9,15.1,76.5,61.4,0.04,0.18,0.05,24.5
"2501","47145",2010,54156,95.07,2.45,0.32,0.54,0.08,1.54,1.39,18.72,5.1,12.2,6.1,4.5,33.6,8,8.1,8,7.2,17.8,78.9,61.1,0.02,0.09,0.03,22.1
"2502","47147",2010,64347,89.76,7.44,0.43,0.16,0.13,2.08,5.6,18.94,7.2,14.6,6.8,5.5,40.1,8.1,7.3,6.6,4.7,11.5,73.8,62.3,0.02,0.1,0.02,12.6
"2503","47149",2010,250517,80.5,12.2,0.3,3.04,0.04,3.92,6.17,12.05,7.4,14.6,7.6,8.7,47.6,7.2,6.2,4.8,4.2,8,73.7,65.7,0.01,0.03,0,8.9
"2504","47151",2010,22171,98.39,0,0.34,0.17,0,1.1,0.93,26.52,7,14,7,5.5,39.7,7.1,7,5.4,6.8,13.1,74.5,61.4,0.06,0.27,0.06,22.2
"2505","47153",2010,13814,90.93,0,1.05,0,0.12,7.9,2.64,25.93,6.6,13.5,6.7,4.8,37.1,7.5,7.4,6,7,14.8,75.8,61,0.08,0.41,0.11,22.1
"2506","47155",2010,87507,95.8,0.8,0.19,0.86,0,2.35,4.48,19.09,5.9,12.2,6.6,5.8,38.3,7.8,7.4,7.5,6,14.9,77.7,62.8,0.01,0.06,0.02,17.1
"2507","47157",2010,922696,42.21,51.46,0.17,2.29,0.03,3.84,5.1,15.13,7.2,14.9,7.7,7.1,42.8,7.3,7.1,6.1,4.5,10,73,63,0,0.01,0,12.3
"2508","47159",2010,19035,95.28,1.88,0.24,0.19,0,2.41,1.95,21.66,6.1,13.9,6.9,5.3,38.6,8.1,7.4,6.8,5.6,13.4,75.5,62.1,0.06,0.31,0.07,15.4
"2509","47161",2010,13133,95.17,1.58,1.2,0.97,0,1.08,1.73,19.11,5.6,13.8,7,4.7,35.4,7.6,7.9,7,6.7,16.1,75.9,59.8,0.09,0.42,0.12,20.4
"2510","47163",2010,155815,95.51,1.91,0.29,0.57,0.01,1.71,1.4,17.93,5.2,11.8,6.2,5.1,36,7.5,7.7,7.2,6.7,17.9,79,61.1,0.01,0.03,0.01,19.6
"2511","47165",2010,155592,89.73,6.72,0.34,1.04,0.01,2.16,3.59,14.63,6.6,14.4,6.9,5.3,39.6,8,7.2,6.6,5.5,12.1,74.5,62.4,0.01,0.04,0.01,11.5
"2512","47167",2010,59689,78.33,18.85,0.45,0.62,0.01,1.74,2.04,16.81,6.5,15.5,8.2,6,41,8.2,7,6.1,5,10.7,72.6,61.9,0.02,0.11,0.02,15.5
"2513","47169",2010,7751,87.91,7.19,0.52,1.96,0,2.42,2.34,24.78,5.5,14.1,9.9,3.7,39,7.3,8.1,7.3,5.5,13.2,75.3,62.1,0.18,0.76,0.17,15.9
"2514","47171",2010,18257,97.44,0.78,0.53,0,0,1.25,3.47,25.27,5,12,5.5,4.7,34.5,7.6,7.6,7.2,7.1,19,79.7,60.7,0.06,0.28,0.1,22.8
"2515","47173",2010,19088,97.95,0,0.14,0.42,0.59,0.9,1.04,33.89,6.6,13,7.2,5.5,38.5,8.2,7.4,6.1,7,13.2,76,62.8,0.07,0.3,0.07,18.1
"2516","47175",2010,5503,95.8,1.8,0,0.13,0,2.27,0.64,25.25,5.4,12,8.1,4.9,34.9,9.6,6.2,9.4,6.6,16,78.3,62.3,0.24,0.95,0.29,17.7
"2517","47177",2010,39539,94.04,2.9,0.06,0.57,0,2.43,7.76,24.66,6.7,13.7,6.3,5.8,38.8,7,7.2,5.7,6.2,14.7,75.6,60.9,0.03,0.15,0.04,18.1
"2518","47179",2010,119768,92.91,3.89,0.26,1.13,0,1.81,2.71,15.62,5.5,11.5,6.6,8,41.1,7.5,7.1,6.8,5.7,14.8,79.5,64.7,0.01,0.05,0.01,16.2
"2519","47181",2010,17016,91.84,5.96,0.09,0.14,0,1.97,1.44,25.05,4.8,10.7,6.9,5.9,41.8,7.5,7,6.3,6.7,15.2,79.8,64.6,0.08,0.34,0.09,20.1
"2520","47183",2010,34557,89.18,7.49,0.36,1.26,0.04,1.67,1.93,18.01,5.7,11.2,9,11.2,42.4,6.6,6.9,6.5,5.6,14.9,79.8,64.9,0.06,0.17,0.04,16.4
"2521","47185",2010,25460,96.19,1.55,0.34,0.31,0,1.61,1.59,25.67,6,12.5,6.9,5.5,36.5,7.3,7.3,6.7,6.9,16.8,77.2,60.4,0.05,0.22,0.07,16.6
"2522","47187",2010,174260,90.29,4.3,0.09,2.56,0.06,2.7,4.21,5.15,7,17.2,7.2,3.9,38,9,8.1,6.2,5.3,9.2,70.7,61.5,0.01,0.04,0.01,7.4
"2523","47189",2010,109563,90.05,6.53,0.12,0.94,0.11,2.25,2.98,12.32,6.5,14.6,6.7,4.9,39,8.6,7.6,6.6,5.6,11.5,74.6,63.1,0.01,0.05,0.01,11.4
"2524","48001",2010,58016,72.91,21.56,0.65,0.53,0.11,4.24,15.14,25.19,5.6,11,5.9,6.7,43.9,9.1,7.4,5.8,4.8,12.5,80.1,67.6,0.02,0.1,0.02,14.8
"2525","48003",2010,14048,83.34,1.05,2.09,0.79,0,12.73,47.22,27.3,8.2,16,8.4,6.4,40,7.1,7.2,5.2,4.7,11.6,70.9,59.3,0.11,0.46,0.08,11.3
"2526","48005",2010,85254,76.68,15.24,0.35,0.7,0.03,7,18.78,22.01,7.6,15,7.2,6.5,39.5,6.9,6.7,5.6,5.4,13.3,72.9,59.6,0.02,0.07,0.02,16.5
"2527","48007",2010,23247,90.91,1.15,0.4,1.49,0,6.05,24.17,14.83,5.6,11.2,6.7,4.4,30.3,6.7,7.5,7.8,7.8,23,79.3,56.3,0.05,0.2,0.1,19.3
"2528","48009",2010,9055,96.54,0.7,0,1.18,0,1.58,6.86,16.03,5.5,15,7.5,5,34.1,9.1,8.5,6.4,5.6,15.8,74.7,58.9,0.14,0.6,0.17,14.8
"2529","48011",2010,1958,97.14,0.87,0.82,0,0.05,1.12,9.19,8.52,5.4,16.1,4.1,4.2,31.4,5.5,7.6,6.7,7.5,19.8,76.1,56.3,0.42,2.7,1.01,16
"2530","48013",2010,44049,76.59,0.84,0.62,0.25,0.02,21.68,61.05,26.18,7.9,16.2,7.7,5.9,37.9,7.6,6.6,6.7,4.9,12.1,71.1,59,0.03,0.14,0.03,16.7
"2531","48015",2010,27783,85.08,9.91,0.35,0.05,0,4.61,21.87,18.81,6.3,14.2,7.4,5.9,35.5,7.7,8.3,6.5,5.9,15.7,74.7,59,0.05,0.2,0.06,11.3
"2532","48017",2010,7027,85.94,5.95,0.09,0,0,8.02,44.09,26.6,8.8,16.3,11.5,6.9,35.9,7.5,7,7.3,5.7,11.6,69.9,58.3,0.26,0.87,0.17,15.4
"2533","48019",2010,20265,94.02,0.62,0.46,0.35,0.11,4.44,15.98,10.96,4.9,11.9,5.3,4,28.7,9.2,9.4,9.1,7.8,19.1,79.5,60.4,0.05,0.22,0.09,20
"2534","48021",2010,72289,80.59,8.47,0.65,0.71,0.01,9.57,31.08,19.41,6.9,15,6.9,5.1,38.8,8.2,7.8,6.6,5.7,11,73.6,62.6,0.02,0.08,0.02,12.2
"2535","48023",2010,3795,92.91,1.05,0,0.37,0,5.67,13.62,15.32,5.7,10.5,9.9,2.6,31.1,6.7,5.7,8.1,9.4,23,77,54,0.33,1.25,0.61,22.4
"2536","48025",2010,31896,70,9.45,0.23,0.18,0,20.14,55.72,30.46,5.9,11.5,6.9,8.6,48.4,7.9,6.8,5.1,4.1,10.4,78.9,68.5,0.05,0.21,0.03,19.1
"2537","48027",2010,294689,66.83,20.92,0.51,2.72,0.65,8.37,20.81,11.43,9.1,15,7.3,10.2,47,6.2,5.6,4.6,3.8,8.7,71.6,62.9,0.01,0.02,0,11.8
"2538","48029",2010,1650052,71.86,7.3,0.7,2.29,0.12,17.73,58.09,18.58,7.8,15,7.8,7.9,44.2,6.9,6.3,5.4,4.3,10.2,72.7,62.5,0,0,0,13.1
"2539","48031",2010,10085,92.86,2.82,1.76,0.1,0,2.46,17.61,11.67,5.1,12.6,6,4.9,31.7,8.5,8,8.1,8.6,17.4,78.2,60.8,0.11,0.49,0.17,14.8
"2540","48033",2010,564,100,0,0,0,0,0,19.68,14.95,2.1,10.1,11.2,7.8,42.9,7.6,7.1,3.5,4.3,22.3,77,54.7,3.37,9.77,3.95,11.7
"2541","48035",2010,18067,94.12,1.58,0.86,0.02,0,3.42,15.25,19.9,5.7,12.8,6.6,4.4,32.1,7,7.4,8.3,6.6,20.2,77,56.8,0.06,0.28,0.11,17.9
"2542","48037",2010,91399,69.91,23.42,0.71,0.72,0.14,5.1,6.25,16.53,6.5,13.6,7.2,6.4,40.1,7.4,7,6.2,5.5,13.8,75.5,61.7,0.01,0.07,0.02,15.7
"2543","48039",2010,300522,74.59,11.72,0.38,5.06,0.03,8.22,26.81,15.66,8,15.3,7.2,5.7,42.4,7.8,7.2,5.6,4.4,9.3,72.2,62.9,0,0.02,0,10.5
"2544","48041",2010,185426,75.44,10.86,0.28,5.22,0.06,8.14,22.22,15.53,6.5,10.7,12.3,22.9,59.7,4.8,4.5,3.7,3,7.1,79.6,72.5,0.02,0.04,0,9.3
"2545","48043",2010,8971,82.49,1.1,2.12,1.67,0,12.62,41.8,19.75,5.9,10.7,6.4,9.6,38.8,6.3,7.5,9.1,5.5,16.2,80.3,64.1,0.18,0.62,0.18,18.8
"2546","48045",2010,1723,93.38,0.58,0.12,0.93,0.12,4.87,22.58,19.04,7.1,11.3,7,4.8,31.9,6.1,8.3,7.2,6,22.2,77.3,55.1,0.68,2.92,1.29,14.3
"2547","48047",2010,7349,73.23,0,0,0.11,0,26.66,92.77,46.35,6.5,16.5,9.5,6.5,35.5,6.6,7.7,4.4,5.5,17.3,71.9,54.6,0.22,0.8,0.24,29.4
"2548","48049",2010,38199,89.22,4.06,0.68,0.28,0,5.76,19.01,18.31,6.6,13.2,8.2,6.3,37.3,6.6,7.1,7,5.6,16.6,75.4,58.8,0.04,0.15,0.04,13.7
"2549","48051",2010,17058,79.51,12.19,0.06,0.53,0.06,7.65,17.45,23.24,6.3,13.3,7.1,4.5,36.1,6.4,7.3,8.1,5.6,16.9,76.1,59.2,0.07,0.33,0.1,18.3
"2550","48053",2010,42215,93.78,1.88,0.64,0.33,0.15,3.22,19.19,16.49,6,13.3,6.8,4.4,33.8,7.5,7.4,6.9,7.1,18,76.6,58.6,0.03,0.13,0.04,18.9
"2551","48055",2010,37416,63.65,6.96,1.54,0.54,0,27.31,45.89,24.41,7.4,14.1,8.6,7.8,42.6,7.2,6.8,5.9,4.4,11.7,73.3,61.6,0.04,0.17,0.03,16.3
"2552","48057",2010,21120,84.74,2.52,0.13,3.79,0,8.82,45.34,21.82,7.2,14.8,6.9,6,37,7.3,6.6,6.5,6.3,14.4,73.3,58.9,0.06,0.28,0.07,19.5
"2553","48059",2010,13458,94.46,0.51,0.17,0.3,0,4.56,7.49,13.7,5.8,13.7,6.9,5,34.8,7.2,7.4,7.7,5.8,17.6,76,58.4,0.09,0.4,0.13,17.3
"2554","48061",2010,393566,89.41,0.44,0.17,0.67,0.03,9.28,87.41,37.68,9.5,18.3,8.8,6.7,41.1,5.8,5.5,4.6,4.2,10.9,66.6,55.7,0,0.02,0,12.7
"2555","48063",2010,12288,78.28,18.01,0.39,0.41,0,2.91,19.49,25.27,7.1,14.9,7.6,5,37.1,5.3,6.9,6.9,5.1,16.7,73.3,56.6,0.1,0.48,0.14,20.3
"2556","48065",2010,6284,93.24,0.91,0.97,0.27,0.14,4.47,7.89,12.1,5.2,15.2,7.5,4.2,33.2,7.6,8.1,6.4,6.4,17.9,74.5,56.6,0.19,0.85,0.28,12.5
"2557","48067",2010,30254,79.98,17.46,0.39,0.22,0.09,1.86,3.42,17.66,5.8,13.1,6.8,4.8,34.1,7.2,7.7,7.2,6.3,18.5,76.6,58.1,0.04,0.18,0.06,20.5
"2558","48069",2010,7848,88.9,2.71,0.69,0.19,0.57,6.94,56.42,31.89,8.8,15.5,9.4,6.1,37.9,7,7,6.6,4.1,13,69.3,56.3,0.2,0.79,0.17,10.5
"2559","48071",2010,32371,82.02,8.92,0.62,1.07,0,7.37,18.25,15.17,6.9,16.7,7.7,5.3,41,7.2,7.8,6.6,4.4,9.5,71.3,61.8,0.04,0.2,0.03,13.1
"2560","48073",2010,50035,80.53,15.82,0.29,0.45,0.09,2.82,19.23,25.76,7.3,14.4,7.5,6.6,37.8,6.9,7,5.8,6.3,14.5,74,59.5,0.03,0.12,0.03,13.5
"2561","48075",2010,7115,78.38,12.71,0,0.6,0,8.31,24.99,17.86,5.8,12.2,6.4,8.2,47.8,6.7,6.4,4.2,3.3,13.6,79.3,65.7,0.21,0.92,0.19,15.3
"2562","48077",2010,10922,95.67,0.57,0.81,0.63,0,2.32,4.07,10.78,5.7,13.2,6.9,4.3,32.9,8,8.6,8.2,6.7,16.6,76.6,60,0.1,0.47,0.15,17.6
"2563","48079",2010,3155,74.33,5.8,2.12,0,0,17.75,50.36,33.47,7.6,14.2,11,5.7,42,6.5,5.5,5.1,5.5,13.8,70.6,56.8,0.53,2.02,0.44,18.3
"2564","48081",2010,3301,94.03,0.91,1.06,0.3,0,3.7,18.6,13.66,4,11.5,10.5,4.2,33.5,6.7,7.3,5.9,6.5,24.5,78.2,53.7,0.45,1.48,0.74,13.6
"2565","48083",2010,8857,92.54,1.87,0.26,0.34,0,4.99,15.13,22.23,5.6,12.3,6.8,7.2,32.6,6.1,7.1,7.4,7.7,21.2,77.1,55.9,0.16,0.57,0.24,15.1
"2566","48085",2010,738745,75.67,8,0.52,10.83,0.07,4.91,14.2,7.19,7.9,16.5,6.7,5,44.4,8.3,6.5,5.3,4,7.2,71.2,64,0,0.01,0,6
"2567","48087",2010,3009,81.75,6.88,0.47,0.23,0,10.67,34.56,25.8,9.8,15.3,6.5,6,32.6,4.8,7.6,4.3,5.5,20.1,71.1,51,0.42,1.92,0.67,17.8
"2568","48089",2010,20751,80.67,13.9,0.33,0.47,0.07,4.56,24.34,20.43,6.3,13.2,6.3,6.3,33.4,7.8,7,8.1,4.9,19.4,76.3,56.9,0.06,0.25,0.09,14.2
"2569","48091",2010,102836,90.58,1.51,0.56,0.76,0.01,6.58,24.47,11.39,5.9,13.8,6.7,4.8,35.1,8.1,8.1,8.1,6.1,14.9,75.9,61,0.01,0.05,0.01,12.5
"2570","48093",2010,13863,89,0.86,0.07,0.66,0,9.41,24.15,25.32,6.6,13.2,7.3,4.8,33.5,6.5,6.5,6.2,7.2,20.4,75.6,55.2,0.09,0.38,0.15,17.8
"2571","48095",2010,4047,86.53,1.93,0.3,0.54,0,10.7,49.94,28.29,4.1,8,4.1,3.5,47.8,7.8,7.4,6.8,4.6,13.5,85.1,71.6,0.19,1.48,0.33,17.6
"2572","48097",2010,38316,86.22,2.91,1.19,0.71,0.06,8.91,14.57,18.2,6.8,14.2,7.7,6.2,36.8,7,7,6.1,6.3,15.7,74,58.3,0.04,0.15,0.04,14.5
"2573","48099",2010,74082,73.5,17.17,0.64,1.72,0.84,6.13,15.3,12.42,8.2,14.9,8,10.9,51.2,6,5.1,4.1,3.3,7.3,72.9,65.6,0.03,0.1,0.01,11.9
"2574","48101",2010,1618,80.66,11.74,0,0,0,7.6,14.77,20.95,3.5,15.9,8.8,2.7,28.4,8.3,5.9,5.6,6.2,26.2,76.8,50.6,0.71,2.95,1.62,22.5
"2575","48103",2010,4141,83.02,3.89,0.41,0,0,12.68,49.55,27.81,7.3,14.5,10.7,5,37.9,9.4,7.3,4.5,5.1,14.1,71.8,57.7,0.38,1.44,0.34,13.2
"2576","48105",2010,3746,95.49,0,0,0,0,4.51,57.74,38.07,13.6,13.1,7.6,4.5,41.6,4.3,4.3,4.5,4.5,14.1,69.1,55,0.32,1.82,0.38,10.6
"2577","48107",2010,6207,84.73,3.77,0.11,0.37,0,11.02,50.52,24.76,8.7,15.4,7.8,5.2,34.3,6.4,6.7,6.5,5.6,16.4,70.4,54,0.21,0.94,0.26,19.7
"2578","48109",2010,2480,83.91,0,0.36,0,0,15.73,71.69,38.22,7.7,11.3,17.5,5.2,44.8,6,8.8,7.2,2.9,11.4,65.8,54.4,0.92,2.57,0.46,16.9
"2579","48111",2010,6471,79.96,2.3,1.38,0.22,0,16.14,37.37,28.25,9.1,16.3,9.8,6.7,39.3,8.4,6.6,8.5,2.7,9.2,69.3,60.1,0.25,1,0.14,11.2
"2580","48113",2010,2321014,57.01,21.94,0.45,4.93,0.05,15.62,37.06,23.51,8.3,14.9,7.2,7.4,45.8,7.1,6.3,5,4,8.6,72.3,63.7,0,0,0,9.2
"2581","48115",2010,13853,80,7.91,0.56,0.17,0,11.36,51.53,33.02,6.9,12.4,7.4,8,44.6,7.1,5.3,5.2,4,14.4,76.2,61.8,0.11,0.46,0.1,15.7
"2582","48117",2010,19054,82.82,1.18,0.66,0.31,0.27,14.76,64.91,33.75,9.6,17.4,8.9,6.5,40.3,5.8,6,5.4,4.2,11.4,67.5,56.1,0.08,0.35,0.06,10.7
"2583","48119",2010,5248,87.65,7.72,2.04,0.3,0,2.29,4.99,15.76,6.4,13.4,6.8,5,33.7,7.1,6.8,7.8,6.5,18.3,76,57.7,0.22,1.02,0.35,17.8
"2584","48121",2010,628084,78.25,7.8,0.35,6.28,0.09,7.23,17.5,8.84,7.8,15.6,7.2,7.5,47.2,7.9,6.3,5,3.8,6.5,72.3,65.8,0,0.01,0,7.6
"2585","48123",2010,20025,72.91,10.56,0.19,0.21,0.08,16.05,30.77,24.53,5.9,11.9,6.9,5.2,35.8,8,7.7,6.2,6.6,18,77.7,59.7,0.06,0.27,0.09,18.2
"2586","48125",2010,2441,82.55,3.89,1.35,0.16,0,12.05,29.74,27.13,5.4,9.5,7,5.9,38.8,5.9,8.3,8.2,5.5,18.4,80.9,62.5,0.53,2.2,0.75,19
"2587","48127",2010,9908,84.91,0.43,0,1.76,0,12.9,84.57,38.99,8.4,15.7,10.5,4.3,36.6,6.6,7.1,7.4,4.9,13.2,69.5,56.3,0.15,0.61,0.13,22.7
"2588","48129",2010,3655,91.08,4.16,0,0.9,1.4,2.46,7.72,17.82,4.5,12,15.3,3.2,37.5,7.5,5.6,5.5,7.4,20,79,59,0.51,1.48,0.55,15.6
"2589","48131",2010,11999,77.11,1.69,0.28,0,0.07,20.85,86.97,35.07,7.1,14.1,8.8,7.6,39.3,7.4,5.7,6,4.9,15.4,73.5,58.1,0.14,0.5,0.13,26.3
"2590","48133",2010,18560,90.27,2.98,0.55,0,0.06,6.14,13.84,22.26,5.9,12.3,10,5.3,36.6,6.1,6.7,7,6.2,19.2,77.5,58.3,0.08,0.3,0.1,20.9
"2591","48135",2010,133015,82.67,4.17,0.59,0.75,0.05,11.77,50.85,27.11,8.9,15.5,8,8.2,42.3,6.8,6.6,5.6,3.9,10.4,70.9,60.5,0.01,0.05,0.01,13.6
"2592","48137",2010,2029,94.83,0,0,0,0,5.17,53.47,32.29,4,13.8,9.8,4.8,34.5,6.9,8.4,6.5,6.2,19.6,78.9,59.3,0.72,2.58,0.97,16.1
"2593","48139",2010,143502,80.11,8.71,1.51,0.61,0.06,9,22.62,17.07,7.5,16.4,8.2,6.2,41.1,7.7,7.1,6.1,4.5,9.7,70.8,61.1,0.01,0.05,0.01,12.7
"2594","48141",2010,772280,78.13,2.92,0.52,1.05,0.06,17.32,81.89,29.01,8.5,16.7,8.7,7.8,43,6.7,6.1,5,3.9,10.2,69.6,59.4,0,0.01,0,12.1
"2595","48143",2010,37142,85.81,1.1,0.57,0.68,0.05,11.79,18.21,20.5,6.4,12,10.1,13.4,46.6,6.9,5.6,5.4,4.5,12.5,77.5,65,0.06,0.18,0.03,11.8
"2596","48145",2010,17799,66.86,24.18,0.86,2.11,0,5.99,19.34,26.55,5.5,13,9.8,6.2,39.9,7.7,6.5,5.3,5.5,16.7,76.7,60,0.09,0.33,0.09,19.1
"2597","48147",2010,33765,87.14,7.34,0.65,0.31,0,4.56,9.05,17.61,6,12.4,6.7,6,37.9,7.2,7.5,6.6,5.8,16.5,77.7,61.2,0.04,0.17,0.05,18.7
"2598","48149",2010,24175,88.49,6.61,0.27,0.51,0,4.12,17.36,21,5.7,12.8,4.8,5.1,30.7,7.2,8.1,6.2,7.6,21.6,77.8,56.2,0.04,0.2,0.09,12.6
"2599","48151",2010,4057,80.26,3.62,1.8,0.05,0,14.27,22.6,19.05,4.6,13.9,6.9,4.1,31.5,7.4,7.1,7.9,5.3,22.3,76,53.7,0.27,1.23,0.55,15.5
"2600","48153",2010,6599,87.68,2.02,0.21,0.38,0,9.71,50.92,25.43,7.4,17.2,7.6,3.8,36,5,6.2,4.6,6.7,16.9,70.3,53.4,0.17,0.92,0.26,13.4
"2601","48155",2010,1379,89.05,3.48,0,0.65,0,6.82,21.54,24.2,7.1,10.4,7.7,5,37.6,8,2.2,6.2,5,23.4,77.5,54.1,0.92,4,1.7,31.8
"2602","48157",2010,541983,54.04,21.57,0.35,16.44,0,7.6,23.5,11.42,7.6,17,8,5.5,42.1,8.3,7.8,6.1,4.2,7,70,63,0,0.01,0,6.9
"2603","48159",2010,10675,91.52,4.8,1.28,0.21,0,2.19,11.91,17.34,6.7,13.9,8.5,6.4,35.4,6.5,6.7,5.8,7.2,17.8,75.3,57.5,0.14,0.52,0.17,22
"2604","48161",2010,19461,75.04,17.27,0.27,0.16,0,7.26,12.14,21.33,6.5,12.8,6.6,4.4,36.3,7.8,7.8,7.8,4.4,16.6,76.7,60.1,0.06,0.29,0.09,16.5
"2605","48163",2010,16956,85.23,3.21,0.35,0.33,0,10.88,76.12,35.67,6.3,14.2,8.7,8.1,46.2,6,6.4,5.4,4.4,11.1,74.5,63.4,0.1,0.39,0.07,18.9
"2606","48165",2010,16658,88.58,1.3,1.68,0.26,0,8.18,35.81,41.76,10,18.3,9.7,6.4,41.5,6.6,5.9,6.3,2.7,8.9,66.1,57.2,0.1,0.42,0.05,10.8
"2607","48167",2010,286326,77.04,13.99,0.47,2.94,0.08,5.48,21.61,14.07,7,14.2,7.3,6,40.3,8.1,7.8,6.5,5.1,11.1,74.3,63.2,0,0.02,0,11.9
"2608","48169",2010,6204,86.59,2.89,0.29,0.44,0,9.79,55.82,37.13,6.4,10.8,6.5,5.2,47.3,8.4,6,3.7,5.7,11.8,79.3,67.5,0.19,1.04,0.19,18.1
