G_ZCTA,ZCTA,minDisSUT,timeDrive,countDrive
G14815,14815,10.68,32.44,0
G72026,72026,14.06,32.44,0
G66849,66849,16.4,32.44,0
G49329,49329,15.61,32.44,0
G61734,61734,12.71,32.45,0
G56678,56678,8.63,32.45,0
G97016,97016,12.21,32.45,0
G62547,62547,15.32,32.45,0
G59018,59018,13.85,32.45,0
G72338,72338,17.6,32.46,0
G38387,38387,12.56,32.46,0
G63359,63359,14.92,32.46,0
G97346,97346,21.48,32.46,0
G22730,22730,10.55,32.47,0
G64635,64635,12.93,32.47,0
G62942,62942,12.05,32.47,0
G87010,87010,15.52,32.47,0
G59752,59752,18.68,32.47,0
G40979,40979,12.74,32.47,0
G52072,52072,14.72,32.47,0
G23066,23066,16.07,32.47,0
G30441,30441,15.23,32.47,0
G61417,61417,11.95,32.48,0
G68926,68926,18.04,32.48,0
G58656,58656,16.21,32.48,0
G36353,36353,8.29,32.48,0
G98394,98394,9.15,32.48,0
G39464,39464,11.67,32.49,0
G70436,70436,20.25,32.49,0
G29569,29569,12.31,32.49,0
G67004,67004,17.52,32.5,0
G13810,13810,11.28,32.5,0
G29477,29477,15.58,32.5,0
G82051,82051,15.35,32.51,0
G35031,35031,9.14,32.51,0
G91916,91916,11.14,32.51,0
G72045,72045,12.8,32.51,0
G54876,54876,12.05,32.52,0
G22849,22849,13.09,32.52,0
G41604,41604,9.04,32.53,0
G37057,37057,8.5,32.54,0
G72471,72471,16.44,32.54,0
G61956,61956,17.92,32.54,0
G81090,81090,21.73,32.55,0
G37151,37151,12.28,32.55,0
G38781,38781,18.83,32.56,0
G74570,74570,19.71,32.56,0
G76360,76360,22.52,32.56,0
G71049,71049,19.36,32.56,0
G65258,65258,16.65,32.56,0
G77369,77369,24.36,32.56,0
G95451,95451,9.73,32.56,0
G16672,16672,13.85,32.56,0
G77659,77659,15.3,32.57,0
G76431,76431,14.61,32.57,0
G83012,83012,16.72,32.57,0
G25268,25268,13.96,32.57,0
G61842,61842,14.13,32.57,0
G31066,31066,15.79,32.58,0
G68004,68004,15.67,32.58,0
G73760,73760,15.66,32.58,0
G24539,24539,9.59,32.58,0
G76557,76557,13.78,32.58,0
G33922,33922,12.69,32.58,0
G73004,73004,8.56,32.59,0
G21814,21814,11.29,32.59,0
G97462,97462,17.26,32.59,0
G79088,79088,22.46,32.6,0
G26384,26384,14.86,32.6,0
G38425,38425,12.19,32.6,0
G61480,61480,11.95,32.6,0
G73089,73089,16.92,32.6,0
G28553,28553,11.44,32.61,0
G53807,53807,12.63,32.61,0
G71343,71343,19.26,32.61,0
G05155,05155,8.62,32.61,0
G23032,23032,16.52,32.61,0
G24485,24485,17.68,32.61,0
G32696,32696,16.36,32.62,0
G75968,75968,24.04,32.62,0
G76573,76573,12.47,32.62,0
G62859,62859,18.77,32.62,0
G74423,74423,8.68,32.62,0
G56013,56013,16.93,32.62,0
G45768,45768,7.17,32.62,0
G13026,13026,11.44,32.62,0
G43511,43511,10.98,32.62,0
G93429,93429,6.82,32.62,0
G61284,61284,7.35,32.63,0
G66716,66716,19.2,32.63,0
G68016,68016,8.85,32.63,0
G70661,70661,17.89,32.63,0
G38023,38023,15.3,32.64,0
G13040,13040,12.75,32.64,0
G49826,49826,18.75,32.64,0
G93554,93554,16.88,32.64,0
G04418,04418,12.74,32.65,0
G66830,66830,14.43,32.65,0
G25811,25811,13.88,32.65,0
G29645,29645,12.94,32.65,0
G23169,23169,12.29,32.65,0
G75784,75784,17.46,32.65,0
G18830,18830,13.66,32.66,0
G56028,56028,13.21,32.66,0
G56663,56663,11.21,32.66,0
G68792,68792,16.92,32.67,0
G62076,62076,14.83,32.67,0
G74941,74941,12.34,32.67,0
G42021,42021,15.9,32.67,0
G01026,01026,14.38,32.67,0
G68920,68920,19.66,32.68,0
G46374,46374,15.67,32.68,0
G62320,62320,16.06,32.68,0
G25425,25425,5.98,32.68,0
G20606,20606,5.48,32.69,0
G38361,38361,6.75,32.7,0
G23924,23924,10.05,32.7,0
G47042,47042,16.98,32.7,0
G20144,20144,15.56,32.7,0
G85141,85141,13.27,32.7,0
G26237,26237,11.11,32.7,0
G98675,98675,13.76,32.7,0
G14889,14889,13.73,32.7,0
G68936,68936,22.4,32.7,0
G79540,79540,17.02,32.7,0
G31323,31323,13.64,32.71,0
G60530,60530,9.67,32.71,0
G13402,13402,15.12,32.71,0
G59079,59079,19.84,32.71,0
G63648,63648,9.46,32.71,0
G54862,54862,19.24,32.72,0
G75956,75956,16.03,32.73,0
G63388,63388,11.9,32.73,0
G67853,67853,19.48,32.74,0
G14145,14145,14.98,32.74,0
G31042,31042,19.39,32.74,0
G83344,83344,17.55,32.74,0
G64494,64494,17.44,32.74,0
G27915,27915,16.83,32.74,0
G73541,73541,13.4,32.75,0
G27823,27823,16.01,32.76,0
G55784,55784,18.74,32.76,0
G83237,83237,17.44,32.77,0
G14836,14836,11.19,32.77,0
G35618,35618,12.53,32.78,0
G49332,49332,12.18,32.78,0
G24265,24265,8.72,32.78,0
G81029,81029,23.44,32.78,0
G57061,57061,12.86,32.78,0
G47018,47018,13.62,32.78,0
G87562,87562,21.76,32.79,0
G37713,37713,7.39,32.79,0
G73547,73547,17.93,32.79,0
G47449,47449,7.75,32.8,0
G74651,74651,14.7,32.8,0
G48461,48461,11.57,32.8,0
G84638,84638,18.85,32.8,0
G31565,31565,13.38,32.81,0
G71973,71973,17.68,32.81,0
G56091,56091,13.1,32.81,0
G79080,79080,19.13,32.81,0
G50440,50440,15.73,32.82,0
G18842,18842,13.53,32.82,0
G55919,55919,10.13,32.82,0
G31560,31560,11.31,32.83,0
G71647,71647,17.2,32.83,0
G85638,85638,15.68,32.83,0
G92278,92278,16.41,32.83,0
G26298,26298,6.39,32.84,0
G52660,52660,13.34,32.84,0
G15019,15019,11.76,32.84,0
G56517,56517,14.86,32.84,0
G45658,45658,9.83,32.84,0
G92333,92333,9.9,32.84,0
G13415,13415,12.14,32.85,0
G50851,50851,13.99,32.85,0
G05669,05669,10.49,32.85,0
G04949,04949,9.44,32.85,0
G23336,23336,14.85,32.86,0
G67023,67023,20.22,32.86,0
G58831,58831,17.47,32.87,0
G25521,25521,11.33,32.87,0
G69146,69146,16.05,32.87,0
G76365,76365,19.86,32.87,0
G14846,14846,15.02,32.87,0
G60973,60973,16.56,32.87,0
G12986,12986,16.88,32.87,0
G21523,21523,8.09,32.88,0
G71468,71468,19.26,32.89,0
G12083,12083,16.46,32.89,0
G23316,23316,19.96,32.89,0
G84621,84621,21.83,32.89,0
G26421,26421,7.11,32.89,0
G12930,12930,15.05,32.89,0
G65658,65658,12.44,32.89,0
G47515,47515,15.77,32.89,0
G31308,31308,20.63,32.9,0
G62348,62348,8.98,32.9,0
G52069,52069,18.36,32.9,0
G25573,25573,11.12,32.91,0
G61087,61087,14.21,32.91,0
G43822,43822,14.27,32.92,0
G04216,04216,16.81,32.92,0
G57451,57451,22.41,32.92,0
G73650,73650,16.16,32.92,0
G75691,75691,16.48,32.92,0
G82945,82945,12.17,32.93,0
G85324,85324,21.2,32.93,0
G78662,78662,13.71,32.93,0
G74735,74735,10.53,32.94,0
G74572,74572,15.2,32.94,0
G67665,67665,23.29,32.94,0
G84767,84767,11.55,32.94,0
G56381,56381,17.94,32.94,0
G18337,18337,10.2,32.95,0
G43146,43146,12.4,32.95,0
G20135,20135,15.24,32.95,0
G04029,04029,8.69,32.95,0
G42037,42037,15.56,32.95,0
G54654,54654,17.27,32.96,0
G61559,61559,12.68,32.96,0
G75432,75432,16.94,32.97,0
G97867,97867,18.24,32.97,0
G05441,05441,14.55,32.97,0
G35746,35746,10.86,32.97,0
G78872,78872,21.49,32.97,0
G12969,12969,14.24,32.98,0
G86034,86034,14.35,32.98,0
G56577,56577,8.91,32.98,0
G37881,37881,4.48,32.99,0
G78636,78636,21.69,32.99,0
G75147,75147,12.58,32.99,0
G49718,49718,10.99,32.99,0
G72532,72532,11.93,32.99,0
G83323,83323,20.45,33,0
G38066,38066,15.28,33,0
G47038,47038,5.44,33,0
G73622,73622,21.72,33,0
G28528,28528,10.01,33.01,0
G71665,71665,15.76,33.01,0
G72945,72945,15.15,33.01,0
G12752,12752,14.93,33.02,0
G49013,49013,11.94,33.02,0
G35744,35744,8.3,33.02,0
G12832,12832,13.63,33.02,0
G57015,57015,10.26,33.02,0
G35571,35571,15.71,33.02,0
G68975,68975,19.45,33.03,0
G29434,29434,10.99,33.03,0
G34433,34433,12.67,33.04,0
G57788,57788,11.67,33.04,0
G67656,67656,24.44,33.04,0
G56032,56032,12.04,33.04,0
G68348,68348,16.93,33.05,0
G44699,44699,14.92,33.05,0
G27847,27847,12.95,33.06,0
G24070,24070,9.99,33.06,0
G71277,71277,17.87,33.06,0
G78949,78949,14.31,33.06,0
G50848,50848,14.29,33.06,0
G77560,77560,16.93,33.06,0
G62063,62063,15.11,33.07,0
G63370,63370,15.36,33.07,0
G35186,35186,16.04,33.08,0
G16354,16354,13.07,33.08,0
G52161,52161,11.47,33.08,0
G48831,48831,11.5,33.08,0
G56083,56083,23.11,33.08,0
G64434,64434,9.45,33.09,0
G78019,78019,28.77,33.1,0
G87028,87028,20.72,33.1,0
G41766,41766,5.6,33.1,0
G93643,93643,11.69,33.1,0
G49238,49238,10.45,33.1,0
G56117,56117,24.83,33.1,0
G13826,13826,10.81,33.11,0
G95374,95374,14.48,33.11,0
G67012,67012,19.12,33.11,0
G35775,35775,10.51,33.11,0
G98538,98538,15.41,33.12,0
G74082,74082,17.58,33.12,0
G96028,96028,13.99,33.12,0
G35962,35962,14.95,33.12,0
G48460,48460,11.83,33.12,0
G48414,48414,8.54,33.12,0
G73459,73459,24.67,33.13,0
G27229,27229,9.39,33.13,0
G70373,70373,15.33,33.13,0
G04459,04459,17.85,33.13,0
G84069,84069,13.66,33.13,0
G64449,64449,19.48,33.14,0
G58740,58740,14.24,33.14,0
G87525,87525,12.06,33.14,0
G28712,28712,18.26,33.14,0
G26405,26405,10.56,33.14,0
G04628,04628,13.4,33.15,0
G42339,42339,6.38,33.15,0
G81326,81326,16.85,33.15,0
G61485,61485,14.02,33.15,0
G52219,52219,17.28,33.15,0
G58377,58377,15.28,33.15,0
G18624,18624,14.42,33.16,0
G61739,61739,10.76,33.16,0
G54965,54965,14.25,33.16,0
G47224,47224,11.02,33.16,0
G59532,59532,19.25,33.16,0
G95631,95631,15.88,33.16,0
G24250,24250,10.59,33.16,0
G36256,36256,15.83,33.16,0
G39630,39630,24.71,33.17,0
G23440,23440,18.44,33.17,0
G92259,92259,21.44,33.17,0
G52032,52032,16.38,33.17,0
G63440,63440,16.19,33.17,0
G67417,67417,10.1,33.18,0
G25431,25431,14.03,33.18,0
G04609,04609,7.01,33.18,0
G98340,98340,10.85,33.18,0
G83628,83628,15.93,33.19,0
G69170,69170,22.57,33.2,0
G49648,49648,13.03,33.2,0
G35480,35480,15.86,33.2,0
G54909,54909,14.83,33.2,0
G76678,76678,23.82,33.2,0
G50479,50479,16.49,33.21,0
G32043,32043,12.46,33.21,0
G50434,50434,12.07,33.21,0
G72536,72536,9.35,33.21,0
G92070,92070,10.92,33.22,0
G48413,48413,14.25,33.22,0
G36855,36855,13.6,33.23,0
G28318,28318,11.79,33.23,0
G29062,29062,13.3,33.24,0
G50452,50452,18.59,33.24,0
G50154,50154,14.87,33.24,0
G78389,78389,25.31,33.24,0
G77663,77663,20.07,33.24,0
G52205,52205,19.37,33.24,0
G26755,26755,12.59,33.25,0
G66746,66746,12.05,33.25,0
G73669,73669,13.66,33.25,0
G99330,99330,16.68,33.26,0
G30423,30423,16.69,33.26,0
G41804,41804,12.86,33.27,0
G76953,76953,16.76,33.27,0
G22630,22630,15.11,33.27,0
G71480,71480,14.09,33.27,0
G34449,34449,21.8,33.28,0
G45865,45865,16.89,33.28,0
G48436,48436,9.61,33.28,0
G46922,46922,12.05,33.28,0
G73446,73446,16.57,33.28,0
G83523,83523,18.71,33.29,0
G97419,97419,13.65,33.29,0
G05867,05867,15.09,33.29,0
G35044,35044,17.95,33.3,0
G95462,95462,7.35,33.3,0
G32134,32134,17.99,33.3,0
G84305,84305,16.44,33.3,0
G93626,93626,12.88,33.31,0
G65320,65320,12.65,33.32,0
G36509,36509,15.03,33.32,0
G93234,93234,18.46,33.32,0
G38077,38077,15.47,33.32,0
G65570,65570,11.98,33.32,0
G76676,76676,13.4,33.32,0
G74949,74949,16.37,33.32,0
G53827,53827,15.06,33.33,0
G03257,03257,16.3,33.34,0
G71018,71018,16.61,33.34,0
G83629,83629,15.62,33.34,0
G62091,62091,8.9,33.34,0
G58759,58759,23.35,33.34,0
G73537,73537,13.57,33.34,0
G61862,61862,13.78,33.35,0
G72776,72776,13.45,33.35,0
G23899,23899,10.08,33.35,0
G35958,35958,9.47,33.35,0
G61465,61465,11.67,33.35,0
G56342,56342,14.25,33.35,0
G71286,71286,17.72,33.36,0
G66017,66017,11.94,33.36,0
G61943,61943,14.12,33.36,0
G30816,30816,9.75,33.36,0
G37060,37060,14.87,33.36,0
G36785,36785,15.73,33.36,0
G28447,28447,19.22,33.36,0
G45388,45388,16.86,33.37,0
G69129,69129,11.74,33.37,0
G26629,26629,6.91,33.37,0
G29114,29114,16.01,33.38,0
G68301,68301,17.37,33.38,0
G68739,68739,18.77,33.38,0
G05473,05473,14.33,33.38,0
G82422,82422,18.81,33.38,0
G63934,63934,17.25,33.39,0
G16926,16926,13.42,33.39,0
G82335,82335,20.18,33.39,0
G68407,68407,19.56,33.39,0
G71234,71234,15.67,33.39,0
G68047,68047,16.51,33.39,0
G51046,51046,15.49,33.39,0
G59214,59214,21.61,33.4,0
G18846,18846,15.23,33.4,0
G55335,55335,15.37,33.4,0
G37687,37687,11.81,33.41,0
G48612,48612,7.41,33.42,0
G18660,18660,9.19,33.42,0
G71745,71745,19.98,33.42,0
G12422,12422,20.65,33.42,0
G99131,99131,3.97,33.43,0
G66851,66851,17.45,33.43,0
G99180,99180,14.87,33.43,0
G18824,18824,10.18,33.43,0
G13316,13316,19.54,33.43,0
G72065,72065,11.31,33.44,0
G85550,85550,19.78,33.44,0
G95728,95728,13.24,33.44,0
G31563,31563,20.27,33.45,0
G56060,56060,16.17,33.45,0
G53826,53826,12.08,33.45,0
G45646,45646,17.02,33.46,0
G75946,75946,15.24,33.46,0
G27874,27874,16.79,33.46,0
G56683,56683,11.37,33.46,0
G54827,54827,15.89,33.46,0
G61479,61479,15.74,33.46,0
G15926,15926,14.11,33.46,0
G81047,81047,22.73,33.47,0
G29479,29479,15.89,33.47,0
G43843,43843,14.51,33.47,0
G24738,24738,11.62,33.47,0
G17267,17267,13.86,33.48,0
G22989,22989,13.08,33.48,0
G83554,83554,17.44,33.48,0
G55314,55314,13.33,33.48,0
G49347,49347,9.8,33.49,0
G69144,69144,13.62,33.49,0
G99151,99151,10.98,33.49,0
G61914,61914,15.09,33.49,0
G76459,76459,15.01,33.49,0
G41763,41763,11.86,33.49,0
G56291,56291,18.72,33.49,0
G35139,35139,9.68,33.49,0
G25915,25915,12.6,33.49,0
G47993,47993,15.26,33.49,0
G27853,27853,10.15,33.49,0
G62311,62311,17.64,33.49,0
G38665,38665,15.87,33.49,0
G29493,29493,13.83,33.49,0
G04664,04664,10.28,33.5,0
G55918,55918,20.58,33.5,0
G70465,70465,23.45,33.5,0
G62032,62032,9.81,33.51,0
G56515,56515,17.42,33.51,0
G59454,59454,15.6,33.51,0
G12131,12131,18.67,33.52,0
G61085,61085,17.95,33.52,0
G41606,41606,7.08,33.52,0
G56541,56541,13.41,33.53,0
G69352,69352,16.11,33.53,0
G66427,66427,16.7,33.54,0
G12460,12460,19.55,33.54,0
G62682,62682,17.48,33.54,0
G13739,13739,14.93,33.54,0
G05647,05647,13.79,33.54,0
G37012,37012,13.04,33.54,0
G37325,37325,12.45,33.55,0
G23845,23845,14.2,33.55,0
G24326,24326,15.83,33.56,0
G75124,75124,9.32,33.57,0
G64660,64660,14.29,33.57,0
G49405,49405,12.33,33.57,0
G61851,61851,9.45,33.58,0
G72414,72414,13.51,33.58,0
G29009,29009,17.14,33.58,0
G05748,05748,12.24,33.59,0
G72959,72959,20.22,33.59,0
G93212,93212,14.92,33.59,0
G12766,12766,13.9,33.6,0
G54771,54771,24.45,33.6,0
G29015,29015,14.31,33.6,0
G07881,07881,9.41,33.61,0
G16351,16351,13.39,33.61,0
G05874,05874,13.99,33.61,0
G77836,77836,21.89,33.61,0
G64096,64096,12.29,33.62,0
G79548,79548,12.57,33.62,0
G38768,38768,6.99,33.62,0
G78565,78565,19.7,33.62,0
G47946,47946,14.18,33.62,0
G38860,38860,19.13,33.62,0
G31537,31537,25.58,33.63,0
G29545,29545,18.86,33.63,0
G72136,72136,15.91,33.64,0
G61458,61458,16.46,33.64,0
G98557,98557,10.04,33.64,0
G32440,32440,17.08,33.64,0
G49705,49705,20.25,33.65,0
G69348,69348,25.23,33.67,0
G74081,74081,17.67,33.68,0
G26320,26320,15.63,33.68,0
G13408,13408,11.95,33.69,0
G43728,43728,9.17,33.69,0
G61468,61468,11.09,33.69,0
G71369,71369,18.32,33.7,0
G12814,12814,18.29,33.7,0
G13452,13452,14.33,33.7,0
G72001,72001,6.11,33.71,0
G46960,46960,8.91,33.71,0
G55979,55979,17.92,33.71,0
G45107,45107,15.81,33.72,0
G51018,51018,13.67,33.72,0
G50103,50103,15.27,33.72,0
G68725,68725,18.79,33.72,0
G86333,86333,20.71,33.73,0
G73057,73057,15.85,33.73,0
G66714,66714,13.23,33.73,0
G75682,75682,19.67,33.73,0
G26570,26570,12.63,33.73,0
G22722,22722,12.23,33.73,0
G22716,22716,11.41,33.74,0
G72623,72623,8.61,33.74,0
G28775,28775,8.55,33.74,0
G51033,51033,17.02,33.74,0
G29122,29122,15.54,33.75,0
G38876,38876,14.58,33.75,0
G26808,26808,14.72,33.76,0
G68858,68858,22.65,33.76,0
G25057,25057,9.16,33.76,0
G41828,41828,5.74,33.76,0
G43326,43326,17.98,33.76,0
G97857,97857,11.43,33.76,0
G25126,25126,16.1,33.76,0
G04922,04922,12.41,33.76,0
G82727,82727,14.46,33.76,0
G47016,47016,6.36,33.77,0
G66520,66520,15.3,33.77,0
G62086,62086,11.14,33.77,0
G31096,31096,17.01,33.77,0
G65629,65629,13.72,33.78,0
G25162,25162,15.26,33.78,0
G87578,87578,14.67,33.78,0
G59037,59037,13.74,33.78,0
G15450,15450,9.67,33.78,0
G52146,52146,10.12,33.78,0
G77879,77879,17.71,33.78,0
G48856,48856,16.23,33.78,0
G76255,76255,19.76,33.78,0
G21520,21520,15.23,33.78,0
G63345,63345,18,33.78,0
G68718,68718,14.89,33.79,0
G37846,37846,12.67,33.79,0
G76561,76561,22.54,33.79,0
G68445,68445,17.59,33.79,0
G28532,28532,14.01,33.79,0
G29516,29516,14.6,33.79,0
G32430,32430,21.64,33.79,0
G67669,67669,21.19,33.8,0
G04544,04544,12.49,33.8,0
G38452,38452,16.24,33.81,0
G58038,58038,25.57,33.81,0
G74826,74826,7.63,33.81,0
G30818,30818,16.39,33.81,0
G38021,38021,14.37,33.81,0
G15316,15316,12.97,33.81,0
G28585,28585,14.18,33.82,0
G12887,12887,18.83,33.82,0
G45623,45623,12.68,33.83,0
G56546,56546,13.78,33.83,0
G23043,23043,14.71,33.83,0
G67860,67860,23.23,33.83,0
G43902,43902,10.43,33.83,0
G27572,27572,9.82,33.83,0
G62950,62950,12.93,33.83,0
G37359,37359,16.04,33.83,0
G54928,54928,14.02,33.84,0
G27872,27872,16.1,33.84,0
G50438,50438,18.02,33.84,0
G96023,96023,21.39,33.85,0
G61491,61491,15.28,33.85,0
G34956,34956,15.02,33.85,0
G26525,26525,11.59,33.85,0
G13652,13652,10.19,33.85,0
G13035,13035,13.66,33.85,0
G36455,36455,21.25,33.86,0
G68710,68710,18.59,33.86,0
G25110,25110,16.31,33.86,0
G07418,07418,13.44,33.86,0
G55936,55936,20.86,33.87,0
G57461,57461,21.18,33.87,0
G50570,50570,14.34,33.87,0
G93201,93201,14.86,33.87,0
G62907,62907,11.49,33.87,0
G62037,62037,15.74,33.88,0
G76539,76539,18.48,33.88,0
G13081,13081,11.78,33.88,0
G25025,25025,10.23,33.88,0
G28756,28756,12.46,33.89,0
G73755,73755,22.05,33.9,0
G36346,36346,17.55,33.9,0
G67675,67675,21.36,33.9,0
G73073,73073,18.07,33.9,0
G81064,81064,23.43,33.91,0
G62941,62941,13.07,33.91,0
G47260,47260,14.52,33.91,0
G58443,58443,21.57,33.91,0
G61929,61929,15.84,33.92,0
G59914,59914,12.7,33.92,0
G65034,65034,19.55,33.92,0
G41539,41539,8.94,33.93,0
G56583,56583,14.66,33.94,0
G72024,72024,21.61,33.94,0
G14723,14723,9.02,33.94,0
G12176,12176,11.99,33.95,0
G04417,04417,10.71,33.95,0
G75493,75493,29.01,33.95,0
G23426,23426,9.69,33.96,0
G85356,85356,24.17,33.96,0
G52325,52325,17.06,33.96,0
G18451,18451,9.03,33.96,0
G16948,16948,12.14,33.96,0
G70397,70397,12.74,33.96,0
G24601,24601,8.69,33.97,0
G25253,25253,7.16,33.97,0
G73432,73432,17.58,33.97,0
G74962,74962,9.43,33.98,0
G14737,14737,16.96,33.98,0
G48816,48816,11.04,33.98,0
G30808,30808,15.72,33.99,0
G71029,71029,21.2,33.99,0
G05035,05035,14.33,33.99,0
G12046,12046,12.49,33.99,0
G83261,83261,18.92,33.99,0
G37337,37337,14.73,33.99,0
G38603,38603,16.76,34,0
G65325,65325,16.24,34,0
G30525,30525,15.43,34,0
G59722,59722,18.38,34,0
G61529,61529,15.62,34,0
G54463,54463,12.45,34,0
G75173,75173,7.82,34,0
G03279,03279,11.84,34.01,0
G35112,35112,11.91,34.01,0
G71061,71061,19.62,34.01,0
G52140,52140,13.39,34.01,0
G67025,67025,18.49,34.02,0
G25607,25607,9.19,34.02,0
G24314,24314,14.64,34.02,0
G18829,18829,14.86,34.03,0
G95689,95689,13.64,34.03,0
G16669,16669,7.64,34.03,0
G56572,56572,18.37,34.03,0
G23045,23045,15.18,34.03,0
G12961,12961,11.03,34.03,0
G04488,04488,8.45,34.03,0
G28722,28722,13.09,34.04,0
G45177,45177,16.43,34.04,0
G29018,29018,9.52,34.04,0
G28782,28782,14.07,34.05,0
G23976,23976,16.53,34.05,0
G05360,05360,13.3,34.05,0
G60924,60924,12.52,34.05,0
G72447,72447,13.32,34.05,0
G56350,56350,15.81,34.06,0
G18822,18822,9,34.06,0
G93602,93602,9.39,34.07,0
G48006,48006,13.31,34.07,0
G78948,78948,18.96,34.07,0
G50254,50254,16.04,34.07,0
G28584,28584,16.78,34.07,0
G38720,38720,14.09,34.07,0
G50104,50104,14.14,34.07,0
G72938,72938,13.59,34.07,0
G95306,95306,11.27,34.07,0
G62661,62661,10.55,34.08,0
G35553,35553,15.06,34.08,0
G61572,61572,17.21,34.08,0
G37035,37035,15.51,34.08,0
G59846,59846,18.09,34.08,0
G45846,45846,11.66,34.09,0
G05673,05673,13.78,34.09,0
G57725,57725,21.28,34.09,0
G56115,56115,17.35,34.09,0
G05871,05871,17.12,34.09,0
G98237,98237,19.58,34.1,0
G64477,64477,16.39,34.1,0
G24594,24594,12.41,34.1,0
G83332,83332,14.21,34.1,0
G83670,83670,13.08,34.1,0
G51354,51354,21.3,34.1,0
G05042,05042,15.29,34.11,0
G77867,77867,14.2,34.11,0
G77954,77954,24.91,34.11,0
G25524,25524,15.38,34.11,0
G68946,68946,19.58,34.11,0
G24598,24598,10.38,34.11,0
G97625,97625,10.32,34.11,0
G52356,52356,13.32,34.11,0
G61489,61489,17.49,34.12,0
G50055,50055,17.4,34.12,0
G35464,35464,14.19,34.13,0
G68844,68844,24.15,34.13,0
G37172,37172,19.22,34.14,0
G61953,61953,20.75,34.14,0
G38827,38827,18.97,34.14,0
G40350,40350,10.39,34.14,0
G25902,25902,12.5,34.14,0
G61771,61771,15.81,34.14,0
G75684,75684,18.3,34.15,0
G28675,28675,15.72,34.15,0
G48628,48628,10.04,34.16,0
G36871,36871,18.76,34.16,0
G24260,24260,9.87,34.16,0
G58535,58535,15.38,34.16,0
G61321,61321,12.34,34.17,0
G66510,66510,18.35,34.17,0
G52064,52064,16.66,34.17,0
G33042,33042,18.15,34.17,0
G24445,24445,12.89,34.18,0
G38380,38380,15.64,34.18,0
G55717,55717,21.96,34.19,0
G54137,54137,17.69,34.19,0
G54521,54521,20.26,34.2,0
G56456,56456,20.05,34.2,0
G72425,72425,12.82,34.2,0
G57569,57569,15.9,34.2,0
G66937,66937,20.59,34.21,0
G87508,87508,7.56,34.22,0
G18462,18462,9.11,34.22,0
G72432,72432,13.77,34.22,0
G67448,67448,15.21,34.22,0
G69030,69030,18.07,34.23,0
G12849,12849,16.2,34.23,0
G30217,30217,18.35,34.23,0
G28589,28589,13.38,34.24,0
G65635,65635,10.72,34.24,0
G73021,73021,14.02,34.24,0
G22732,22732,12.45,34.24,0
G12166,12166,11.88,34.24,0
G30731,30731,10.22,34.24,0
G45336,45336,20.03,34.24,0
G04668,04668,14.85,34.25,0
G71865,71865,18.36,34.26,0
G48426,48426,12.46,34.26,0
G28740,28740,17.11,34.26,0
G84085,84085,20.62,34.27,0
G49833,49833,17.49,34.27,0
G17045,17045,10.39,34.27,0
G79373,79373,25.14,34.27,0
G56253,56253,12.84,34.28,0
G14726,14726,15.07,34.28,0
G54020,54020,10.11,34.28,0
G97489,97489,18.5,34.28,0
G75570,75570,20.91,34.28,0
G31016,31016,21.92,34.29,0
G64492,64492,15.37,34.29,0
G31324,31324,13.95,34.3,0
G71999,71999,22.18,34.3,0
G39168,39168,11.71,34.31,0
G87510,87510,25.33,34.31,0
G36473,36473,14.85,34.32,0
G38704,38704,10.58,34.32,0
G04735,04735,17.82,34.32,0
G51541,51541,13.16,34.32,0
G39740,39740,11.83,34.32,0
G25156,25156,16,34.33,0
G71998,71998,22.09,34.33,0
G29934,29934,9.93,34.33,0
G45678,45678,12.87,34.34,0
G65770,65770,13.74,34.34,0
G54530,54530,18.87,34.34,0
G77359,77359,21.39,34.34,0
G18435,18435,5.19,34.34,0
G49611,49611,13.08,34.34,0
G38046,38046,13.05,34.35,0
G38454,38454,14.78,34.35,0
G77331,77331,15.67,34.35,0
G82434,82434,13.36,34.35,0
G63432,63432,15.47,34.36,0
G05772,05772,12.23,34.36,0
G75925,75925,25.03,34.37,0
G72633,72633,14.61,34.37,0
G70030,70030,8.22,34.37,0
G65345,65345,13.06,34.37,0
G47577,47577,13.36,34.37,0
G28627,28627,14.67,34.38,0
G66039,66039,12.92,34.38,0
G59913,59913,18.58,34.38,0
G87320,87320,11.96,34.38,0
G39826,39826,13.84,34.38,0
G41650,41650,9.93,34.39,0
G03281,03281,11.42,34.39,0
G54889,54889,14.64,34.39,0
G74058,74058,22.56,34.39,0
G83809,83809,13.87,34.39,0
G26722,26722,11.03,34.4,0
G05743,05743,16.73,34.4,0
G68335,68335,20.13,34.4,0
G63730,63730,14.78,34.4,0
G30650,30650,16.35,34.4,0
G55705,55705,15.82,34.41,0
G65541,65541,12.14,34.41,0
G13838,13838,15.87,34.41,0
G62545,62545,12.27,34.42,0
G98349,98349,9.3,34.42,0
G73002,73002,13.92,34.43,0
G78620,78620,14.07,34.44,0
G68791,68791,23.44,34.45,0
G47120,47120,11.36,34.45,0
G77979,77979,27.31,34.45,0
G67487,67487,16.4,34.45,0
G68947,68947,20.18,34.46,0
G26167,26167,9.08,34.46,0
G48435,48435,10.17,34.47,0
G05847,05847,16.61,34.47,0
G47579,47579,13.29,34.47,0
G50538,50538,13.29,34.47,0
G66940,66940,19.57,34.48,0
G51242,51242,15.55,34.48,0
G38744,38744,11.58,34.48,0
G79713,79713,24.67,34.48,0
G05862,05862,13.66,34.48,0
