G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G78373,78373,18.48,39.38,0
G60552,60552,27.67,39.38,0
G46538,46538,21.72,39.39,0
G97144,97144,24.26,39.39,0
G63539,63539,21.17,39.4,0
G76048,76048,33.36,39.4,0
G51551,51551,20.6,39.4,0
G58051,58051,24.46,39.4,0
G15559,15559,12.69,39.41,0
G50258,50258,20.41,39.41,0
G70652,70652,22.29,39.41,0
G62610,62610,20.82,39.42,0
G98648,98648,28.48,39.42,0
G52729,52729,25.62,39.42,0
G51033,51033,25.57,39.42,0
G50167,50167,25.54,39.42,0
G38554,38554,16.95,39.43,0
G78133,78133,13.39,39.43,0
G13333,13333,22.69,39.43,0
G67524,67524,26.64,39.43,0
G72727,72727,19.49,39.43,0
G16406,16406,20.07,39.44,0
G75668,75668,22.85,39.44,0
G47944,47944,23.88,39.44,0
G44021,44021,25.02,39.45,0
G81154,81154,34.81,39.45,0
G23153,23153,21.76,39.45,0
G67484,67484,21.61,39.46,0
G87312,87312,7.32,39.46,0
G31024,31024,15.96,39.46,0
G78606,78606,27.34,39.47,0
G36467,36467,19.03,39.48,0
G56111,56111,26.92,39.48,0
G03782,03782,24.96,39.49,0
G95916,95916,19.31,39.49,0
G47457,47457,20.1,39.5,0
G72569,72569,16.54,39.5,0
G07422,07422,15,39.5,0
G62675,62675,24.21,39.51,0
G25204,25204,4.75,39.51,0
G61561,61561,27.68,39.52,0
G36444,36444,16.93,39.52,0
G72856,72856,14.03,39.53,0
G91934,91934,21.01,39.53,0
G46504,46504,31.09,39.54,0
G84024,84024,38.06,39.55,0
G49656,49656,14.57,39.56,0
G63748,63748,18.68,39.56,0
G67583,67583,15.9,39.56,0
G05001,05001,20.96,39.56,0
G24577,24577,21.35,39.57,0
G54721,54721,27.44,39.57,0
G42273,42273,22.9,39.57,0
G16914,16914,21.2,39.58,0
G54440,54440,20.67,39.58,0
G21158,21158,16.04,39.58,0
G52040,52040,32.5,39.58,0
G62330,62330,21.71,39.58,0
G61314,61314,22.82,39.58,0
G83324,83324,23.77,39.59,0
G65484,65484,13.02,39.59,0
G05342,05342,21.34,39.59,0
G13324,13324,29.48,39.59,0
G26149,26149,17.06,39.6,0
G27046,27046,19.64,39.6,0
G74061,74061,23.16,39.6,0
G71219,71219,15.56,39.61,0
G85347,85347,26.5,39.61,0
G53079,53079,28.56,39.61,0
G48835,48835,24.12,39.61,0
G79565,79565,29.17,39.62,0
G18321,18321,30.1,39.62,0
G62565,62565,30.73,39.62,0
G47243,47243,20.81,39.62,0
G57017,57017,44.25,39.62,0
G79742,79742,36.44,39.63,0
G51453,51453,33.12,39.63,0
G58576,58576,20.29,39.63,0
G57024,57024,41.79,39.63,0
G72482,72482,17.06,39.65,0
G38665,38665,15.05,39.65,0
G46910,46910,25.57,39.65,0
G18623,18623,14.6,39.65,0
G71353,71353,11.82,39.66,0
G50171,50171,27.69,39.66,0
G35740,35740,12.76,39.66,0
G72617,72617,21.22,39.67,0
G38380,38380,20.79,39.68,0
G72534,72534,10.49,39.68,0
G24381,24381,23.18,39.68,0
G85346,85346,31.45,39.69,0
G70040,70040,9.31,39.69,0
G75169,75169,23.6,39.69,0
G71008,71008,17.87,39.69,0
G57048,57048,32.8,39.7,0
G67074,67074,32.87,39.7,0
G53059,53059,26.05,39.7,0
G57767,57767,43.05,39.7,0
G75494,75494,26.3,39.7,0
G04451,04451,21.85,39.72,0
G66451,66451,27.99,39.72,0
G68346,68346,33.22,39.72,0
G17219,17219,19.18,39.72,0
G13028,13028,16.04,39.73,0
G99174,99174,32.83,39.73,0
G81612,81612,24.69,39.74,0
G76078,76078,23.37,39.74,0
G78962,78962,22.34,39.74,0
G68367,68367,38.87,39.75,0
G83524,83524,25.4,39.75,0
G80512,80512,22.48,39.75,0
G34431,34431,9.5,39.76,0
G97415,97415,33.95,39.76,0
G65787,65787,8.69,39.76,0
G74010,74010,35.14,39.76,0
G46764,46764,34.47,39.77,0
G72478,72478,20.61,39.77,0
G67870,67870,25.19,39.78,0
G46701,46701,33.26,39.78,0
G49322,49322,17.2,39.78,0
G22437,22437,22.89,39.79,0
G04985,04985,31.52,39.79,0
G55368,55368,19.94,39.81,0
G12442,12442,23.41,39.81,0
G17751,17751,29.63,39.82,0
G59632,59632,38.81,39.82,0
G66851,66851,32.32,39.83,0
G26159,26159,20.42,39.83,0
G61721,61721,19.19,39.84,0
G24312,24312,27.37,39.84,0
G14041,14041,25.38,39.87,0
G26636,26636,11.6,39.87,0
G52772,52772,28.9,39.87,0
G40077,40077,19.62,39.88,0
G80463,80463,30.48,39.88,0
G49310,49310,22.44,39.88,0
G93928,93928,17.7,39.88,0
G24716,24716,7.44,39.89,0
G47552,47552,33.07,39.89,0
G79714,79714,42.58,39.89,0
G79042,79042,35.44,39.89,0
G66758,66758,14.28,39.89,0
G38388,38388,35.18,39.9,0
G54426,54426,24.14,39.9,0
G78143,78143,22.77,39.91,0
G57366,57366,32.63,39.91,0
G68812,68812,27.83,39.92,0
G05048,05048,24.78,39.92,0
G17321,17321,20.87,39.93,0
G03882,03882,12.43,39.93,0
G04360,04360,10.37,39.93,0
G98639,98639,30.87,39.93,0
G54529,54529,20.48,39.93,0
G23828,23828,18.1,39.93,0
G73739,73739,23.45,39.93,0
G76523,76523,18.27,39.94,0
G15944,15944,17.77,39.94,0
G38015,38015,26.15,39.94,0
G16802,16802,21.24,39.95,0
G59043,59043,27.11,39.95,0
G79345,79345,20.02,39.96,0
G53578,53578,36.45,39.96,0
G61322,61322,25.11,39.97,0
G53931,53931,27.46,39.97,0
G16440,16440,24.89,39.97,0
G53021,53021,26.83,39.98,0
G72087,72087,16.62,39.99,0
G99130,99130,24.04,39.99,0
G17767,17767,31.21,39.99,0
G50675,50675,30,39.99,0
G57623,57623,24.89,39.99,0
G49825,49825,25.87,39.99,0
G66534,66534,29.04,39.99,0
G24569,24569,20.28,39.99,0
G99032,99032,36.89,40,0
G28374,28374,25.14,40,0
G20186,20186,25.99,40.02,0
G54545,54545,25.91,40.02,0
G36480,36480,16.49,40.02,0
G17302,17302,19.88,40.02,0
G81201,81201,25.85,40.02,0
G72955,72955,17.41,40.03,0
G97447,97447,38.96,40.04,0
G17220,17220,20.29,40.04,0
G30673,30673,19.13,40.05,0
G23968,23968,10.56,40.06,0
G76873,76873,29.76,40.06,0
G61949,61949,25.68,40.06,0
G80448,80448,29.2,40.06,0
G53959,53959,25.95,40.07,0
G96061,96061,31.22,40.07,0
G58642,58642,17.13,40.08,0
G54411,54411,24.71,40.08,0
G36584,36584,11.16,40.09,0
G13756,13756,21.91,40.1,0
G44062,44062,23.87,40.11,0
G48763,48763,18.17,40.11,0
G22509,22509,19.95,40.11,0
G66401,66401,27.76,40.12,0
G49638,49638,24.18,40.14,0
G24161,24161,16.59,40.15,0
G68749,68749,37.65,40.16,0
G46730,46730,35.3,40.16,0
G60924,60924,22.55,40.17,0
G86437,86437,32.26,40.17,0
G36030,36030,9.46,40.17,0
G55309,55309,39.34,40.18,0
G71639,71639,21.94,40.18,0
G20686,20686,18.25,40.18,0
G64655,64655,20.16,40.18,0
G77975,77975,26.13,40.19,0
G76626,76626,18.34,40.19,0
G83650,83650,39.69,40.19,0
G98325,98325,24.54,40.19,0
G93641,93641,15.17,40.19,0
G78618,78618,21.89,40.19,0
G49045,49045,18.32,40.21,0
G22712,22712,25.48,40.21,0
G12965,12965,27.95,40.21,0
G65274,65274,23.21,40.21,0
G44676,44676,25.13,40.21,0
G56647,56647,30.11,40.21,0
G25666,25666,12.32,40.21,0
G77970,77970,18.29,40.21,0
G63541,63541,26.89,40.22,0
G76937,76937,20.08,40.22,0
G35775,35775,16.26,40.22,0
G75426,75426,24.6,40.22,0
G13436,13436,26.97,40.22,0
G24563,24563,22.24,40.23,0
G52649,52649,28.68,40.23,0
G39633,39633,16.9,40.23,0
G79019,79019,32.43,40.23,0
G14901,14901,27.41,40.24,0
G72858,72858,20.73,40.25,0
G95140,95140,13.44,40.26,0
G74726,74726,22.24,40.26,0
G68313,68313,39.67,40.26,0
G24225,24225,9.79,40.26,0
G57442,57442,34.54,40.26,0
G01031,01031,22.61,40.27,0
G05055,05055,20.98,40.28,0
G20657,20657,15.26,40.28,0
G80813,80813,15.84,40.29,0
G15828,15828,23.59,40.3,0
G12841,12841,13.1,40.3,0
G50154,50154,23.5,40.3,0
G13802,13802,17.86,40.31,0
G65627,65627,13.97,40.31,0
G97442,97442,24.49,40.32,0
G45788,45788,15.17,40.32,0
G26865,26865,17.58,40.32,0
G61744,61744,24.48,40.34,0
G62263,62263,32.47,40.34,0
G59463,59463,36.63,40.34,0
G83604,83604,49.32,40.34,0
G76271,76271,24.24,40.34,0
G86431,86431,20.34,40.34,0
G21661,21661,18.34,40.35,0
G13646,13646,17.18,40.36,0
G17864,17864,14.06,40.36,0
G55065,55065,36.19,40.37,0
G73625,73625,27.64,40.37,0
G15538,15538,9.47,40.38,0
G47586,47586,32.83,40.38,0
G46580,46580,32.81,40.38,0
G16262,16262,13.8,40.38,0
G54766,54766,20.91,40.38,0
G53078,53078,28.59,40.38,0
G18417,18417,10.5,40.39,0
G39461,39461,8.49,40.39,0
G28584,28584,16.54,40.39,0
G12852,12852,17.42,40.39,0
G66777,66777,22.54,40.4,0
G95947,95947,17.07,40.4,0
G63463,63463,17.04,40.4,0
G97909,97909,28.05,40.4,0
G36022,36022,18.58,40.42,0
G54015,54015,30.56,40.42,0
G68726,68726,39.96,40.42,0
G52216,52216,25.14,40.42,0
G59830,59830,40.42,40.43,0
G95329,95329,24.92,40.44,0
G76357,76357,24.52,40.44,0
G75565,75565,15.28,40.44,0
G17837,17837,24.33,40.44,0
G16801,16801,21.97,40.45,0
G28783,28783,13.25,40.45,0
G48735,48735,20.96,40.45,0
G62316,62316,24.65,40.46,0
G92339,92339,13.62,40.46,0
G67659,67659,29.8,40.47,0
G62275,62275,31.96,40.48,0
G92066,92066,11.17,40.48,0
G16843,16843,23.76,40.48,0
G80728,80728,24.24,40.48,0
G17213,17213,13.89,40.48,0
G13639,13639,24.65,40.48,0
G78159,78159,22.96,40.5,0
G78005,78005,16.33,40.5,0
G22935,22935,14.39,40.5,0
G38460,38460,24.34,40.5,0
G04609,04609,20.5,40.5,0
G67523,67523,31.23,40.51,0
G50220,50220,34.5,40.51,0
G17850,17850,24.7,40.51,0
G58363,58363,15.61,40.51,0
G37380,37380,21.02,40.52,0
G54871,54871,29.33,40.52,0
G38067,38067,14.52,40.52,0
G16666,16666,18.81,40.53,0
G72051,72051,16.55,40.53,0
G76681,76681,37.37,40.53,0
G96032,96032,24.48,40.57,0
G36545,36545,21.25,40.57,0
G68847,68847,25.68,40.57,0
G13827,13827,26.23,40.58,0
G75845,75845,23.27,40.58,0
G03082,03082,18.74,40.58,0
G16803,16803,20.79,40.59,0
G78140,78140,25.35,40.59,0
G47523,47523,37.75,40.59,0
G56650,56650,23.52,40.59,0
G12134,12134,28.04,40.59,0
G57242,57242,19.26,40.6,0
G87515,87515,19.22,40.6,0
G05059,05059,21.29,40.61,0
G65766,65766,13.03,40.61,0
G04555,04555,15.24,40.61,0
G66048,66048,25.73,40.62,0
G54026,54026,18.3,40.62,0
G27306,27306,20.16,40.63,0
G35746,35746,8.98,40.63,0
G59212,59212,36.5,40.64,0
G76666,76666,28.16,40.64,0
G54493,54493,21.05,40.64,0
G62279,62279,10.74,40.64,0
G16937,16937,12.79,40.66,0
G68757,68757,16.8,40.66,0
G59024,59024,39.15,40.67,0
G38345,38345,15.69,40.68,0
G45657,45657,15.64,40.68,0
G98860,98860,31.9,40.68,0
G56594,56594,32.96,40.69,0
G22972,22972,23.18,40.7,0
G71859,71859,23.2,40.71,0
G63833,63833,14.78,40.71,0
G24485,24485,20.57,40.72,0
G79250,79250,27.62,40.72,0
G57649,57649,27.33,40.72,0
G16868,16868,21.25,40.73,0
G50664,50664,25.9,40.74,0
G53040,53040,35.63,40.74,0
G75153,75153,25.16,40.74,0
G51556,51556,30.31,40.74,0
G54103,54103,22.79,40.75,0
G71922,71922,20.41,40.76,0
G98236,98236,12.03,40.78,0
G61565,61565,19.48,40.78,0
G78935,78935,33.8,40.79,0
G77354,77354,13.56,40.8,0
G52236,52236,25.11,40.8,0
G95701,95701,18.3,40.8,0
G04285,04285,19.44,40.8,0
G12494,12494,18.68,40.81,0
G13640,13640,28.05,40.84,0
G72852,72852,18.87,40.84,0
G76841,76841,21.53,40.85,0
G12996,12996,18.2,40.86,0
G80804,80804,14.7,40.86,0
G77969,77969,24.03,40.86,0
G78382,78382,32.43,40.86,0
G59480,59480,26.38,40.87,0
G21111,21111,21.41,40.88,0
G62661,62661,14.83,40.88,0
G61749,61749,18.46,40.88,0
G77664,77664,25.87,40.89,0
G03225,03225,15.11,40.89,0
G68055,68055,25.8,40.9,0
G03784,03784,27.1,40.9,0
G13402,13402,24.5,40.9,0
G24374,24374,22.31,40.9,0
G71762,71762,26.9,40.91,0
G72016,72016,14.21,40.92,0
G47551,47551,21.68,40.92,0
G85536,85536,32.11,40.93,0
G55732,55732,13.88,40.93,0
G71450,71450,17.36,40.93,0
G78357,78357,24,40.94,0
G63555,63555,28.23,40.94,0
G35143,35143,19.78,40.94,0
G93651,93651,16.62,40.94,0
G63763,63763,18.95,40.94,0
G04226,04226,20.24,40.94,0
G24460,24460,25.46,40.95,0
G87025,87025,21.19,40.95,0
G74653,74653,27.5,40.95,0
G76955,76955,21.88,40.95,0
G84628,84628,34.39,40.96,0
G93461,93461,28.75,40.96,0
G17865,17865,22.57,40.97,0
G35766,35766,10.83,40.98,0
G67663,67663,30.11,40.98,0
G68040,68040,23.26,40.98,0
G65658,65658,16.99,41,0
G54457,54457,24.91,41,0
G31532,31532,15.56,41,0
G55397,55397,25.78,41,0
G75092,75092,29.16,41,0
G53577,53577,33.93,41,0
G54830,54830,27.05,41,0
G22664,22664,20.16,41,0
G77434,77434,20.02,41,0
G59353,59353,35.13,41.01,0
G89039,89039,25.68,41.03,0
G60912,60912,19.97,41.03,0
G39841,39841,19.46,41.04,0
G57072,57072,17.18,41.04,0
G64667,64667,17.54,41.04,0
G61231,61231,25.56,41.04,0
G26209,26209,10.43,41.04,0
G13679,13679,20.1,41.05,0
G73559,73559,24.57,41.05,0
G04057,04057,21.31,41.06,0
G60959,60959,31.11,41.06,0
G32134,32134,13.81,41.07,0
G39745,39745,24.49,41.07,0
G01037,01037,22.21,41.08,0
G87420,87420,42.71,41.08,0
G87512,87512,21.4,41.08,0
G13042,13042,21.45,41.08,0
G67701,67701,36.18,41.09,0
G64482,64482,36.18,41.09,0
G48852,48852,20.97,41.09,0
G49262,49262,24.38,41.1,0
G95488,95488,18.93,41.1,0
G63785,63785,11.74,41.1,0
G74944,74944,13.11,41.11,0
G95421,95421,17.56,41.11,0
G85354,85354,32.31,41.11,0
G14817,14817,22.33,41.12,0
G75559,75559,33.75,41.12,0
G05442,05442,17.05,41.12,0
G88124,88124,31.78,41.13,0
G18853,18853,21.6,41.14,0
G53048,53048,28.68,41.15,0
G36262,36262,15.21,41.16,0
G03455,03455,28.16,41.16,0
G63855,63855,14.99,41.16,0
G36558,36558,17.54,41.16,0
G86351,86351,16.9,41.17,0
G65657,65657,14,41.17,0
G35078,35078,25.11,41.17,0
G67626,67626,42.95,41.17,0
G40143,40143,36.14,41.18,0
G77538,77538,19.42,41.18,0
G49631,49631,21.31,41.18,0
G72544,72544,23.74,41.18,0
G55362,55362,41.41,41.19,0
G75020,75020,20.54,41.19,0
G53550,53550,32.1,41.19,0
G55975,55975,33.49,41.19,0
G29453,29453,13.98,41.19,0
G83252,83252,32.15,41.19,0
G95427,95427,20.18,41.2,0
G24330,24330,21.98,41.2,0
G47147,47147,23.07,41.21,0
G13452,13452,28.36,41.21,0
G16263,16263,22.11,41.21,0
G50446,50446,24.83,41.22,0
G58843,58843,18.49,41.23,0
G67563,67563,32.01,41.23,0
G17889,17889,25.09,41.24,0
G53057,53057,32.69,41.24,0
G48426,48426,28.3,41.24,0
G23963,23963,16.65,41.25,0
G67108,67108,20.71,41.25,0
G89448,89448,17.55,41.25,0
G54460,54460,22.95,41.27,0
G12092,12092,25.84,41.27,0
G18360,18360,26.15,41.29,0
G48760,48760,21.64,41.3,0
G65324,65324,8.76,41.3,0
G46990,46990,25.24,41.31,0
G59931,59931,16.96,41.33,0
G84049,84049,27.83,41.34,0
G04216,04216,27.32,41.34,0
G05091,05091,17.62,41.34,0
G37710,37710,14.13,41.35,0
G12816,12816,15.4,41.35,0
G61013,61013,35.75,41.36,0
G88426,88426,33.46,41.36,0
G52356,52356,26.69,41.36,0
G53549,53549,36.37,41.37,0
G95555,95555,30.62,41.37,0
G41159,41159,21.51,41.38,0
G50642,50642,33.85,41.39,0
G81431,81431,19.85,41.39,0
G59462,59462,32.68,41.4,0
G64469,64469,15.91,41.4,0
G68773,68773,37.23,41.41,0
G47522,47522,25.04,41.41,0
G61015,61015,25.62,41.41,0
G58004,58004,30.86,41.42,0
G23921,23921,18.36,41.42,0
G66094,66094,17.93,41.43,0
G17867,17867,11.74,41.43,0
G87517,87517,9.83,41.43,0
G28445,28445,22.17,41.44,0
G37035,37035,23.13,41.44,0
G18370,18370,24.8,41.45,0
G66746,66746,19.58,41.46,0
G98537,98537,17.64,41.46,0
G35545,35545,15.01,41.46,0
G13339,13339,26.61,41.46,0
G57572,57572,29.71,41.46,0
G61943,61943,19.67,41.46,0
G71823,71823,24.28,41.47,0
G05673,05673,17.77,41.48,0
G48472,48472,28.5,41.48,0
G55792,55792,25.79,41.48,0
G18830,18830,19.28,41.48,0
G95720,95720,41.79,41.49,0
G86338,86338,20.04,41.49,0
G03259,03259,22.63,41.5,0
G75021,75021,23.7,41.5,0
G22824,22824,16.03,41.51,0
G68718,68718,29.44,41.51,0
G46705,46705,35.67,41.51,0
G66850,66850,37.06,41.51,0
G72566,72566,18.84,41.52,0
G39766,39766,14.24,41.52,0
G71847,71847,22.31,41.52,0
G52630,52630,25.26,41.52,0
G76044,76044,29.56,41.53,0
G58405,58405,48.27,41.53,0
G03864,03864,19.15,41.53,0
G87326,87326,19.67,41.54,0
G12057,12057,16.37,41.54,0
G50605,50605,24.83,41.54,0
G58077,58077,34.6,41.55,0
G54837,54837,23.04,41.56,0
G14845,14845,29.13,41.56,0
G47975,47975,25.71,41.57,0
G79731,79731,34.54,41.57,0
G18629,18629,11.06,41.57,0
G95511,95511,13.59,41.57,0
G51540,51540,26.82,41.58,0
G63073,63073,18.42,41.59,0
G93255,93255,25.14,41.59,0
G38348,38348,21.44,41.59,0
G52308,52308,22.48,41.6,0
G95550,95550,19.88,41.6,0
G16374,16374,12.1,41.61,0
G63960,63960,19.29,41.61,0
G28579,28579,31.5,41.61,0
G54499,54499,34.9,41.62,0
G63551,63551,23.29,41.62,0
G61524,61524,30.19,41.63,0
G27860,27860,27.17,41.63,0
G98826,98826,48.76,41.64,0
G55045,55045,25.93,41.64,0
G12745,12745,22.52,41.64,0
G33852,33852,31,41.65,0
G45871,45871,24.23,41.65,0
G15551,15551,18.7,41.65,0
G72057,72057,17.86,41.66,0
G49958,49958,30.73,41.66,0
G39162,39162,16.06,41.68,0
G79356,79356,42.9,41.68,0
G73053,73053,22.46,41.71,0
G56710,56710,30.39,41.71,0
G54422,54422,16.65,41.71,0
G56574,56574,31.86,41.72,0
G80427,80427,19.89,41.72,0
G50149,50149,24.08,41.72,0
G26217,26217,16.38,41.72,0
G77974,77974,21.47,41.74,0
G18334,18334,27.91,41.74,0
G97490,97490,34.36,41.74,0
G13325,13325,21.04,41.75,0
G12418,12418,28.29,41.75,0
G48701,48701,20.44,41.76,0
G59865,59865,38.66,41.76,0
G64445,64445,25.36,41.78,0
G75656,75656,29.95,41.78,0
G16659,16659,14.87,41.78,0
G42047,42047,9.08,41.79,0
G24421,24421,26.76,41.8,0
G73568,73568,19.11,41.8,0
G61053,61053,29.71,41.8,0
G77962,77962,30.75,41.8,0
G60557,60557,26.41,41.81,0
G37306,37306,23.16,41.81,0
G76059,76059,26.74,41.82,0
G30056,30056,24.09,41.82,0
G46582,46582,25.71,41.82,0
G20139,20139,17.29,41.83,0
G97028,97028,37.08,41.83,0
G96033,96033,15.67,41.84,0
G14009,14009,21.03,41.84,0
G95232,95232,14.35,41.84,0
G66515,66515,27.52,41.84,0
G53809,53809,34.97,41.86,0
G73931,73931,38.78,41.87,0
G98339,98339,28.22,41.87,0
G32567,32567,17.58,41.88,0
G62667,62667,20.42,41.88,0
G57371,57371,16.93,41.9,0
G57040,57040,21.93,41.9,0
G39057,39057,8.36,41.9,0
G64783,64783,12.75,41.9,0
G68666,68666,35.97,41.9,0
G61940,61940,27.01,41.92,0
G50441,50441,38.48,41.92,0
G13754,13754,23.45,41.92,0
G18356,18356,25.22,41.92,0
G77454,77454,16.57,41.92,0
G56316,56316,37.65,41.93,0
G59846,59846,25.56,41.93,0
G83857,83857,21.95,41.93,0
G50153,50153,28.44,41.93,0
G57058,57058,27.35,41.94,0
G04352,04352,7.5,41.94,0
G38477,38477,20.88,41.95,0
G48849,48849,17.87,41.96,0
G58018,58018,42.98,41.98,0
G57065,57065,34.53,41.98,0
G85545,85545,23.61,41.98,0
G31085,31085,25.31,41.99,0
G12912,12912,29.02,41.99,0
G03242,03242,28.87,41.99,0
G46755,46755,36.24,42,0
G62051,62051,28.26,42.01,0
G14101,14101,24.21,42.01,0
G54204,54204,21.71,42.01,0
G20144,20144,29.63,42.01,0
G92384,92384,20.2,42.02,0
G17750,17750,32.18,42.03,0
G38589,38589,15.35,42.04,0
G01346,01346,17.39,42.04,0
G52552,52552,18.7,42.04,0
G61018,61018,31.57,42.05,0
G95245,95245,13.99,42.05,0
G03278,03278,19.41,42.06,0
G67545,67545,18.25,42.06,0
G68845,68845,32.36,42.07,0
G52066,52066,25.3,42.07,0
G28512,28512,21.15,42.08,0
G05361,05361,17.61,42.08,0
G75948,75948,29.04,42.09,0
G59713,59713,28.69,42.09,0
G80471,80471,12.48,42.09,0
G77460,77460,19.15,42.1,0
G55702,55702,16.55,42.1,0
G66772,66772,19.48,42.1,0
G29450,29450,18.22,42.1,0
G61455,61455,33.25,42.11,0
G73746,73746,21.55,42.11,0
G63944,63944,23.24,42.13,0
G74701,74701,23.63,42.13,0
G51653,51653,18.81,42.13,0
G93932,93932,20.11,42.14,0
G16689,16689,9.08,42.14,0
G53047,53047,23.31,42.14,0
G58273,58273,21.06,42.15,0
G18435,18435,12.47,42.16,0
G75566,75566,22.85,42.16,0
G48888,48888,15.76,42.16,0
G62434,62434,19.23,42.16,0
G53946,53946,28.36,42.16,0
G35010,35010,19.79,42.16,0
G39177,39177,23.54,42.17,0
G65069,65069,21,42.17,0
G68669,68669,35.07,42.17,0
G61813,61813,18.04,42.17,0
G24318,24318,13.16,42.18,0
G17086,17086,17.22,42.18,0
G75938,75938,25.04,42.18,0
G51525,51525,30.26,42.19,0
G37171,37171,17.26,42.2,0
G79562,79562,20.66,42.2,0
G55973,55973,31.08,42.21,0
G46562,46562,33.66,42.21,0
G95679,95679,21.94,42.21,0
G72519,72519,20.47,42.21,0
G22741,22741,29.7,42.22,0
G52334,52334,29.59,42.23,0
G12083,12083,24.18,42.23,0
G61054,61054,28.63,42.23,0
G65565,65565,18.57,42.23,0
G56123,56123,20.65,42.24,0
G53924,53924,27.96,42.24,0
G73758,73758,25.36,42.24,0
G35554,35554,15.47,42.24,0
G61334,61334,37.47,42.24,0
G97623,97623,23.75,42.24,0
G62326,62326,30.56,42.24,0
G38452,38452,25.34,42.25,0
G15861,15861,20.76,42.25,0
G68814,68814,43.68,42.26,0
G68956,68956,35.76,42.26,0
G78358,78358,31.87,42.26,0
G22642,22642,26.82,42.27,0
G87311,87311,15.47,42.27,0
G17853,17853,13.39,42.27,0
G72125,72125,25.65,42.27,0
G76866,76866,20.24,42.27,0
G49274,49274,28.35,42.28,0
G24639,24639,13.67,42.28,0
G74864,74864,20.5,42.29,0
G98536,98536,20.62,42.29,0
G61420,61420,18.24,42.3,0
G37324,37324,22.43,42.31,0
G48468,48468,18.95,42.31,0
G56160,56160,21.43,42.32,0
G85633,85633,11.75,42.32,0
G55767,55767,31.6,42.33,0
G61260,61260,19.82,42.33,0
G52657,52657,24.13,42.34,0
G49814,49814,34.19,42.34,0
G71075,71075,25.1,42.35,0
G53570,53570,32.54,42.36,0
G37051,37051,21.18,42.36,0
G13621,13621,25.44,42.36,0
G98941,98941,35.3,42.36,0
G72466,72466,24.13,42.36,0
G76463,76463,22.63,42.37,0
G50604,50604,23.56,42.37,0
G37078,37078,27.08,42.37,0
G87731,87731,16.75,42.38,0
G83643,83643,9.83,42.38,0
G82054,82054,28.72,42.38,0
G72515,72515,16.86,42.38,0
G16403,16403,28.16,42.38,0
G13678,13678,26.23,42.38,0
G68343,68343,33.99,42.38,0
G59011,59011,48.27,42.4,0
G42328,42328,18.23,42.4,0
G61570,61570,26.74,42.4,0
G42347,42347,24.12,42.4,0
G75977,75977,19.11,42.41,0
G50457,50457,30.38,42.41,0
G99345,99345,11.64,42.41,0
G95429,95429,13.48,42.41,0
G49822,49822,24.49,42.42,0
G55979,55979,35.02,42.42,0
G61006,61006,29.32,42.42,0
G57379,57379,17.18,42.43,0
G13624,13624,23.67,42.44,0
G96029,96029,26.2,42.44,0
G82649,82649,35.63,42.44,0
G04864,04864,24.2,42.45,0
G89124,89124,27.61,42.45,0
G49821,49821,41.56,42.46,0
G05905,05905,18.77,42.46,0
G56228,56228,31.13,42.46,0
G37327,37327,20.93,42.47,0
G85535,85535,18.63,42.47,0
G74032,74032,33.05,42.49,0
G76631,76631,32.36,42.5,0
G95338,95338,27.79,42.5,0
G80649,80649,24.41,42.5,0
G22480,22480,21.1,42.5,0
G59451,59451,33.19,42.5,0
G61553,61553,28.89,42.51,0
G52257,52257,26.22,42.51,0
G61572,61572,22.72,42.51,0
G47550,47550,30.46,42.51,0
G55079,55079,30.44,42.52,0
G18326,18326,20.31,42.52,0
G76087,76087,28.77,42.53,0
G63543,63543,20.46,42.53,0
G47521,47521,17,42.53,0
G76649,76649,30.72,42.53,0
G78003,78003,25.43,42.54,0
G79092,79092,39.13,42.54,0
G48843,48843,29.53,42.55,0
G84740,84740,41.41,42.57,0
G75851,75851,13.81,42.58,0
G75936,75936,30.87,42.58,0
G55921,55921,21.79,42.59,0
G39702,39702,22.32,42.59,0
G20117,20117,17.47,42.59,0
G82933,82933,35.41,42.59,0
G55013,55013,31.4,42.61,0
G57021,57021,29.45,42.61,0
G62219,62219,32.85,42.61,0
G51048,51048,38.11,42.62,0
G83826,83826,30.28,42.62,0
G54561,54561,24.6,42.62,0
G72630,72630,23.16,42.62,0
G71751,71751,23.46,42.62,0
G13408,13408,21.61,42.62,0
G38731,38731,14.27,42.62,0
G75856,75856,20.75,42.62,0
G62231,62231,25.7,42.63,0
G77987,77987,29.12,42.63,0
G74963,74963,24.7,42.64,0
G56183,56183,19.36,42.64,0
G64643,64643,21.86,42.65,0
G13692,13692,26.28,42.65,0
G84753,84753,38.57,42.65,0
G59477,59477,41.04,42.65,0
G42343,42343,29.65,42.66,0
G55956,55956,26.05,42.66,0
G04537,04537,22.16,42.67,0
G57037,57037,23.43,42.68,0
G79369,79369,33.72,42.69,0
G18350,18350,22.4,42.69,0
G59065,59065,39.45,42.69,0
G72165,72165,14.22,42.7,0
G98249,98249,22.23,42.71,0
G03605,03605,15.95,42.72,0
G55047,55047,24.15,42.73,0
G76035,76035,25.27,42.73,0
G73032,73032,18.7,42.73,0
G77355,77355,21.67,42.73,0
G18347,18347,24.2,42.73,0
G04290,04290,18.15,42.74,0
G76518,76518,18.41,42.74,0
G87577,87577,27.08,42.74,0
G22643,22643,30.51,42.74,0
