"","GEOID","year","totalP","totalP_hh","totalP_fhh","nonRel_fhh","nonRel_fhhP","totalP_nfhh","nonRel_nfhh","nonRel_nfhhP","groupQuar","groupQuarP"
"2470","47083",2010,8286,8151,6954,366,5.26,1197,141,11.78,135,1.63
"2471","47085",2010,18416,18323,15435,341,2.21,2888,525,18.18,93,0.5
"2472","47087",2010,11491,11427,9674,286,2.96,1753,230,13.12,64,0.56
"2473","47089",2010,50600,48756,41164,1150,2.79,7592,1357,17.87,1844,3.64
"2474","47091",2010,18190,16704,14114,259,1.84,2590,305,11.78,1486,8.17
"2475","47093",2010,423748,410260,325726,6054,1.86,84534,15410,18.23,13488,3.18
"2476","47095",2010,7827,5606,4650,157,3.38,956,43,4.5,2221,28.38
"2477","47097",2010,27745,24900,21218,444,2.09,3682,708,19.23,2845,10.25
"2478","47099",2010,41319,41017,36109,713,1.97,4908,479,9.76,302,0.73
"2479","47101",2010,12003,11929,10323,333,3.23,1606,225,14.01,74,0.62
"2480","47103",2010,32885,32289,27476,356,1.3,4813,760,15.79,596,1.81
"2481","47105",2010,47102,46869,40606,724,1.78,6263,916,14.63,233,0.49
"2482","47107",2010,52075,50896,43800,868,1.98,7096,1020,14.37,1179,2.26
"2483","47109",2010,25760,25538,21891,384,1.75,3647,604,16.56,222,0.86
"2484","47111",2010,21934,21419,18552,585,3.15,2867,552,19.25,515,2.35
"2485","47113",2010,97378,94801,80542,1793,2.23,14259,1966,13.79,2577,2.65
"2486","47115",2010,28123,28042,24365,681,2.79,3677,324,8.81,81,0.29
"2487","47117",2010,29902,29672,25753,686,2.66,3919,638,16.28,230,0.77
"2488","47119",2010,79029,77672,65875,1480,2.25,11797,2209,18.73,1357,1.72
"2489","47121",2010,11581,11431,10204,336,3.29,1227,184,15,150,1.3
"2490","47123",2010,44015,43539,37200,680,1.83,6339,1042,16.44,476,1.08
"2491","47125",2010,163603,159707,138449,3696,2.67,21258,4588,21.58,3896,2.38
"2492","47127",2010,6266,6256,5363,27,0.5,893,279,31.24,10,0.16
"2493","47129",2010,21664,19554,17320,369,2.13,2234,204,9.13,2110,9.74
"2494","47131",2010,31905,31703,26703,432,1.62,5000,963,19.26,202,0.63
"2495","47133",2010,21777,21324,18324,247,1.35,3000,321,10.7,453,2.08
"2496","47135",2010,7778,7711,6515,121,1.86,1196,176,14.72,67,0.86
"2497","47137",2010,5072,4934,4253,51,1.2,681,20,2.94,138,2.72
"2498","47139",2010,16690,16493,14091,427,3.03,2402,428,17.82,197,1.18
"2499","47141",2010,70570,67116,54977,1334,2.43,12139,2416,19.9,3454,4.89
"2500","47143",2010,31215,30265,26032,570,2.19,4233,821,19.4,950,3.04
"2501","47145",2010,54156,53264,45705,639,1.4,7559,728,9.63,892,1.65
"2502","47147",2010,64347,64033,56859,1647,2.9,7174,1262,17.59,314,0.49
"2503","47149",2010,250517,244523,205870,5624,2.73,38653,10705,27.7,5994,2.39
"2504","47151",2010,22171,21969,18829,203,1.08,3140,389,12.39,202,0.91
"2505","47153",2010,13814,13738,12161,327,2.69,1577,112,7.1,76,0.55
"2506","47155",2010,87507,86856,74142,1351,1.82,12714,2254,17.73,651,0.74
"2507","47157",2010,922696,901445,758326,21226,2.8,143119,25715,17.97,21251,2.3
"2508","47159",2010,19035,18954,16717,306,1.83,2237,305,13.63,81,0.43
"2509","47161",2010,13133,13123,11399,185,1.62,1724,186,10.79,10,0.08
"2510","47163",2010,155815,152201,127605,2746,2.15,24596,2930,11.91,3614,2.32
"2511","47165",2010,155592,154452,135591,2776,2.05,18861,3112,16.5,1140,0.73
"2512","47167",2010,59689,58213,51850,1105,2.13,6363,1391,21.86,1476,2.47
"2513","47169",2010,7751,7751,6694,21,0.31,1057,287,27.15,0,0
"2514","47171",2010,18257,17961,15068,308,2.04,2893,342,11.82,296,1.62
"2515","47173",2010,19088,19007,16691,239,1.43,2316,212,9.15,81,0.42
"2516","47175",2010,5503,5335,4637,53,1.14,698,53,7.59,168,3.05
"2517","47177",2010,39539,38921,33603,660,1.96,5318,661,12.43,618,1.56
"2518","47179",2010,119768,115479,92920,1732,1.86,22559,4612,20.44,4289,3.58
"2519","47181",2010,17016,14901,13034,294,2.26,1867,201,10.77,2115,12.43
"2520","47183",2010,34557,32430,26068,281,1.08,6362,1498,23.55,2127,6.16
"2521","47185",2010,25460,25401,22239,579,2.6,3162,372,11.76,59,0.23
"2522","47187",2010,174260,173822,159023,1429,0.9,14799,2304,15.57,438,0.25
"2523","47189",2010,109563,108217,95869,1586,1.65,12348,2171,17.58,1346,1.23
"2524","48001",2010,58016,45533,39343,1061,2.7,6190,1128,18.22,12483,21.52
"2525","48003",2010,14048,14048,12434,297,2.39,1614,301,18.65,0,0
"2526","48005",2010,85254,82184,72149,1451,2.01,10035,1402,13.97,3070,3.6
"2527","48007",2010,23247,23010,19474,710,3.65,3536,506,14.31,237,1.02
"2528","48009",2010,9055,8983,8056,167,2.07,927,85,9.17,72,0.8
"2529","48011",2010,1958,1837,1703,24,1.41,134,0,0,121,6.18
"2530","48013",2010,44049,43576,39791,1155,2.9,3785,588,15.54,473,1.07
"2531","48015",2010,27783,27715,24362,787,3.23,3353,498,14.85,68,0.24
"2532","48017",2010,7027,7017,6148,93,1.51,869,324,37.28,10,0.14
"2533","48019",2010,20265,20161,17576,324,1.84,2585,262,10.14,104,0.51
"2534","48021",2010,72289,70344,62484,1746,2.79,7860,1461,18.59,1945,2.69
"2535","48023",2010,3795,3785,3144,112,3.56,641,23,3.59,10,0.26
"2536","48025",2010,31896,22484,19774,361,1.83,2710,334,12.32,9412,29.51
"2537","48027",2010,294689,284357,247702,5467,2.21,36655,7898,21.55,10332,3.51
"2538","48029",2010,1650052,1610841,1381467,34287,2.48,229374,43490,18.96,39211,2.38
"2539","48031",2010,10085,10066,8565,193,2.25,1501,190,12.66,19,0.19
"2540","48033",2010,564,564,481,13,2.7,83,2,2.41,0,0
"2541","48035",2010,18067,17134,15003,357,2.38,2131,319,14.97,933,5.16
"2542","48037",2010,91399,87326,74780,1585,2.12,12546,1731,13.8,4073,4.46
"2543","48039",2010,300522,288345,258371,4843,1.87,29974,5671,18.92,12177,4.05
"2544","48041",2010,185426,171961,120802,3822,3.16,51159,22351,43.69,13465,7.26
"2545","48043",2010,8971,8751,6441,86,1.34,2310,424,18.35,220,2.45
"2546","48045",2010,1723,1723,1497,16,1.07,226,16,7.08,0,0
"2547","48047",2010,7349,7146,6099,187,3.07,1047,127,12.13,203,2.76
"2548","48049",2010,38199,36171,31000,702,2.26,5171,987,19.09,2028,5.31
"2549","48051",2010,17058,16932,14768,399,2.7,2164,241,11.14,126,0.74
"2550","48053",2010,42215,41254,36131,1038,2.87,5123,755,14.74,961,2.28
"2551","48055",2010,37416,33641,30036,1195,3.98,3605,504,13.98,3775,10.09
"2552","48057",2010,21120,20732,18150,227,1.25,2582,381,14.76,388,1.84
"2553","48059",2010,13458,13403,11635,194,1.67,1768,355,20.08,55,0.41
"2554","48061",2010,393566,390882,364617,5271,1.45,26265,4211,16.03,2684,0.68
"2555","48063",2010,12288,12010,10696,158,1.48,1314,122,9.28,278,2.26
"2556","48065",2010,6284,6274,5635,78,1.38,639,41,6.42,10,0.16
"2557","48067",2010,30254,30048,26027,554,2.13,4021,449,11.17,206,0.68
"2558","48069",2010,7848,7768,7086,70,0.99,682,72,10.56,80,1.02
"2559","48071",2010,32371,32156,29476,608,2.06,2680,592,22.09,215,0.66
"2560","48073",2010,50035,47522,41678,842,2.02,5844,1018,17.42,2513,5.02
"2561","48075",2010,7115,5294,4562,118,2.59,732,125,17.08,1821,25.59
"2562","48077",2010,10922,10912,9566,194,2.03,1346,159,11.81,10,0.09
"2563","48079",2010,3155,3020,2752,40,1.45,268,18,6.72,135,4.28
"2564","48081",2010,3301,3118,2667,60,2.25,451,16,3.55,183,5.54
"2565","48083",2010,8857,8671,7442,170,2.28,1229,58,4.72,186,2.1
"2566","48085",2010,738745,734049,645870,9026,1.4,88179,16130,18.29,4696,0.64
"2567","48087",2010,3009,3009,2574,25,0.97,435,26,5.98,0,0
"2568","48089",2010,20751,20370,17231,418,2.43,3139,408,13,381,1.84
"2569","48091",2010,102836,101106,89176,2119,2.38,11930,2378,19.93,1730,1.68
"2570","48093",2010,13863,13649,11813,331,2.8,1836,229,12.47,214,1.54
"2571","48095",2010,4047,2568,2350,122,5.19,218,7,3.21,1479,36.55
"2572","48097",2010,38316,37635,32995,676,2.05,4640,619,13.34,681,1.78
"2573","48099",2010,74082,66665,60753,1075,1.77,5912,1518,25.68,7417,10.01
"2574","48101",2010,1618,1608,1430,55,3.85,178,3,1.69,10,0.62
"2575","48103",2010,4141,3976,3676,48,1.31,300,32,10.67,165,3.98
"2576","48105",2010,3746,3746,3498,128,3.66,248,0,0,0,0
"2577","48107",2010,6207,6092,5397,66,1.22,695,70,10.07,115,1.85
"2578","48109",2010,2480,2403,2143,13,0.61,260,27,10.38,77,3.1
"2579","48111",2010,6471,6471,5696,125,2.19,775,200,25.81,0,0
"2580","48113",2010,2321014,2285991,1928226,50756,2.63,357765,70138,19.6,35023,1.51
"2581","48115",2010,13853,11400,10047,219,2.18,1353,75,5.54,2453,17.71
"2582","48117",2010,19054,18685,16958,312,1.84,1727,208,12.04,369,1.94
"2583","48119",2010,5248,5232,4384,32,0.73,848,122,14.39,16,0.3
"2584","48121",2010,628084,614154,524942,9637,1.84,89212,22377,25.08,13930,2.22
"2585","48123",2010,20025,18192,15523,232,1.49,2669,296,11.09,1833,9.15
"2586","48125",2010,2441,1995,1719,31,1.8,276,23,8.33,446,18.27
"2587","48127",2010,9908,9627,8901,146,1.64,726,34,4.68,281,2.84
"2588","48129",2010,3655,3291,2919,70,2.4,372,43,11.56,364,9.96
"2589","48131",2010,11999,11373,9953,191,1.92,1420,172,12.11,626,5.22
"2590","48133",2010,18560,17552,14509,131,0.9,3043,515,16.92,1008,5.43
"2591","48135",2010,133015,131375,113708,3533,3.11,17667,3403,19.26,1640,1.23
"2592","48137",2010,2029,2011,1608,12,0.75,403,35,8.68,18,0.89
"2593","48139",2010,143502,141727,128851,3014,2.34,12876,2770,21.51,1775,1.24
"2594","48141",2010,772280,759822,693144,11715,1.69,66678,10422,15.63,12458,1.61
"2595","48143",2010,37142,35219,27894,704,2.52,7325,2284,31.18,1923,5.18
"2596","48145",2010,17799,16486,14424,374,2.59,2062,220,10.67,1313,7.38
"2597","48147",2010,33765,31690,27704,601,2.17,3986,670,16.81,2075,6.15
"2598","48149",2010,24175,23484,19613,196,1,3871,429,11.08,691,2.86
"2599","48151",2010,4057,3961,3446,22,0.64,515,25,4.85,96,2.37
"2600","48153",2010,6599,6589,5964,19,0.32,625,59,9.44,10,0.15
"2601","48155",2010,1379,1369,1164,48,4.12,205,18,8.78,10,0.73
"2602","48157",2010,541983,535851,500946,7710,1.54,34905,6789,19.45,6132,1.13
"2603","48159",2010,10675,10596,9364,245,2.62,1232,145,11.77,79,0.74
"2604","48161",2010,19461,17720,14772,180,1.22,2948,380,12.89,1741,8.95
"2605","48163",2010,16956,14844,13585,152,1.12,1259,121,9.61,2112,12.46
"2606","48165",2010,16658,16658,15164,168,1.11,1494,143,9.57,0,0
"2607","48167",2010,286326,281797,241625,5507,2.28,40172,7644,19.03,4529,1.58
"2608","48169",2010,6204,4450,3911,48,1.23,539,69,12.8,1754,28.27
"2609","48171",2010,24197,23586,20172,324,1.61,3414,324,9.49,611,2.53
"2610","48173",2010,1317,1317,1205,7,0.58,112,20,17.86,0,0
"2611","48175",2010,7161,7132,6273,255,4.07,859,53,6.17,29,0.4
"2612","48177",2010,19635,18739,16507,265,1.61,2232,284,12.72,896,4.56
"2613","48179",2010,22497,20257,17520,283,1.62,2737,352,12.86,2240,9.96
"2614","48181",2010,119111,115995,99124,2012,2.03,16871,3094,18.34,3116,2.62
"2615","48183",2010,119525,116826,99363,2933,2.95,17463,3176,18.19,2699,2.26
"2616","48185",2010,26208,22622,19821,482,2.43,2801,494,17.64,3586,13.68
"2617","48187",2010,122728,121292,110029,1992,1.81,11263,1898,16.85,1436,1.17
"2618","48189",2010,36041,32032,28454,576,2.02,3578,605,16.91,4009,11.12
"2619","48191",2010,3424,3414,2906,53,1.82,508,34,6.69,10,0.29
"2620","48193",2010,8473,8320,7246,135,1.86,1074,129,12.01,153,1.81
"2621","48195",2010,5470,5401,4833,166,3.43,568,63,11.09,69,1.26
"2622","48197",2010,4226,4226,3695,33,0.89,531,79,14.88,0,0
"2623","48199",2010,53220,52866,46628,912,1.96,6238,1206,19.33,354,0.67
"2624","48201",2010,3950999,3911572,3369318,85061,2.52,542254,113484,20.93,39427,1
"2625","48203",2010,64484,62445,54869,1200,2.19,7576,1162,15.34,2039,3.16
"2626","48205",2010,5963,4470,4024,100,2.49,446,30,6.73,1493,25.04
"2627","48207",2010,5842,5842,5044,122,2.42,798,33,4.14,0,0
"2628","48209",2010,146439,136927,111311,2841,2.55,25616,7971,31.12,9512,6.5
"2629","48211",2010,3668,3668,3205,27,0.84,463,34,7.34,0,0
"2630","48213",2010,78299,76884,65820,1453,2.21,11064,1853,16.75,1415,1.81
"2631","48215",2010,736973,732353,689397,11125,1.61,42956,7488,17.43,4620,0.63
"2632","48217",2010,34854,33697,28997,632,2.18,4700,800,17.02,1157,3.32
"2633","48219",2010,22933,21731,19527,478,2.45,2204,207,9.39,1202,5.24
"2634","48221",2010,49816,49387,42527,752,1.77,6860,1289,18.79,429,0.86
"2635","48223",2010,34540,33944,29806,383,1.28,4138,526,12.71,596,1.73
"2636","48225",2010,23642,23152,20399,505,2.48,2753,318,11.55,490,2.07
"2637","48227",2010,34285,28599,24466,559,2.28,4133,529,12.8,5686,16.58
"2638","48229",2010,3441,3413,3025,0,0,388,52,13.4,28,0.81
"2639","48231",2010,84836,82161,71059,1945,2.74,11102,1988,17.91,2675,3.15
"2640","48233",2010,22094,21838,18918,344,1.82,2920,431,14.76,256,1.16
"2641","48235",2010,1673,1673,1481,5,0.34,192,5,2.6,0,0
"2642","48237",2010,9072,7915,6759,154,2.28,1156,205,17.73,1157,12.75
"2643","48239",2010,13987,13839,12073,230,1.91,1766,311,17.61,148,1.06
"2644","48241",2010,35248,34169,30286,720,2.38,3883,428,11.02,1079,3.06
"2645","48243",2010,2340,2124,1836,25,1.36,288,26,9.03,216,9.23
"2646","48245",2010,249349,233113,197110,4565,2.32,36003,5856,16.27,16236,6.51
"2647","48247",2010,5211,5201,4828,69,1.43,373,29,7.77,10,0.19
"2648","48249",2010,40631,39027,35209,827,2.35,3818,350,9.17,1604,3.95
"2649","48251",2010,147611,144895,130404,3479,2.67,14491,3116,21.5,2716,1.84
"2650","48253",2010,20157,14444,12299,108,0.88,2145,171,7.97,5713,28.34
"2651","48255",2010,14880,8890,7624,218,2.86,1266,61,4.82,5990,40.26
"2652","48257",2010,98402,97059,88746,1990,2.24,8313,1504,18.09,1343,1.36
"2653","48259",2010,31515,30929,27730,410,1.48,3199,421,13.16,586,1.86
"2654","48261",2010,241,241,212,0,0,29,0,0,0,0
"2655","48263",2010,772,762,589,3,0.51,173,10,5.78,10,1.3
"2656","48265",2010,48826,46892,39538,667,1.69,7354,1304,17.73,1934,3.96
"2657","48267",2010,4568,4558,3740,32,0.86,818,147,17.97,10,0.22
"2658","48269",2010,219,219,194,12,6.19,25,0,0,0,0
"2659","48271",2010,3555,3443,2898,36,1.24,545,115,21.1,112,3.15
"2660","48273",2010,31611,29902,24925,590,2.37,4977,1439,28.91,1709,5.41
"2661","48275",2010,3708,3654,3058,38,1.24,596,32,5.37,54,1.46
"2662","48277",2010,49536,48921,42719,844,1.98,6202,873,14.08,615,1.24
"2663","48279",2010,14092,13918,12564,344,2.74,1354,103,7.61,174,1.23
"2664","48281",2010,19677,18760,16461,219,1.33,2299,428,18.62,917,4.66
"2665","48283",2010,6709,5938,5194,60,1.16,744,195,26.21,771,11.49
"2666","48285",2010,19217,18846,16157,200,1.24,2689,235,8.74,371,1.93
"2667","48287",2010,16499,16165,14120,222,1.57,2045,248,12.13,334,2.02
"2668","48289",2010,16640,16407,13968,466,3.34,2439,399,16.36,233,1.4
"2669","48291",2010,74922,68859,61676,1507,2.44,7183,1001,13.94,6063,8.09
"2670","48293",2010,23170,19808,17359,346,1.99,2449,191,7.8,3362,14.51
"2671","48295",2010,3218,3208,2746,15,0.55,462,128,27.71,10,0.31
"2672","48297",2010,11507,10109,8783,226,2.57,1326,176,13.27,1398,12.15
"2673","48299",2010,18992,18713,15256,449,2.94,3457,465,13.45,279,1.47
"2674","48301",2010,41,41,38,0,0,3,0,0,0,0
"2675","48303",2010,269932,258272,207212,5493,2.65,51060,13831,27.09,11660,4.32
"2676","48305",2010,5988,5988,5481,163,2.97,507,45,8.88,0,0
"2677","48307",2010,8220,8053,6829,233,3.41,1224,164,13.4,167,2.03
"2678","48309",2010,229587,222319,185122,4404,2.38,37197,9769,26.26,7268,3.17
"2679","48311",2010,897,897,745,0,0,152,17,11.18,0,0
"2680","48313",2010,13433,10214,9028,197,2.18,1186,135,11.38,3219,23.96
"2681","48315",2010,10771,10684,8800,396,4.5,1884,213,11.31,87,0.81
"2682","48317",2010,4606,4596,4243,106,2.5,353,8,2.27,10,0.22
"2683","48319",2010,3928,3928,3446,46,1.33,482,31,6.43,0,0
"2684","48321",2010,36647,36207,31818,608,1.91,4389,840,19.14,440,1.2
"2685","48323",2010,52493,52493,49631,972,1.96,2862,305,10.66,0,0
"2686","48325",2010,45073,42727,38693,507,1.31,4034,746,18.49,2346,5.2
"2687","48327",2010,2212,2145,1874,51,2.72,271,12,4.43,67,3.03
"2688","48329",2010,132103,130794,114657,2351,2.05,16137,2381,14.75,1309,0.99
"2689","48331",2010,24934,24601,21378,561,2.62,3223,391,12.13,333,1.34
"2690","48333",2010,4887,4822,4104,135,3.29,718,133,18.52,65,1.33
"2691","48335",2010,9342,6275,5488,37,0.67,787,65,8.26,3067,32.83
"2692","48337",2010,19789,19509,16749,183,1.09,2760,337,12.21,280,1.41
"2693","48339",2010,427717,425141,379797,9146,2.41,45344,8931,19.7,2576,0.6
"2694","48341",2010,21102,20985,19074,491,2.57,1911,281,14.7,117,0.55
"2695","48343",2010,13077,13067,11203,238,2.12,1864,160,8.58,10,0.08
"2696","48345",2010,1123,1123,938,13,1.39,185,11,5.95,0,0
"2697","48347",2010,63141,58511,47638,1247,2.62,10873,2676,24.61,4630,7.33
"2698","48349",2010,47483,45919,40225,1301,3.23,5694,809,14.21,1564,3.29
"2699","48351",2010,14389,13842,12128,340,2.8,1714,229,13.36,547,3.8
"2700","48353",2010,14990,14684,12300,210,1.71,2384,420,17.62,306,2.04
"2701","48355",2010,334370,327813,280385,7420,2.65,47428,9042,19.06,6557,1.96
"2702","48357",2010,9953,9870,8723,284,3.26,1147,124,10.81,83,0.83
"2703","48359",2010,2020,1929,1700,54,3.18,229,45,19.65,91,4.5
"2704","48361",2010,82014,81437,71377,1785,2.5,10060,1526,15.17,577,0.7
"2705","48363",2010,27927,27627,24178,969,4.01,3449,477,13.83,300,1.07
"2706","48365",2010,23569,22996,20445,306,1.5,2551,303,11.88,573,2.43
"2707","48367",2010,112158,108409,96737,1768,1.83,11672,1963,16.82,3749,3.34
"2708","48369",2010,10098,10032,9260,149,1.61,772,75,9.72,66,0.65
"2709","48371",2010,15400,12445,10984,180,1.64,1461,133,9.1,2955,19.19
"2710","48373",2010,45590,41661,35173,1268,3.61,6488,1025,15.8,3929,8.62
"2711","48375",2010,120124,117632,99795,3878,3.89,17837,3633,20.37,2492,2.07
"2712","48377",2010,7703,7699,6672,30,0.45,1027,105,10.22,4,0.05
"2713","48379",2010,10942,10863,9560,296,3.1,1303,204,15.66,79,0.72
"2714","48381",2010,116811,114676,97016,1613,1.66,17660,3143,17.8,2135,1.83
"2715","48383",2010,3298,3288,2989,30,1,299,27,9.03,10,0.3
"2716","48385",2010,3279,3194,2747,78,2.84,447,56,12.53,85,2.59
"2717","48387",2010,12987,12769,11201,152,1.36,1568,156,9.95,218,1.68
"2718","48389",2010,13269,12323,11096,359,3.24,1227,200,16.3,946,7.13
"2719","48391",2010,7434,6776,6034,98,1.62,742,44,5.93,658,8.85
"2720","48393",2010,877,877,824,35,4.25,53,0,0,0,0
"2721","48395",2010,16574,16291,14404,221,1.53,1887,274,14.52,283,1.71
"2722","48397",2010,73311,72583,66891,1795,2.68,5692,1101,19.34,728,0.99
"2723","48399",2010,10492,10073,8905,277,3.11,1168,118,10.1,419,3.99
"2724","48401",2010,52016,46896,41529,589,1.42,5367,672,12.52,5120,9.84
"2725","48403",2010,10653,10643,9103,375,4.12,1540,200,12.99,10,0.09
"2726","48405",2010,8996,8912,7231,152,2.1,1681,281,16.72,84,0.93
"2727","48407",2010,25859,25618,23041,469,2.04,2577,369,14.32,241,0.93
"2728","48409",2010,66100,64551,58028,1140,1.96,6523,949,14.55,1549,2.34
"2729","48411",2010,6023,5704,4835,85,1.76,869,212,24.4,319,5.3
"2730","48413",2010,3343,3201,2991,67,2.24,210,25,11.9,142,4.25
"2731","48415",2010,16579,14133,12429,113,0.91,1704,121,7.1,2446,14.75
"2732","48417",2010,3182,3140,2618,62,2.37,522,80,15.33,42,1.32
"2733","48419",2010,25423,25011,22014,468,2.13,2997,407,13.58,412,1.62
"2734","48421",2010,3000,3000,2710,16,0.59,290,34,11.72,0,0
"2735","48423",2010,203393,200099,172068,3191,1.85,28031,4717,16.83,3294,1.62
"2736","48425",2010,8200,8190,7136,93,1.3,1054,95,9.01,10,0.12
"2737","48427",2010,59989,59241,56583,523,0.92,2658,226,8.5,748,1.25
"2738","48429",2010,9562,8863,7622,149,1.95,1241,130,10.48,699,7.31
"2739","48431",2010,1160,1150,1018,26,2.55,132,0,0,10,0.86
"2740","48433",2010,1434,1424,1239,26,2.1,185,17,9.19,10,0.7
"2741","48435",2010,4257,4257,3719,62,1.67,538,186,34.57,0,0
"2742","48437",2010,7828,7057,6037,104,1.72,1020,145,14.22,771,9.85
"2743","48439",2010,1743300,1718456,1481731,33655,2.27,236725,44113,18.63,24844,1.43
"2744","48441",2010,129477,121742,101051,2410,2.38,20691,3913,18.91,7735,5.97
"2745","48443",2010,850,850,685,4,0.58,165,0,0,0,0
"2746","48445",2010,12498,11369,10016,186,1.86,1353,41,3.03,1129,9.03
"2747","48447",2010,1814,1804,1543,8,0.52,261,2,0.77,10,0.55
"2748","48449",2010,30995,29722,26637,658,2.47,3085,430,13.94,1273,4.11
"2749","48451",2010,108000,102505,85972,1671,1.94,16533,2838,17.17,5495,5.09
"2750","48453",2010,979712,958967,727638,20111,2.76,231329,63847,27.6,20745,2.12
"2751","48455",2010,14451,14120,12309,403,3.27,1811,160,8.83,331,2.29
"2752","48457",2010,21472,19661,16827,538,3.2,2834,422,14.89,1811,8.43
"2753","48459",2010,38685,37372,32741,828,2.53,4631,633,13.67,1313,3.39
"2754","48461",2010,3243,2754,2425,60,2.47,329,24,7.29,489,15.08
"2755","48463",2010,26285,25595,23007,238,1.03,2588,392,15.15,690,2.63
"2756","48465",2010,48088,47630,43547,820,1.88,4083,681,16.68,458,0.95
"2757","48467",2010,52362,51046,44789,885,1.98,6257,682,10.9,1316,2.51
"2758","48469",2010,85813,84737,73978,2123,2.87,10759,1919,17.84,1076,1.25
"2759","48471",2010,66353,45482,34310,616,1.8,11172,2626,23.51,20871,31.45
"2760","48473",2010,40831,39727,33666,665,1.98,6061,2299,37.93,1104,2.7
"2761","48475",2010,10505,10315,9099,258,2.84,1216,185,15.21,190,1.81
"2762","48477",2010,32949,30031,25371,239,0.94,4660,470,10.09,2918,8.86
"2763","48479",2010,240346,239014,224995,5210,2.32,14019,3165,22.58,1332,0.55
"2764","48481",2010,41036,40351,35287,591,1.67,5064,589,11.63,685,1.67
"2765","48483",2010,5235,5179,4473,145,3.24,706,96,13.6,56,1.07
"2766","48485",2010,130976,119588,98953,2253,2.28,20635,4100,19.87,11388,8.69
"2767","48487",2010,13637,12941,10979,321,2.92,1962,296,15.09,696,5.1
"2768","48489",2010,21769,20422,19171,340,1.77,1251,185,14.79,1347,6.19
"2769","48491",2010,391715,388596,342151,6654,1.94,46445,9213,19.84,3119,0.8
"2770","48493",2010,41264,40755,37464,543,1.45,3291,553,16.8,509,1.23
"2771","48495",2010,6933,6845,5664,172,3.04,1181,305,25.83,88,1.27
"2772","48497",2010,58054,57000,51878,844,1.63,5122,885,17.28,1054,1.82
"2773","48499",2010,41625,39199,34304,779,2.27,4895,569,11.62,2426,5.83
"2774","48501",2010,7706,7611,7017,196,2.79,594,111,18.69,95,1.23
"2775","48503",2010,18298,18138,15520,516,3.32,2618,244,9.32,160,0.87
"2776","48505",2010,13609,13599,12760,215,1.68,839,143,17.04,10,0.07
"2777","48507",2010,11658,11280,10365,293,2.83,915,82,8.96,378,3.24
"2778","49001",2010,6431,6149,5544,80,1.44,605,77,12.73,282,4.39
"2779","49003",2010,48221,47610,44421,370,0.83,3189,414,12.98,611,1.27
"2780","49005",2010,107078,104335,90219,1225,1.36,14116,5848,41.43,2743,2.56
"2781","49007",2010,20765,20030,17066,327,1.92,2964,430,14.51,735,3.54
"2782","49009",2010,839,769,581,0,0,188,57,30.32,70,8.34
"2783","49011",2010,294532,292103,270240,2635,0.98,21863,4557,20.84,2429,0.82
"2784","49013",2010,17408,17111,15915,395,2.48,1196,52,4.35,297,1.71
"2785","49015",2010,10728,10667,9663,167,1.73,1004,175,17.43,61,0.57
"2786","49017",2010,4958,4956,4304,24,0.56,652,61,9.36,2,0.04
"2787","49019",2010,8987,8872,6939,278,4.01,1933,397,20.54,115,1.28
"2788","49021",2010,44439,42976,37349,588,1.57,5627,1824,32.42,1463,3.29
"2789","49023",2010,9855,9804,9305,48,0.52,499,69,13.83,51,0.52
"2790","49025",2010,6893,6714,5732,140,2.44,982,70,7.13,179,2.6
"2791","49027",2010,12189,12121,11086,93,0.84,1035,149,14.4,68,0.56
"2792","49029",2010,9013,9013,8557,120,1.4,456,44,9.65,0,0
"2793","49031",2010,1661,1493,1315,3,0.23,178,34,19.1,168,10.11
"2794","49033",2010,2181,2177,2034,13,0.64,143,18,12.59,4,0.18
"2795","49035",2010,1000155,986118,853727,19104,2.24,132391,33820,25.55,14037,1.4
"2796","49037",2010,14299,14131,12902,243,1.88,1229,127,10.33,168,1.17
"2797","49039",2010,26651,24753,21606,247,1.14,3147,1341,42.61,1898,7.12
"2798","49041",2010,20438,19721,17938,171,0.95,1783,244,13.68,717,3.51
"2799","49043",2010,35295,35241,30882,584,1.89,4359,831,19.06,54,0.15
"2800","49045",2010,55398,54777,50242,711,1.42,4535,831,18.32,621,1.12
"2801","49047",2010,30991,30874,28020,666,2.38,2854,611,21.41,117,0.38
"2802","49049",2010,486067,472436,424195,7584,1.79,48241,22291,46.21,13631,2.8
"2803","49051",2010,22176,22123,20770,290,1.4,1353,226,16.7,53,0.24
"2804","49053",2010,134033,132886,119195,1803,1.51,13691,3109,22.71,1147,0.86
"2805","49055",2010,2706,2706,2466,45,1.82,240,63,26.25,0,0
"2806","49057",2010,222849,220198,194235,4242,2.18,25963,5538,21.33,2651,1.19
"2807","50001",2010,36841,34143,28207,737,2.61,5936,1318,22.2,2698,7.32
"2808","50003",2010,37122,35814,29174,465,1.59,6640,1141,17.18,1308,3.52
"2809","50005",2010,31214,29909,24334,1015,4.17,5575,1061,19.03,1305,4.18
"2810","50007",2010,154729,145845,111249,2641,2.37,34596,9813,28.36,8884,5.74
"2811","50009",2010,6359,6359,5120,134,2.62,1239,217,17.51,0,0
"2812","50011",2010,47547,46899,39595,1419,3.58,7304,1709,23.4,648,1.36
"2813","50013",2010,7105,7105,6050,145,2.4,1055,200,18.96,0,0
"2814","50015",2010,24040,23338,18539,553,2.98,4799,1008,21,702,2.92
