G_COUNTYFP,COUNTYFP,year,unempP,povP,pciE
G38091,38091,2018,2.2,6,39403
G38093,38093,2018,3.3,11.8,32001
G38095,38095,2018,4.1,12.2,36217
G38097,38097,2018,3,6.6,32712
G38099,38099,2018,2.5,9.6,31366
G38101,38101,2018,2.9,9.1,34382
G38103,38103,2018,2.7,6.6,34602
G38105,38105,2018,2.3,6.9,43824
G39001,39001,2018,7.1,22.6,21543
G39003,39003,2018,6,14.8,25662
G39005,39005,2018,4.1,13.3,25471
G39007,39007,2018,7.3,20.3,22817
G39009,39009,2018,7.7,30.6,20745
G39011,39011,2018,3.5,8.7,29908
G39013,39013,2018,6.1,13.6,26106
G39015,39015,2018,5.6,15.9,25637
G39017,39017,2018,5.1,13,30777
G39019,39019,2018,4.6,13.1,28421
G39021,39021,2018,6,11,26515
G39023,39023,2018,7.3,15.8,25948
G39025,39025,2018,4.2,9.5,32900
G39027,39027,2018,6.1,13,26861
G39029,39029,2018,6.7,14.6,25853
G39031,39031,2018,6.2,16.4,22471
G39033,39033,2018,5.3,15,24513
G39035,39035,2018,8.3,18.1,31804
G39037,39037,2018,4.7,10.1,26262
G39039,39039,2018,4.6,10.8,28491
G39041,39041,2018,2.7,4.6,47183
G39043,39043,2018,5.4,12,31677
G39045,39045,2018,4.4,9.4,31136
G39047,39047,2018,6,17,24931
G39049,39049,2018,5.2,16.3,32552
G39051,39051,2018,4.8,9.4,28411
G39053,39053,2018,5.2,22.5,22588
G39055,39055,2018,2.9,6.1,42149
G39057,39057,2018,5.5,12.2,34682
G39059,39059,2018,7,20.2,23599
G39061,39061,2018,6.1,16.2,34125
G39063,39063,2018,4.3,11.6,30794
G39065,39065,2018,5.9,16.7,22329
G39067,39067,2018,5.6,17,24108
G39069,39069,2018,4.2,9.7,28328
G39071,39071,2018,6.5,20.9,22624
G39073,39073,2018,5.9,13.6,24138
G39075,39075,2018,2.2,11.1,22923
G39077,39077,2018,4.9,13.6,25375
G39079,39079,2018,10.5,19.6,22117
G39081,39081,2018,8,18.1,25658
G39083,39083,2018,5.3,14.2,25589
G39085,39085,2018,4.4,8.3,33737
G39087,39087,2018,6.2,18.6,23692
G39089,39089,2018,4.9,11.4,30338
G39091,39091,2018,4.9,13.4,27840
G39093,39093,2018,6.3,13.7,29777
G39095,39095,2018,7.5,19.1,28361
G39097,39097,2018,4.8,10.2,28331
G39099,39099,2018,8,17.6,27429
G39101,39101,2018,6.7,16,22878
G39103,39103,2018,3.2,6.4,35979
G39105,39105,2018,8.3,22.4,23897
G39107,39107,2018,2.6,6.9,28513
G39109,39109,2018,4.6,9.4,29703
G39111,39111,2018,6.5,16.6,25141
G39113,39113,2018,7.2,17.4,28807
G39115,39115,2018,5,19.1,22454
G39117,39117,2018,3.6,10.2,27212
G39119,39119,2018,6.6,16.3,24080
G39121,39121,2018,4.8,15.4,24616
G39123,39123,2018,4.7,10.4,33081
G39125,39125,2018,4.6,10.3,25918
G39127,39127,2018,7.5,19.4,22659
G39129,39129,2018,4.1,11.7,26515
G39131,39131,2018,8.4,19.4,22301
G39133,39133,2018,6.3,13.1,29439
G39135,39135,2018,4.9,11.6,27031
G39137,39137,2018,2.9,6.7,30064
G39139,39139,2018,6.5,14.3,24545
G39141,39141,2018,7.6,17.9,23756
G39143,39143,2018,5,13.6,26256
G39145,39145,2018,7.9,23.6,23042
G39147,39147,2018,4.9,14.7,25555
G39149,39149,2018,4.5,9.1,29008
G39151,39151,2018,6,13.9,28434
G39153,39153,2018,5.6,13.1,32055
G39155,39155,2018,5.2,17.5,26116
G39157,39157,2018,4.1,13.2,26034
G39159,39159,2018,2.5,6.9,34691
G39161,39161,2018,4.4,11.1,26698
G39163,39163,2018,9.8,20.9,20823
G39165,39165,2018,3.6,4.6,39448
G39167,39167,2018,4,15.1,27860
G39169,39169,2018,3.9,12.4,26822
G39171,39171,2018,4.4,13.7,25428
G39173,39173,2018,4.8,13.3,31324
G39175,39175,2018,3.8,9.5,27037
G40001,40001,2018,5.3,29.3,16851
G40003,40003,2018,3.4,8.9,27871
G40005,40005,2018,6,20.2,20733
G40007,40007,2018,4.5,12.6,24610
G40009,40009,2018,4.2,14.2,24049
G40011,40011,2018,3,12.8,25708
G40013,40013,2018,5.6,16.7,23453
G40015,40015,2018,7.6,20,22062
G40017,40017,2018,4.4,8.4,30545
G40019,40019,2018,5.5,16.9,25110
G40021,40021,2018,7.4,20.9,20575
G40023,40023,2018,8.9,29,21329
G40025,40025,2018,1.9,16.4,27929
G40027,40027,2018,4.2,12.5,30507
G40029,40029,2018,6.5,22.9,24399
G40031,40031,2018,7.4,15.4,26149
G40033,40033,2018,7.6,17.4,22596
G40035,40035,2018,5.8,18.5,20704
G40037,40037,2018,3.6,15.5,25150
G40039,40039,2018,3.3,17.6,25569
G40041,40041,2018,7.5,19,22976
G40043,40043,2018,1.7,17.1,27432
G40045,40045,2018,5.5,17.6,27120
G40047,40047,2018,5.1,14.7,26454
G40049,40049,2018,3.6,16.2,23020
G40051,40051,2018,3.7,11.5,28577
G40053,40053,2018,3,9.4,29060
G40055,40055,2018,8.5,21.8,18292
G40057,40057,2018,4.3,15.7,22588
G40059,40059,2018,2,10.5,24714
G40061,40061,2018,9.2,19.6,21280
G40063,40063,2018,8.5,21.8,20438
G40065,40065,2018,5.1,17.4,23226
G40067,40067,2018,7.2,22.8,19155
G40069,40069,2018,7.1,20.1,20930
G40071,40071,2018,7,17.5,24853
G40073,40073,2018,5.1,11.4,32049
G40075,40075,2018,4.7,22.2,20888
G40077,40077,2018,8.1,18.9,23842
G40079,40079,2018,6,21.7,20656
G40081,40081,2018,5.4,14.2,24454
G40083,40083,2018,4.9,12.9,29387
G40085,40085,2018,4.3,13.5,21704
G40087,40087,2018,3.4,8.9,29797
G40089,40089,2018,6.2,22.8,19692
G40091,40091,2018,7,21.4,22922
G40093,40093,2018,2.9,12,28801
G40095,40095,2018,4.1,15.9,23872
G40097,40097,2018,5.3,17.4,23861
G40099,40099,2018,3.8,14.9,26837
G40101,40101,2018,6.3,21.1,22775
G40103,40103,2018,4.1,12.6,27828
G40105,40105,2018,7.4,16.9,22147
G40107,40107,2018,8.8,24.5,17281
G40109,40109,2018,4.9,16.7,30398
G40111,40111,2018,9.5,20,22400
G40113,40113,2018,6.5,16.5,24363
G40115,40115,2018,6.6,21.4,20209
G40117,40117,2018,4.3,15.4,23916
G40119,40119,2018,4.9,26.4,23589
G40121,40121,2018,6.5,17.4,24750
G40123,40123,2018,5.1,15.4,24683
G40125,40125,2018,6.2,16.3,23155
G40127,40127,2018,7.5,18.4,23346
G40129,40129,2018,6.3,19.5,26431
G40131,40131,2018,4.8,9.5,30886
G40133,40133,2018,7.7,21,20460
G40135,40135,2018,8.2,23.1,20020
G40137,40137,2018,6.6,14.7,25374
G40139,40139,2018,2.9,17.6,22120
G40141,40141,2018,4.7,21.6,21673
G40143,40143,2018,5.5,15.1,30894
G40145,40145,2018,5.8,10.6,28286
G40147,40147,2018,4.9,13.9,30267
G40149,40149,2018,4.4,13.8,26744
G40151,40151,2018,4.5,13.6,27232
G40153,40153,2018,5.2,11.6,28248
G41001,41001,2018,8.3,15.7,26152
G41003,41003,2018,6.2,19.4,32297
G41005,41005,2018,4.7,8.5,39619
G41007,41007,2018,6,10.5,28750
G41009,41009,2018,7,12.1,29317
G41011,41011,2018,7.7,17.1,26610
G41013,41013,2018,8.5,14.6,25128
G41015,41015,2018,8,14.5,28365
G41017,41017,2018,5.2,10.8,34187
G41019,41019,2018,8.1,16.2,25602
G41021,41021,2018,9.3,10.7,25649
G41023,41023,2018,7.5,14.6,26029
G41025,41025,2018,13.1,16.6,25871
G41027,41027,2018,4.2,10,32581
G41029,41029,2018,6.5,16.3,28728
G41031,41031,2018,10,19.9,22492
G41033,41033,2018,8.2,18.6,24763
G41035,41035,2018,8.7,20.3,24296
G41037,41037,2018,6,16.6,22469
G41039,41039,2018,7.1,18.5,28070
G41041,41041,2018,6,16.7,27072
G41043,41043,2018,7.9,14.4,25781
G41045,41045,2018,7.7,23,18700
G41047,41047,2018,6.1,15.2,26143
G41049,41049,2018,4.5,15.5,22599
G41051,41051,2018,5.6,15.1,36868
G41053,41053,2018,7.5,14.1,27492
G41055,41055,2018,3.9,13.1,33821
G41057,41057,2018,4.8,15,27122
G41059,41059,2018,7.9,18.1,23464
G41061,41061,2018,6.4,15.9,27425
G41063,41063,2018,4.5,14.8,28960
G41065,41065,2018,4.4,13.4,26249
G41067,41067,2018,5,9.6,37657
G41069,41069,2018,7.7,20,21375
G41071,41071,2018,5.4,13.7,29141
G42001,42001,2018,4.5,8.8,30534
G42003,42003,2018,5.3,12.1,36907
G42005,42005,2018,6.3,11.7,26465
G42007,42007,2018,5.1,10.9,30016
G42009,42009,2018,4.9,12.7,25163
G42011,42011,2018,6.7,12.8,30187
G42013,42013,2018,5,14.6,26648
G42015,42015,2018,4.8,12,27319
G42017,42017,2018,4.5,6.1,44103
G42019,42019,2018,4.2,8.3,36383
G42021,42021,2018,6.6,15.4,25779
G42023,42023,2018,3.6,14.3,25898
G42025,42025,2018,7,12.5,26867
G42027,42027,2018,4.3,18.4,29432
G42029,42029,2018,4.4,6.8,48225
G42031,42031,2018,6.6,16.2,24293
G42033,42033,2018,7.1,14.9,23743
G42035,42035,2018,5.6,17.4,23780
G42037,42037,2018,4.9,14.3,25794
G42039,42039,2018,5.9,14.1,25731
G42041,42041,2018,3.8,7.4,36012
G42043,42043,2018,5,12.7,32485
G42045,42045,2018,6,10,38251
G42047,42047,2018,3.8,9.8,28476
G42049,42049,2018,5.9,16.3,27349
G42051,42051,2018,7.3,17.7,25876
G42053,42053,2018,6.3,14.5,15360
G42055,42055,2018,5.3,10.3,29748
G42057,42057,2018,5.6,11.4,26082
G42059,42059,2018,4.4,14.2,26902
G42061,42061,2018,6.3,13.3,24159
G42063,42063,2018,7.3,16.8,25276
G42065,42065,2018,4.3,13.9,24974
G42067,42067,2018,3.9,11.9,25057
G42069,42069,2018,4.8,15.1,28427
G42071,42071,2018,4,10,30778
G42073,42073,2018,6.2,14.1,27734
G42075,42075,2018,5.3,10.4,28560
G42077,42077,2018,6.5,12.5,32252
G42079,42079,2018,6.3,14.9,27919
G42081,42081,2018,5.2,14.2,26867
G42083,42083,2018,6.8,16.8,25517
G42085,42085,2018,5.3,14.2,26561
G42087,42087,2018,3.6,14.4,24407
G42089,42089,2018,7.9,11.5,28486
G42091,42091,2018,4.6,6.2,46776
G42093,42093,2018,2.2,11.1,34095
G42095,42095,2018,5.3,9.1,34017
G42097,42097,2018,4.5,13.9,25506
G42099,42099,2018,3.7,8.5,29685
G42101,42101,2018,10.2,24.9,26557
G42103,42103,2018,7.4,10,33111
G42105,42105,2018,6.6,14.3,24087
G42107,42107,2018,6.2,12.7,26070
G42109,42109,2018,2.7,10.6,26415
G42111,42111,2018,5.4,12.4,25294
G42113,42113,2018,8,13.4,28665
G42115,42115,2018,6.1,12.3,29630
G42117,42117,2018,5.9,14.2,26059
G42119,42119,2018,3.7,11.3,25606
G42121,42121,2018,6.8,13.8,25837
G42123,42123,2018,5.2,12.7,27593
G42125,42125,2018,5.1,9.3,34244
G42127,42127,2018,6,11.6,26570
G42129,42129,2018,4.4,10,32916
G42131,42131,2018,5.8,10.5,28810
G42133,42133,2018,5,10,31468
G44001,44001,2018,3.5,7.6,43617
G44003,44003,2018,5.4,8,38039
G44005,44005,2018,4.6,8.6,45442
G44007,44007,2018,6.8,16.2,30356
G44009,44009,2018,6.1,9.4,41000
G45001,45001,2018,7.6,22.5,21185
G45003,45003,2018,7.8,16.1,27526
G45005,45005,2018,16.4,26.8,14744
G45007,45007,2018,5.8,15.2,25807
G45009,45009,2018,5.8,25.9,18873
G45011,45011,2018,8,26.2,19620
G45013,45013,2018,5.9,11.1,36306
G45015,45015,2018,5.2,12.2,28331
G45017,45017,2018,6.4,18.4,25953
G45019,45019,2018,4.4,14.7,37801
G45021,45021,2018,5.9,20.5,21432
G45023,45023,2018,7.2,21.1,21240
G45025,45025,2018,9.4,22.5,20676
G45027,45027,2018,11.8,23.4,20967
G45029,45029,2018,9.1,21.2,21003
G45031,45031,2018,11.6,22.3,21587
G45033,45033,2018,8.7,33.8,16473
G45035,45035,2018,5.8,12.2,28704
G45037,45037,2018,6.6,15.5,25410
G45039,45039,2018,7.9,22.9,22527
G45041,45041,2018,7.8,19.1,25149
G45043,45043,2018,8.5,18.3,29929
G45045,45045,2018,4.7,12.4,30776
G45047,45047,2018,8.3,22.5,23945
G45049,45049,2018,9.9,18.7,17523
G45051,45051,2018,6.4,16.4,26917
G45053,45053,2018,9.1,20.2,22406
G45055,45055,2018,6.6,16.4,24253
G45057,45057,2018,6.7,14.5,29271
G45059,45059,2018,8.4,19.9,21743
G45061,45061,2018,8.5,25,17544
G45063,45063,2018,5.7,12.7,30316
G45065,45065,2018,13.2,19.1,24419
G45067,45067,2018,10.1,24.2,19992
G45069,45069,2018,13,26,17034
G45071,45071,2018,7.2,18.7,23344
G45073,45073,2018,6.4,18.3,28076
G45075,45075,2018,9.3,24.2,19992
G45077,45077,2018,5.8,17.5,24803
G45079,45079,2018,6.8,16.3,29010
G45081,45081,2018,6,16.2,22174
G45083,45083,2018,5.7,14.8,26072
G45085,45085,2018,10.6,20.3,22272
G45087,45087,2018,7.5,21.7,22372
G45089,45089,2018,7.3,25.1,18454
G45091,45091,2018,6,11.5,32227
G46003,46003,2018,1.2,7.3,31468
G46005,46005,2018,1.7,18.1,26316
G46007,46007,2018,11.8,34.6,16625
G46009,46009,2018,1.4,10.9,23525
G46011,46011,2018,3.5,15.4,27968
G46013,46013,2018,2.2,12,31977
G46015,46015,2018,2,17.8,28292
G46017,46017,2018,18.1,39.2,11471
G46019,46019,2018,3.8,12.2,26702
G46021,46021,2018,1,4,39986
G46023,46023,2018,6.8,20.2,21787
G46025,46025,2018,3.5,13.1,30339
G46027,46027,2018,5.8,25.3,26230
G46029,46029,2018,2.6,12.4,29992
G46031,46031,2018,26.4,44.3,15984
G46033,46033,2018,3.4,13.1,30439
G46035,46035,2018,3,12.8,29342
G46037,46037,2018,1.9,19.2,28873
G46039,46039,2018,2,9.8,29281
G46041,46041,2018,22.1,30.2,16967
G46043,46043,2018,1.1,7.4,29458
G46045,46045,2018,2.6,5.5,32492
G46047,46047,2018,1.8,13.8,27266
G46049,46049,2018,0.4,12.8,29065
G46051,46051,2018,1,7.8,31453
G46053,46053,2018,1.1,13.9,27579
G46055,46055,2018,2.6,13.3,24426
G46057,46057,2018,2,5.8,27777
G46059,46059,2018,0.7,9,33865
G46061,46061,2018,1.2,6.7,25039
G46063,46063,2018,2.3,8.5,31599
G46065,46065,2018,2.1,11.2,33810
G46067,46067,2018,3.9,10.5,27995
G46069,46069,2018,1.9,14.4,31692
G46071,46071,2018,8.4,47.7,13595
G46073,46073,2018,0.3,8.3,38650
G46075,46075,2018,4.9,10.6,28850
G46077,46077,2018,0.8,9.5,32259
G46079,46079,2018,4.2,12.4,31574
G46081,46081,2018,2.6,11.8,31744
G46083,46083,2018,2.2,3.7,39797
G46085,46085,2018,6.7,22,22097
G46087,46087,2018,3.8,10,28032
G46089,46089,2018,8.1,15.4,27240
G46091,46091,2018,1.5,8.3,31307
G46093,46093,2018,1.4,7.4,28654
G46095,46095,2018,8.2,48.3,13538
G46097,46097,2018,2.6,9.1,27570
G46099,46099,2018,3.2,10.8,30471
G46101,46101,2018,4.5,14.9,29142
G46102,46102,2018,19.7,49.3,10148
G46103,46103,2018,3.8,13.4,30518
G46105,46105,2018,3.2,11.8,33065
G46107,46107,2018,0.8,7.1,31467
G46109,46109,2018,6.1,18.8,26537
G46111,46111,2018,3.2,10.3,32404
G46115,46115,2018,2.2,9.5,33597
G46117,46117,2018,1.6,4.7,35936
G46119,46119,2018,0.6,4.4,42276
G46121,46121,2018,13.2,55.1,10931
G46123,46123,2018,3.5,19.9,26242
G46125,46125,2018,2.5,10.7,29465
G46127,46127,2018,1.8,7.1,40699
G46129,46129,2018,2.8,10,31302
G46135,46135,2018,3.1,12.6,31986
G46137,46137,2018,23.1,41,14943
G47001,47001,2018,6,16.2,27913
G47003,47003,2018,5.1,15.8,23988
G47005,47005,2018,7.8,21.4,21374
G47007,47007,2018,9.3,20.3,23453
G47009,47009,2018,5.1,11.7,29634
G47011,47011,2018,6,16.6,26319
G47013,47013,2018,8.6,19.7,23064
G47015,47015,2018,4.9,15.9,24700
G47017,47017,2018,6,19.8,22007
G47019,47019,2018,5.4,23.5,21963
G47021,47021,2018,4.5,11.5,26719
G47023,47023,2018,9.5,18.5,21425
G47025,47025,2018,8.5,23.6,20753
G47027,47027,2018,4.4,26.7,19512
G47029,47029,2018,10,24.9,21332
G47031,47031,2018,5.5,14.1,25637
G47033,47033,2018,5.2,19.3,22050
G47035,47035,2018,6.8,15.2,24985
G47037,47037,2018,4.6,16.4,34343
G47039,47039,2018,8.9,19.4,24337
G47041,47041,2018,5.1,17.5,25643
G47043,47043,2018,4,14.3,26093
G47045,47045,2018,7.7,18.5,25427
G47047,47047,2018,6.8,13.9,31629
G47049,47049,2018,7,21.8,19013
G47051,47051,2018,4.6,14.8,27027
G47053,47053,2018,6.6,17.1,22565
G47055,47055,2018,6.1,14.7,23877
G47057,47057,2018,6.5,18.5,22151
G47059,47059,2018,6.5,17,23668
G47061,47061,2018,8.5,24.3,18782
G47063,47063,2018,7.9,19.5,22252
G47065,47065,2018,5.5,13.7,31184
G47067,47067,2018,8.4,25.8,20578
G47069,47069,2018,13.3,20.8,17352
G47071,47071,2018,7.9,20.5,22905
G47073,47073,2018,7,19,23801
G47075,47075,2018,7.2,19.6,22148
G47077,47077,2018,7.8,19.4,21793
G47079,47079,2018,6.7,19.8,22727
G47081,47081,2018,4.9,18.1,22248
G47083,47083,2018,5.8,15.9,21866
G47085,47085,2018,6.4,18,23636
G47087,47087,2018,7.9,19.7,20276
G47089,47089,2018,5.9,14,24855
G47091,47091,2018,3.8,23.5,19784
G47093,47093,2018,4.8,15.2,31678
G47095,47095,2018,9.8,26.9,16671
G47097,47097,2018,8.3,22.3,18128
G47099,47099,2018,8.7,19,20752
G47101,47101,2018,3.7,20.3,21510
G47103,47103,2018,4.9,15.9,25077
G47105,47105,2018,5.4,11.9,30175
G47107,47107,2018,7,19.6,23842
G47109,47109,2018,12.3,20.7,20236
G47111,47111,2018,4.4,17.9,21972
G47113,47113,2018,5.1,19.4,25555
G47115,47115,2018,5.2,18.2,24714
G47117,47117,2018,6.2,14.7,24876
G47119,47119,2018,5.2,12.4,27307
G47121,47121,2018,9.4,17,23555
G47123,47123,2018,9.2,19.3,21919
G47125,47125,2018,7.1,13.5,25938
G47127,47127,2018,4.7,7.9,29969
G47129,47129,2018,7.7,22,19726
G47131,47131,2018,6.3,22.7,23141
G47133,47133,2018,4,17,20581
G47135,47135,2018,8.3,30.3,28270
G47137,47137,2018,4.1,17.2,23250
G47139,47139,2018,8.1,16.4,24667
G47141,47141,2018,6.2,19.5,23873
G47143,47143,2018,7.7,21.9,22070
G47145,47145,2018,7.3,15,27897
G47147,47147,2018,6,11.6,28425
G47149,47149,2018,4.8,11.8,28883
G47151,47151,2018,9,22.3,19179
G47153,47153,2018,5.6,16.6,22383
G47155,47155,2018,5.7,15,23869
G47157,47157,2018,7.7,20.6,28828
G47159,47159,2018,3.6,14.9,26256
G47161,47161,2018,7.2,16.5,22601
G47163,47163,2018,6.2,16.6,26933
G47165,47165,2018,3.9,9.5,32297
G47167,47167,2018,7.7,13.9,27212
G47169,47169,2018,9.7,15.9,23634
G47171,47171,2018,9.2,21.1,22700
G47173,47173,2018,8.6,21.6,21677
G47175,47175,2018,11.8,19,19560
G47177,47177,2018,6.1,22.9,22328
G47179,47179,2018,4.8,15.7,28261
G47181,47181,2018,7.2,19.6,19350
G47183,47183,2018,6,20.2,21641
G47185,47185,2018,7.9,17.4,20973
G47187,47187,2018,3.3,4.3,50931
G47189,47189,2018,3.9,8.2,32850
G48001,48001,2018,3.3,14.8,16868
G48003,48003,2018,4.7,10.4,31190
G48005,48005,2018,7.9,18.3,22322
G48007,48007,2018,6.6,20.3,30939
G48009,48009,2018,3.5,9.3,31806
G48011,48011,2018,0.9,7.3,31075
G48013,48013,2018,8.1,15,24421
G48015,48015,2018,4.7,10.8,30858
G48017,48017,2018,2.2,14.5,21449
G48019,48019,2018,6.2,15,28539
G48021,48021,2018,6.7,10,26540
G48023,48023,2018,2.4,10.9,25264
G48025,48025,2018,8.9,21.7,17390
G48027,48027,2018,7.7,13.9,25911
G48029,48029,2018,5.8,16.3,26988
G48031,48031,2018,5.7,9.5,34925
G48033,48033,2018,2.1,2.6,33781
G48035,48035,2018,4.5,14.5,26039
G48037,48037,2018,6.6,17.2,25355
G48039,48039,2018,4.7,9.2,33547
G48041,48041,2018,4.4,25,26539
G48043,48043,2018,4.4,12.4,27227
G48045,48045,2018,5.5,15.6,24286
G48047,48047,2018,14.6,38.9,13800
G48049,48049,2018,4,14.5,25145
G48051,48051,2018,6.1,12.6,28732
G48053,48053,2018,4.5,11,30507
G48055,48055,2018,2.7,17.7,23881
G48057,48057,2018,7.2,14.1,26596
G48059,48059,2018,3.3,14.1,24537
G48061,48061,2018,6.6,30.6,16587
G48063,48063,2018,6.2,19.9,20898
G48065,48065,2018,2.3,6.3,32917
G48067,48067,2018,7.2,19.6,22545
G48069,48069,2018,2.1,15.7,20915
G48071,48071,2018,6.1,12.7,34372
G48073,48073,2018,5.4,18.2,21520
G48075,48075,2018,11,14.6,20234
G48077,48077,2018,6.9,13.6,27678
G48079,48079,2018,6.4,23.9,21014
G48081,48081,2018,3.2,15.8,24768
G48083,48083,2018,3.3,19.4,27842
G48085,48085,2018,3.9,6.6,43439
G48087,48087,2018,8.6,15.9,22880
G48089,48089,2018,3.5,10.8,27861
G48091,48091,2018,3.7,8.2,36899
G48093,48093,2018,3,16.2,25127
G48095,48095,2018,1.2,7.3,17684
G48097,48097,2018,5,14,28751
G48099,48099,2018,9.2,13.5,21507
G48101,48101,2018,8.5,31.4,20108
G48103,48103,2018,1.3,7.6,26113
G48105,48105,2018,0,20.8,24852
G48107,48107,2018,7.3,20.7,19155
G48109,48109,2018,6.5,31.4,15873
G48111,48111,2018,3.9,13.9,26844
G48113,48113,2018,5.2,16.6,31219
G48115,48115,2018,5.5,22.8,21543
G48117,48117,2018,4.6,17.4,21515
G48119,48119,2018,5.3,23.7,25004
G48121,48121,2018,4.2,8.1,39535
G48123,48123,2018,6.3,16,28728
G48125,48125,2018,15.5,17.2,23452
G48127,48127,2018,16.4,29.8,18121
G48129,48129,2018,2.2,14.9,23711
G48131,48131,2018,10.6,25.6,17864
G48133,48133,2018,5.2,20.5,23940
G48135,48135,2018,6.7,11.8,28700
G48137,48137,2018,4.1,6.7,29814
G48139,48139,2018,3.6,9.3,30727
G48141,48141,2018,6.6,21.3,20763
G48143,48143,2018,3.4,21.2,25290
G48145,48145,2018,6.2,25.5,17830
G48147,48147,2018,4.7,12.5,24581
G48149,48149,2018,1.6,10.9,30097
G48151,48151,2018,6.4,16.1,28355
G48153,48153,2018,6.4,19.1,23308
G48155,48155,2018,10.1,6.9,25636
G48157,48157,2018,5.3,7.8,39472
G48159,48159,2018,7.5,8.5,25602
G48161,48161,2018,5.5,17.2,24083
G48163,48163,2018,6.5,20.2,18288
G48165,48165,2018,4.8,14.2,22710
G48167,48167,2018,6.3,13.2,35448
G48169,48169,2018,3.2,17.7,19177
G48171,48171,2018,4.3,11.4,33515
G48173,48173,2018,0,9.5,30902
G48175,48175,2018,5.8,17.1,29918
G48177,48177,2018,4.3,15.7,26618
G48179,48179,2018,6.1,15.8,24911
G48181,48181,2018,5.4,13.8,27276
G48183,48183,2018,4.8,17.6,25839
G48185,48185,2018,4.7,19.1,23513
G48187,48187,2018,3.9,9.5,30817
G48189,48189,2018,6.7,18.7,19854
G48191,48191,2018,10.6,23.2,22846
G48193,48193,2018,1.2,16.3,28074
G48195,48195,2018,4.6,16.1,20127
G48197,48197,2018,7.4,12.6,22938
G48199,48199,2018,4,12.6,29108
G48201,48201,2018,6.1,16.2,31901
G48203,48203,2018,5.6,16.1,25418
G48205,48205,2018,0.9,6.3,20480
G48207,48207,2018,10.1,20.1,21308
G48209,48209,2018,5.3,15,30715
G48211,48211,2018,5.1,14,26781
G48213,48213,2018,5.1,17.5,25280
G48215,48215,2018,7.4,31.2,16490
G48217,48217,2018,7.6,15.9,24745
G48219,48219,2018,7,15.7,23440
G48221,48221,2018,2.9,10.7,32727
G48223,48223,2018,4.6,16.9,26267
G48225,48225,2018,2.2,24.7,18080
G48227,48227,2018,6.8,16.8,23784
G48229,48229,2018,8.3,28.2,14190
G48231,48231,2018,5.5,17.5,25077
G48233,48233,2018,6,15.2,24725
G48235,48235,2018,6.6,14.8,31449
G48237,48237,2018,3.2,15.1,25626
G48239,48239,2018,4.1,13.9,26329
G48241,48241,2018,8.6,16.7,25004
G48243,48243,2018,5.3,6.5,26053
G48245,48245,2018,5.7,18.4,26205
G48247,48247,2018,11.5,27.4,17798
G48249,48249,2018,5.2,23,21274
G48251,48251,2018,4.3,10.6,27667
G48253,48253,2018,3.9,14.3,17673
G48255,48255,2018,4.3,18.6,26875
G48257,48257,2018,6.7,13,27411
G48259,48259,2018,4.3,5.3,43241
G48261,48261,2018,0,7.1,15820
G48263,48263,2018,3.7,10.9,29503
G48265,48265,2018,5.3,13.3,30498
G48267,48267,2018,3.1,21.3,28899
G48269,48269,2018,7.6,8.8,31564
G48271,48271,2018,6.7,18.6,20323
G48273,48273,2018,9.1,26.1,21986
G48275,48275,2018,5.5,14.7,21796
G48277,48277,2018,5.6,17.8,23833
G48279,48279,2018,2.9,23.6,21506
G48281,48281,2018,7.2,11.3,28158
G48283,48283,2018,4.2,12.1,25129
G48285,48285,2018,3.3,11.7,31670
G48287,48287,2018,2.8,14.2,25876
G48289,48289,2018,6.8,16.6,32130
G48291,48291,2018,6.9,14.9,22757
G48293,48293,2018,9,20.6,21822
G48295,48295,2018,6.1,11.4,28491
G48297,48297,2018,2.2,16.3,24244
G48299,48299,2018,7.6,11.6,35822
G48301,48301,2018,0,18.6,23546
G48303,48303,2018,4.2,18.9,27089
G48305,48305,2018,8.4,18.9,25279
G48307,48307,2018,2.5,16.1,24409
G48309,48309,2018,4.5,19.3,24826
G48311,48311,2018,17.9,12.8,32556
G48313,48313,2018,3.1,14,17856
G48315,48315,2018,11.1,20.7,27052
G48317,48317,2018,2.6,10.7,29225
G48319,48319,2018,5.7,14.6,25602
G48321,48321,2018,7,20.1,24376
G48323,48323,2018,11.6,26.8,16891
G48325,48325,2018,3.6,10.4,26274
G48327,48327,2018,3.1,9.9,25067
G48329,48329,2018,3.3,9,39179
G48331,48331,2018,4.2,14.6,24015
G48333,48333,2018,1.9,16.9,24274
G48335,48335,2018,5.8,9.1,20896
G48337,48337,2018,5.4,14.2,28457
G48339,48339,2018,4.5,9.9,39618
G48341,48341,2018,4.9,15.4,21650
G48343,48343,2018,8.5,16.3,23438
G48345,48345,2018,7.7,9.6,26103
G48347,48347,2018,8.5,24.4,22580
G48349,48349,2018,8,18.2,23422
G48351,48351,2018,8,20.6,21144
G48353,48353,2018,7.2,15.1,25820
G48355,48355,2018,5.9,16.4,27649
G48357,48357,2018,5.5,12.2,24260
G48359,48359,2018,3.6,12,24151
G48361,48361,2018,5.5,13.8,28826
G48363,48363,2018,7.6,17.7,24983
G48365,48365,2018,4.6,15.9,26403
G48367,48367,2018,5,8.3,34705
G48369,48369,2018,1.3,16.4,23686
G48371,48371,2018,3.5,12.3,20688
G48373,48373,2018,6.8,17.3,24686
G48375,48375,2018,3.9,20.1,22267
G48377,48377,2018,10,33.4,16066
