G_COUNTYFP,COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
G51161,51161,0.07,0.15,0.52,0.24,0.13
G51163,51163,0.44,0.14,0.22,0.08,0.14
G51169,51169,0.78,0.47,0.17,0.83,0.68
G51173,51173,0.76,0.85,0.18,0.83,0.75
G51179,51179,0.03,0.25,0.82,0.13,0.15
G51185,51185,0.78,0.42,0.14,0.68,0.59
G51570,51570,0.51,0.92,0.73,0.18,0.57
G51610,51610,0.01,0.11,0.66,0.35,0.14
G51670,51670,0.88,0.97,0.86,0.65,0.94
G51790,51790,0.29,0.47,0.6,0.61,0.44
G53005,53005,0.3,0.54,0.84,0.52,0.51
G53007,53007,0.44,0.47,0.88,0.76,0.68
G53009,53009,0.45,0.65,0.59,0.76,0.61
G53031,53031,0.26,0.26,0.36,0.36,0.24
G53039,53039,0.56,0.39,0.74,0.46,0.57
G53043,53043,0.29,0.69,0.28,0.09,0.2
G53053,53053,0.26,0.29,0.82,0.7,0.49
G53055,53055,0.04,0.09,0.45,0.23,0.09
G53061,53061,0.1,0.08,0.84,0.55,0.28
G53063,53063,0.3,0.36,0.57,0.79,0.48
G53071,53071,0.44,0.22,0.84,0.95,0.68
G53073,53073,0.37,0.05,0.69,0.88,0.45
G54001,54001,0.84,0.37,0.16,0.74,0.65
G54007,54007,0.93,0.41,0.03,0.71,0.66
G54011,54011,0.66,0.48,0.27,0.81,0.62
G54017,54017,0.65,0.23,0.09,0.42,0.36
G54019,54019,0.85,0.79,0.18,0.76,0.76
G54027,54027,0.75,0.74,0.08,0.72,0.64
G54039,54039,0.54,0.71,0.3,0.66,0.57
G54061,54061,0.48,0.01,0.33,0.99,0.41
G54063,54063,0.77,0.73,0.15,0.16,0.47
G54069,54069,0.27,0.29,0.18,0.75,0.31
G54071,54071,0.63,0.55,0.08,0.25,0.36
G54077,54077,0.72,0.22,0.43,0.6,0.57
G54081,54081,0.74,0.84,0.41,0.71,0.77
G54093,54093,0.59,0.54,0.01,0.41,0.37
G55001,55001,0.63,0.45,0.39,0.63,0.57
G55007,55007,0.19,0.3,0.3,0.07,0.1
G55013,55013,0.29,0.72,0.22,0.05,0.17
G55019,55019,0.48,0.27,0.52,0.77,0.54
G55025,55025,0.06,0.02,0.67,0.65,0.17
G55029,55029,0.05,0.18,0.25,0.13,0.06
G55033,55033,0.22,0.04,0.31,0.65,0.18
G55037,55037,0.24,0.39,0.01,0.29,0.15
G55051,55051,0.41,0.69,0.05,0.53,0.36
G55059,55059,0.41,0.33,0.7,0.61,0.51
G55063,55063,0.17,0.03,0.53,0.66,0.21
G55085,55085,0.06,0.12,0.07,0.07,0.01
G55099,55099,0.21,0.29,0.09,0.35,0.16
G55113,55113,0.41,0.75,0.37,0.36,0.43
G55125,55125,0.35,0.43,0.26,0.03,0.14
G55129,55129,0.26,0.35,0.17,0.08,0.11
G55133,55133,0,0.05,0.42,0.1,0.02
G55139,55139,0.12,0.07,0.47,0.43,0.16
G56001,56001,0.4,0,0.5,0.82,0.25
G56005,56005,0.17,0.24,0.54,0.7,0.33
G56017,56017,0.13,0.23,0.14,0.32,0.12
G56023,56023,0.13,0.3,0.23,0.09,0.08
G56027,56027,0.47,0.2,0.28,0.48,0.34
G56037,56037,0.26,0.42,0.67,0.41,0.37
G56041,56041,0.36,0.45,0.44,0.67,0.45
G01007,01007,0.77,0.12,0.43,0.72,0.6
G01037,01037,0.69,0.38,0.53,0.29,0.53
G01053,01053,0.96,0.68,0.6,0.58,0.86
G01101,01101,0.7,0.76,0.87,0.75,0.84
G01107,01107,0.92,0.64,0.84,0.82,0.92
G01127,01127,0.87,0.78,0.39,0.45,0.75
G01129,01129,0.88,0.77,0.57,0.26,0.73
G02020,02020,0.13,0.26,0.86,0.82,0.46
G02100,02100,0.05,0.2,0.57,0.48,0.21
G02130,02130,0.25,0.35,0.75,0.92,0.55
G04005,04005,0.64,0.04,0.87,0.97,0.71
G04011,04011,0.52,0.6,0.92,0.35,0.62
G05001,05001,0.75,0.97,0.37,0.54,0.78
G05013,05013,0.68,0.7,0.31,0.37,0.55
G05021,05021,0.8,0.99,0.05,0.29,0.65
G05027,05027,0.9,0.73,0.72,0.95,0.94
G05119,05119,0.39,0.69,0.85,0.63,0.63
G05129,05129,0.67,0.59,0.21,0.26,0.44
G05135,05135,0.76,0.95,0.11,0.34,0.62
G05141,05141,0.79,0.86,0.11,0.73,0.72
G05149,05149,0.75,0.97,0.83,0.55,0.88
G06005,06005,0.39,0.38,0.62,0.75,0.53
G06015,06015,0.88,0.68,0.8,1,0.97
G06051,06051,0.18,0,0.88,0.29,0.14
G06055,06055,0.26,0.1,0.95,0.82,0.51
G06087,06087,0.43,0.03,0.93,0.9,0.54
G06097,06097,0.26,0.09,0.9,0.65,0.4
G06103,06103,0.85,0.98,0.85,0.85,0.96
G06111,06111,0.34,0.12,0.96,0.55,0.48
G08033,08033,0.28,0.77,0.13,0.04,0.15
G08037,08037,0.07,0.02,0.89,0.33,0.14
G08045,08045,0.21,0.09,0.87,0.59,0.35
G08053,08053,0.13,0.45,0.14,0.04,0.06
G08055,08055,0.39,0.65,0.71,0.69,0.6
G08073,08073,0.46,0.08,0.85,0.58,0.49
G08087,08087,0.51,0.66,0.93,0.68,0.74
G08109,08109,0.8,0.41,0.92,0.57,0.81
G08111,08111,0.03,0.09,0.43,0.46,0.13
G08117,08117,0.07,0,0.75,0.37,0.07
G08125,08125,0.38,0.57,0.84,0.53,0.56
G09001,09001,0.27,0.1,0.91,0.71,0.45
G09009,09009,0.34,0.13,0.87,0.8,0.52
G12003,12003,0.61,0.79,0.49,0.66,0.68
G12007,12007,0.85,0.76,0.51,0.99,0.93
G12023,12023,0.76,0.59,0.55,0.97,0.86
G12055,12055,0.82,0.55,0.86,0.8,0.87
G12057,12057,0.45,0.25,0.95,0.81,0.67
G12061,12061,0.38,0.25,0.75,0.34,0.4
G12065,12065,0.61,0.34,0.64,0.5,0.57
G12081,12081,0.34,0.31,0.82,0.65,0.52
G12085,12085,0.21,0.2,0.77,0.69,0.4
G12087,12087,0.1,0.06,0.87,0.98,0.46
G12099,12099,0.37,0.24,0.94,0.65,0.56
G12115,12115,0.11,0.21,0.68,0.43,0.25
G12129,12129,0.47,0.25,0.34,0.58,0.4
G13007,13007,0.73,0.58,0.68,0.61,0.74
G13011,13011,0.71,0.47,0.61,0.25,0.56
G13023,13023,0.82,0.45,0.55,0.61,0.74
G13029,13029,0.4,0.6,0.66,0.09,0.34
G13031,13031,0.87,0.14,0.55,0.96,0.81
G13053,13053,0.63,0.1,0.65,0.89,0.64
G13075,13075,0.84,0.89,0.72,0.52,0.85
G13079,13079,0.88,0.45,0.31,0.54,0.68
G13111,13111,0.53,0.52,0.3,0.1,0.3
G13119,13119,0.81,0.85,0.62,0.69,0.85
G13129,13129,0.76,0.88,0.82,0.75,0.88
G13139,13139,0.5,0.36,0.92,0.65,0.66
G13191,13191,0.71,0.86,0.47,0.21,0.59
G13199,13199,0.86,0.91,0.45,0.78,0.87
G13209,13209,0.84,0.23,0.86,0.85,0.85
G13213,13213,0.87,0.43,0.73,0.3,0.71
G13217,13217,0.74,0.8,0.75,0.28,0.71
G13229,13229,0.78,0.93,0.51,0.16,0.66
G13247,13247,0.6,0.48,0.92,0.16,0.55
G13251,13251,0.82,0.55,0.63,0.9,0.85
G13253,13253,0.76,0.8,0.63,0.78,0.83
G13263,13263,0.88,0.68,0.64,0.75,0.86
G13277,13277,0.7,0.75,0.75,0.96,0.88
G13283,13283,0.8,0.92,0.83,0.94,0.95
G13319,13319,0.86,0.6,0.62,0.53,0.79
G13321,13321,0.8,0.93,0.55,0.24,0.74
G15001,15001,0.4,0.37,0.94,0.55,0.58
G15007,15007,0.12,0.14,0.95,0.4,0.31
G16031,16031,0.57,0.6,0.87,0.47,0.67
G16035,16035,0.52,0.47,0.13,0.64,0.44
G16037,16037,0.57,0.56,0.46,0.23,0.44
G16049,16049,0.51,0.59,0.43,0.6,0.54
G16057,16057,0.44,0.01,0.24,0.82,0.25
G16067,16067,0.68,0.79,0.92,0.18,0.68
G16075,16075,0.56,0.73,0.76,0.32,0.6
G16077,16077,0.51,0.44,0.9,0.22,0.52
G17069,17069,0.79,0.41,0.04,0.46,0.5
G17097,17097,0.18,0.14,0.89,0.54,0.35
G17109,17109,0.65,0.04,0.37,0.9,0.52
G17143,17143,0.5,0.49,0.73,0.64,0.61
G17165,17165,0.82,0.96,0.37,0.79,0.86
G17201,17201,0.61,0.71,0.8,0.55,0.72
G18097,18097,0.68,0.57,0.91,0.68,0.8
G18157,18157,0.48,0.04,0.71,0.84,0.49
G19047,19047,0.68,0.67,0.9,0.86,0.86
G19049,19049,0,0.07,0.6,0.16,0.06
G19169,19169,0.35,0,0.6,0.68,0.21
G20019,20019,0.69,0.9,0.24,0.73,0.72
G20049,20049,0.65,0.74,0.13,0.17,0.39
G20061,20061,0.45,0.49,0.83,0.74,0.66
G20069,20069,0.32,0.13,0.74,0.23,0.27
G20093,20093,0.7,0.26,0.81,0.08,0.47
G20161,20161,0.45,0.01,0.65,0.95,0.44
G20189,20189,0.67,0.21,0.93,0.51,0.67
G21015,21015,0.08,0.31,0.56,0.1,0.13
G21053,21053,0.93,0.85,0.04,0.71,0.78
G21069,21069,0.81,0.94,0.32,0.5,0.77
G21087,21087,0.69,0.72,0.24,0.32,0.52
G21201,21201,0.78,0.26,0,0.27,0.35
G21217,21217,0.79,0.95,0.19,0.51,0.72
G21223,21223,0.78,0.84,0.3,0.56,0.71
G22001,22001,0.92,0.9,0.65,0.76,0.92
G22003,22003,0.91,0.59,0.76,0.93,0.93
G22007,22007,0.79,0.86,0.68,0.39,0.78
G22033,22033,0.48,0.35,0.87,0.76,0.67
G22037,22037,0.81,0.28,0.6,0.93,0.82
G22047,22047,0.8,0.72,0.58,0.96,0.89
G22051,22051,0.51,0.4,0.93,0.46,0.61
G22059,22059,0.77,0.77,0.53,0.6,0.76
G22075,22075,0.56,0.6,0.81,0.65,0.71
G22077,22077,0.77,0.95,0.64,0.6,0.85
G22085,22085,0.84,0.84,0.48,0.72,0.83
G22095,22095,0.7,0.67,0.8,0.49,0.75
G22119,22119,0.84,0.86,0.42,0.91,0.88
G22127,22127,0.79,0.78,0.44,0.67,0.78
G23021,23021,0.68,0.85,0.06,0.3,0.49
G24001,24001,0.68,0.4,0.34,0.75,0.62
G24019,24019,0.57,0.91,0.79,0.52,0.75
G24047,24047,0.2,0.26,0.46,0.52,0.28
G25017,25017,0.05,0.01,0.83,0.82,0.23
G26001,26001,0.66,0.46,0.08,0.06,0.26
G26033,26033,0.73,0.42,0.54,0.77,0.72
G26035,26035,0.89,0.73,0.26,0.67,0.77
G26049,26049,0.67,0.82,0.49,0.46,0.66
G26069,26069,0.66,0.68,0.14,0.3,0.45
G26095,26095,0.67,0.3,0.4,0.51,0.53
G26129,26129,0.77,0.77,0.11,0.56,0.63
G26153,26153,0.76,0.77,0.21,0.28,0.55
G27031,27031,0.09,0.2,0.24,0.7,0.2
G27053,27053,0.1,0.04,0.84,0.82,0.31
G27087,27087,0.81,0.95,0.49,0.77,0.87
G27103,27103,0.09,0.18,0.51,0.65,0.25
G28005,28005,0.93,0.87,0.5,0.39,0.82
G28009,28009,0.96,0.38,0.66,0.12,0.66
G28015,28015,0.8,0.39,0.41,0.49,0.63
G28023,28023,0.86,0.96,0.37,0.12,0.67
G28039,28039,0.81,0.48,0.44,0.33,0.61
G28043,28043,0.88,0.96,0.51,0.6,0.88
G28071,28071,0.66,0.02,0.58,0.82,0.51
G28087,28087,0.8,0.59,0.68,0.66,0.8
G28091,28091,0.93,0.87,0.54,0.92,0.94
G28107,28107,0.9,0.88,0.79,0.55,0.89
G28111,28111,0.82,0.88,0.28,0.42,0.71
G28117,28117,0.92,0.75,0.36,0.81,0.85
G28145,28145,0.8,0.9,0.64,0.53,0.83
G28147,28147,0.88,0.96,0.61,0.44,0.86
G29001,29001,0.73,0.01,0.58,0.61,0.45
G29015,29015,0.77,0.55,0.11,0.51,0.55
G29023,29023,0.9,0.96,0.2,0.6,0.82
G29029,29029,0.54,0.39,0.21,0.29,0.34
G29063,29063,0.51,0.06,0.27,0.86,0.41
G29149,29149,0.74,0.92,0.06,0.17,0.49
G29185,29185,0.64,0.79,0.05,0.47,0.5
G29197,29197,0.62,0.83,0.03,0.21,0.38
G29199,29199,0.69,0.55,0.02,0.7,0.53
G29229,29229,0.92,0.99,0.31,0.7,0.9
G30023,30023,0.44,0.52,0.14,0.81,0.47
G30041,30041,0.67,0.88,0.38,0.61,0.7
G30053,30053,0.76,0.47,0.25,0.14,0.42
G30061,30061,0.65,0.94,0.12,0.4,0.56
G30101,30101,0.4,0.17,0.47,0.85,0.48
G31005,31005,0.13,0.45,0.04,0,0.01
G31133,31133,0.41,0.21,0.17,0.32,0.23
G31153,31153,0.01,0.2,0.6,0.14,0.1
G32013,32013,0.42,0.43,0.87,0.61,0.59
G32017,32017,0.57,0.35,0.39,0.33,0.42
G32029,32029,0.05,0.64,0.34,0.02,0.07
G32031,32031,0.33,0.16,0.88,0.77,0.53
G34003,34003,0.08,0.03,0.93,0.56,0.24
G35001,35001,0.52,0.36,0.94,0.66,0.68
G35015,35015,0.47,0.69,0.92,0.63,0.7
G35017,35017,0.75,0.95,0.82,0.9,0.93
G35021,35021,0.5,0.46,0.48,0.18,0.36
G35035,35035,0.85,0.52,0.94,0.86,0.91
G35037,35037,0.85,0.98,0.79,0.14,0.81
G35049,35049,0.26,0.31,0.95,0.66,0.53
G35061,35061,0.86,0.87,0.94,0.55,0.9
G36001,36001,0.17,0.05,0.76,0.73,0.3
G36041,36041,0.56,0.49,0.4,0.2,0.39
G36067,36067,0.35,0.27,0.71,0.77,0.52
G37041,37041,0.83,0.85,0.39,0.72,0.81
G37051,37051,0.68,0.79,0.85,0.86,0.86
G37075,37075,0.85,0.48,0.42,0.33,0.63
G37119,37119,0.3,0.19,0.94,0.46,0.44
G37131,37131,0.89,0.93,0.72,0.63,0.9
G37133,37133,0.6,0.71,0.62,0.8,0.75
G37147,37147,0.73,0.18,0.81,0.96,0.82
G38105,38105,0.02,0.12,0.55,0.83,0.25
G39009,39009,0.81,0.05,0.34,1,0.73
G39035,39035,0.55,0.5,0.84,0.63,0.68
G39061,39061,0.38,0.36,0.73,0.7,0.54
G39105,39105,0.84,0.82,0.01,0.68,0.68
G39121,39121,0.57,0.41,0.18,0.51,0.43
G39145,39145,0.83,0.86,0.15,0.94,0.83
G39163,39163,0.92,0.84,0.03,0.56,0.72
G40005,40005,0.81,0.87,0.45,0.67,0.81
G40023,40023,0.93,1,0.52,0.82,0.96
G40059,40059,0.4,0.26,0.83,0.1,0.32
G40067,40067,0.88,0.99,0.57,0.39,0.87
G40089,40089,0.85,0.99,0.7,0.63,0.91
G40095,40095,0.61,1,0.86,0.49,0.85
G40141,40141,0.79,0.9,0.91,0.5,0.87
G41011,41011,0.63,0.78,0.37,0.89,0.74
G41021,41021,0.52,0.75,0.5,0.32,0.51
G41023,41023,0.58,0.6,0.28,0.65,0.55
G41033,41033,0.67,0.66,0.34,0.71,0.66
G41047,41047,0.6,0.72,0.89,0.93,0.85
G41055,41055,0.2,0.54,0.24,0.09,0.14
G41059,41059,0.8,0.86,0.89,0.99,0.97
G41069,41069,0.7,0.48,0.21,0.17,0.39
G42003,42003,0.18,0.07,0.56,0.61,0.25
G42045,42045,0.19,0.22,0.79,0.73,0.41
G45001,45001,0.89,0.84,0.51,0.68,0.86
G45013,45013,0.21,0.25,0.81,0.61,0.4
G45029,45029,0.85,0.75,0.69,0.45,0.8
G45081,45081,0.76,0.62,0.93,0.44,0.79
G45085,45085,0.87,0.93,0.8,0.96,0.97
G45087,45087,0.86,0.94,0.45,0.72,0.87
G46011,46011,0.24,0.01,0.48,0.61,0.16
G46049,46049,0.14,0.28,0.04,0.18,0.08
G46083,46083,0,0.15,0.3,0.06,0.02
G46089,46089,0.68,0.39,0.06,0.13,0.29
G46107,46107,0.06,0.25,0.1,0.16,0.05
G46109,46109,0.6,0.9,0.66,0.51,0.72
G47013,47013,0.89,0.89,0.03,0.61,0.73
G47035,47035,0.65,0.83,0.29,0.32,0.54
G47037,47037,0.35,0.09,0.92,0.81,0.54
G47049,47049,0.9,0.7,0.03,0.48,0.64
G47057,47057,0.82,0.52,0.35,0.32,0.59
G47075,47075,0.83,0.88,0.73,0.65,0.87
G47083,47083,0.77,0.68,0.19,0.37,0.56
G47087,47087,0.9,0.52,0.05,0.46,0.6
G47121,47121,0.79,0.53,0.21,0.23,0.49
G47171,47171,0.85,0.9,0.41,0.53,0.8
G47173,47173,0.92,0.49,0.07,0.62,0.67
G47181,47181,0.89,0.45,0.18,0.88,0.76
G48001,48001,0.66,0.11,0.86,0.98,0.79
G48015,48015,0.37,0.34,0.9,0.4,0.49
G48019,48019,0.47,0.6,0.65,0.34,0.51
G48021,48021,0.56,0.31,0.94,0.8,0.75
G48027,48027,0.53,0.74,0.9,0.84,0.81
G48033,48033,0.02,0.95,0.15,0.01,0.06
G48039,48039,0.25,0.19,0.93,0.79,0.51
G48051,48051,0.52,0.49,0.84,0.47,0.61
G48063,48063,0.79,0.93,0.91,0.63,0.9
G48073,48073,0.78,0.71,0.91,0.92,0.92
G48075,48075,0.82,0.12,0.85,0.67,0.75
G48081,48081,0.52,0.75,0.76,0.41,0.62
G48085,48085,0.03,0.1,0.91,0.17,0.15
G48089,48089,0.38,0.64,0.92,0.74,0.68
G48099,48099,0.71,0.6,0.8,0.67,0.78
G48123,48123,0.63,0.82,0.85,0.77,0.82
G48139,48139,0.26,0.28,0.9,0.36,0.39
G48171,48171,0.23,0.2,0.83,0.46,0.36
G48193,48193,0.44,0.81,0.71,0.5,0.61
G48197,48197,0.74,0.79,0.87,0.24,0.73
G48205,48205,0.42,0.03,0.91,0.89,0.53
G48227,48227,0.78,0.44,0.95,0.96,0.92
G48243,48243,0.41,0.23,0.88,0.15,0.36
G48267,48267,0.5,0.95,0.82,0.15,0.59
G48275,48275,0.71,0.98,0.91,0.2,0.8
G48297,48297,0.57,0.3,0.93,0.68,0.69
G48299,48299,0.44,0.5,0.63,0.36,0.47
G48305,48305,0.83,0.96,0.89,0.43,0.89
G48309,48309,0.63,0.59,0.92,0.9,0.84
G48319,48319,0.53,0.55,0.84,0.02,0.36
G48321,48321,0.82,0.7,0.96,0.77,0.91
G48325,48325,0.4,0.46,0.9,0.8,0.67
G48333,48333,0.56,0.98,0.78,0.42,0.77
G48335,48335,0.65,0.06,0.92,0.65,0.62
G48347,48347,0.88,0.66,0.89,1,0.98
G48355,48355,0.62,0.59,0.93,0.87,0.84
G48359,48359,0.44,0.16,0.65,0.52,0.43
G48407,48407,0.75,0.69,0.78,0.27,0.69
G48431,48431,0.19,0.92,0.56,0.36,0.41
G48453,48453,0.23,0.04,0.95,0.74,0.38
G48469,48469,0.54,0.69,0.92,0.75,0.78
G48483,48483,0.59,0.94,0.87,0.22,0.7
G48487,48487,0.65,0.96,0.88,0.86,0.91
G48491,48491,0.08,0.19,0.88,0.19,0.2
G49001,49001,0.34,0.24,0.66,0.13,0.25
G49009,49009,0.04,0.02,0.34,0.56,0.08
G49023,49023,0.31,0.32,0.47,0.17,0.23
G49035,49035,0.17,0.16,0.83,0.48,0.32
G49049,49049,0.25,0.06,0.67,0.51,0.28
G49053,49053,0.29,0.63,0.61,0.4,0.41
G51013,51013,0.01,0,0.88,0.78,0.14
G51021,51021,0.42,0.3,0.04,0.75,0.34
G51025,51025,0.89,0.84,0.68,0.74,0.9
G51059,51059,0.06,0.04,0.94,0.33,0.19
G51107,51107,0.02,0.07,0.91,0.09,0.09
G51111,51111,0.77,0.67,0.61,0.94,0.86
G51135,51135,0.71,0.81,0.79,0.97,0.91
G51141,51141,0.77,0.5,0.43,0.48,0.64
G51167,51167,0.85,0.42,0.01,0.26,0.45
G51175,51175,0.43,0.61,0.39,0.56,0.48
G51510,51510,0.07,0,0.94,0.72,0.2
G51530,51530,0.68,0.12,0.17,0.3,0.32
G51600,51600,0.06,0.02,0.92,0.69,0.24
G51630,51630,0.32,0.11,0.89,0.91,0.56
G51650,51650,0.49,0.39,0.8,0.81,0.67
G51775,51775,0.25,0.19,0.44,0.62,0.31
G51830,51830,0.5,0.02,0.48,0.83,0.38
G51840,51840,0.43,0.6,0.88,0.84,0.72
G53013,53013,0.21,0.63,0.62,0.24,0.31
G53017,53017,0.44,0.96,0.91,0.58,0.77
G53019,53019,0.76,0.82,0.65,0.7,0.82
G53047,53047,0.76,0.97,0.89,0.74,0.93
G53049,53049,0.66,0.73,0.74,0.53,0.74
G53051,53051,0.49,0.82,0.29,0.57,0.54
G53057,53057,0.34,0.43,0.83,0.62,0.54
G53069,53069,0.23,0.49,0.38,0.11,0.18
G54055,54055,0.77,0.95,0.36,0.71,0.81
G54075,54075,0.61,0.46,0,0.82,0.5
G54089,54089,0.88,0.85,0.15,0.87,0.83
G54099,54099,0.9,0.68,0.02,0.41,0.6
G54105,54105,0.76,0.69,0.01,0.14,0.37
G56039,56039,0,0.01,0.77,0.63,0.11
G01025,01025,0.94,0.62,0.48,0.73,0.85
G01029,01029,0.87,0.66,0.34,0.1,0.54
G01059,01059,0.87,0.66,0.82,0.53,0.84
G01133,01133,0.83,0.79,0.26,0.51,0.7
G02060,02060,0.19,0.18,0.43,0.89,0.35
G02105,02105,0.33,0.21,0.46,0.78,0.42
G02150,02150,0.24,0.56,0.94,0.95,0.7
G02170,02170,0.35,0.28,0.58,0.26,0.32
G02198,02198,0.59,0.84,0.45,0.89,0.77
G02240,02240,0.41,0.35,0.81,0.73,0.58
G04007,04007,0.86,0.88,0.81,0.67,0.9
G04013,04013,0.42,0.34,0.93,0.73,0.64
G04015,04015,0.75,0.79,0.71,0.85,0.86
G05049,05049,0.86,0.77,0.17,0.46,0.67
G05057,05057,0.84,0.98,0.91,0.69,0.95
G05065,05065,0.83,0.48,0.12,0.46,0.57
G05067,05067,0.9,0.57,0.29,0.71,0.76
G05089,05089,0.83,0.6,0.06,0.31,0.52
G05097,05097,0.79,0.63,0.46,0.51,0.7
G05101,05101,0.57,0.55,0.06,0.15,0.28
G05111,05111,0.85,0.98,0.31,0.58,0.83
G05127,05127,0.96,0.93,0.49,0.57,0.89
G05137,05137,0.88,0.66,0.08,0.19,0.51
G05147,05147,0.93,0.97,0.33,0.48,0.85
G06003,06003,0.67,0.63,0.61,0.71,0.73
G06021,06021,0.86,0.82,0.95,0.49,0.89
G06045,06045,0.7,0.82,0.88,0.85,0.88
G06065,06065,0.69,0.38,0.97,0.66,0.79
G06069,06069,0.5,0.39,0.98,0.2,0.52
G06073,06073,0.39,0.06,0.96,0.84,0.56
G06095,06095,0.37,0.27,0.96,0.69,0.59
G06113,06113,0.57,0.03,0.95,0.95,0.68
G08011,08011,0.87,0.65,0.83,0.81,0.9
G08031,08031,0.28,0.02,0.94,0.87,0.42
G08089,08089,0.89,0.99,0.89,0.63,0.96
G08105,08105,0.82,0.89,0.92,0.93,0.96
G09003,09003,0.31,0.19,0.89,0.74,0.52
G11001,11001,0.42,0.03,0.92,0.97,0.6
G12011,12011,0.42,0.17,0.97,0.66,0.58
G12063,12063,0.92,0.7,0.75,0.98,0.96
G12071,12071,0.41,0.28,0.88,0.61,0.55
G12095,12095,0.49,0.18,0.96,0.79,0.67
G12097,12097,0.71,0.63,0.98,0.55,0.82
G12133,12133,0.93,0.67,0.57,0.85,0.89
G13001,13001,0.88,0.96,0.82,0.89,0.97
G13009,13009,0.91,0.16,0.71,0.95,0.87
G13025,13025,0.87,0.81,0.22,0.25,0.62
G13027,13027,0.89,0.38,0.86,0.61,0.84
G13033,13033,0.82,0.78,0.72,0.66,0.85
G13055,13055,0.94,0.48,0.63,0.97,0.93
G13059,13059,0.79,0.02,0.89,0.96,0.77
G13087,13087,0.83,0.92,0.61,0.98,0.95
G13089,13089,0.49,0.22,0.97,0.72,0.66
G13091,13091,0.89,0.67,0.63,0.96,0.92
G13097,13097,0.53,0.53,0.87,0.23,0.54
G13101,13101,0.83,0.15,0.84,0.36,0.66
G13121,13121,0.32,0.11,0.9,0.83,0.53
G13125,13125,0.71,0.36,0.38,0.86,0.69
G13151,13151,0.38,0.46,0.84,0.05,0.31
G13155,13155,0.95,0.83,0.62,0.38,0.84
G13173,13173,0.95,0.88,0.38,0.7,0.87
G13175,13175,0.77,0.79,0.49,0.76,0.8
G13189,13189,0.9,0.86,0.7,0.89,0.94
G13197,13197,0.92,0.34,0.89,0.59,0.85
G13225,13225,0.86,0.67,0.88,0.95,0.94
G13245,13245,0.9,0.72,0.76,0.93,0.93
G13249,13249,0.9,0.86,0.54,0.46,0.82
G13279,13279,0.9,0.94,0.85,0.92,0.98
G13287,13287,0.88,0.98,0.73,0.97,0.98
G13315,13315,0.89,0.15,0.82,0.76,0.82
G15009,15009,0.14,0.13,0.95,0.66,0.39
G16003,16003,0.57,0.62,0.13,0.11,0.29
G16047,16047,0.67,0.48,0.88,0.46,0.71
G16063,16063,0.6,0.27,0.89,0.29,0.56
G17003,17003,0.92,1,0.42,0.85,0.96
G17019,17019,0.35,0.01,0.79,0.99,0.5
G17151,17151,0.74,0.47,0.12,0.3,0.45
G17153,17153,0.85,0.71,0.45,0.33,0.69
G18001,18001,0.6,0.31,0.39,0.81,0.59
G18027,18027,0.62,0.47,0.48,0.86,0.69
G18087,18087,0.45,0.15,0.53,0.44,0.37
G18105,18105,0.56,0.01,0.58,0.89,0.45
G19021,19021,0.58,0.4,0.93,0.71,0.74
G19051,19051,0.4,0.33,0.23,0.59,0.35
G20067,20067,0.54,0.07,0.94,0.15,0.38
G20075,20075,0.54,0.12,0.93,0.01,0.26
G21011,21011,0.89,0.95,0.03,0.47,0.73
G21041,21041,0.91,0.81,0.47,0.86,0.89
G21047,21047,0.82,0.84,0.65,0.93,0.91
G21099,21099,0.9,0.77,0.2,0.65,0.77
G21115,21115,0.93,0.48,0.13,0.95,0.81
G21143,21143,0.39,0.37,0.22,0.49,0.33
G21165,21165,0.9,0.64,0,0.43,0.58
G21169,21169,0.87,0.94,0.15,0.31,0.68
G21171,21171,0.86,0.6,0.24,0.6,0.7
G21205,21205,0.79,0.21,0.31,0.97,0.76
G21207,21207,0.96,0.84,0.38,0.67,0.86
G21219,21219,0.83,0.54,0.6,0.76,0.81
G21235,21235,0.95,0.8,0.08,0.89,0.84
G22009,22009,0.91,0.94,0.57,0.97,0.96
G22017,22017,0.73,0.81,0.66,0.81,0.84
G22021,22021,0.95,0.48,0.69,0.96,0.93
G22025,22025,0.84,0.43,0.39,0.85,0.78
G22043,22043,0.81,0.11,0.68,0.48,0.63
G22045,22045,0.9,0.89,0.83,0.9,0.96
G22061,22061,0.79,0.21,0.73,0.98,0.85
G22067,22067,0.87,0.8,0.49,0.9,0.88
G22083,22083,0.83,0.81,0.48,0.85,0.86
G22087,22087,0.89,0.76,0.81,0.19,0.77
G24029,24029,0.27,0.3,0.68,0.64,0.43
G24031,24031,0.11,0.08,0.96,0.58,0.33
G24033,24033,0.34,0.17,0.98,0.86,0.63
G25009,25009,0.25,0.21,0.87,0.8,0.51
G26053,26053,0.5,0.28,0.23,0.62,0.4
G26073,26073,0.72,0.05,0.47,0.91,0.6
G26097,26097,0.56,0.47,0.55,0.8,0.65
G26119,26119,0.76,0.53,0.04,0.17,0.37
G26135,26135,0.82,0.82,0.16,0.5,0.67
G26143,26143,0.72,0.72,0.14,0.21,0.46
G27105,27105,0.62,0.67,0.93,0.75,0.82
G27123,27123,0.3,0.24,0.9,0.94,0.63
G28017,28017,0.88,0.91,0.75,0.72,0.91
G28025,28025,0.93,0.62,0.51,0.24,0.71
G28035,28035,0.86,0.86,0.62,0.96,0.94
